Generation: 637 | maxFitness: 3,670536 | maxFitnessGen: 1,926497 | maxFitnessGenBuf: 2,020498
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,020498 | BrainData : -2,22578;0,2445434;-2,069545;0,6146238;-3,384863;3,885436;-0,1206928;3,642664;1,893017;4,847869;1,513461;-4,988002;-4,387566;1,945997;-2,2983;-3,239616;-0,2133835;-5,122474;4,07866;0,01582544;-3,95282;-2,968856;2,044312;-2,527685;-2,104631;4,296271
Index: 1 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,01939 | BrainData : -2,25281;0,2529428;-2,069545;0,6290531;-3,366839;3,832378;-0,173036;3,681837;1,850368;4,847869;1,4877;-5,014214;-4,339956;1,945997;-2,269931;-3,190235;-0,2590407;-5,031745;4,124118;0,01582544;-3,986686;-2,960593;2,025172;-2,538777;-2,125501;4,296271
Index: 2 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,017732 | BrainData : -2,229931;0,2445434;-2,065337;0,6309044;-3,352459;3,836036;-0,1373016;3,642664;1,847332;4,813961;1,4877;-4,953628;-4,329531;1,945997;-2,269931;-3,193315;-0,2133835;-5,080247;4,062259;0,01582544;-3,986686;-3,017468;2,025172;-2,538777;-2,126571;4,296271
Index: 3 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,017732 | BrainData : -2,22578;0,2445434;-2,069545;0,5652599;-3,384863;3,859015;-0,1401693;3,642664;1,847332;4,886055;1,4877;-5,008989;-4,339956;1,965688;-2,269931;-3,193315;-0,2489715;-5,0444;4,055315;0,01582544;-4,023668;-2,951166;2,025172;-2,538777;-2,126571;4,296271
Index: 4 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,017732 | BrainData : -2,194602;0,2724432;-2,089237;0,5970019;-3,424812;3,881024;-0,1401693;3,642664;1,834402;4,821886;1,45311;-4,973337;-4,339956;1,945997;-2,269931;-3,193315;-0,2344548;-5,077622;4,048249;0,01582544;-3,986686;-2,968856;2,025172;-2,538777;-2,126571;4,296271
Index: 5 | Name: car 37 | Brain Type: TOP2 | Fitness: 2,017732 | BrainData : -2,185444;0,228954;-2,069545;0,60448;-3,39186;3,836036;-0,1401693;3,622039;1,847332;4,847869;1,512819;-5,025682;-4,339956;1,945997;-2,269931;-3,193315;-0,2133835;-5,077622;4,07866;0,01582544;-3,986686;-2,978599;2,025172;-2,538777;-2,126571;4,296271
Index: 6 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,017732 | BrainData : -2,22578;0,2314102;-2,069545;0,5678439;-3,399599;3,836036;-0,1401693;3,630929;1,806664;4,849275;1,4877;-4,988002;-4,296846;1,896171;-2,247258;-3,143616;-0,2133835;-5,077622;4,109415;0,01582544;-3,971238;-2,925642;2,025172;-2,580965;-2,126571;4,296271
Index: 7 | Name: car 11 | Brain Type: RandomParents | Fitness: 2,015766 | BrainData : -2,18118;0,2649837;-2,030194;0,6388661;-3,426759;3,857857;-0,1393725;3,594962;1,792469;4,847869;1,498195;-4,988002;-4,363339;1,931392;-2,231378;-3,250523;-0,2133835;-5,106831;4,123585;0,1222725;-4,019149;-2,985029;2,017257;-2,581089;-2,126571;4,276568
Index: 8 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,015021 | BrainData : -2,22578;0,2931978;-2,069545;0,5802234;-3,361971;3,836036;-0,1401693;3,605015;1,847332;4,847869;1,497927;-5,008215;-4,339956;1,945997;-2,269931;-3,193315;-0,2133835;-5,077622;4,07866;0,03799933;-3,986686;-2,979124;1,991838;-2,503475;-2,164203;4,296271
Index: 9 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,997725 | BrainData : -2,225023;0,222225;-2,028591;0,6103003;-3,340636;3,836036;-0,1401693;3,642664;1,847332;4,882877;1,4877;-5,031854;-4,339956;1,983854;-2,269931;-3,164086;-0,2285119;-5,077622;4,089725;0,01582544;-4,029122;-2,968856;2,025172;-2,538777;-2,126571;4,307867
Index: 10 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,996568 | BrainData : -2,255572;0,2445434;-2,033535;0,5970019;-3,384863;3,863622;-0,1401693;3,642664;1,830302;4,847869;1,523994;-4,958577;-4,339718;1,945997;-2,233289;-3,193315;-0,2133835;-5,077622;4,125916;0,01582544;-3,967343;-2,942882;2,035026;-2,532817;-2,119842;4,323701
