Generation: 945 | maxFitness: 3,670536 | maxFitnessGen: 1,861347 | maxFitnessGenBuf: 2,184028
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,184028 | BrainData : -2,312604;0,09355028;-2,106955;0,0668807;-3,248604;4,374548;0,0708091;3,478455;2,181702;4,566463;0,9960854;-4,791277;-4,495962;2,190926;-2,379081;-3,599589;-0,2677816;-4,478964;4,519058;-0,4571549;-3,968096;-3,244632;2,221649;-2,269893;-1,876354;4,165319
Index: 21 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,911021 | BrainData : -2,28852;0,1278834;-2,141915;0,0668807;-3,209861;4,374548;0,04759444;3,513304;2,181702;4,555362;1,039352;-4,794915;-4,495962;2,152892;-2,379081;-3,642226;-0,3173913;-4,479706;4,519058;-0,4571549;-3,968096;-3,219313;2,221649;-2,269893;-1,908809;4,165319
Index: 22 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,910362 | BrainData : -2,359049;0,09355028;-2,137917;0,1041088;-3,230482;4,416143;0,007802564;3,515677;2,190961;4,527827;1,047837;-4,770408;-4,495962;2,169056;-2,365537;-3,537738;-0,2677816;-4,497774;4,478885;-0,4820446;-4,031196;-3,24625;2,195539;-2,239848;-1,899429;4,094539
Index: 23 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,902693 | BrainData : -2,302579;0,05076361;-2,16456;0,08096445;-3,252845;4,448133;0,02917776;3,542755;2,188052;4,520595;0,998842;-4,822783;-4,463886;2,190926;-2,360588;-3,577911;-0,2677816;-4,497774;4,47436;-0,4802455;-4,001041;-3,24625;2,238031;-2,237511;-1,838376;4,189887
Index: 24 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,900247 | BrainData : -2,29695;0,09355028;-2,141915;0,09570125;-3,207736;4,374548;-0,01358574;3,554182;2,21523;4,521467;1,011653;-4,756695;-4,495962;2,190926;-2,364076;-3,6104;-0,2677816;-4,497774;4,519026;-0,4507132;-3,968096;-3,24625;2,26016;-2,257031;-1,868699;4,188278
Index: 25 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,829378 | BrainData : -2,281061;0,04464444;-2,141915;0,0668807;-3,210278;4,38166;0,02099677;3,513304;2,181702;4,548756;0,9892716;-4,791277;-4,495962;2,190926;-2,418319;-3,655467;-0,2387274;-4,497774;4,519058;-0,4528294;-3,955659;-3,24625;2,221649;-2,236372;-1,899185;4,165319
Index: 26 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,816874 | BrainData : -2,312604;0,1386432;-2,170851;0,1134823;-3,230482;4,327472;0,002194146;3,513304;2,181702;4,555362;0,9981665;-4,791277;-4,495962;2,177212;-2,377306;-3,6104;-0,2400921;-4,509198;4,545317;-0,4320843;-3,983792;-3,24625;2,260783;-2,239962;-1,867373;4,165319
Index: 27 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,811557 | BrainData : -2,284378;0,09355028;-2,18448;0,08096445;-3,199417;4,374548;0,07502452;3,482978;2,195009;4,540542;1,041885;-4,791277;-4,495962;2,162202;-2,398468;-3,625169;-0,2677816;-4,468631;4,472484;-0,4537795;-4,038894;-3,294688;2,235787;-2,198689;-1,850774;4,19102
Index: 28 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,804784 | BrainData : -2,280599;0,09355028;-2,141915;0,0668807;-3,214763;4,327258;0,02797103;3,513304;2,185729;4,51884;1,030488;-4,791277;-4,502795;2,208379;-2,394427;-3,6104;-0,2341243;-4,475835;4,492859;-0,4371041;-3,968096;-3,24625;2,176701;-2,26068;-1,847716;4,124239
Index: 29 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,735859 | BrainData : -2,312604;0,09355028;-2,141915;0,0668807;-3,230141;4,374548;-0,02097744;3,513304;2,181702;4,542012;1,011653;-4,833618;-4,524591;2,182778;-2,427924;-3,568947;-0,2677816;-4,525722;4,562557;-0,4571549;-3,973603;-3,278924;2,221649;-2,244044;-1,899382;4,155029
Index: 30 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,435192 | BrainData : -2,342321;0,09355028;-2,147081;0,0668807;-3,215353;4,374548;-0,01363937;3,513304;2,181702;4,601435;1,048174;-4,791277;-4,495962;2,190926;-2,376108;-3,59633;-0,2677816;-4,497774;4,519058;-0,4589123;-3,968096;-3,24625;2,176201;-2,269893;-1,868699;4,184752
Index: 31 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,413363 | BrainData : -2,345217;0,09355028;-2,126816;0,01790025;-3,230482;4,374548;-0,0276293;3,482052;2,168531;4,512562;1,011653;-4,749492;-4,505554;2,190926;-2,418481;-3,565684;-0,2198921;-4,497774;4,519058;-0,4571549;-3,991471;-3,24625;2,172525;-2,269893;-1,868699;4,192404
Index: 32 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,391191 | BrainData : -2,350063;0,0698788;-2,086357;0,002768535;-3,23003;4,449199;-0,06476966;3,551026;2,148985;4,472867;1,007857;-4,825928;-4,498411;2,173564;-2,387927;-3,546109;-0,1301307;-4,521227;4,444377;-0,4101145;-3,975296;-3,330279;2,118764;-2,341134;-1,897478;4,176369
Index: 33 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,254207 | BrainData : -2,270162;0,1269213;-2,2308;0,04498293;-3,277253;4,393535;0,01088054;3,554676;2,143403;4,546613;1,049872;-4,805;-4,450614;2,148558;-2,379081;-3,554982;-0,2677816;-4,497774;4,47436;-0,4868369;-4,001041;-3,24625;2,246369;-2,255784;-1,905977;4,150691
Index: 34 | Name: car 22 | Brain Type: TotallyRandom | Fitness: 0,8811653 | BrainData : 2,11279;2,963464;4,065228;0,887291;-0,1361127;4,255954;2,962241;-4,303516;4,591998;-0,8324342;3,128752;0,03852081;1,832144;-1,957187;-3,541693;-1,201319;-4,542018;1,995249;4,361812;3,140024;-4,623909;-4,660026;3,504353;-0,8822637;-0,9362631;3,628996
Index: 35 | Name: car 20 | Brain Type: TotallyRandom | Fitness: 0,674749 | BrainData : 3,510656;-2,988228;-2,535236;-3,559757;2,788056;-0,1037569;-0,6495018;-2,090628;-0,8123012;-0,9848599;-1,431787;0,5682116;-1,227448;0,895155;-4,216368;0,5780525;-1,046565;-3,412832;1,322257;-4,552213;-4,19345;2,032786;-4,280311;-0,7048326;1,243394;-3,529339
Index: 36 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,6702521 | BrainData : 3,962184;4,896088;-1,004436;1,360974;-1,042219;-1,331565;-3,627507;-1,302585;2,736012;3,402859;2,0803;-1,634392;-0,755301;2,633775;3,210084;-0,8304819;-3,806425;-0,8147438;0,1802225;-2,912762;3,249756;-1,104208;-4,739727;-4,764474;1,178619;-4,858976
Index: 37 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,6385363 | BrainData : -0,584601;-2,652889;0,1765852;1,979864;0,4890585;0,7457118;-0,1614456;-1,224689;2,788267;-4,777552;0,6068841;1,112966;-2,937458;0,5456467;-2,693005;0,9274454;0,4843564;-0,1775272;2,528352;4,417895;-1,12601;-3,764641;1,125319;2,661534;0,5752249;3,355527
Index: 38 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,6374153 | BrainData : -2,950272;-0,9885077;0,7443314;4,191887;-4,958238;3,414123;2,744;0,3980203;-2,252254;-4,541573;1,115763;-2,924647;-2,003808;-3,504908;1,949304;-4,864256;-1,609396;1,528454;1,645807;3,569725;0,3658576;-0,6320124;0,8649116;-3,956678;0,7557278;4,767995
Index: 39 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,6211784 | BrainData : 3,566109;-1,329741;-2,059829;-0,838594;3,19214;-1,552446;-3,888932;0,5430098;3,582187;-1,736917;-0,6051521;0,1947026;0,07584047;0,6891804;4,563352;1,314614;-2,560148;-1,336911;3,520516;3,384227;-0,9535856;1,476198;-1,694386;2,199525;1,370345;2,819734
Index: 40 | Name: car 19 | Brain Type: TotallyRandom | Fitness: 0,6109869 | BrainData : 4,314001;1,71955;2,831429;-2,565668;-0,2067428;-4,188437;0,4715638;-0,2358646;0,2520328;-3,046889;-0,6391258;1,094325;0,6798072;-4,52743;2,522266;-2,393991;1,094776;-4,151832;-3,199797;1,513072;-0,6788058;2,733698;-1,702345;0,589654;2,226446;1,939496
Index: 41 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,5953128 | BrainData : -2,473364;-3,104906;-2,761734;1,179809;1,54802;-1,976687;-0,7677764;2,31204;2,438826;3,533626;-4,268041;-1,400688;3,058663;1,029236;3,453996;-0,7489813;-0,2285275;-0,8819669;0,3424698;2,759855;-4,1411;4,127345;-5,016743;-2,374155;3,412376;1,403578
Index: 42 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 0,5928425 | BrainData : 2,958121;-0,01224232;2,050901;-3,46745;0,004567623;-2,114931;1,365864;-1,446183;-2,056109;-0,1355081;2,296032;3,892092;-2,257843;-3,94648;-4,039886;4,698558;-3,374813;-4,645368;0,3427844;-0,9482522;2,565722;-1,813758;0,6165476;-1,822711;4,348531;4,492702
Index: 43 | Name: car 21 | Brain Type: TotallyRandom | Fitness: 0,5892365 | BrainData : -0,8059521;-1,374659;2,330707;-2,803083;1,094053;-1,916589;-4,153683;-4,108183;1,93187;1,021722;3,906954;1,95055;-4,341038;1,392503;-3,846482;-2,584027;1,126771;-3,796072;3,921583;2,496998;1,927375;2,25409;0,8792014;-2,327805;4,425135;1,662258
Index: 44 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,4340493 | BrainData : 4,40964;1,762982;-3,061526;-2,681429;-4,546722;-0,2372699;0,3905024;-4,681097;-2,884131;-0,1391311;0,007338956;-1,016737;-4,195396;-3,552716;-3,855704;-3,297777;1,679335;0,370872;-0,3282322;-4,838849;-2,629255;3,168;2,046764;-2,509563;-2,636678;4,595233
Index: 45 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,42796 | BrainData : -1,40734;-4,864695;4,327017;1,221271;-1,336885;4,323299;0,6469364;-1,926804;-0,6652279;-4,897418;0,3022714;2,895497;1,399548;-4,308655;-0,3561621;-0,9769769;-4,230392;1,484368;-0,5668516;0,8360868;3,684033;0,6197505;-4,57785;2,879091;-0,7676058;-4,129324
Index: 46 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,4260786 | BrainData : 0,732482;-2,706743;-4,854366;2,0477;-2,848177;-0,3284483;3,651255;-4,280082;-3,339144;1,606523;3,826445;-2,385456;-4,356932;-0,8624763;1,54366;-1,499133;-2,030957;-4,210912;0,382412;-0,8351107;-3,019411;-2,400048;4,160938;1,726284;-2,093102;1,725441
Index: 47 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,4129292 | BrainData : 1,395126;4,82091;2,139618;1,90843;-0,4795377;-4,897531;4,721069;-0,9801658;0,8223445;-1,333296;2,695006;2,750451;-1,495102;-3,332995;-1,556094;-4,966872;-0,9815421;-2,137712;1,2964;1,040765;2,543513;-0,09121544;2,553117;-3,010076;-2,362785;-4,294621
Index: 48 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,4057475 | BrainData : -2,4099;-1
