Generation: 945 | maxFitness: 3,670536 | maxFitnessGen: 1,861347 | maxFitnessGenBuf: 2,184028
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,184028 | BrainData : -2,312604;0,09355028;-2,106955;0,0668807;-3,248604;4,374548;0,0708091;3,478455;2,181702;4,566463;0,9960854;-4,791277;-4,495962;2,190926;-2,379081;-3,599589;-0,2677816;-4,478964;4,519058;-0,4571549;-3,968096;-3,244632;2,221649;-2,269893;-1,876354;4,165319
Index: 1 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,182278 | BrainData : -2,312604;0,08252031;-2,141915;0,0668807;-3,230482;4,373927;0,02099677;3,513304;2,160722;4,555362;1,011653;-4,791277;-4,495962;2,190926;-2,421617;-3,612476;-0,284549;-4,497774;4,519058;-0,4281981;-3,968096;-3,223707;2,213373;-2,232563;-1,868699;4,131627
Index: 2 | Name: car 43 | Brain Type: TOP2 | Fitness: 2,174442 | BrainData : -2,312604;0,09355028;-2,141915;0,0668807;-3,230482;4,330091;-0,02722071;3,513304;2,181702;4,555362;1,011653;-4,791277;-4,478629;2,190926;-2,379081;-3,6104;-0,2593206;-4,497774;4,519058;-0,4598302;-3,968096;-3,267838;2,221649;-2,274499;-1,893112;4,195187
Index: 3 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,171717 | BrainData : -2,318483;0,09355028;-2,094095;0,0668807;-3,254751;4,374548;0,02099677;3,513304;2,181702;4,574391;1,039298;-4,791277;-4,502882;2,190926;-2,379081;-3,62647;-0,2677816;-4,537536;4,564128;-0,4571549;-3,968096;-3,24625;2,225189;-2,269893;-1,868699;4,145056
Index: 4 | Name: car 47 | Brain Type: TOP2 | Fitness: 2,158462 | BrainData : -2,350224;0,09355028;-2,141915;0,0668807;-3,204153;4,412569;0,02099677;3,526542;2,222619;4,555362;1,030203;-4,791277;-4,511404;2,163663;-2,379081;-3,649055;-0,276453;-4,497774;4,519058;-0,4870203;-3,936471;-3,24625;2,221649;-2,256716;-1,872739;4,165319
Index: 5 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,104932 | BrainData : -2,303398;0,06199222;-2,10738;0,0668807;-3,184612;4,374548;0,02618275;3,513304;2,205305;4,506334;0,9636639;-4,800512;-4,495962;2,203476;-2,358995;-3,6104;-0,2677816;-4,497774;4,520677;-0,4932374;-3,968096;-3,231366;2,221649;-2,269893;-1,868699;4,165319
Index: 6 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,104932 | BrainData : -2,312604;0,09355028;-2,15662;0,0668807;-3,230482;4,374548;0,02099677;3,500064;2,153227;4,571692;1,049171;-4,791277;-4,495962;2,190926;-2,352021;-3,6104;-0,2677816;-4,497774;4,508213;-0,4571549;-3,968096;-3,24625;2,221649;-2,269893;-1,868699;4,165319
Index: 7 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,104932 | BrainData : -2,312604;0,09355028;-2,141915;0,0668807;-3,267552;4,374548;-0,002181513;3,47027;2,155185;4,555362;1,017417;-4,791277;-4,521764;2,228751;-2,379081;-3,6104;-0,2677816;-4,497774;4,495462;-0,4571549;-3,968096;-3,24625;2,221649;-2,317359;-1,868699;4,165319
Index: 8 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,104932 | BrainData : -2,312604;0,1368846;-2,141915;0,05676251;-3,230482;4,374548;0,02937002;3,527447;2,181702;4,541845;1,005516;-4,791277;-4,545159;2,229722;-2,379081;-3,589988;-0,2677816;-4,500806;4,475494;-0,4571549;-3,937708;-3,203312;2,221649;-2,28899;-1,868699;4,165319
Index: 9 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,096534 | BrainData : -2,291849;0,09355028;-2,141915;0,0668807;-3,250774;4,33214;-0,006761385;3,555843;2,181702;4,555362;1,018661;-4,811388;-4,495962;2,157145;-2,379081;-3,607808;-0,2677816;-4,497774;4,557034;-0,4571549;-3,968096;-3,24625;2,221649;-2,269893;-1,873511;4,179454
Index: 10 | Name: car 13 | Brain Type: RandomParents | Fitness: 2,093536 | BrainData : -2,306999;0,09493268;-2,210031;0,05728696;-3,230482;4,374548;0,01088054;3,489095;2,146797;4,498092;1,045295;-4,758565;-4,455452;2,227473;-2,295888;-3,553524;-0,232771;-4,518916;4,54828;-0,4537795;-3,931373;-3,24625;2,221649;-2,20894;-1,868699;4,1719
Index: 11 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,093183 | BrainData : -2,312604;0,09355028;-2,141915;0,0367002;-3,230482;4,333096;0,02099677;3,513304;2,181702;4,538868;1,035797;-4,76004;-4,495962;2,190926;-2,346446;-3,6104;-0,2677816;-4,497774;4,507282;-0,4571549;-3,968096;-3,24625;2,221649;-2,269893;-1,843829;4,117803
Index: 12 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,02134 | BrainData : -2,312604;0,09355028;-2,184176;0,0668807;-3,230482;4,374548;-0,0005471688;3,533987;2,202222;4,511882;1,011653;-4,791277;-4,495962;2,190926;-2,403137;-3,566321;-0,2677816;-4,531312;4,516132;-0,4571549;-3,975133;-3,254706;2,213006;-2,269893;-1,868699;4,165319
Index: 13 | Name: car 14 | Brain Type: RandomParents | Fitness: 2,018285 | BrainData : -2,312604;0,09355028;-2,13956;0,04442209;-3,230482;4,337887;-0,03619524;3,457255;2,111231;4,540812;0,9981681;-4,778921;-4,482811;2,15535;-2,379081;-3,58366;-0,3060153;-4,497774;4,48804;-0,426616;-4,013155;-3,295354;2,221005;-2,218877;-1,875105;4,14685
Index: 14 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,015634 | BrainData : -2,312604;0,1141151;-2,175551;0,0668807;-3,230482;4,375407;-0,01823218;3,513304;2,181702;4,528806;1,011653;-4,783541;-4,495962;2,190926;-2,379081;-3,6104;-0,2989839;-4,497774;4,53001;-0,4571549;-3,968096;-3,213914;2,221649;-2,301445;-1,868699;4,131474
Index: 15 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,012042 | BrainData : -2,312604;0,09355028;-2,141915;0,0668807;-3,230482;4,360289;0,02099677;3,550976;2,164649;4,526434;1,016562;-4,797753;-4,49655;2,180031;-2,388995;-3,626292;-0,2309671;-4,486346;4,543845;-0,471851;-3,968096;-3,24625;2,221649;-2,269893;-1,868699;4,184584
Index: 16 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,001653 | BrainData : -2,352077;0,1051084;-2,219149;0,06148509;-3,271839;4,411305;0,04899464;3,568507;2,155437;4,540542;1,014984;-4,833185;-4,495962;2,222265;-2,425151;-3,53939;-0,3157844;-4,53358;4,503357;-0,4061012;-4,001041;-3,242965;2,262253;-2,190347;-1,813148;4,140346
Index: 17 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,99827 | BrainData : -2,335165;0,07578352;-2,141915;0,0668807;-3,230482;4,374548;0,02099677;3,479721;2,181702;4,586469;1,000796;-4,791277;-4,495962;2,151408;-2,379081;-3,6104;-0,2861328;-4,512595;4,497783;-0,4571549;-3,968096;-3,24625;2,232797;-2,241979;-1,846817;4,165595
Index: 18 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,996795 | BrainData : -2,278256;0,113108;-2,151178;0,0412511;-3,230482;4,374548;0,07087786;3,474999;2,181702;4,535741;0,9872299;-4,791277;-4,495962;2,190926;-2,379081;-3,6104;-0,2947851;-4,490448;4,519058;-0,4123397;-3,982526;-3,198148;2,199805;-2,230921;-1,868699;4,165319
Index: 19 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,983475 | BrainData : -2,312604;0,09355028;-2,141915;0,0668807;-3,218673;4,352617;0,02099677;3,531787;2,181702;4,514193;1,011653;-4,791277;-4,495962;2,190926;-2,379776;-3,6104;-0,2367239;-4,497774;4,559228;-0,4571549;-3,971273;-3,249112;2,195382;-2,269893;-1,868699;4,165319
Index: 20 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,927258 | BrainData : -2,351376;0,05174002;-2,121544;0,04244902;-3,226558;4,437581;0,009715805;3,500757;2,166736;4,515901;1,020415;-4,797172;-4,504649;2,206481;-2,346641;-3,610692;-0,295389;-4,581433;4,445672;-0,4835202;-4,004303;-3,274297;2,244686;-2,235714;-1,891793;4,214554
