Generation: 64 | maxFitness: 1,665503 | maxFitnessGen: 1,653848 | maxFitnessGenBuf: 1,56126
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,56126 | BrainData : 1,288085;1,36261;3,745468;0,5151503;3,292201;-0,5998226;4,235903;0,58013;-0,2816613;-1,381613;-3,617139;-4,370883;3,314888;-2,693851;3,651122;-3,222721;4,789925;1,488155;-1,200728;-4,425597;-0,6365269;0,2553275;-1,210487;1,204291;-2,864222;4,158283
Index: 1 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,560961 | BrainData : 1,224374;1,471201;3,731566;0,5211058;3,190043;-0,5971419;4,244335;0,5378579;-0,310682;-1,445562;-3,59789;-4,377269;3,366638;-2,65287;3,617785;-3,303938;4,748277;1,445785;-1,186177;-4,373833;-0,6754185;0,232475;-1,136127;1,217174;-2,89067;4,167993
Index: 2 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,549098 | BrainData : 1,224374;1,390662;3,777901;0,5211058;3,236527;-0,641795;4,205435;0,4936853;-0,310682;-1,426584;-3,636029;-4,333325;3,412462;-2,65287;3,617785;-3,240081;4,789925;1,430829;-1,129386;-4,359306;-0,6630921;0,2744926;-1,158374;1,193266;-2,883337;4,206095
Index: 3 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,549098 | BrainData : 1,269912;1,395948;3,731566;0,5211058;3,236527;-0,641795;4,205435;0,4936853;-0,3605228;-1,408811;-3,631262;-4,327682;3,402161;-2,65287;3,649479;-3,302794;4,789925;1,470987;-1,140822;-4,361473;-0,6630921;0,2744926;-1,138067;1,193266;-2,883337;4,206095
Index: 4 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,549098 | BrainData : 1,224374;1,433869;3,731566;0,5562707;3,236527;-0,641795;4,205435;0,4936853;-0,310682;-1,426584;-3,622631;-4,377269;3,412462;-2,657005;3,617785;-3,262128;4,797435;1,442106;-1,140822;-4,353361;-0,6630921;0,2744926;-1,228699;1,193266;-2,883337;4,206095
Index: 5 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,549098 | BrainData : 1,224374;1,433869;3,739224;0,5211058;3,209676;-0,641795;4,161664;0,4486851;-0,2943921;-1,426584;-3,636029;-4,398959;3,412462;-2,65287;3,594247;-3,262128;4,838825;1,437943;-1,140822;-4,353361;-0,6389858;0,2744926;-1,179206;1,193266;-2,883337;4,206095
Index: 6 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,543258 | BrainData : 1,192119;1,452171;3,717841;0,5588908;3,274607;-0,641795;4,246984;0,5089257;-0,3282324;-1,426584;-3,636029;-4,3726;3,415215;-2,65287;3,617785;-3,262128;4,742494;1,445785;-1,140822;-4,353361;-0,6631129;0,2744926;-1,222256;1,193266;-2,883337;4,203985
Index: 7 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,542356 | BrainData : 1,224374;1,433869;3,725319;0,5211058;3,236527;-0,6162299;4,17679;0,4936853;-0,310682;-1,455388;-3,685603;-4,377269;3,458184;-2,681126;3,617785;-3,262128;4,789925;1,445785;-1,140822;-4,353361;-0,6630921;0,2744926;-1,223386;1,193266;-2,851876;4,15745
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,537843 | BrainData : 1,249647;1,433869;3,694183;0,5211058;3,236527;-0,641795;4,205435;0,4936853;-0,2879164;-1,426584;-3,629075;-4,377269;3,412462;-2,619913;3,617785;-3,262128;4,781069;1,445785;-1,140822;-4,353361;-0,6385466;0,2862673;-1,161738;1,149651;-2,883337;4,162414
Index: 9 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,484387 | BrainData : 1,211461;1,433869;3,731566;0,5124673;3,228429;-0,641795;4,167159;0,5156494;-0,2964222;-1,426584;-3,636029;-4,329598;3,459895;-2,641208;3,567813;-3,262128;4,789925;1,445785;-1,149546;-4,384492;-0,6630921;0,258427;-1,179206;1,193266;-2,883337;4,225141
Index: 10 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,480921 | BrainData : 1,224374;1,45375;3,716697;0,5211058;3,236527;-0,6562915;4,233902;0,4936853;-0,310682;-1,426584;-3,64175;-4,340062;3,37635;-2,65287;3,617785;-3,262128;4,789925;1,445785;-1,140822;-4,310907;-0,6630921;0,2510152;-1,179206;1,193266;-2,883337;4,206095
Index: 11 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,472296 | BrainData : 1,213408;1,404702;3,731566;0,5059362;3,209803;-0,6332082;4,223169;0,4936853;-0,310682;-1,412104;-3,605228;-4,410011;3,412462;-2,623273;3,629568;-3,262128;4,832454;1,445785;-1,140822;-4,353361;-0,6805587;0,2431036;-1,179206;1,193266;-2,883337;4,187805
Index: 12 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,465257 | BrainData : 1,227012;1,442722;3,743423;0,5526307;3,179164;-0,6179072;4,205435;0,5323414;-0,3287134;-1,401313;-3,595232;-4,344365;3,375388;-2,683967;3,662244;-3,249409;4,789925;1,447911;-1,170691;-4,340714;-0,6234803;0,2439785;-1,180744;1,190562;-2,910084;4,226608
Index: 13 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,459736 | BrainData : 1,218279;1,424135;3,839987;0,5642204;3,252321;-0,5678288;4,175408;0,527446;-0,3169168;-1,485137;-3,662522;-4,388816;3,289536;-2,752622;3,709766;-3,276294;4,824256;1,471072;-1,221632;-4,340714;-0,6473057;0,2634768;-1,17671;1,190562;-2,861629;4,215648
Index: 14 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,453126 | BrainData : 1,224374;1,433869;3,731566;0,5497025;3,236527;-0,6293107;4,205435;0,4936853;-0,310682;-1,426584;-3,636029;-4,377269;3,412462;-2,65287;3,617785;-3,271489;4,789925;1,405027;-1,113865;-4,308116;-0,6630921;0,2744926;-1,174499;1,193266;-2,893264;4,206095
Index: 15 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,441451 | BrainData : 1,20633;1,433869;3,774619;0,4768352;3,223447;-0,641795;4,205435;0,5345966;-0,310682;-1,38305;-3,626788;-4,377269;3,415992;-2,65287;3,604515;-3,266132;4,799106;1,445785;-1,140822;-4,334304;-0,6252719;0,2744926;-1,213723;1,198062;-2,883337;4,206095
Index: 16 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,429034 | BrainData : 1,247911;1,408849;3,724501;0,5323033;3,220357;-0,6424419;4,267136;0,5070117;-0,4079551;-1,412801;-3,592307;-4,354877;3,29579;-2,720326;3,715746;-3,198713;4,782591;1,476955;-1,15869;-4,408093;-0,6221515;0,2080745;-1,172554;1,220202;-2,90184;4,204348
Index: 17 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,428393 | BrainData : 1,258849;1,431515;3,731566;0,554965;3,271797;-0,641795;4,205435;0,476371;-0,310682;-1,4299;-3,636029;-4,377269;3,412462;-2,678883;3,654035;-3,262128;4,753757;1,404388;-1,18979;-4,353361;-0,6592954;0,2929303;-1,179206;1,145499;-2,882225;4,206095
Index: 18 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,410158 | BrainData : 1,24962;1,465598;3,745287;0,5482327;3,217415;-0,6322244;4,292785;0,4892879;-0,3242125;-1,405976;-3,618809;-4,402315;3,340193;-2,724047;3,751604;-3,268233;4,809506;1,483582;-1,220041;-4,358956;-0,6531917;0,2547553;-1,178507;1,194818;-2,939489;4,202965
Index: 19 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,406584 | BrainData : 1,248278;1,429893;3,731566;0,5046223;3,205566;-0,641795;4,156501;0,5293681;-0,310682;-1,426584;-3,591102;-4,377269;3,412462;-2,665085;3,570065;-3,224459;4,789925;1,460768;-1,140822;-4,353361;-0,6700214;0,2912325;-1,179206;1,193266;-2,883337;4,221463
Index: 20 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,403495 | BrainData : 1,180199;1,453252;3,767517;0,4753823;3,236527;-0,641795;4,177294;0,4936853;-0,3315651;-1,410532;-3,661555;-4,378537;3,393214;-2,65287;3,585035;-3,262128;4,747406;1,445785;-1,140822;-4,338682;-0,6630921;0,2612872;-1,220077;1,165291;-2,883337;4,191769
Index: 21 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,391012 | BrainData : 1,258977;1,440891;3,726081;0,5444919;3,136791;-0,6007927;4,24379;0,4977458;-0,3699377;-1,459577;-3,66659;-4,381472;3,261925;-2,682295;3,731716;-3,260502;4,851353;1,486869;-1,14339;-4,408093;-0,6473057;0,2897366;-1,182825;1,190562;-2,885391;4,20843
Index: 22 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,378743 | BrainData : 1,241628;1,433869;3,713945;0,5381154;3,236527;-0,6285228;4,157562;0,4936853;-0,32137;-1,426584;-3,652435;-4,381883;3,416901;-2,65287;3,650655;-3,262128;4,789925;1,443115;-1,140822;-4,353361;-0,6630921;0,2744926;-1,179206;1,166304;-2,883337;4,206095
Index: 23 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,343756 | BrainData : 1,269301;1,442722;3,74977;0,5466436;3,210676;-0,6179072;4,216632;0,508507;-0,3536859;-1,470142;-3,618809;-4,325475;3,267242;-2,660784;3,726881;-3,248322;4,832968;1,470842;-1,229732;-4,321116;-0,6473057;0,2692767;-1,188334;1,190562;-2,906597;4,169483
Index: 24 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,342259 | BrainData : 1,237853;1,421349;3,731566;0,5211058;3,236527;-0,641795;4,205898;0,4936853;-0,310682;-1,426584;-3,636029;-4,331343;3,460036;-2,65287;3,617785;-3,236212;4,748111;1,488633;-1,158639;-4,318782;-0,699231;0,3112109;-1,192414;1,193266;-2,878489;4,249932
Index: 25 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,144891 | BrainData : 1,224374;1,415318;3,776779;0,5501016;3,236527;-0,641795;4,205435;0,4936853;-0,2961903;-1,426584;-3,638578;-4,411628;3,440401;-2,65287;3,62819;-3,262128;4,749696;1,396952;-1,176837;-4,353361;-0,6630921;0,2744926;-1,137377;1,193266;-2,928634;4,194828
Index: 26 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,144644 | BrainData : 1,224374;1,433869;3,705862;0,5211058;3,278288;-0,641795;4,174553;0,5201105;-0,3346748;-1,416309;-3,6646;-4,356113;3,363151;-2,642268;3,572064;-3,262128;4,777623;1,445785;-1,171237;-4,353361;-0,6689935;0,3073764;-1,179206;1,193266;-2,872046;4,206095
Index: 27 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,111916 | BrainData : 1,209409;1,417278;3,739684;0,5211058;3,211133;-0,6113782;4,224892;0,4936853;-0,3260031;-1,380596;-3,636029;-4,377269;3,373509;-2,606224;3,610322;-3,262128;4,789925;1,445785;-1,140822;-4,376298;-0,6630921;0,3026613;-1,179206;1,193266;-2,883337;4,206095
Index: 28 | Name: car 43 | Brain Type: TOP2 | Fitness: 0,9406902 | BrainData : 1,231128;1,433869;3,693247;0,5211058;3,284777;-0,641795;4,17108;0,4915397;-0,310682;-1,469684;-3,659889;-4,377269;3,412462;-2,668303;3,617785;-3,226651;4,754657;1,445785;-1,123617;-4,353361;-0,7084349;0,2744926;-1,179206;1,146205;-2,845362;4,206095
Index: 29 | Name: car 33 | Brain Type: TOP2 | Fitness: 0,9100206 | BrainData : 1,206222;1,449977;3,692158;0,4958892;3,238416;-0,6353713;4,205435;0,539258;-0,3293135;-1,402781;-3,617174;-4,377269;3,412462;-2,65287;3,591414;-3,262128;4,795241;1,445785;-1,114772;-4,31151;-0,6630921;0,2744926;-1,160215;1,233516;-2,894002;4,225458
