Generation: 853 | maxFitness: 3,670536 | maxFitnessGen: 2,080548 | maxFitnessGenBuf: 2,017808
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,017808 | BrainData : -2,160673;0,4041085;-2,023773;0,3248729;-3,60782;4,353249;-0,1498126;3,413625;2,333121;4,38201;1,018555;-4,662502;-4,571745;2,197401;-2,491446;-3,68274;-0,3590197;-4,730098;4,501813;-0,08821607;-3,857521;-3,190042;2,317241;-2,34088;-1,863758;4,288939
Index: 1 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,015865 | BrainData : -2,131812;0,4193145;-2,003035;0,3109249;-3,600305;4,32301;-0,1516114;3,37342;2,344652;4,38201;1,013864;-4,580102;-4,531093;2,236867;-2,522332;-3,705516;-0,299844;-4,70542;4,501813;-0,08206676;-3,857521;-3,22755;2,307535;-2,34088;-1,863758;4,270539
Index: 2 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,966446 | BrainData : -2,202218;0,4501751;-2,025266;0,3109249;-3,652329;4,354684;-0,1498126;3,336208;2,305523;4,38201;1,018555;-4,623093;-4,571745;2,186801;-2,491446;-3,68274;-0,3308086;-4,693919;4,463891;-0,08821607;-3,863685;-3,181475;2,307535;-2,35511;-1,863758;4,299558
Index: 3 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,957514 | BrainData : -2,158094;0,4542393;-2,022083;0,3109249;-3,593296;4,329071;-0,1771651;3,402343;2,305523;4,377947;0,999594;-4,663639;-4,609794;2,237087;-2,491446;-3,639257;-0,3308086;-4,730098;4,463609;-0,05844463;-3,865448;-3,190042;2,307535;-2,34088;-1,866616;4,30085
Index: 4 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,953668 | BrainData : -2,160673;0,396825;-2,024671;0,2936401;-3,60782;4,356427;-0,1584053;3,396508;2,277945;4,406004;1,006905;-4,57252;-4,512863;2,197401;-2,513457;-3,690093;-0,3637168;-4,730501;4,405643;-0,09074718;-3,866914;-3,163616;2,29696;-2,433594;-1,863758;4,272073
Index: 5 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,952614 | BrainData : -2,176985;0,3956583;-2,022083;0,3109249;-3,568233;4,353249;-0,1008365;3,366669;2,295655;4,38201;1,018555;-4,620139;-4,571745;2,205539;-2,506465;-3,660994;-0,3308086;-4,75263;4,501813;-0,08821607;-3,857521;-3,177185;2,307535;-2,34088;-1,863758;4,256728
Index: 6 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,949626 | BrainData : -2,160673;0,4053504;-2,022083;0,2822906;-3,634047;4,353249;-0,1183745;3,366669;2,305523;4,358273;1,018555;-4,60235;-4,571745;2,155407;-2,491446;-3,68274;-0,3397882;-4,680286;4,501813;-0,08321821;-3,841465;-3,190042;2,307535;-2,354707;-1,863758;4,288939
Index: 7 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,949626 | BrainData : -2,196382;0,4179893;-2,035437;0,2786476;-3,59591;4,349374;-0,1802159;3,330118;2,305523;4,400855;1,063147;-4,623093;-4,566232;2,245849;-2,491446;-3,68274;-0,3582106;-4,74302;4,501813;-0,04167153;-3,857521;-3,167732;2,307535;-2,306654;-1,863758;4,288939
Index: 8 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,949626 | BrainData : -2,160673;0,4193145;-2,022083;0,304251;-3,60782;4,368728;-0,1498126;3,366669;2,272861;4,38201;1,065262;-4,632421;-4,56554;2,205008;-2,526786;-3,68274;-0,3308086;-4,763263;4,501813;-0,1057499;-3,808937;-3,190042;2,307535;-2,34088;-1,863758;4,288939
Index: 9 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,948808 | BrainData : -2,160673;0,4345545;-2,022083;0,3109249;-3,60782;4,353249;-0,1402359;3,319387;2,305523;4,38201;1,018555;-4,593045;-4,601965;2,197401;-2,491446;-3,709983;-0,3157533;-4,698208;4,468249;-0,04118263;-3,83999;-3,190042;2,307535;-2,34088;-1,865245;4,291778
Index: 10 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,948804 | BrainData : -2,160673;0,4193145;-2,022083;0,3109249;-3,60782;4,353249;-0,1401305;3,35391;2,353031;4,411979;1,018555;-4,623093;-4,543724;2,197401;-2,491446;-3,68274;-0,2878392;-4,754509;4,49482;-0,1304889;-3,857521;-3,225075;2,307535;-2,336847;-1,863758;4,288344
Index: 11 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,943555 | BrainData : -2,160673;0,4419046;-2,022083;0,3109249;-3,60782;4,39624;-0,1166537;3,339898;2,305523;4,38201;1,018555;-4,623093;-4,594019;2,246517;-2,491446;-3,704487;-0,3308086;-4,730098;4,475323;-0,08821607;-3,857521;-3,190042;2,311918;-2,34088;-1,874792;4,288939
Index: 12 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,943378 | BrainData : -2,160673;0,4193145;-1,994774;0,3109249;-3,60782;4,343881;-0,1428038;3,40713;2,305523;4,38201;1,018555;-4,581998;-4,543247;2,197425;-2,491446;-3,638581;-0,3308086;-4,730098;4,52292;-0,1204101;-3,857521;-3,190042;2,310043;-2,34088;-1,863758;4,288939
Index: 13 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,940601 | BrainData : -2,160673;0,4193145;-2,066713;0,3109249;-3,57882;4,353249;-0,1498126;3,366669;2,305523;4,379957;1,018555;-4,61974;-4,560343;2,197401;-2,492289;-3,68274;-0,3308086;-4,730098;4,501813;-0,08821607;-3,860094;-3,192501;2,307535;-2,353995;-1,862599;4,278214
Index: 14 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,93795 | BrainData : -2,160673;0,4517571;-2,016941;0,3109249;-3,561888;4,345469;-0,1853742;3,334968;2,305523;4,38201;1,0381;-4,624038;-4,571745;2,192625;-2,446341;-3,693424;-0,3308086;-4,730098;4,533039;-0,06507055;-3,822064;-3,178649;2,264666;-2,34088;-1,885138;4,24592
Index: 15 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,909733 | BrainData : -2,203576;0,4205025;-2,045816;0,2782693;-3,60782;4,353249;-0,1187782;3,396471;2,282785;4,413999;1,002866;-4,573526;-4,571745;2,215333;-2,477335;-3,656907;-0,3637168;-4,749723;4,507348;-0,08174664;-3,837646;-3,217375;2,307535;-2,389857;-1,854075;4,288939
