Generation: 154 | maxFitness: 3,670536 | maxFitnessGen: 1,695572 | maxFitnessGenBuf: 1,738638
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,738638 | BrainData : 1,08816;1,365431;3,549028;0,4228286;3,085735;-0,4584896;4,322629;0,4714581;-0,2993366;-1,21861;-3,840493;-4,009792;3,342166;-2,652657;3,619889;-3,216096;4,731351;1,576682;-1,132105;-4,473344;-0,8558869;0,1106213;-1,181848;1,343135;-2,72454;3,950654
Index: 1 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,73786 | BrainData : 1,123906;1,365339;3,518132;0,4228286;3,085735;-0,4374521;4,322629;0,4714581;-0,338505;-1,294018;-3,812948;-4,001763;3,334441;-2,656762;3,573565;-3,216096;4,727858;1,576682;-1,094693;-4,500467;-0,8558869;0,1059327;-1,220384;1,340842;-2,738764;3,950654
Index: 2 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,727076 | BrainData : 1,085871;1,29582;3,497331;0,4228286;3,120663;-0,4374521;4,322629;0,4321098;-0,2675226;-1,258221;-3,812948;-3,978298;3,327456;-2,673958;3,650504;-3,216096;4,714665;1,547474;-1,120824;-4,473344;-0,8558869;0,1059327;-1,22377;1,343135;-2,727812;3,950654
Index: 3 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,721904 | BrainData : 1,103144;1,3405;3,516973;0,4595166;3,15307;-0,4011516;4,282812;0,5583601;-0,3216177;-1,227551;-3,812948;-3,986283;3,321514;-2,603209;3,634407;-3,166575;4,753623;1,576682;-1,082053;-4,529134;-0,8608304;0,08240613;-1,256319;1,343135;-2,736375;3,903906
Index: 4 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,704942 | BrainData : 1,08538;1,326424;3,552519;0,3831916;3,085735;-0,4374521;4,289541;0,4714581;-0,3317306;-1,258221;-3,812948;-4,001763;3,334441;-2,656762;3,619889;-3,216096;4,731351;1,606227;-1,094693;-4,461736;-0,8558869;0,09756395;-1,211159;1,343135;-2,738764;3,950654
Index: 5 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,688992 | BrainData : 1,08086;1,384025;3,530929;0,4228286;3,085735;-0,4374521;4,368105;0,4714581;-0,2993366;-1,258221;-3,812948;-4,001763;3,297286;-2,682359;3,619889;-3,216096;4,765132;1,576682;-1,094693;-4,462797;-0,8849127;0,09515899;-1,272002;1,343135;-2,738764;3,950654
Index: 6 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,688117 | BrainData : 1,145174;1,3405;3,539298;0,411272;3,116776;-0,4149618;4,284788;0,4710796;-0,2821594;-1,27459;-3,793593;-4,022697;3,321514;-2,655337;3,625354;-3,245577;4,781029;1,576682;-1,088405;-4,485425;-0,8335338;0,07627828;-1,297687;1,343135;-2,787902;3,974655
Index: 7 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,673015 | BrainData : 1,08538;1,3405;3,530929;0,4228286;3,085735;-0,4374521;4,285178;0,4714581;-0,2993366;-1,258221;-3,76331;-4,001763;3,296357;-2,656518;3,604807;-3,175565;4,754155;1,544618;-1,115377;-4,473344;-0,8788;0,1306212;-1,22377;1,313708;-2,738764;3,979889
Index: 8 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,667962 | BrainData : 1,119123;1,303838;3,526051;0,4114013;3,123697;-0,4370158;4,320809;0,5472424;-0,2993366;-1,315047;-3,857385;-4,023576;3,295789;-2,681334;3,607068;-3,225621;4,772598;1,594678;-1,036193;-4,485425;-0,8584248;0,1059327;-1,255186;1,343135;-2,744289;3,950654
Index: 9 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,667332 | BrainData : 1,051093;1,352032;3,48396;0,3877088;3,12165;-0,3907896;4,287459;0,5204537;-0,2993366;-1,258221;-3,79921;-4,001763;3,293934;-2,656762;3,619889;-3,216926;4,692498;1,579999;-1,094693;-4,473344;-0,8780172;0,1051053;-1,22377;1,343135;-2,718381;3,909573
Index: 10 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,666986 | BrainData : 1,08538;1,300143;3,530929;0,4228286;3,085735;-0,4374521;4,322629;0,4714581;-0,2993366;-1,218875;-3,812948;-3,981321;3,334441;-2,656762;3,619889;-3,25015;4,72858;1,576682;-1,046259;-4,50436;-0,8558869;0,1059327;-1,22377;1,343135;-2,727839;3,98121
