Generation: 42 | maxFitness: 1,786175 | maxFitnessGen: 1,603233 | maxFitnessGenBuf: 1,588282
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,588282 | BrainData : 1,246143;1,442929;3,783424;0,4226377;3,143408;-0,7617268;4,340087;0,5530725;-0,3232066;-1,474476;-3,759384;-4,493442;3,434784;-2,599931;3,640234;-3,207457;4,755035;1,444053;-1,092187;-4,291606;-0,6416535;0,2788736;-1,085698;1,185331;-2,884542;4,205953
Index: 1 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,588122 | BrainData : 1,245467;1,425053;3,783424;0,3773683;3,174281;-0,7617268;4,340087;0,6017883;-0,2926452;-1,51331;-3,774956;-4,483515;3,41733;-2,599931;3,679536;-3,249467;4,725326;1,462281;-1,134499;-4,276554;-0,6416535;0,3146396;-1,097867;1,170725;-2,862971;4,234641
Index: 2 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,588122 | BrainData : 1,259506;1,441524;3,780288;0,395998;3,167152;-0,7711334;4,340087;0,6017883;-0,3071553;-1,508582;-3,760524;-4,493442;3,434784;-2,58302;3,66972;-3,249467;4,755466;1,462281;-1,116902;-4,276554;-0,6137507;0,3146396;-1,092798;1,170725;-2,862971;4,234641
Index: 3 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,586765 | BrainData : 1,27148;1,454405;3,783424;0,4207942;3,128287;-0,7411243;4,32456;0,6139935;-0,3232066;-1,474476;-3,793427;-4,493442;3,434784;-2,599931;3,674304;-3,249467;4,773742;1,462281;-1,128947;-4,291623;-0,5977396;0,3156924;-1,099071;1,170725;-2,862971;4,234641
Index: 4 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,586084 | BrainData : 1,300629;1,439835;3,783424;0,4110793;3,131071;-0,7167553;4,340087;0,6017883;-0,3268782;-1,512961;-3,723021;-4,517047;3,434784;-2,599931;3,685263;-3,202185;4,78442;1,498512;-1,116902;-4,276554;-0,6416535;0,2932352;-1,122615;1,170694;-2,862971;4,191475
Index: 5 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,576072 | BrainData : 1,27148;1,439835;3,783424;0,3373062;3,178545;-0,7710466;4,340087;0,6017883;-0,3172785;-1,474476;-3,759384;-4,493442;3,457927;-2,604149;3,679536;-3,249467;4,755035;1,422571;-1,116902;-4,276554;-0,6067478;0,3146396;-1,092798;1,170725;-2,862971;4,240641
Index: 6 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,575627 | BrainData : 1,27148;1,439835;3,783424;0,3773683;3,178672;-0,7617268;4,351044;0,6017883;-0,3670097;-1,474476;-3,74644;-4,493442;3,458922;-2,599931;3,691057;-3,249467;4,726679;1,462281;-1,116902;-4,276554;-0,6416535;0,3146396;-1,092798;1,170725;-2,852352;4,224185
Index: 7 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,568905 | BrainData : 1,344537;1,407493;3,802183;0,3998679;3,093173;-0,7261956;4,340087;0,6208415;-0,3029451;-1,461384;-3,678738;-4,505241;3,435972;-2,595445;3,679536;-3,256055;4,751163;1,5522;-1,128538;-4,216868;-0,6943044;0,3092271;-1,048819;1,172233;-2,835102;4,208341
Index: 8 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,529245 | BrainData : 1,270839;1,430453;3,783424;0,3540594;3,093805;-0,7568098;4,340087;0,6517053;-0,3232066;-1,503337;-3,779466;-4,490409;3,407434;-2,599931;3,6305;-3,249467;4,755035;1,462281;-1,148675;-4,276554;-0,6416535;0,3146396;-1,091571;1,170725;-2,862971;4,268941
Index: 9 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,528467 | BrainData : 1,313179;1,439835;3,783424;0,3773683;3,131071;-0,804333;4,342659;0,6413526;-0,3355802;-1,474476;-3,719333;-4,493442;3,46088;-2,599931;3,683183;-3,249467;4,755035;1,462281;-1,097576;-4,276554;-0,629337;0,3210089;-1,092798;1,139875;-2,8873;4,234641
Index: 10 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,525555 | BrainData : 1,267776;1,417626;3,780808;0,3773683;3,131071;-0,7779588;4,371063;0,6278563;-0,3232066;-1,474476;-3,759384;-4,493442;3,439985;-2,612627;3,679536;-3,253689;4,721627;1,43142;-1,073224;-4,27442;-0,6312789;0,3146396;-1,092798;1,170725;-2,862971;4,270158
