Generation: 508 | maxFitness: 3,670536 | maxFitnessGen: 1,946671 | maxFitnessGenBuf: 1,980085
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,980085 | BrainData : 0,6041605;1,380433;4,07874;0,5339295;3,435578;-1,170315;4,167782;0,8451987;0,003840987;-0,8384487;-3,517909;-4,340806;2,945663;-2,418196;4,029433;-2,88978;4,872111;0,9801364;-1,211895;-4,473352;-1,427645;0,2433427;-1,365957;1,078557;-2,852823;3,769146
Index: 1 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,977704 | BrainData : 0,6041605;1,36053;4,065162;0,5648257;3,483956;-1,202404;4,143833;0,7956637;0,003840987;-0,8365599;-3,477696;-4,337355;2,888122;-2,392154;4,035822;-2,88978;4,872111;1,001125;-1,251151;-4,473352;-1,438822;0,2316907;-1,380457;1,078557;-2,852823;3,73364
Index: 2 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,976 | BrainData : 0,6189913;1,37442;4,106332;0,5527955;3,448768;-1,175848;4,12145;0,8807154;0,003840987;-0,8507493;-3,517275;-4,340806;2,908531;-2,410717;3,979526;-2,911827;4,832638;0,9801364;-1,265155;-4,473352;-1,465264;0,244062;-1,415922;1,068069;-2,861169;3,74824
Index: 3 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,973487 | BrainData : 0,6041605;1,392468;4,103953;0,5833296;3,455779;-1,178201;4,119137;0,8451987;0,003840987;-0,8150485;-3,477696;-4,340806;2,926216;-2,462721;3,988089;-2,854168;4,872111;0,9801364;-1,176908;-4,487062;-1,459662;0,2433427;-1,372045;1,078557;-2,8768;3,794086
Index: 4 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,97213 | BrainData : 0,6377456;1,388565;4,084979;0,5141392;3,410023;-1,175848;4,151585;0,8885091;0,003840987;-0,8525425;-3,513023;-4,340806;2,90466;-2,418196;3,988089;-2,953182;4,832638;0,9751618;-1,252205;-4,473352;-1,394325;0,2243802;-1,389883;1,077536;-2,887062;3,74824
Index: 5 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,967235 | BrainData : 0,6263041;1,380433;4,103953;0,5339295;3,435578;-1,177709;4,167782;0,8775672;0,003840987;-0,7999409;-3,477696;-4,322267;2,926216;-2,418196;3,984557;-2,88978;4,872111;1,004957;-1,211895;-4,444759;-1,486603;0,2433427;-1,400376;1,092376;-2,852823;3,792634
Index: 6 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,964506 | BrainData : 0,6041605;1,380433;4,103953;0,5397534;3,435578;-1,177709;4,167782;0,8270057;0,003840987;-0,8150485;-3,477696;-4,340806;2,926216;-2,418196;4,028362;-2,88978;4,912445;1,028683;-1,211371;-4,473352;-1,408756;0,2433427;-1,400376;1,078557;-2,866791;3,766477
Index: 7 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,922297 | BrainData : 0,6077976;1,333668;4,096324;0,5507559;3,47522;-1,177709;4,167782;0,8734236;0,003840987;-0,8150485;-3,477696;-4,340806;2,881107;-2,418196;3,988089;-2,867484;4,848521;0,9801364;-1,222121;-4,511757;-1,458178;0,2433427;-1,400376;1,078557;-2,864693;3,803029
Index: 8 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,913563 | BrainData : 0,5630006;1,380433;4,113313;0,5022193;3,430894;-1,211716;4,167782;0,805481;0,003840987;-0,7991647;-3,452028;-4,340806;2,962035;-2,375547;3,992914;-2,863293;4,828025;1,021003;-1,21441;-4,473352;-1,459632;0,2433427;-1,400376;1,078557;-2,838156;3,773062
Index: 9 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,897217 | BrainData : 0,6041605;1,361439;4,103953;0,4908035;3,435578;-1,177709;4,167782;0,8451987;0,003840987;-0,8234041;-3,477696;-4,353271;2,878161;-2,387611;4,025107;-2,846869;4,872111;0,9801364;-1,211895;-4,515411;-1,438822;0,210559;-1,400376;1,083128;-2,852823;3,719292
Index: 10 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,891165 | BrainData : 0,5638012;1,427559;4,103953;0,5339295;3,413434;-1,177709;4,167782;0,8451987;0,01309458;-0,8150485;-3,477696;-4,340806;2,926216;-2,418196;3,988089;-2,840825;4,872111;0,9881186;-1,204495;-4,473352;-1,396411;0,2197897;-1,400376;1,078557;-2,853213;3,735041
Index: 11 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,828387 | BrainData : 0,6070135;1,424972;4,087821;0,5098118;3,470349;-1,164592;4,167782;0,8375084;0,03086225;-0,7969037;-3,471752;-4,324774;2,925645;-2,418196;3,988089;-2,90701;4,845207;0,9801364;-1,231517;-4,473352;-1,403965;0,25182;-1,405031;1,078557;-2,87216;3,785851
Index: 12 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,766809 | BrainData : 0,605425;1,380433;4,103953;0,5116467;3,438178;-1,12796;4,153848;0,8273561;0,006820474;-0,849981;-3,477696;-4,340806;2,947096;-2,419575;4,059371;-2,902719;4,776158;0,9801364;-1,247372;-4,468648;-1,412959;0,2456188;-1,438568;1,041515;-2,83802;3,7114
