Generation: 395 | maxFitness: 3,670536 | maxFitnessGen: 1,809762 | maxFitnessGenBuf: 1,891219
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,891219 | BrainData : 0,8908408;0,9774149;3,740249;0,4866561;3,311459;-0,803756;4,022041;0,6233096;-0,1170787;-0,8440625;-3,890187;-4,206958;3,099584;-2,840196;3,688156;-3,138988;5,04856;1,188604;-1,185304;-4,61985;-1,140374;0,1712366;-1,563283;1,180041;-2,859791;3,835509
Index: 1 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,874391 | BrainData : 0,9298323;0,9411565;3,740249;0,4866561;3,282524;-0,803756;4,022041;0,6319233;-0,1170787;-0,9089439;-3,865365;-4,206958;3,138816;-2,807212;3,686741;-3,119519;5,04856;1,188604;-1,212349;-4,613877;-1,140374;0,1712366;-1,596547;1,204377;-2,800635;3,835509
Index: 2 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,865532 | BrainData : 0,9376998;0,9411565;3,740249;0,4602778;3,282524;-0,7827597;4,022041;0,6247742;-0,1170787;-0,8862298;-3,85445;-4,206958;3,138816;-2,807212;3,688156;-3,138988;5,04619;1,188604;-1,212349;-4,661818;-1,108228;0,1712366;-1,645351;1,180041;-2,833145;3,835509
Index: 3 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,865532 | BrainData : 0,9369195;0,9055583;3,782622;0,4866561;3,260745;-0,803756;4,030495;0,6204479;-0,1170787;-0,8862298;-3,85445;-4,181712;3,138816;-2,807212;3,67884;-3,093118;5,04856;1,188604;-1,259669;-4,61985;-1,140374;0,1712366;-1,578859;1,180041;-2,833145;3,835509
Index: 4 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,845973 | BrainData : 0,9467874;0,9411565;3,740249;0,4866561;3,282524;-0,803756;4,022041;0,6204479;-0,1583339;-0,8862298;-3,840231;-4,218521;3,138816;-2,807212;3,705323;-3,138988;5,0762;1,206131;-1,212349;-4,61985;-1,140374;0,1712366;-1,616633;1,180041;-2,817937;3,819196
Index: 5 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,80998 | BrainData : 0,9396363;0,9424696;3,748422;0,4866561;3,304988;-0,8199987;4,022041;0,617437;-0,1170787;-0,9321182;-3,85445;-4,206958;3,138816;-2,849507;3,68524;-3,138988;5,091017;1,188604;-1,212349;-4,61985;-1,099437;0,169687;-1,620142;1,177253;-2,862704;3,875643
Index: 6 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,787352 | BrainData : 0,9521406;0,9463679;3,75852;0,4757109;3,282524;-0,7934856;4,002303;0,6070576;-0,1094275;-0,9262223;-3,881371;-4,206958;3,138816;-2,835824;3,688156;-3,138988;5,056296;1,188604;-1,165675;-4,61985;-1,166224;0,1712366;-1,575548;1,180041;-2,857541;3,828471
Index: 7 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,781459 | BrainData : 0,9917283;0,9703441;3,673216;0,465032;3,305886;-0,8292245;4,08189;0,6183104;-0,1645108;-0,8862298;-3,871788;-4,23355;3,069889;-2,86554;3,622354;-3,232821;5,017568;1,188604;-1,240562;-4,555984;-1,140374;0,1388213;-1,638568;1,1922;-2,875245;3,859784
Index: 8 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,768961 | BrainData : 0,9396363;0,9010545;3,73318;0,5057312;3,29834;-0,803756;4,041508;0,5835906;-0,08794779;-0,898032;-3,900736;-4,206958;3,156651;-2,807212;3,691303;-3,120435;5,04856;1,19096;-1,211118;-4,655383;-1,140374;0,1712366;-1,596547;1,180041;-2,833145;3,793284
Index: 9 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,747373 | BrainData : 0,9780742;0,9518418;3,740249;0,4866561;3,282524;-0,8052392;4,022041;0,6204479;-0,1170787;-0,8809366;-3,842147;-4,249048;3,138816;-2,788958;3,701416;-3,16275;5,07745;1,235947;-1,212349;-4,667316;-1,170483;0,1712366;-1,596547;1,195971;-2,833145;3,835509
Index: 10 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,69943 | BrainData : 0,94112;0,9724399;3,750015;0,5262151;3,29482;-0,803756;4,026443;0,5740467;-0,1645108;-0,8862298;-3,935202;-4,235685;3,138816;-2,869787;3,688156;-3,126263;4,986467;1,188604;-1,259313;-4,580373;-1,102039;0,1899629;-1,616637;1,145981;-2,832691;3,835509
