Generation: 302 | maxFitness: 3,670536 | maxFitnessGen: 1,804995 | maxFitnessGenBuf: 1,758255
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,758255 | BrainData : 1,167802;1,071712;3,637694;0,4300341;3,186936;-0,8522801;4,374794;0,5329002;-0,2841189;-0,9901705;-3,95297;-4,36125;3,115265;-2,982387;3,791565;-3,259561;4,937232;1,232721;-1,233804;-4,931276;-0,9866829;0,3181131;-1,43488;1,162142;-2,636806;3,902342
Index: 1 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,757618 | BrainData : 1,1709;1,068148;3,594615;0,4808384;3,1378;-0,8939492;4,380001;0,5012626;-0,3138768;-0,972847;-3,929921;-4,39606;3,159576;-2,961479;3,791565;-3,196461;4,951645;1,28021;-1,231145;-4,932436;-0,9640093;0,3498877;-1,458462;1,132203;-2,69632;3,996622
Index: 2 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,756526 | BrainData : 1,172965;1,068148;3,563465;0,469796;3,180331;-0,8765156;4,345634;0,4926827;-0,2790045;-0,972847;-3,929921;-4,416491;3,201709;-2,931717;3,791565;-3,210907;4,978998;1,27919;-1,231145;-4,931276;-0,9640093;0,3498877;-1,458462;1,128806;-2,673984;3,951434
Index: 3 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,749822 | BrainData : 1,170089;1,071712;3,61798;0,4900825;3,198924;-0,8975259;4,421785;0,5143379;-0,3183644;-0,9419026;-3,879053;-4,36125;3,154571;-3,004259;3,840467;-3,259183;4,904608;1,268656;-1,205591;-4,973203;-0,9640093;0,3538455;-1,449234;1,128806;-2,668718;3,945484
Index: 4 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,748862 | BrainData : 1,172965;1,068148;3,594615;0,4555468;3,15891;-0,8939492;4,380001;0,4926827;-0,2928404;-0,9244649;-3,929921;-4,39606;3,159576;-2,961479;3,791565;-3,210907;4,951645;1,27919;-1,210037;-4,943786;-0,9640093;0,3498877;-1,458462;1,128806;-2,680776;3,951434
Index: 5 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,748862 | BrainData : 1,210874;1,076702;3,594615;0,4555468;3,180331;-0,8586224;4,364622;0,4926827;-0,3466696;-0,972847;-3,929921;-4,39606;3,193069;-2,961479;3,751789;-3,210907;4,951645;1,23376;-1,200774;-4,931276;-0,9321866;0,3498877;-1,498976;1,128806;-2,680776;3,951434
Index: 6 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,745095 | BrainData : 1,231248;1,105153;3,594615;0,4461699;3,148145;-0,9108011;4,392766;0,478906;-0,273279;-0,9283791;-3,907291;-4,404356;3,147541;-2,95787;3,791565;-3,303017;4,960737;1,27919;-1,24242;-4,931276;-0,9839889;0,3421879;-1,415942;1,12873;-2,665713;3,902342
Index: 7 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,744891 | BrainData : 1,172965;1,028537;3,594615;0,4843529;3,180331;-0,8939492;4,380001;0,4926827;-0,3183644;-0,9855254;-3,937176;-4,436104;3,159576;-2,954173;3,791565;-3,210907;4,955559;1,27919;-1,207371;-4,88848;-0,9640093;0,3498877;-1,461319;1,131234;-2,680776;3,951434
Index: 8 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,677687 | BrainData : 1,172965;1,040986;3,5563;0,4555468;3,210721;-0,9144977;4,380001;0,5256447;-0,3183644;-1,015024;-3,927796;-4,39606;3,159576;-2,961479;3,791565;-3,260477;4,976986;1,27919;-1,267241;-4,971271;-0,9640093;0,3498877;-1,458462;1,128806;-2,680776;3,97962
Index: 9 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,676323 | BrainData : 1,198997;1,063805;3,586823;0,4596045;3,168598;-0,9373767;4,385738;0,5368416;-0,3312224;-0,8829035;-3,867476;-4,411371;3,109175;-2,93665;3,764232;-3,307846;4,980105;1,323259;-1,214311;-4,89832;-0,9302344;0,3076522;-1,487006;1,164532;-2,668718;3,941746
Index: 10 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,675944 | BrainData : 1,18889;1,148121;3,531586;0,3987676;3,169915;-0,9023754;4,368428;0,5143379;-0,3139465;-0,9234183;-3,949538;-4,320927;3,09733;-2,982387;3,816295;-3,249496;4,951645;1,27919;-1,233009;-4,883425;-0,941627;0,3269545;-1,461089;1,128806;-2,668718;3,892654
Index: 11 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,675653 | BrainData : 1,172965;1,068148;3,594615;0,4254486;3,180331;-0,8939492;4,354772;0,4926827;-0,2807032;-1,004664;-3,915045;-4,39606;3,159576;-2,95521;3,791565;-3,18442;4,951645;1,27919;-1,231145;-4,934366;-0,9669688;0,3758369;-1,480943;1,128806;-2,638654;3,982141
Index: 12 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,669671 | BrainData : 1,153817;0,9914466;3,594615;0,5179444;3,180331;-0,9052697;4,371653;0,5454773;-0,3858893;-0,9121024;-3,907291;-4,361361;3,139879;-2,980591;3,835242;-3,259561;4,940549;1,292985;-1,246218;-4,886831;-0,9650536;0,3315946;-1,446973;1,128806;-2,659737;3,902342
Index: 13 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,647748 | BrainData : 1,14851;1,116103;3,628993;0,4578609;3,180331;-0,8939492;4,380001;0,5401612;-0,3632285;-0,972847;-3,929921;-4,39606;3,159576;-2,961479;3,782394;-3,234009;4,951645;1,273992;-1,247816;-4,907447;-1,009914;0,3498877;-1,46724;1,128806;-2,675051;3,983927
Index: 14 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,647513 | BrainData : 1,147838;1,068148;3,594615;0,4994397;3,168188;-0,8939492;4,380001;0,4926827;-0,3183644;-0,972847;-3,929921;-4,411125;3,159576;-2,961479;3,780149;-3,176733;4,970584;1,27919;-1,217311;-4,931276;-1,010359;0,3242652;-1,482285;1,13912;-2,680776;3,951434
Index: 15 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,646751 | BrainData : 1,173517;1,071712;3,598385;0,4100853;3,201495;-0,8500126;4,400768;0,5143379;-0,3512264;-0,9757785;-3,923719;-4,36125;3,203698;-2,982387;3,771435;-3,282449;4,935119;1,27919;-1,245935;-4,85494;-0,9638944;0,3431856;-1,493692;1,117274;-2,668718;3,859026
Index: 16 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,644643 | BrainData : 1,172965;1,068148;3,594615;0,4863122;3,2001;-0,8939492;4,380001;0,4981743;-0,3183644;-0,972847;-3,926228;-4,39606;3,172142;-2,961479;3,791565;-3,210857;4,951645;1,27919;-1,213069;-4,931276;-0,9985068;0,3498877;-1,458462;1,113111;-2,680776;3,951434
Index: 17 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,622325 | BrainData : 1,176657;1,068148;3,636971;0,4555468;3,180331;-0,8939492;4,380001;0,4926827;-0,3183644;-0,9396477;-3,929921;-4,39606;3,137565;-2,96618;3,764893;-3,194598;4,928439;1,232616;-1,231145;-4,931276;-0,9640093;0,3498877;-1,458462;1,161712;-2,641028;3,951434
Index: 18 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,585444 | BrainData : 1,199637;1,068148;3,56221;0,4555468;3,210719;-0,8939492;4,402173;0,5110272;-0,3136735;-0,9348321;-3,929921;-4,39606;3,145777;-2,932338;3,791565;-3,175475;4,951645;1,27919;-1,241289;-4,909177;-0,919135;0,3849865;-1,450933;1,128806;-2,64027;3,951434
Index: 19 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,575303 | BrainData : 1,172965;1,068148;3,594615;0,4662198;3,180331;-0,9159657;4,380001;0,4926827;-0,3183644;-0,9295576;-3,929921;-4,443792;3,160978;-2,961479;3,791565;-3,255399;4,959402;1,256726;-1,202974;-4,931276;-0,9640093;0,3795604;-1,481975;1,101832;-2,712608;3,971538
Index: 20 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,55901 | BrainData : 1,169092;1,025562;3,628612;0,4555468;3,180331;-0,8939492;4,380001;0,5049186;-0,3183644;-0,9873466;-3,887706;-4,377861;3,159576;-2,961479;3,801024;-3,17032;4,951645;1,318192;-1,231145;-4,931276;-0,9401428;0,3498877;-1,486652;1,096272;-2,71596;3,9791
Index: 21 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,546691 | BrainData : 1,135752;1,068148;3,594615;0,4555468;3,180331;-0,8939492;4,363273;0,5386689;-0,3183644;-0,9706815;-3,929921;-4,39606;3,141788;-2,961479;3,80204;-3,210907;4,975134;1,263221;-1,222905;-4,931276;-1,009914;0,3498877;-1,464577;1,156517;-2,657496;3,951434
Index: 22 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,544367 | BrainData : 1,134025;1,068148;3,594615;0,4315611;3,157785;-0,8939492;4,380001;0,4926827;-0,3183644;-0,9881316;-3,929921;-4,39606;3,129678;-2,961479;3,824809;-3,23449;4,951645;1,317749;-1,235287;-4,931276;-0,9640093;0,3498877;-1,458462;1,128845;-2,632164;3,951434
Index: 23 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,528551 | BrainData : 1,172965;1,068148;3,586536;0,4729963;3,180331;-0,9272819;4,380001;0,4926827;-0,2813151;-0,9614776;-3,929921;-4,361898;3,159576;-2,917468;3,791565;-3,191484;4,981528;1,27919;-1,210526;-4,931276;-0,975287;0,3189263;-1,424821;1,128806;-2,680776;3,951434
Index: 24 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,483439 | BrainData : 1,172965;1,08919;3,632182;0,4555468;3,155777;-0,8472901;4,405496;0,4926827;-0,3183644;-0,9803525;-3,929921;-4,355869;3,123602;-2,961479;3,809612;-3,246705;4,948253;1,27919;-1,267964;-4,88713;-0,9798557;0,3498877;-1,441029;1,100834;-2,680776;3,996839
