Generation: 653 | maxFitness: 3,670536 | maxFitnessGen: 2,05418 | maxFitnessGenBuf: 2,078742
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,078742 | BrainData : -2,298467;0,2443753;-1,942612;0,6848183;-3,458469;3,89429;-0,1404355;3,525968;1,80084;4,915378;1,635686;-4,804768;-4,492346;1,973548;-2,264746;-3,362408;-0,1425266;-5,141926;4,082995;0,1126208;-3,884086;-3,041882;2,032359;-2,671207;-2,124151;4,293745
Index: 1 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,058154 | BrainData : -2,380703;0,2154808;-2,014124;0,6739185;-3,46648;3,89429;-0,2047247;3,524792;1,805006;4,887999;1,608512;-4,917465;-4,464367;1,923751;-2,312051;-3,308875;-0,108949;-5,14567;4,057204;0,1120758;-3,870299;-3,032022;2,036077;-2,643988;-2,119135;4,304363
Index: 2 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,058097 | BrainData : -2,338999;0,2203072;-1,985887;0,6711375;-3,458469;3,89429;-0,1404355;3,557481;1,80084;4,915019;1,608512;-4,873291;-4,49683;1,946915;-2,289904;-3,348268;-0,1414251;-5,166908;4,111094;0,06265061;-3,906878;-3,041882;2,032359;-2,671207;-2,117913;4,293904
Index: 3 | Name: car 25 | Brain Type: TOP2 | Fitness: 2,058003 | BrainData : -2,361102;0,2315993;-2,03262;0,7323636;-3,458469;3,870127;-0,1500947;3,557481;1,759909;4,963771;1,646967;-4,805382;-4,49683;1,922911;-2,302022;-3,355087;-0,181747;-5,119947;4,097863;0,06265061;-3,950829;-3,055584;2,032359;-2,671207;-2,117913;4,293745
Index: 4 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,058003 | BrainData : -2,334681;0,1971192;-1,999321;0,6963513;-3,490311;3,89429;-0,1404355;3,557481;1,80084;4,956691;1,608512;-4,831775;-4,49683;1,935991;-2,264746;-3,364877;-0,1677689;-5,141926;4,097863;0,06265061;-3,906878;-2,993492;2,032359;-2,671207;-2,117913;4,293745
Index: 5 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,058003 | BrainData : -2,338999;0,2443753;-1,974886;0,6848183;-3,495663;3,907029;-0,1404355;3,557481;1,804885;4,956691;1,608512;-4,831775;-4,49683;1,963494;-2,264746;-3,397099;-0,1479615;-5,170609;4,131367;0,06265061;-3,906878;-3,088202;2,032359;-2,671207;-2,117913;4,293745
Index: 6 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,058003 | BrainData : -2,338999;0,2443753;-1,940398;0,7139525;-3,480233;3,89429;-0,1173759;3,513646;1,762487;4,945531;1,658235;-4,874279;-4,49683;1,946915;-2,263625;-3,348268;-0,2298653;-5,141926;4,048377;0,0288102;-3,906878;-3,01996;2,032359;-2,671207;-2,117913;4,293745
Index: 7 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,058003 | BrainData : -2,336523;0,2443753;-1,967362;0,6848183;-3,469625;3,877905;-0,1404355;3,548019;1,775179;4,956691;1,608512;-4,831775;-4,545656;1,918722;-2,264746;-3,308261;-0,2296736;-5,141926;4,097863;0,06265061;-3,879458;-3,041882;2,032359;-2,671207;-2,117913;4,293745
Index: 8 | Name: car 14 | Brain Type: RandomParents | Fitness: 2,058003 | BrainData : -2,35471;0,2443753;-1,984344;0,6848183;-3,458469;3,89429;-0,1404355;3,557481;1,80084;4,956691;1,633762;-4,831775;-4,49683;1,946915;-2,264746;-3,348268;-0,181747;-5,141926;4,05827;0,06265061;-3,906878;-3,036709;2,032359;-2,693933;-2,117913;4,293745
Index: 9 | Name: car 5 | Brain Type: RandomParents | Fitness: 2,055287 | BrainData : -2,351519;0,2211003;-2,015534;0,6739185;-3,477588;3,939671;-0,2163716;3,557481;1,753799;4,871539;1,608512;-4,872316;-4,430104;1,877518;-2,311148;-3,322514;-0,2045441;-5,186952;4,092814;-0,003659682;-3,901506;-2,960978;2,032359;-2,71418;-2,123914;4,300657
Index: 10 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,054961 | BrainData : -2,338999;0,2443753;-1,985887;0,6795142;-3,434981;3,89429;-0,1404355;3,555701;1,80084;4,956691;1,608512;-4,831775;-4,49683;1,946915;-2,264746;-3,393421;-0,158693;-5,141926;4,091425;0,06265061;-3,898947;-3,041882;2,029287;-2,671207;-2,117913;4,281207
