Generation: 294 | maxFitness: 3,670536 | maxFitnessGen: 1,760575 | maxFitnessGenBuf: 1,747159
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,747159 | BrainData : 1,150968;1,097115;3,524182;0,4226077;3,197331;-0,8890483;4,32128;0,5143379;-0,2514327;-0,9146023;-3,907291;-4,255004;3,152377;-2,953506;3,808393;-3,29549;4,953172;1,266331;-1,297735;-4,769511;-0,940617;0,2839313;-1,452008;1,215786;-2,639107;3,931163
Index: 1 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,736018 | BrainData : 1,163152;1,130607;3,493588;0,5009515;3,163097;-0,9144097;4,271977;0,4529549;-0,2194331;-0,9507514;-3,845438;-4,29913;3,152377;-2,939422;3,817185;-3,344505;4,934026;1,230493;-1,216783;-4,730465;-0,9323012;0,3174993;-1,43793;1,175859;-2,615139;3,898515
Index: 2 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,735396 | BrainData : 1,141135;1,107688;3,524182;0,4645841;3,163215;-0,8431314;4,2799;0,5234292;-0,2534478;-0,9507514;-3,883599;-4,211075;3,152377;-2,971644;3,843228;-3,346727;4,888313;1,266331;-1,28668;-4,720857;-0,902445;0,2711787;-1,452008;1,215786;-2,639107;3,916625
Index: 3 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,735376 | BrainData : 1,141135;1,077936;3,538824;0,4255263;3,165801;-0,8898119;4,270852;0,5143379;-0,2754614;-0,9507514;-3,874914;-4,257288;3,152377;-2,929882;3,846975;-3,326444;4,924603;1,266331;-1,297735;-4,763113;-0,9446309;0,2839313;-1,452008;1,215786;-2,635832;3,945344
Index: 4 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,732089 | BrainData : 1,110265;1,112295;3,530912;0,4110075;3,182249;-0,8700225;4,253186;0,5143379;-0,2534478;-0,9507514;-3,89435;-4,255004;3,167333;-2,953506;3,881946;-3,343929;4,934026;1,266331;-1,297735;-4,769511;-0,940617;0,2839313;-1,432123;1,215786;-2,639107;3,945344
Index: 5 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,732089 | BrainData : 1,141135;1,112295;3,524182;0,452389;3,177504;-0,9123526;4,293926;0,5143379;-0,2443583;-0,9725459;-3,852104;-4,22671;3,156693;-2,953506;3,834896;-3,326444;4,912704;1,253675;-1,297735;-4,760804;-0,940617;0,2839313;-1,497793;1,215786;-2,639107;3,945344
Index: 6 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,732089 | BrainData : 1,101209;1,125374;3,538616;0,4683237;3,152017;-0,9081648;4,253498;0,5169109;-0,2534478;-0,967671;-3,858902;-4,255004;3,165902;-2,961816;3,801683;-3,316996;4,962312;1,266331;-1,297627;-4,769511;-0,940617;0,2839313;-1,481381;1,215786;-2,639107;3,945344
Index: 7 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,730263 | BrainData : 1,196502;1,103904;3,524182;0,452389;3,163097;-0,9144097;4,30704;0,4817968;-0,2847158;-0,996495;-3,885731;-4,255004;3,174936;-2,97874;3,861226;-3,344505;4,893657;1,278614;-1,232417;-4,761795;-0,9726856;0,271863;-1,50855;1,246531;-2,642438;3,996472
Index: 8 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,699905 | BrainData : 1,141135;1,112295;3,524182;0,4668336;3,221365;-0,8890483;4,272648;0,5143379;-0,2965529;-0,9507514;-3,858902;-4,255004;3,196139;-2,978725;3,843228;-3,326444;4,907656;1,269538;-1,297735;-4,814009;-0,9309881;0,2839313;-1,452008;1,215786;-2,623771;3,945344
Index: 9 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,682308 | BrainData : 1,141135;1,065344;3,511972;0,452389;3,182249;-0,8890483;4,228676;0,5143379;-0,2534478;-0,9507514;-3,854849;-4,255004;3,152377;-2,953506;3,843228;-3,311941;4,934026;1,266331;-1,27653;-4,766531;-0,9692301;0,2839313;-1,452008;1,215786;-2,639107;3,97536
Index: 10 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,649807 | BrainData : 1,141135;1,081205;3,512772;0,4545546;3,182249;-0,8934618;4,271977;0,5143379;-0,2534478;-0,9507514;-3,858902;-4,242636;3,152377;-2,953506;3,843228;-3,326444;4,934026;1,241733;-1,297735;-4,739322;-0,940617;0,2666674;-1,452008;1,215786;-2,639107;3,945344
