Generation: 91 | maxFitness: 1,854505 | maxFitnessGen: 1,643894 | maxFitnessGenBuf: 1,7271
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,7271 | BrainData : 1,20748;1,202175;3,728142;0,4173316;3,340759;-0,4880887;4,254651;0,3850895;-0,2583598;-1,262394;-3,734739;-4,295964;3,310876;-2,721359;3,761526;-3,290044;4,767537;1,495402;-1,251153;-4,576581;-0,6848656;0,2613785;-1,108899;1,236545;-2,699913;4,031415
Index: 1 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,725164 | BrainData : 1,257475;1,279392;3,751087;0,4864221;3,383986;-0,5265001;4,27345;0,4086897;-0,2594601;-1,313941;-3,764557;-4,316688;3,32979;-2,632888;3,698312;-3,277657;4,764662;1,509006;-1,268734;-4,538321;-0,7012837;0,2582788;-1,119865;1,274371;-2,658481;4,056298
Index: 2 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,725164 | BrainData : 1,281543;1,279392;3,733948;0,4525052;3,438867;-0,5265001;4,217979;0,4210105;-0,2594601;-1,336528;-3,764557;-4,333377;3,287105;-2,672654;3,712454;-3,270362;4,803988;1,537864;-1,330012;-4,537789;-0,7012837;0,2582788;-1,048434;1,274371;-2,658481;4,056298
Index: 3 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,725164 | BrainData : 1,273115;1,312164;3,713053;0,4525052;3,405834;-0,5555741;4,254651;0,4086897;-0,2573166;-1,287966;-3,74179;-4,32436;3,36258;-2,675388;3,709841;-3,225644;4,732281;1,537864;-1,28156;-4,588215;-0,7012837;0,2582788;-1,125338;1,274371;-2,658481;4,056298
Index: 4 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,724961 | BrainData : 1,253856;1,241329;3,727986;0,4381407;3,323223;-0,4798546;4,268888;0,4624108;-0,2429462;-1,26664;-3,728534;-4,333377;3,29812;-2,672654;3,712454;-3,270362;4,745978;1,45967;-1,322289;-4,493573;-0,7076495;0,2552309;-1,108899;1,267399;-2,674988;4,054237
Index: 5 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,724599 | BrainData : 1,273115;1,240343;3,744489;0,4352078;3,405834;-0,5265001;4,282545;0,4400367;-0,2594601;-1,330998;-3,755371;-4,333377;3,310184;-2,672654;3,684316;-3,294399;4,764662;1,504918;-1,28156;-4,538321;-0,6587083;0,2582788;-1,120245;1,274371;-2,658481;4,054627
Index: 6 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,712938 | BrainData : 1,273115;1,311375;3,75358;0,4704512;3,405834;-0,5265001;4,254651;0,4086897;-0,2214383;-1,295075;-3,764557;-4,333377;3,379242;-2,672654;3,732918;-3,270362;4,788636;1,537864;-1,28156;-4,501961;-0,6522611;0,2582788;-1,088031;1,274371;-2,619813;4,008695
Index: 7 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,711676 | BrainData : 1,284988;1,279392;3,732332;0,4385158;3,385564;-0,4929669;4,254651;0,4254476;-0,2707847;-1,274882;-3,764557;-4,333377;3,32979;-2,672654;3,686723;-3,3154;4,764662;1,583475;-1,28156;-4,579827;-0,7012837;0,2582788;-1,070674;1,274371;-2,652549;4,056298
Index: 8 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,693329 | BrainData : 1,257607;1,279392;3,732332;0,4525052;3,421865;-0,5265001;4,208185;0,4147402;-0,2594601;-1,287966;-3,764557;-4,333377;3,312673;-2,672654;3,712454;-3,270362;4,764662;1,565367;-1,258295;-4,491169;-0,7437934;0,2335792;-1,088031;1,2812;-2,693534;4,056298
Index: 9 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,600952 | BrainData : 1,273115;1,279392;3,732332;0,4286991;3,406839;-0,5130907;4,254651;0,4307004;-0,2594601;-1,287966;-3,764557;-4,333377;3,32979;-2,672654;3,675351;-3,286272;4,731167;1,537864;-1,28156;-4,58416;-0,7344821;0,2582788;-1,088031;1,274371;-2,63581;4,071591
Index: 10 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,597942 | BrainData : 1,273115;1,247326;3,750585;0,4525052;3,379771;-0,5115708;4,254651;0,4462238;-0,2594601;-1,266226;-3,764557;-4,324539;3,32979;-2,680754;3,664349;-3,270362;4,764662;1,537864;-1,28156;-4,507092;-0,7012837;0,2582788;-1,116833;1,254901;-2,658481;4,056298
