Generation: 397 | maxFitness: 3,670536 | maxFitnessGen: 1,906819 | maxFitnessGenBuf: 1,834429
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,834429 | BrainData : 0,9099426;0,9442608;3,803492;0,4243061;3,30094;-0,8084051;4,027193;0,6696861;-0,06825326;-0,8440625;-3,848531;-4,206074;3,099584;-2,779501;3,642145;-3,214012;5,04856;1,210038;-1,200574;-4,604244;-1,179599;0,1767054;-1,535369;1,150249;-2,888017;3,82998
Index: 1 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,826097 | BrainData : 0,8880184;0,9917762;3,756831;0,4609863;3,30094;-0,8084051;3,977211;0,6233096;-0,1170787;-0,8440625;-3,879323;-4,248343;3,074284;-2,822218;3,644683;-3,166582;5,020993;1,188604;-1,177551;-4,633883;-1,161781;0,1767054;-1,563283;1,180041;-2,841553;3,841965
Index: 2 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,824666 | BrainData : 0,8880184;0,9249545;3,756831;0,4609863;3,30094;-0,8084051;4,022041;0,6233096;-0,1527954;-0,8440625;-3,897199;-4,203417;3,099584;-2,822218;3,693427;-3,134741;5,04856;1,188604;-1,221295;-4,604244;-1,132816;0,1929822;-1,571737;1,180041;-2,805052;3,835509
Index: 3 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,823856 | BrainData : 0,8571764;0,9442608;3,743362;0,4609863;3,264406;-0,8284875;4,069247;0,6233096;-0,1459449;-0,8440625;-3,868088;-4,248343;3,076578;-2,822218;3,664193;-3,149644;5,009193;1,236987;-1,197038;-4,604244;-1,179599;0,1767054;-1,537508;1,180041;-2,841553;3,835509
Index: 4 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,772674 | BrainData : 0,8554732;0,9442608;3,756831;0,4609863;3,340937;-0,8084051;4,022041;0,616055;-0,07567302;-0,8440625;-3,87273;-4,231654;3,099584;-2,822218;3,664193;-3,178344;5,096466;1,178455;-1,166003;-4,607097;-1,179599;0,1767054;-1,563283;1,180041;-2,818975;3,835509
Index: 5 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,772496 | BrainData : 0,8880184;0,9442608;3,724449;0,4609863;3,30094;-0,8084051;4,022041;0,6233096;-0,114617;-0,855229;-3,864732;-4,265164;3,099584;-2,837778;3,618866;-3,166582;5,04856;1,188604;-1,21312;-4,648281;-1,179599;0,1767054;-1,563283;1,154376;-2,841553;3,79256
Index: 6 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,769186 | BrainData : 0,9279703;0,9442608;3,748836;0,4839883;3,350676;-0,8084051;4,03633;0,6233096;-0,1170787;-0,8440625;-3,848531;-4,248343;3,083465;-2,822218;3,682746;-3,166582;5,04856;1,188604;-1,211254;-4,604244;-1,179599;0,15572;-1,538564;1,180041;-2,875278;3,812188
Index: 7 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,750925 | BrainData : 0,8880184;0,9570769;3,724265;0,5014716;3,350017;-0,8084051;4,022041;0,6233096;-0,1495953;-0,8440625;-3,848531;-4,248343;3,099584;-2,822218;3,645381;-3,192465;5,065384;1,156454;-1,165295;-4,604244;-1,179599;0,1711779;-1,592605;1,182061;-2,841553;3,858048
Index: 8 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,747632 | BrainData : 0,8880184;0,9423189;3,741271;0,4466782;3,30094;-0,771848;4,022041;0,5800393;-0,07925097;-0,8440625;-3,856453;-4,248343;3,081206;-2,822218;3,678474;-3,166582;5,013782;1,188604;-1,197038;-4,647731;-1,179599;0,1340621;-1,563283;1,208851;-2,841553;3,835509
Index: 9 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,694671 | BrainData : 0,8880184;0,9442608;3,723417;0,4609863;3,30094;-0,8084051;4,022041;0,6233096;-0,09519755;-0,8306995;-3,848531;-4,248343;3,133929;-2,822218;3,664193;-3,210032;5,04856;1,188604;-1,197038;-4,575691;-1,207482;0,167574;-1,533538;1,180041;-2,841553;3,872128
Index: 10 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,687023 | BrainData : 0,8880184;0,9566872;3,764447;0,4609863;3,30094;-0,792541;3,992878;0,6437751;-0,1170787;-0,8157951;-3,848531;-4,267556;3,099584;-2,822218;3,676295;-3,166582;5,04856;1,188604;-1,188179;-4,556002;-1,193501;0,1767054;-1,563283;1,156883;-2,841553;3,835509
