Generation: 915 | maxFitness: 3,670536 | maxFitnessGen: 2,317418 | maxFitnessGenBuf: 2,666119
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,666119 | BrainData : -2,300275;0,1730445;-2,107111;0,08076771;-3,257481;4,366574;-0,1676066;3,557428;2,229983;4,561386;1,097589;-4,931079;-4,588201;2,23123;-2,445452;-3,475762;-0,1847578;-4,567107;4,426457;-0,2946861;-4,079205;-3,226625;2,254592;-2,164532;-1,842877;4,145941
Index: 1 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,662034 | BrainData : -2,300275;0,1530328;-2,107111;0,03739369;-3,257481;4,366178;-0,1676066;3,52025;2,209633;4,561386;1,054395;-4,891092;-4,602448;2,28486;-2,438102;-3,435607;-0,1311978;-4,567107;4,469417;-0,2946861;-4,079205;-3,226625;2,248298;-2,164532;-1,83337;4,11062
Index: 2 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,657405 | BrainData : -2,280149;0,1530328;-2,084431;0,04862175;-3,257481;4,382101;-0,1676066;3,477894;2,229983;4,559609;1,096617;-4,884653;-4,602448;2,320431;-2,48549;-3,435607;-0,1527542;-4,567107;4,442398;-0,246219;-4,079205;-3,191139;2,25741;-2,164532;-1,842877;4,145941
Index: 3 | Name: car 43 | Brain Type: TOP2 | Fitness: 2,657405 | BrainData : -2,300275;0,1530328;-2,05799;0,04862175;-3,257481;4,426852;-0,1676066;3,49649;2,229983;4,561386;1,070823;-4,891092;-4,602448;2,275351;-2,499019;-3,451426;-0,1527542;-4,567107;4,442398;-0,3022085;-4,079205;-3,199057;2,25741;-2,204655;-1,842877;4,145941
Index: 4 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,657405 | BrainData : -2,260033;0,1530328;-2,107111;0,04862175;-3,278195;4,378191;-0,1676066;3,526266;2,229983;4,546892;1,13292;-4,891092;-4,643878;2,275351;-2,48549;-3,473566;-0,1769211;-4,597333;4,465768;-0,2450399;-4,079205;-3,226625;2,25741;-2,168208;-1,842877;4,145941
Index: 5 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,654238 | BrainData : -2,300275;0,1530328;-2,107111;0,002993535;-3,257481;4,378191;-0,1582469;3,526266;2,229983;4,561386;1,069727;-4,891092;-4,602448;2,275351;-2,522507;-3,435607;-0,1080284;-4,606162;4,442398;-0,2946861;-4,078786;-3,226625;2,280164;-2,164532;-1,817647;4,128273
Index: 6 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,652019 | BrainData : -2,300275;0,137562;-2,094565;0,004920613;-3,217377;4,33508;-0,1648243;3,526266;2,229983;4,561386;1,088797;-4,891092;-4,602448;2,275351;-2,48549;-3,435607;-0,1527542;-4,567107;4,454463;-0,2946861;-4,079205;-3,226625;2,25741;-2,181681;-1,842877;4,141562
Index: 7 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,645965 | BrainData : -2,300275;0,1606293;-2,119806;0,08238506;-3,263942;4,379555;-0,1676066;3,520126;2,229983;4,561386;1,11284;-4,913684;-4,602448;2,323497;-2,48549;-3,406776;-0,1927398;-4,535192;4,442398;-0,2946861;-4,079205;-3,256014;2,245968;-2,1801;-1,849291;4,126245
Index: 8 | Name: car 13 | Brain Type: RandomParents | Fitness: 2,645565 | BrainData : -2,300275;0,2291015;-2,158937;0,06920675;-3,271304;4,348088;-0,1492339;3,564087;2,24818;4,554136;1,103721;-4,907589;-4,622086;2,2483;-2,42058;-3,50406;-0,1316902;-4,58144;4,415751;-0,321426;-4,079205;-3,129744;2,251068;-2,148536;-1,834383;4,101309
Index: 9 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,644968 | BrainData : -2,300275;0,1530328;-2,107111;0,04862175;-3,208393;4,408546;-0,1925931;3,525666;2,229983;4,561386;1,079438;-4,924117;-4,642057;2,233446;-2,528896;-3,421433;-0,1527542;-4,572163;4,457815;-0,2946861;-4,079205;-3,226625;2,292636;-2,164532;-1,821246;4,145941
Index: 10 | Name: car 4 | Brain Type: RandomParents | Fitness: 2,568104 | BrainData : -2,300275;0,1755936;-2,111195;0,04862175;-3,296568;4,387227;-0,2006393;3,601861;2,243028;4,600327;1,049626;-4,883439;-4,602987;2,275351;-2,494071;-3,40446;-0,08666126;-4,62999;4,45446;-0,3501007;-4,060817;-3,233008;2,263848;-2,17766;-1,825129;4,101309
Index: 11 | Name: car 10 | Brain Type: RandomParents | Fitness: 2,519417 | BrainData : -2,293152;0,1170093;-2,111195;0,07015955;-3,28281;4,468258;-0,1676066;3,56928;2,24818;4,517745;1,097589;-4,821232;-4,64777;2,251315;-2,466684;-3,46608;-0,1038674;-4,569304;4,442398;-0,3741702;-4,081984;-3,183748;2,25741;-2,222886;-1,816381;4,06454
Index: 12 | Name: car 6 | Brain Type: RandomParents | Fitness: 2,480171 | BrainData : -2,308183;0,1530328;-2,124388;0,03709532;-3,272594;4,378191;-0,17813;3,528393;2,243074;4,505037;1,113676;-4,892399;-4,651079;2,249093;-2,459253;-3,435607;-0,03706412;-4,568501;4,464357;-0,3613854;-4,108993;-3,197517;2,266449;-2,146074;-1,815403;4,117652
Index: 13 | Name: car 37 | Brain Type: TOP2 | Fitness: 2,479483 | BrainData : -2,304801;0,1890627;-2,107111;0,04862175;-3,257481;4,378191;-0,1305295;3,526266;2,229983;4,561386;1,097589;-4,891092;-4,602448;2,275351;-2,48549;-3,41566;-0,1190838;-4,616158;4,442398;-0,3357072;-4,079205;-3,19764;2,25741;-2,164532;-1,82219;4,132041
Index: 14 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,475233 | BrainData : -2,300275;0,1762252;-2,138035;0,04862175;-3,257481;4,378191;-0,1781567;3,492948;2,266949;4,512712;1,097589;-4,891092;-4,602448;2,305367;-2,439351;-3,435607;-0,1527542;-4,567107;4,442398;-0,3000619;-4,079205;-3,23099;2,25741;-2,164532;-1,842877;4,16058
Index: 15 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,46352 | BrainData : -2,285853;0,1530328;-2,15197;0,09562978;-3,257481;4,398022;-0,1676066;3,483444;2,24818;4,561386;1,07992;-4,940097;-4,622086;2,226992;-2,503522;-3,42529;-0,03244196;-4,570025;4,442398;-0,297098;-4,068463;-3,205773;2,229446;-2,163904;-1,833325;4,109358
Index: 16 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,459205 | BrainData : -2,300275;0,1530328;-2,107111;0,08171678;-3,225421;4,362601;-0,1676066;3,489972;2,266765;4,561386;1,097589;-4,891092;-4,583276;2,275351;-2,48549;-3,448379;-0,1527542;-4,530684;4,428107;-0,3226516;-4,037094;-3,226625;2,237004;-2,197663;-1,842877;4,145941
Index: 17 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,45061 | BrainData : -2,319878;0,1500742;-2,107111;0,03330297;-3,257481;4,378191;-0,1676066;3,526266;2,263962;4,513273;1,097589;-4,891092;-4,605207;2,275351;-2,48549;-3,466239;-0,1527542;-4,54093;4,410217;-0,3392011;-4,079205;-3,243388;2,25741;-2,208744;-1,842877;4,188168
Index: 18 | Name: car 5 | Brain Type: RandomParents | Fitness: 2,426139 | BrainData : -2,334023;0,1681692;-2,091909;0,04862175;-3,208171;4,378191;-0,1742336;3,539665;2,273375;4,5304;1,079057;-4,910967;-4,622086;2,214974;-2,48549;-3,400655;-0,1479449;-4,611233;4,423647;-0,3247596;-4,079205;-3,205773;2,25741;-2,184685;-1,802151;4,101309
Index: 19 | Name: car 25 | Brain Type: TOP2 | Fitness: 2,422993 | BrainData : -2,300275;0,1530328;-2,059358;0,04862175;-3,257481;4,349418;-0,1676066;3,557401;2,200533;4,561386;1,097589;-4,891092;-4,602448;2,261501;-2,527447;-3,435607;-0,1638155;-4,563257;4,469119;-0,2946861;-4,120423;-3,208108;2,25741;-2,164532;-1,842877;4,118245
Index: 20 | Name: car 3 | Brain Type: RandomParents | Fitness: 2,415554 | BrainData : -2,296302;0,09886061;-2,121642;0,04862175;-3,257481;4,378191;-0,1692661;3,482761;2,212677;4,561386;1,084147;-4,883439;-4,622086;2,255824;-2,442261;-3,435607;-0,1213171;-4,58145;4,388627;-0,294405;-4,074642;-3,246711;2,256549;-2,17766;-1,816381;4,056329
Index: 21 | Name: car 14 | Brain Type: RandomParents | Fitness: 2,370003 | BrainData : -2,300275;0,1968569;-2,154091;0,0763246;-3,300647;4,377468;-0,1676066;3,553905;2,24818;4,607487;1,088013;-4,867377;-4,576036;2,250702;-2,444717;-3,466061;-0,1299304;-4,544838;4,415751;-0,3620824;-4,056653;-3,167474;2,25741;-2,143294;-1,838958;4,101309
Index: 22 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,303198 | BrainData : -2,300275;0,1419515;-2,133091;0,04862175;-3,219276;4,391015;-0,1676066;3,526266;2,204076;4,512829;1,063172;-4,891092;-4,614188;2,249432;-2,48549;-3,401063;-0,1976127;-4,567107;4,427458;-0,2946861;-4,055052;-3,226625;2,25741;-2,190286;-1,816437;4,145941
Index: 23 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,259164 | BrainData : -2,305727;0,1055218;-2,062527;0,04862175;-3,257481;4,378191;-0,1676066;3,526266;2,229983;4,539331;1,097589;-4,8936;-4,596793;2,275351;-2,468828;-3,468945;-0,1527542;-4,567107;4,447277;-0,2503389;-4,079205;-3,226625;2,291173;-2,18849;-1,833046;4,145941
Index: 24 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,257714 | BrainData : -2,300275;0,1530328;-2,107111;0,04862175;-3,214436;4,414344;-0,2086281;3,535236;2,229983;4,561386;1,097589;-4,914741;-4,628777;2,267567;-2,48549;-3,417454;-0,1527542;-4,603866;4,442398;-0,2946861;-4,079205;-3,226625;2,25741;-2,164532;-1,810245;4,145941
Index: 25 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,252767 | BrainData : -2,315987;0,1530328;-2,111195;0,1268916;-3,298742;4,373598;-0,1505107;3,526266;2,232253;4,561386;1,108617;-4,906397;-4,622086;2,232632;-2,470147;-3,387198;-0,116462;-4,611233;4,458712;-0,3247596;-4,106784;-3,271684;2,223735;-2,199297;-1,785181;4,033372
Index: 26 | Name: car 8 | Brain Type: RandomParents | Fitness: 2,251913 | BrainData : -2,327624;0,1252546;-2,111195;0,04834802;-3,232569;4,346282;-0,2185778;3,542175;2,301577;4,607477;1,146373;-4,841622;-4,587371;2,289354;-2,502757;-3,476431;-0,1654737;-4,655944;4,428711;-0,3482999;-4,053912;-3,235657;2,220245;-2,17766;-1,816381;4,097949
Index: 27 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,224846 | BrainData : -2,301858;0,1530328;-2,107111;0,005934428;-3,28521;4,367956;-0,2154595;3,526266;2,229983;4,561386;1,097589;-4,851362;-4,602448;2,275351;-2,48549;-3,435607;-0,1409018;-4,578123;4,442398;-0,2946861;-4,045775;-3,226625;2,25741;-2,164532;-1,88868;4,16411
Index: 28 | Name: car 9 | Brain Type: RandomParents | Fitness: 2,222062 | BrainData : -2,28257;0,1113491;-2,111195;0,06641956;-3,257481;4,420283;-0,1429727;3,56928;2,296629;4,582614;1,093835;-4,870384;-4,670135;2,27979;-2,48549;-3,46608;-0,1038674;-4,599226;4,412469;-0,3741702;-4,081984;-3,207743;2,209745;-2,150436;-1,818177;4,092752
Index: 29 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,206799 | BrainData : -2,251891;0,1639562;-2,107111;0,04862175;-3,282633;4,404172;-0,1676066;3,526266;2,229983;4,561386;1,056445;-4,917018;-4,602448;2,312197;-2,522916;-3,435607;-0,1053312;-4,567107;4,442398;-0,2946861;-4,079205;-3,187802;2,253877;-2,164532;-1,800311;4,145941
Index: 30 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,177848 | BrainData : -2,300275;0,1304862;-2,128028;0,04862175;-3,291363;4,375663;-0,2036709;3,528383;2,259937;4,606373;1,104787;-4,878139;-4,602448;2,275351;-2,48549;-3,435607;-0,1664843;-4,601012;4,45926;-0,2768596;-4,079205;-3,226625;2,25741;-2,213416;-1,86399;4,145941
Index: 31 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,087229 | BrainData : -2,340968;0,1530328;-2,149988;0,05358549;-3,297485;4,365768;-0,1676066;3,526266;2,218827;4,561386;1,097589;-4,917426;-4,602448;2,286812;-2,48549;-3,435607;-0,1774126;-4,590565;4,456255;-0,2946861;-4,103651;-3,273478;2,291322;-2,164532;-1,842877;4,145941
Index: 32 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,087093 | BrainData : -2,300275;0,1157531;-2,133006;0,06578205;-3,270474;4,356573;-0,1763465;3,515387;2,217368;4,531688;1,097589;-4,904325;-4,636719;2,228734;-2,48549;-3,435607;-0,192747;-4,566111;4,398565;-0,2946861;-4,093649;-3,226625;2,303583;-2,19598;-1,81313;4,101059
Index: 33 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,020174 | BrainData : -2,300275;0,1624117;-2,089586;0,04862175;-3,257481;4,378191;-0,1729376;3,526266;2,264531;4,561386;1,082872;-4,891092;-4,560434;2,272342;-2,463626;-3,435607;-0,1527542;-4,567107;4,442398;-0,2946861;-4,097765;-3,180774;2,220683;-2,17798;-1,816409;4,099607
