Generation: 181 | maxFitness: 3,670536 | maxFitnessGen: 1,701164 | maxFitnessGenBuf: 1,815193
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,815193 | BrainData : 1,107715;1,39258;3,760237;0,4029529;3,210671;-0,5310442;4,336106;0,4406236;-0,138956;-1,109788;-3,735179;-4,127393;3,390808;-2,50719;3,644659;-3,187933;4,796719;1,434543;-1,134338;-4,517318;-0,9827738;0,0608525;-1,059775;1,383313;-2,727789;3,937431
Index: 1 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,813169 | BrainData : 1,059715;1,39258;3,744917;0,4445293;3,228118;-0,5124321;4,349473;0,4575198;-0,138956;-1,113613;-3,723639;-4,128093;3,390808;-2,536818;3,630832;-3,128126;4,826913;1,458698;-1,134338;-4,454023;-0,9447792;0,04845965;-1,0962;1,383313;-2,731718;3,906089
Index: 2 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,782752 | BrainData : 1,107715;1,39258;3,760237;0,3586239;3,202384;-0,4440715;4,336106;0,4406236;-0,1019195;-1,071925;-3,723639;-4,128093;3,390808;-2,50719;3,630832;-3,169502;4,826913;1,434543;-1,134338;-4,472775;-0,984428;0,04845965;-1,0962;1,383313;-2,731241;3,91197
Index: 3 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,766495 | BrainData : 1,107715;1,39258;3,760237;0,4237207;3,192461;-0,4851333;4,358917;0,4415444;-0,145066;-1,113613;-3,723639;-4,128093;3,35051;-2,50719;3,61557;-3,157609;4,822074;1,434543;-1,08595;-4,514935;-0,9447792;0,0788742;-1,0962;1,344261;-2,731718;3,890541
Index: 4 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,757208 | BrainData : 1,084234;1,343094;3,779366;0,400553;3,159232;-0,4603138;4,336106;0,4815051;-0,09187983;-1,113613;-3,723639;-4,129667;3,379662;-2,492122;3,641803;-3,173567;4,826913;1,448485;-1,163806;-4,472775;-0,9514709;0,04356188;-1,05476;1,383313;-2,713772;3,890541
Index: 5 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,731519 | BrainData : 1,107715;1,39258;3,795286;0,4029529;3,247195;-0,5249017;4,372678;0,4406236;-0,1140202;-1,124402;-3,723639;-4,128093;3,413257;-2,515836;3,630832;-3,137666;4,826913;1,434543;-1,105793;-4,470035;-0,9447792;0,007075455;-1,116402;1,422435;-2,731718;3,886811
Index: 6 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,729937 | BrainData : 1,107715;1,39258;3,760237;0,4029529;3,202384;-0,5192316;4,336106;0,4728061;-0,138956;-1,113613;-3,696258;-4,087052;3,352249;-2,468442;3,680781;-3,157609;4,807002;1,434543;-1,134338;-4,437328;-0,9397943;0,05252195;-1,0962;1,383313;-2,709625;3,869956
Index: 7 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,728107 | BrainData : 1,170341;1,438264;3,795704;0,4510834;3,20961;-0,4945205;4,322251;0,3157149;-0,1533041;-1,198444;-3,802572;-4,126308;3,441394;-2,526173;3,556742;-3,146641;4,816017;1,412146;-1,177206;-4,471758;-0,9035047;0,02952384;-1,048846;1,373762;-2,745666;3,829158
Index: 8 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,727668 | BrainData : 1,107715;1,391534;3,782784;0,4228938;3,235165;-0,4972048;4,33388;0,4321051;-0,2138502;-1,084746;-3,764341;-4,135778;3,390808;-2,55562;3,645649;-3,239296;4,826913;1,411769;-1,226487;-4,472775;-0,9003291;0,06763622;-1,123396;1,372966;-2,689848;3,850368
Index: 9 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,722382 | BrainData : 1,107715;1,41461;3,778418;0,4029529;3,16731;-0,4851333;4,336106;0,4281476;-0,138956;-1,14004;-3,718057;-4,115786;3,390808;-2,50719;3,594506;-3,157609;4,826913;1,434543;-1,098129;-4,433292;-0,9447792;0,04460159;-1,0962;1,378996;-2,731718;3,913019
Index: 10 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,719157 | BrainData : 1,107715;1,394992;3,697546;0,4429926;3,195794;-0,5110661;4,336106;0,4151241;-0,07733466;-1,085503;-3,764341;-4,142694;3,382876;-2,484684;3,630832;-3,186126;4,861113;1,387995;-1,108308;-4,481984;-0,9492342;0,04845965;-1,0962;1,37179;-2,717794;3,887293
Index: 11 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,703632 | BrainData : 1,107715;1,39258;3,760237;0,434952;3,202384;-0,4851333;4,336106;0,4406236;-0,138956;-1,113613;-3,723639;-4,087185;3,390808;-2,50719;3,595255;-3,142931;4,826913;1,434543;-1,156601;-4,49699;-0,9259502;0,02727384;-1,068503;1,383313;-2,731718;3,890541
Index: 12 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,689066 | BrainData : 1,067978;1,4136;3,764923;0,4258828;3,212957;-0,550094;4,342035;0,3945784;-0,1853544;-1,148571;-3,754634;-4,126308;3,353503;-2,542903;3,644849;-3,08967;4,777843;1,436522;-1,098143;-4,505159;-0,9280926;-0,001118034;-1,092622;1,412619;-2,735879;3,908654
Index: 13 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,628399 | BrainData : 1,162597;1,438448;3,76025;0,4364119;3,169491;-0,4594556;4,350733;0,3157149;-0,1717146;-1,198444;-3,802572;-4,126308;3,402993;-2,489892;3,592988;-3,116327;4,777915;1,4038;-1,131267;-4,474798;-0,9440249;0,03316215;-1,07859;1,342045;-2,735879;3,823822
Index: 14 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,623355 | BrainData : 1,107715;1,39258;3,723384;0,4029529;3,183861;-0,4851333;4,336106;0,3969602;-0,1144411;-1,137611;-3,723639;-4,128093;3,390808;-2,50719;3,613679;-3,157609;4,826913;1,434543;-1,174415;-4,4508;-0,9447792;0,04845965;-1,097358;1,367525;-2,725884;3,890541
Index: 15 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,61588 | BrainData : 1,061914;1,356524;3,762298;0,4029529;3,202384;-0,4851333;4,336106;0,4406236;-0,1215293;-1,153571;-3,723478;-4,084167;3,390808;-2,507563;3,630832;-3,157609;4,81608;1,458179;-1,183663;-4,472775;-0,9447792;0,04845965;-1,0962;1,358454;-2,716495;3,890541
Index: 16 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,610534 | BrainData : 1,091812;1,39258;3,760237;0,4029529;3,202384;-0,4851333;4,336106;0,3919589;-0,1270183;-1,103217;-3,682715;-4,118295;3,379183;-2,50719;3,630832;-3,157609;4,826913;1,434543;-1,134338;-4,518929;-0,9899725;0,04845965;-1,0962;1,405252;-2,710443;3,893943
Index: 17 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,598533 | BrainData : 1,1092;1,380476;3,75759;0,4219048;3,202384;-0,4851333;4,336106;0,4049021;-0,1700495;-1,116271;-3,757907;-4,131076;3,430888;-2,532079;3,630832;-3,138463;4,826913;1,430076;-1,175262;-4,507319;-0,8900883;0,04845965;-1,0962;1,373762;-2,756892;3,872559
Index: 18 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,593957 | BrainData : 1,107715;1,36344;3,752825;0,4029529;3,252104;-0,5268919;4,330053;0,4813831;-0,138956;-1,077935;-3,723639;-4,158134;3,347275;-2,460451;3,583421;-3,194693;4,826913;1,394667;-1,098791;-4,472775;-0,9318168;-0,0003417395;-1,050727;1,393629;-2,731718;3,890541
Index: 19 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,557412 | BrainData : 1,106437;1,39258;3,76977;0,4579351;3,170568;-0,4826692;4,358475;0,4255095;-0,09936787;-1,109736;-3,722638;-4,105928;3,395955;-2,553663;3,607824;-3,165769;4,872216;1,394054;-1,213219;-4,498123;-0,9330775;-0,04003149;-1,184992;1,373762;-2,758275;3,905112
Index: 20 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,55592 | BrainData : 1,105525;1,39258;3,760237;0,4029529;3,245868;-0,4363743;4,336106;0,4406236;-0,1353713;-1,140263;-3,723639;-4,128093;3,380531;-2,50719;3,630832;-3,108468;4,788664;1,434543;-1,156635;-4,425925;-0,9587321;-0,0002651326;-1,0962;1,383313;-2,731718;3,890541
Index: 21 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,525914 | BrainData : 1,121337;1,460646;3,808916;0,4364119;3,141903;-0,4699658;4,38536;0,3157149;-0,1940717;-1,241334;-3,805824;-4,126308;3,402993;-2,489892;3,625402;-3,146641;4,796588;1,405498;-1,131267;-4,474798;-0,8854638;-0,01796219;-1,048846;1,383768;-2,785372;3,77743
Index: 22 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,497663 | BrainData : 1,107715;1,375369;3,760237;0,4029529;3,202384;-0,4869933;4,336106;0,4797615;-0,1146423;-1,113613;-3,724861;-4,128093;3,390808;-2,50719;3,625985;-3,157609;4,826913;1,448734;-1,134338;-4,451774;-0,9749199;0,04845965;-1,0962;1,383313;-2,765005;3,890541
Index: 23 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,49127 | BrainData : 1,097947;1,396773;3,755943;0,4712129;3,21736;-0,4736515;4,360679;0,4321051;-0,1181;-1,110234;-3,764341;-4,102364;3,373094;-2,532079;3,630832;-3,158452;4,826913;1,482584;-1,186752;-4,424337;-0,9260942;0,09041604;-1,094899;1,344449;-2,758628;3,896847
Index: 24 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,490127 | BrainData : 1,098286;1,39258;3,794054;0,386361;3,212045;-0,4718918;4,336106;0,4406236;-0,138956;-1,08671;-3,735254;-4,128093;3,36855;-2,467856;3,630832;-3,157609;4,814449;1,46539;-1,134338;-4,472775;-0,9465454;0,04845965;-1,087368;1,406587;-2,761834;3,931365
