Generation: 947 | maxFitness: 3,670536 | maxFitnessGen: 2,234872 | maxFitnessGenBuf: 2,11299
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,11299 | BrainData : -2,355116;0,1302621;-2,059687;0,06266589;-3,297882;4,374548;0,03748358;3,490273;2,204962;4,566463;0,9574381;-4,782957;-4,499289;2,207854;-2,340886;-3,599589;-0,2677816;-4,494505;4,555894;-0,434184;-3,968096;-3,218919;2,243144;-2,269989;-1,868145;4,165319
Index: 1 | Name: car 43 | Brain Type: TOP2 | Fitness: 2,110447 | BrainData : -2,355116;0,1302621;-2,076303;0,07193761;-3,248604;4,344321;-0,004450683;3,490273;2,206594;4,566463;0,9250366;-4,782957;-4,479939;2,190926;-2,340886;-3,599589;-0,2677816;-4,471806;4,549027;-0,434184;-3,968096;-3,218919;2,266758;-2,269893;-1,850655;4,166154
Index: 2 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,103143 | BrainData : -2,355116;0,09583719;-2,092229;0,0668807;-3,256575;4,349841;0,07038797;3,506104;2,172993;4,5648;0,9343445;-4,782957;-4,479101;2,190926;-2,351819;-3,599589;-0,2677816;-4,438182;4,593716;-0,4631317;-3,968096;-3,218919;2,225659;-2,269893;-1,866489;4,14899
Index: 3 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,096843 | BrainData : -2,312409;0,09536618;-2,076303;0,07504545;-3,251076;4,374548;0,01305388;3,461042;2,206644;4,566463;0,9421706;-4,752414;-4,453252;2,215923;-2,340886;-3,599589;-0,2316426;-4,43398;4,547231;-0,4019822;-3,968096;-3,218919;2,255807;-2,269893;-1,850655;4,165319
Index: 4 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,096842 | BrainData : -2,327776;0,1302621;-2,076303;0,0668807;-3,257903;4,374548;0,03748358;3,490273;2,172993;4,576345;0,9561421;-4,782957;-4,481863;2,203403;-2,340886;-3,599589;-0,2677816;-4,471806;4,547231;-0,4017447;-3,963407;-3,213377;2,255807;-2,30043;-1,850655;4,165319
Index: 5 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,096842 | BrainData : -2,361511;0,1302621;-2,036341;0,0668807;-3,248604;4,408732;0,05725743;3,490273;2,19877;4,557111;0,9928243;-4,794356;-4,481863;2,229673;-2,340777;-3,642061;-0,2677816;-4,471806;4,547231;-0,434184;-3,968096;-3,247503;2,255807;-2,269893;-1,850655;4,165319
Index: 6 | Name: car 6 | Brain Type: RandomParents | Fitness: 2,092088 | BrainData : -2,351794;0,09355028;-2,106955;0,0668807;-3,238998;4,407868;0,07151957;3,486215;2,242266;4,479177;1,042948;-4,765491;-4,495962;2,159109;-2,337703;-3,599589;-0,2582831;-4,443622;4,551483;-0,4240414;-3,959476;-3,253008;2,20072;-2,249201;-1,882143;4,129055
Index: 7 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,078528 | BrainData : -2,355116;0,1302621;-2,076303;0,0668807;-3,248604;4,374548;0,03748358;3,483084;2,172993;4,543745;0,9561421;-4,782957;-4,497911;2,190926;-2,340886;-3,599589;-0,2677816;-4,516316;4,526899;-0,434184;-3,968096;-3,218919;2,248579;-2,242702;-1,850655;4,165319
Index: 8 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,013943 | BrainData : -2,355116;0,1018397;-2,100013;0,09636246;-3,278692;4,374548;0,03748358;3,487447;2,172993;4,566463;0,9738973;-4,782957;-4,481863;2,190926;-2,371953;-3,599589;-0,3086755;-4,454107;4,547231;-0,4589492;-3,920065;-3,240678;2,255807;-2,268927;-1,855206;4,149233
Index: 9 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,99623 | BrainData : -2,355116;0,1302621;-2,076303;0,0668807;-3,277572;4,417057;0,03748358;3,509129;2,172993;4,566463;0,9561421;-4,782957;-4,451697;2,189981;-2,362729;-3,568569;-0,2677816;-4,471806;4,511469;-0,434184;-3,968096;-3,177588;2,271599;-2,301647;-1,850655;4,165319
Index: 10 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,989319 | BrainData : -2,34768;0,087466;-2,076303;0,09401147;-3,199962;4,420705;0,01486299;3,490273;2,172993;4,580894;0,9561421;-4,756365;-4,451201;2,218041;-2,340886;-3,599589;-0,2677816;-4,488227;4,547772;-0,434184;-3,968096;-3,188058;2,255807;-2,312224;-1,850655;4,134892
Index: 11 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,96416 | BrainData : -2,258333;0,04402676;-2,08133;0,0890594;-3,238432;4,347636;0,04458305;3,473978;2,220034;4,5701;0,9521577;-4,801579;-4,442137;2,190926;-2,426697;-3,646248;-0,3095422;-4,498885;4,488811;-0,4712086;-3,968096;-3,237862;2,221649;-2,282969;-1,876354;4,195128
Index: 12 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,956762 | BrainData : -2,355116;0,1302621;-2,077329;0,09287485;-3,248604;4,328703;0,03748358;3,490273;2,182116;4,60321;0,9561421;-4,782957;-4,481863;2,190926;-2,335842;-3,631846;-0,3090018;-4,519883;4,547231;-0,3872293;-3,968096;-3,180859;2,255807;-2,246727;-1,861332;4,133188
Index: 13 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,956426 | BrainData : -2,387258;0,1302621;-2,076303;0,08429381;-3,291947;4,374548;0,03748358;3,490273;2,172993;4,593951;0,9373462;-4,782957;-4,520241;2,171391;-2,334502;-3,599589;-0,2677816;-4,471806;4,52619;-0,434184;-3,968096;-3,205073;2,255807;-2,260314;-1,88143;4,178179
Index: 14 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,939521 | BrainData : -2,344017;0,1302621;-2,076303;0,03573235;-3,248604;4,350082;0,03748358;3,490273;2,135576;4,566463;0,9228529;-4,782957;-4,488031;2,22724;-2,313742;-3,632765;-0,2828938;-4,471806;4,547231;-0,4260161;-3,952457;-3,218919;2,229103;-2,269893;-1,850655;4,165319
Index: 15 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,936963 | BrainData : -2,363657;0,1302621;-2,116189;0,0668807;-3,210404;4,374548;0,06284464;3,459474;2,172993;4,548181;0,9561421;-4,782957;-4,502737;2,174689;-2,340886;-3,599589;-0,2999747;-4,471806;4,547231;-0,434184;-4,013614;-3,202477;2,255807;-2,258555;-1,828368;4,165319
Index: 16 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,901602 | BrainData : -2,325197;0,04922115;-2,112788;0,1357638;-3,212787;4,407627;0,009864075;3,533987;2,166464;4,511882;1,032147;-4,791277;-4,566045;2,228049;-2,324202;-3,590101;-0,2435497;-4,534389;4,499847;-0,4322834;-3,911515;-3,254706;2,213006;-2,316784;-1,906551;4,172179
Index: 17 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,899933 | BrainData : -2,306505;0,03338365;-2,116274;0,09348872;-3,224007;4,372104;0,04942423;3,461358;2,132593;4,545791;0,950798;-4,770581;-4,473082;2,15215;-2,358442;-3,556946;-0,2874139;-4,49408;4,522122;-0,4737417;-3,944913;-3,244632;2,221649;-2,258558;-1,923427;4,189837
Index: 18 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,899423 | BrainData : -2,355116;0,1302621;-2,111543;0,0668807;-3,283292;4,374548;0,05553529;3,490273;2,172993;4,612732;0,9561421;-4,78302;-4,474279;2,190926;-2,303544;-3,599589;-0,2677816;-4,471806;4,589112;-0,4553623;-3,969759;-3,218919;2,255645;-2,314543;-1,850655;4,127127
Index: 19 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,896858 | BrainData : -2,355116;0,1384777;-2,076303;0,01980492;-3,280283;4,374548;0,03368732;3,490273;2,192394;4,5393;0,943662;-4,769324;-4,481863;2,190926;-2,340886;-3,577645;-0,2268195;-4,452744;4,547231;-0,434184;-3,986923;-3,17614;2,255807;-2,299845;-1,88147;4,165319
Index: 20 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,878809 | BrainData : -2,310337;0,05570743;-2,063447;0,08559865;-3,238432;4,347636;0,0708091;3,452775;2,220034;4,523746;0,9521577;-4,807927;-4,490845;2,216271;-2,377429;-3,599589;-0,3095422;-4,468805;4,533107;-0,4454855;-4,000715;-3,232103;2,221649;-2,308006;-1,876354;4,11862
Index: 21 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,872489 | BrainData : -2,355116;0,1002131;-2,076303;0,0668807;-3,248604;4,374548;0,01525345;3,517931;2,172993;4,555208;0,9065631;-4,736309;-4,481863;2,190926;-2,360287;-3,599589;-0,2567374;-4,471806;4,553749;-0,4271864;-3,968096;-3,181537;2,299675;-2,259889;-1,850655;4,165319
Index: 22 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,870365 | BrainData : -2,312782;0,06328841;-2,106955;0,09066404;-3,235594;4,369642;0,09118813;3,535656;2,181702;4,543432;0,9960854;-4,874619;-4,540295;2,190926;-2,288681;-3,606554;-0,1781662;-4,398986;4,593057;-0,4571549;-3,968096;-3,253797;2,148648;-2,269893;-1,917815;4,179285
