Generation: 389 | maxFitness: 3,670536 | maxFitnessGen: 1,944951 | maxFitnessGenBuf: 1,870328
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,870328 | BrainData : 0,9308061;0,943931;3,767572;0,4128337;3,343202;-0,8686423;4,090271;0,52022;-0,1864114;-0,9366511;-3,858305;-4,284847;3,149784;-2,909377;3,80056;-3,048351;5,016551;1,306442;-1,212533;-4,639157;-1,147706;0,2193939;-1,578353;1,140291;-2,817395;3,814046
Index: 1 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,852366 | BrainData : 0,9203463;0,9051911;3,766839;0,4128337;3,353924;-0,8686423;4,052774;0,5172991;-0,1982921;-0,902577;-3,829091;-4,325495;3,149784;-2,861589;3,783645;-3,048351;5,019612;1,269203;-1,229834;-4,672636;-1,147706;0,2026228;-1,57352;1,140291;-2,826948;3,784202
Index: 2 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,784249 | BrainData : 0,8969156;0,9584364;3,750293;0,4128337;3,276612;-0,8686423;4,044445;0,5340077;-0,1982921;-0,8880033;-3,89717;-4,284847;3,143471;-2,865951;3,793785;-3,048351;4,9862;1,269203;-1,212349;-4,654124;-1,147706;0,2222401;-1,578353;1,140291;-2,779541;3,787747
Index: 3 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,783734 | BrainData : 0,8898641;0,9913663;3,726941;0,5178864;3,190791;-0,8861048;4,184638;0,4459894;-0,2728409;-0,9140983;-3,771709;-4,259087;3,235128;-2,894814;3,725859;-3,188898;5,129308;1,318696;-1,18931;-4,582294;-1,090909;0,24356;-1,596736;1,108935;-2,793607;3,778318
Index: 4 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,781126 | BrainData : 0,9100237;0,9498973;3,767203;0,4137568;3,306317;-0,8686423;4,073596;0,5340077;-0,1982921;-0,902577;-3,858305;-4,284847;3,149784;-2,871063;3,793785;-3,048351;5,069212;1,269203;-1,212349;-4,639157;-1,147706;0,2026228;-1,578353;1,140291;-2,826948;3,793343
Index: 5 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,755641 | BrainData : 0,9349341;0,943931;3,767203;0,4276968;3,306317;-0,8686423;4,090271;0,5340077;-0,2362637;-0,902577;-3,817314;-4,294093;3,195414;-2,919106;3,793785;-3,037562;5,019612;1,245648;-1,251141;-4,673506;-1,140813;0,2026228;-1,531196;1,140291;-2,826948;3,814894
Index: 6 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,735392 | BrainData : 0,9203463;0,943931;3,767203;0,4453382;3,312081;-0,8686423;4,090271;0,5340077;-0,1982921;-0,902577;-3,903942;-4,284847;3,136868;-2,912321;3,793785;-3,092549;5,019612;1,254005;-1,19502;-4,645687;-1,147706;0,193426;-1,578353;1,140291;-2,819722;3,787747
Index: 7 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,731106 | BrainData : 0,9203463;0,9061007;3,727748;0,4284171;3,326402;-0,8515711;4,090271;0,511991;-0,1982921;-0,902577;-3,828154;-4,284847;3,149784;-2,871063;3,801034;-3,048351;5,019612;1,270644;-1,209805;-4,639157;-1,147706;0,1864068;-1,578353;1,136084;-2,859677;3,810411
Index: 8 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,725982 | BrainData : 0,9106489;0,943931;3,767203;0,4574415;3,306317;-0,8686423;4,090271;0,5340077;-0,2206553;-0,9023745;-3,828336;-4,245836;3,149784;-2,871063;3,838113;-3,005602;4,981392;1,269203;-1,212349;-4,639157;-1,140856;0,1744536;-1,578353;1,140291;-2,849814;3,777467
Index: 9 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,692607 | BrainData : 0,9174101;0,943931;3,767203;0,4128337;3,301736;-0,8593142;4,090271;0,4960429;-0,1982921;-0,902577;-3,858305;-4,268941;3,149784;-2,871063;3,793785;-3,034799;5,037055;1,24581;-1,169627;-4,639157;-1,14252;0,1567629;-1,578353;1,165638;-2,826948;3,787747
Index: 10 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,678913 | BrainData : 0,926856;0,9331758;3,790931;0,502055;3,241552;-0,930382;4,13278;0,4690335;-0,2042908;-0,9344542;-3,817817;-4,209579;3,160877;-2,834245;3,770834;-3,146889;5,104809;1,271616;-1,243839;-4,599558;-1,104017;0,2305869;-1,541472;1,135262;-2,742952;3,758737
