Generation: 384 | maxFitness: 3,670536 | maxFitnessGen: 1,919419 | maxFitnessGenBuf: 1,876069
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,876069 | BrainData : 0,8946918;0,9675131;3,790352;0,4565331;3,218384;-0,8861048;4,132025;0,4732541;-0,2061113;-0,9512299;-3,872964;-4,288123;3,153371;-2,859766;3,793785;-3,121211;5,093905;1,285911;-1,217484;-4,581313;-1,104017;0,2415474;-1,535961;1,129613;-2,770889;3,797348
Index: 1 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,874816 | BrainData : 0,8820705;1,011041;3,811622;0,4565331;3,218384;-0,8467741;4,132025;0,4857434;-0,2335015;-0,9761305;-3,943457;-4,311814;3,20058;-2,840854;3,792348;-3,064409;5,093905;1,285911;-1,217484;-4,581313;-1,135785;0,2415474;-1,512097;1,129613;-2,777134;3,803947
Index: 2 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,874654 | BrainData : 0,8851497;0,9806143;3,818789;0,4069157;3,185969;-0,9059478;4,145889;0,4725415;-0,2108653;-0,9421811;-3,909179;-4,311814;3,130054;-2,840854;3,796046;-3,077826;5,093905;1,285911;-1,217484;-4,581313;-1,105934;0,2415474;-1,555193;1,135371;-2,777134;3,819671
Index: 3 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,867892 | BrainData : 0,8779719;0,8735693;3,755039;0,3853649;3,208997;-0,8807624;4,107127;0,4148676;-0,2367559;-0,9238055;-3,930295;-4,358074;3,175195;-2,908242;3,793785;-3,060337;5,059542;1,285911;-1,184905;-4,629066;-1,085901;0,2393602;-1,552214;1,129613;-2,756991;3,76062
Index: 4 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,853976 | BrainData : 0,8985567;0,9852694;3,858359;0,3695145;3,245089;-0,8963412;4,019272;0,5029984;-0,3416366;-0,9812248;-3,823097;-4,311814;3,176797;-2,972727;3,783258;-3,141588;5,076175;1,278809;-1,235785;-4,615512;-1,106907;0,23662;-1,579011;1,129613;-2,777134;3,797348
Index: 5 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,833079 | BrainData : 0,900024;1,000289;3,790352;0,4565331;3,218384;-0,8861048;4,132025;0,4725415;-0,2061113;-0,9421811;-3,909179;-4,336351;3,153371;-2,840854;3,749319;-3,077826;5,093905;1,250282;-1,210071;-4,532885;-1,096979;0,2199033;-1,518809;1,129613;-2,777134;3,757366
Index: 6 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,791621 | BrainData : 0,9171993;0,9675131;3,790352;0,4565331;3,178099;-0,8861048;4,132025;0,4725415;-0,2061113;-0,9421811;-3,909179;-4,290032;3,153371;-2,840854;3,807966;-3,077826;5,093905;1,277813;-1,217484;-4,581313;-1,104017;0,2415474;-1,593732;1,101436;-2,805847;3,797348
Index: 7 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,779226 | BrainData : 0,900024;0,9675131;3,790352;0,4980062;3,260384;-0,8915449;4,132025;0,4540938;-0,2061113;-0,9563433;-3,883121;-4,311814;3,187815;-2,840854;3,820356;-3,077826;5,093905;1,285911;-1,191606;-4,581313;-1,129322;0,2340845;-1,552214;1,12832;-2,761639;3,797348
Index: 8 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,77562 | BrainData : 0,8780178;1,013665;3,790352;0,4281803;3,227389;-0,884618;4,120746;0,4404686;-0,1812217;-0,9337319;-3,939599;-4,327088;3,088801;-2,918045;3,847496;-3,077826;5,052669;1,285911;-1,179613;-4,516564;-1,082986;0,2464495;-1,537681;1,129613;-2,73215;3,797348
Index: 9 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,77278 | BrainData : 0,900024;0,9842989;3,790352;0,4565331;3,198343;-0,8501332;4,156918;0,486955;-0,2061113;-0,9421811;-3,909179;-4,311814;3,153371;-2,791145;3,793785;-3,077826;5,093905;1,237764;-1,203466;-4,581313;-1,065901;0,208297;-1,55179;1,150859;-2,811464;3,797348
Index: 10 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,772709 | BrainData : 0,900024;0,9675131;3,804816;0,4565331;3,218384;-0,8823972;4,132025;0,4725415;-0,2061113;-0,8947491;-3,937111;-4,271997;3,117993;-2,840854;3,776011;-3,077826;5,093905;1,303586;-1,217484;-4,602222;-1,104017;0,2415474;-1,552214;1,137407;-2,777134;3,805552
