Generation: 600 | maxFitness: 3,670536 | maxFitnessGen: 2,037771 | maxFitnessGenBuf: 2,023758
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 13 | Brain Type: RandomParents | Fitness: 2,023758 | BrainData : 1,068085;1,260317;4,175741;0,7562166;3,391959;-1,264164;4,164066;0,793049;0,0773088;-1,027945;-3,527202;-4,371819;3,114296;-2,299182;3,946048;-3,136248;5,078534;0,644758;-1,390238;-4,602532;-1,265362;0,1345339;-1,243551;1,221092;-2,857835;3,870655
Index: 1 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,020632 | BrainData : 0,9774042;1,305358;4,249827;0,7266316;3,568635;-1,217358;4,197002;0,7404848;0,08466119;-1,030559;-3,570617;-4,358162;3,146259;-2,336031;3,932117;-3,160862;5,028157;0,7012011;-1,323601;-4,546667;-1,220779;0,09682605;-1,185396;1,255716;-2,862455;3,86503
Index: 2 | Name: car 12 | Brain Type: RandomParents | Fitness: 2,01781 | BrainData : 0,9937293;1,313938;4,210892;0,7991719;3,45504;-1,22486;4,155805;0,7771336;0,1124648;-1,006169;-3,609724;-4,424048;3,086889;-2,324148;3,993624;-3,183605;4,973482;0,6563924;-1,386322;-4,504783;-1,267026;0,1413867;-1,122538;1,185337;-2,896285;3,832871
Index: 3 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,017312 | BrainData : 0,9913388;1,33809;4,255981;0,7255235;3,505738;-1,253114;4,197002;0,7424489;0,07844538;-0,99102;-3,570617;-4,413946;3,15403;-2,314184;3,967971;-3,142103;4,97857;0,7012011;-1,323601;-4,543101;-1,242669;0,09731147;-1,140061;1,255716;-2,862455;3,862665
Index: 4 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,017312 | BrainData : 0,9913388;1,324883;4,267018;0,7126895;3,534343;-1,253114;4,228723;0,7404848;0,08635865;-1,030559;-3,532992;-4,405509;3,165005;-2,307104;3,922884;-3,142103;4,97127;0,7403872;-1,314978;-4,586831;-1,254978;0,09731147;-1,174913;1,255716;-2,862455;3,862665
Index: 5 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,017312 | BrainData : 0,9508194;1,33809;4,267018;0,7415467;3,576782;-1,269655;4,197002;0,7404848;0,06212319;-1,03217;-3,570617;-4,390278;3,177327;-2,336031;3,971858;-3,142103;4,982898;0,6644441;-1,323601;-4,546667;-1,220779;0,09731147;-1,140061;1,255716;-2,862455;3,862665
Index: 6 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,013273 | BrainData : 0,9913388;1,33809;4,267018;0,7415467;3,534343;-1,253114;4,20496;0,7404848;0,07844538;-1,016716;-3,570617;-4,324987;3,104295;-2,336031;3,890391;-3,142103;4,963098;0,7012011;-1,323601;-4,546667;-1,269042;0,1379005;-1,140061;1,225448;-2,862455;3,886696
Index: 7 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,008795 | BrainData : 0,9521315;1,357293;4,223856;0,7301129;3,534343;-1,253114;4,233059;0,7404848;0,02861092;-0,9875164;-3,570617;-4,406394;3,137781;-2,336031;3,932117;-3,142103;4,981055;0,7012011;-1,306054;-4,546667;-1,220779;0,09731147;-1,143668;1,255716;-2,862455;3,849247
Index: 8 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,008424 | BrainData : 1,027716;1,323214;4,267018;0,7648875;3,534343;-1,253114;4,221613;0,7031774;0,09704772;-1,030559;-3,570617;-4,370085;3,15403;-2,336031;3,935509;-3,142103;4,952152;0,6868641;-1,350901;-4,579335;-1,231422;0,09731147;-1,140061;1,255716;-2,862455;3,84841
Index: 9 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,927188 | BrainData : 0,9913388;1,358134;4,240013;0,7881338;3,568753;-1,276354;4,21771;0,7771961;0,08981073;-1,014797;-3,551729;-4,370085;3,15403;-2,336031;3,932117;-3,142103;4,945489;0,7012011;-1,333621;-4,546667;-1,220779;0,1083845;-1,140061;1,255716;-2,830622;3,874617
Index: 10 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,914301 | BrainData : 0,9447637;1,33809;4,267018;0,7632731;3,578219;-1,270018;4,197002;0,781674;0,1217742;-1,036414;-3,570617;-4,399506;3,126219;-2,336031;3,932117;-3,161432;4,97857;0,6946981;-1,312715;-4,525484;-1,209663;0,09731147;-1,131522;1,262728;-2,862455;3,862665
Index: 11 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,902819 | BrainData : 1,039267;1,33809;4,267018;0,7415467;3,490701;-1,296832;4,226961;0,7404848;0,0632311;-1,075479;-3,570617;-4,370085;3,15403;-2,306499;3,907317;-3,17453;4,97857;0,7012011;-1,323601;-4,510326;-1,220779;0,06537873;-1,168116;1,255716;-2,911044;3,862665
Index: 12 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,843969 | BrainData : 0,9913388;1,33809;4,267018;0,7415467;3,534343;-1,229228;4,197002;0,7808576;0,121745;-1,059912;-3,570617;-4,370085;3,15403;-2,348421;3,932117;-3,106356;4,945107;0,7024243;-1,361254;-4,546667;-1,220779;0,09731147;-1,140061;1,248605;-2,885334;3,845679
Index: 13 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,818804 | BrainData : 0,9913388;1,33809;4,239865;0,7415467;3,51052;-1,253114;4,222264;0,7198181;0,06035938;-1,030559;-3,570617;-4,333055;3,15403;-2,335276;3,980122;-3,173929;4,97857;0,7012011;-1,294152;-4,546667;-1,225876;0,09731147;-1,135134;1,255716;-2,828939;3,862665
Index: 14 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,765499 | BrainData : 0,9725611;1,33809;4,267018;0,7415467;3,510455;-1,257751;4,197002;0,7427909;0,04145226;-1,030559;-3,570617;-4,369703;3,152211;-2,336031;3,932117;-3,142103;4,97857;0,6740883;-1,323601;-4,50065;-1,220779;0,09731147;-1,140061;1,224527;-2,862455;3,846017
Index: 15 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,736773 | BrainData : 0,980212;1,33463;4,267018;0,6953422;3,534343;-1,253114;4,1614;0,6927205;0,07844538;-1,066767;-3,521228;-4,342795;3,143754;-2,365698;3,884937;-3,136806;4,931238;0,7207568;-1,323601;-4,518705;-1,208687;0,09731147;-1,102567;1,228312;-2,853002;3,862665
Index: 16 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,718967 | BrainData : 0,9913388;1,33809;4,268431;0,7094169;3,534343;-1,253114;4,197002;0,7743564;0,05696128;-1,030559;-3,570617;-4,361311;3,15403;-2,370675;3,932117;-3,183275;4,968077;0,6574678;-1,316913;-4,546667;-1,220779;0,09731147;-1,187288;1,255716;-2,896722;3,862665
Index: 17 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,708441 | BrainData : 1,019067;1,33809;4,267018;0,7415467;3,534343;-1,253114;4,201859;0,7125999;0,1272938;-0,984267;-3,615232;-4,368872;3,15403;-2,336031;3,932117;-3,142103;4,97857;0,6705337;-1,323601;-4,546667;-1,220779;0,09731147;-1,140061;1,255716;-2,862455;3,90126
Index: 18 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,704478 | BrainData : 0,9913388;1,33809;4,267018;0,7400713;3,534343;-1,253114;4,197002;0,7761499;0,06358261;-0,9818556;-3,570617;-4,370085;3,176857;-2,336031;3,931362;-3,09251;4,97857;0,6842405;-1,323601;-4,589036;-1,220779;0,09731147;-1,140061;1,255716;-2,862455;3,813961
Index: 19 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,693307 | BrainData : 1,014814;1,287508;4,230713;0,7219155;3,48439;-1,253114;4,197002;0,7404848;0,04650134;-1,045468;-3,532422;-4,346366;3,104121;-2,341659;3,943917;-3,164735;5,016955;0,6463816;-1,296511;-4,553916;-1,185975;0,1302317;-1,115689;1,242158;-2,77084;3,917397
Index: 20 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,692776 | BrainData : 1,018205;1,323319;4,303077;0,721148;3,507456;-1,261479;4,197002;0,7404848;0,07844538;-1,000175;-3,542444;-4,354173;3,15403;-2,382297;3,932117;-3,142103;4,97857;0,7312047;-1,323601;-4,566816;-1,208884;0,1102938;-1,16518;1,221306;-2,833168;3,862665
Index: 21 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,691956 | BrainData : 1,018566;1,31643;4,267018;0,7415467;3,534343;-1,253114;4,197002;0,7551853;0,07844538;-1,002945;-3,542572;-4,370085;3,15403;-2,312421;3,932117;-3,142103;4,97857;0,7413925;-1,335238;-4,546667;-1,220779;0,06616375;-1,09827;1,255716;-2,862455;3,878173
Index: 22 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,691935 | BrainData : 0,9566988;1,332392;4,221795;0,7745069;3,534343;-1,253114;4,197002;0,7404848;0,124778;-1,030559;-3,564934;-4,397671;3,15403;-2,379484;3,932117;-3,142103;4,931758;0,7012011;-1,323601;-4,510931;-1,235072;0,09731147;-1,137894;1,22766;-2,862455;3,886787
Index: 23 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,689901 | BrainData : 1,038029;1,346002;4,267018;0,7415467;3,534343;-1,293089;4,197002;0,720102;0,07576342;-1,000238;-3,570617;-4,370085;3,15403;-2,369442;3,959036;-3,142103;4,937574;0,7012011;-1,323601;-4,538676;-1,247821;0,09731147;-1,176662;1,215723;-2,862455;3,862665
Index: 24 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,673288 | BrainData : 1,019764;1,32908;4,25386;0,7660224;3,561026;-1,253114;4,197002;0,7404848;0,06445344;-1,020765;-3,579738;-4,370085;3,183452;-2,336031;3,932117;-3,142103;4,987172;0,7012011;-1,323601;-4,545778;-1,170862;0,09731147;-1,140061;1,255716;-2,904081;3,862665
Index: 25 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,631925 | BrainData : 0,9913388;1,276315;4,169619;0,7230086;3,511801;-1,253114;4,197002;0,7256918;0,1593417;-0,9719312;-3,564492;-4,337922;3,104121;-2,341659;3,97754;-3,154898;4,946671;0,7121231;-1,335769;-4,499566;-1,220779;0,160604;-1,148199;1,214521;-2,865639;3,862665
Index: 26 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,62919 | BrainData : 0,9913388;1,33809;4,267018;0,7415467;3,567006;-1,253114;4,153944;0,7404848;0,09607529;-1,0459;-3,569404;-4,397541;3,15403;-2,383191;3,944192;-3,142103;4,97857;0,6601678;-1,287795;-4,55493;-1,212893;0,09731147;-1,140061;1,279288;-2,862455;3,862665
