Generation: 723 | maxFitness: 3,670536 | maxFitnessGen: 2,066549 | maxFitnessGenBuf: 2,047044
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,047044 | BrainData : -2,414823;0,2402284;-1,772547;0,5340227;-3,380262;3,895377;-0,1872102;3,330611;1,921018;4,666838;1,566841;-4,747196;-4,666946;1,671352;-2,556913;-3,829292;-0,2567853;-5,137983;4,200717;-0,01882139;-4,024679;-3,333386;2,095486;-2,323465;-1,97916;4,145794
Index: 1 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,044905 | BrainData : -2,414823;0,2459272;-1,73109;0,5857993;-3,380262;3,895377;-0,1872102;3,361191;1,925898;4,656421;1,566841;-4,747196;-4,666946;1,710381;-2,594483;-3,803679;-0,2567853;-5,133817;4,183376;-0,01882139;-4,081927;-3,343329;2,048857;-2,327853;-2,042351;4,1807
Index: 2 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,036402 | BrainData : -2,414823;0,2692979;-1,772547;0,5627391;-3,407805;3,918992;-0,1872102;3,340122;1,901734;4,666838;1,566841;-4,747196;-4,666946;1,710381;-2,556913;-3,781712;-0,2599185;-5,094228;4,190587;-0,01882139;-4,001281;-3,333386;2,094978;-2,323465;-2,008653;4,184873
Index: 3 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,999408 | BrainData : -2,414823;0,2702569;-1,772054;0,5460156;-3,380262;3,895377;-0,1872102;3,330692;1,925898;4,683433;1,566841;-4,747196;-4,666946;1,710381;-2,556913;-3,829292;-0,2875181;-5,133817;4,226281;-0,005610369;-4,040419;-3,333386;2,095486;-2,292746;-2,008653;4,1807
Index: 4 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,999408 | BrainData : -2,396978;0,2692383;-1,772547;0,5762674;-3,380262;3,916608;-0,2151584;3,32341;1,925898;4,666838;1,566841;-4,708632;-4,666946;1,743449;-2,599342;-3,845634;-0,2567853;-5,133817;4,207104;-0,01882139;-4,040419;-3,364974;2,095486;-2,323465;-2,008653;4,1807
Index: 5 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,972391 | BrainData : -2,454956;0,291688;-1,772547;0,5460156;-3,380262;3,85401;-0,1872102;3,343844;1,882352;4,666838;1,566841;-4,73494;-4,653505;1,710381;-2,556913;-3,829292;-0,2567853;-5,133817;4,230662;-0,01882139;-4,040419;-3,333386;2,095486;-2,323465;-1,997056;4,19777
Index: 6 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,96877 | BrainData : -2,394352;0,2692979;-1,739755;0,5683436;-3,380262;3,922361;-0,1138884;3,336276;1,903631;4,654262;1,577056;-4,724267;-4,68451;1,690252;-2,556651;-3,868112;-0,320079;-5,093472;4,27803;-0,05364922;-4,006498;-3,298274;2,130461;-2,370148;-1,996816;4,211137
Index: 7 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,962692 | BrainData : -2,414823;0,2933536;-1,772547;0,5460156;-3,407854;3,862623;-0,1872102;3,343844;1,925898;4,666838;1,553499;-4,715721;-4,666946;1,678267;-2,548076;-3,829292;-0,2983576;-5,133817;4,261994;-0,01882139;-4,065877;-3,286897;2,095486;-2,323465;-2,008653;4,230083
Index: 8 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,953135 | BrainData : -2,414823;0,2692979;-1,791038;0,5460156;-3,380262;3,9289;-0,2355627;3,331551;1,925898;4,666838;1,553435;-4,721932;-4,645219;1,710381;-2,556913;-3,871581;-0,2567853;-5,104976;4,230662;-0,04590639;-4,079132;-3,333386;2,053555;-2,302474;-2,057907;4,18082
Index: 9 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,938748 | BrainData : -2,402809;0,2692979;-1,80146;0,5460156;-3,380262;3,895377;-0,1479491;3,343844;1,917665;4,638151;1,610333;-4,747196;-4,666946;1,696074;-2,596301;-3,829292;-0,2216658;-5,133817;4,185051;-0,01882139;-4,040419;-3,302585;2,066686;-2,323465;-2,008653;4,1807
Index: 10 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,924828 | BrainData : -2,391819;0,2614769;-1,706316;0,5242719;-3,339718;3,895377;-0,1148283;3,360624;1,90803;4,631486;1,615192;-4,706713;-4,666946;1,735333;-2,556651;-3,842793;-0,2996607;-5,136487;4,230662;-0,003522819;-3,983605;-3,327244;2,109535;-2,296431;-1,996816;4,1807
