Generation: 549 | maxFitness: 3,670536 | maxFitnessGen: 1,964819 | maxFitnessGenBuf: 1,990826
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,990826 | BrainData : 0,6307521;1,331353;3,985149;0,7399001;3,599908;-1,156583;4,126962;0,8555126;0,1182442;-0,9208786;-3,643453;-4,101584;3,093512;-2,119738;3,878251;-2,985526;4,922589;0,9302159;-1,266239;-4,384575;-1,474797;0,1970221;-1,234907;1,113168;-2,89625;3,789092
Index: 11 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,895369 | BrainData : 0,6109806;1,377267;3,954711;0,8021659;3,620024;-1,121861;4,071461;0,8956069;0,1182442;-0,9372846;-3,69679;-4,131256;3,113892;-2,119738;3,789899;-2,973108;4,898695;0,8564979;-1,259039;-4,339526;-1,474797;0,1967596;-1,193326;1,111895;-2,905774;3,822913
Index: 12 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,875387 | BrainData : 0,6054925;1,361274;3,985149;0,7714658;3,620024;-1,083336;4,071461;0,8850065;0,1182442;-0,9439487;-3,692227;-4,131256;3,064617;-2,119738;3,861629;-2,935812;4,898695;0,8963717;-1,273833;-4,358068;-1,465489;0,1967596;-1,193326;1,111895;-2,877451;3,792205
Index: 13 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,851655 | BrainData : 0,6054925;1,384475;3,985149;0,7409215;3,60364;-1,121861;4,090602;0,8791148;0,1182442;-0,9371811;-3,667459;-4,084718;3,082826;-2,155299;3,819437;-2,96331;4,926562;0,8564979;-1,259039;-4,358068;-1,492086;0,2079389;-1,180556;1,111895;-2,89227;3,781078
Index: 14 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,849051 | BrainData : 0,6054925;1,361274;3,985149;0,7256484;3,620024;-1,16117;4,071461;0,8762738;0,1269521;-0,9560699;-3,648493;-4,091286;3,064617;-2,119738;3,836347;-2,973108;4,871692;0,8564979;-1,228121;-4,358068;-1,425173;0,22743;-1,201102;1,111895;-2,858719;3,792205
Index: 15 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,778642 | BrainData : 0,6542096;1,361274;3,985149;0,7741813;3,604868;-1,121861;4,071461;0,8762738;0,1182442;-0,9368703;-3,659934;-4,119097;3,064617;-2,119738;3,77987;-2,973108;4,94722;0,8709771;-1,259039;-4,347714;-1,511323;0,2362301;-1,193326;1,092103;-2,870824;3,831984
Index: 16 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,766107 | BrainData : 0,5995867;1,305653;4,019503;0,733742;3,568892;-1,067711;4,028576;0,9060898;0,07362697;-0,9305099;-3,651869;-4,195538;3,1211;-2,082209;3,827811;-2,970387;4,862788;0,9176757;-1,260269;-4,396891;-1,42607;0,2381088;-1,230669;1,085243;-2,82209;3,787566
Index: 17 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,763135 | BrainData : 0,5974687;1,364465;3,993909;0,7750273;3,629869;-1,121861;4,062845;0,9150709;0,1487632;-0,9713193;-3,634841;-4,131256;3,087247;-2,084272;3,819437;-3,011315;4,898695;0,8937384;-1,259039;-4,358068;-1,474797;0,1967596;-1,193326;1,111895;-2,856184;3,792205
Index: 18 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,761546 | BrainData : 0,6054925;1,357238;3,999719;0,7667483;3,620024;-1,118261;4,033634;0,8762738;0,1182442;-0,9371811;-3,659934;-4,131256;3,064617;-2,119738;3,77263;-2,945101;4,921875;0,8327088;-1,305377;-4,358068;-1,474797;0,1967596;-1,193326;1,111895;-2,867373;3,807736
Index: 19 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,747679 | BrainData : 0,6054925;1,325606;3,985149;0,7741813;3,626866;-1,079865;4,048587;0,901307;0,1002222;-0,9371811;-3,659934;-4,115696;3,064617;-2,093643;3,778381;-2,973108;4,898695;0,9041436;-1,248029;-4,358068;-1,474797;0,1727476;-1,193326;1,090321;-2,905774;3,763021
Index: 20 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,741409 | BrainData : 0,5825061;1,346478;3,970331;0,7293668;3,615555;-1,150837;4,044662;0,8676625;0,11802;-0,963723;-3,655742;-4,086804;3,08152;-2,119738;3,86125;-2,956382;4,898695;0,9014034;-1,223396;-4,358068;-1,482674;0,1469479;-1,234907;1,111895;-2,957272;3,792064
Index: 21 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,737572 | BrainData : 0,6054925;1,361274;3,997288;0,7684091;3,620024;-1,121861;4,071461;0,8762738;0,1153879;-0,9371811;-3,635854;-4,104216;3,064617;-2,119738;3,819437;-2,927887;4,860214;0,8564979;-1,259039;-4,358068;-1,474797;0,1619633;-1,198209;1,096656;-2,922575;3,792205
Index: 22 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,681462 | BrainData : 0,6054925;1,324536;3,985149;0,7955993;3,620024;-1,121861;4,064386;0,9257879;0,1182442;-0,918559;-3,659934;-4,131256;3,022826;-2,13569;3,845062;-2,965949;4,889349;0,8564979;-1,289007;-4,35539;-1,474797;0,165221;-1,193326;1,111895;-2,905774;3,792205
Index: 23 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,677524 | BrainData : 0,5845634;1,291963;3,985149;0,7524905;3,573629;-1,1909;4,071461;0,9234903;0,1389459;-0,9172266;-3,629043;-4,100094;3,085449;-2,123168;3,768547;-3,062118;4,86951;0,9325132;-1,258736;-4,277771;-1,428732;0,1622531;-1,236463;1,111895;-2,905774;3,789092
Index: 24 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,54824 | BrainData : 0,6506632;1,2969;3,947019;0,7741813;3,604843;-1,069324;4,111863;0,8670925;0,04434624;-0,9285974;-3,713388;-4,170396;3,066367;-2,162764;3,860302;-2,989826;4,910299;0,9056752;-1,244339;-4,328893;-1,462055;0,2027008;-1,20984;1,150735;-2,842005;3,766286
Index: 25 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,441497 | BrainData : 0,6434199;1,361274;3,985149;0,7741813;3,620024;-1,121861;4,071461;0,9260885;0,1182442;-0,9371811;-3,64383;-4,166171;3,046089;-2,119738;3,819437;-2,973108;4,878366;0,8885702;-1,260375;-4,399833;-1,474797;0,1967596;-1,242859;1,14229;-2,905774;3,792205
Index: 26 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,28761 | BrainData : 0,6054925;1,361274;4,033238;0,7741813;3,611249;-1,127931;4,071461;0,8762738;0,07469827;-0,9781107;-3,659934;-4,131256;3,064617;-2,119738;3,863757;-2,923793;4,898695;0,86175;-1,259039;-4,358068;-1,434874;0,1967596;-1,193326;1,061968;-2,905774;3,789485
Index: 27 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,286003 | BrainData : 0,6150068;1,361274;3,985149;0,7342026;3,604559;-1,121861;4,071461;0,8480412;0,1182442;-0,9828246;-3,688627;-4,131256;3,064617;-2,119738;3,819437;-3,003129;4,898695;0,8751616;-1,259039;-4,315525;-1,511506;0,176808;-1,193326;1,09581;-2,905774;3,828369
Index: 28 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,284039 | BrainData : 0,5980749;1,361274;3,985149;0,7741813;3,586253;-1,121861;4,059848;0,8762738;0,1182442;-0,9371811;-3,697995;-4,110447;3,064617;-2,119738;3,774345;-2,973108;4,916673;0,8564979;-1,259039;-4,352452;-1,521338;0,1671883;-1,167392;1,089638;-2,914762;3,792205
Index: 29 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,268539 | BrainData : 0,6054925;1,331712;3,985149;0,7741813;3,611024;-1,121861;4,071461;0,8762738;0,1180229;-0,9688278;-3,63184;-4,131256;3,064617;-2,165762;3,819437;-2,936703;4,898695;0,8361226;-1,259039;-4,393597;-1,437042;0,1778839;-1,193326;1,073686;-2,905774;3,792205
Index: 30 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,233122 | BrainData : 0,6054925;1,361274;3,954802;0,7741813;3,620024;-1,07444;4,071461;0,9260679;0,1617735;-0,9142153;-3,620756;-4,131256;3,064617;-2,119738;3,799557;-2,973108;4,878361;0,8564979;-1,259039;-4,399065;-1,474797;0,1539866;-1,166178;1,111895;-2,87481;3,808496
Index: 31 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,192437 | BrainData : 0,5759749;1,361274;3,985149;0,7770455;3,601812;-1,121861;4,112354;0,8942751;0,1182442;-0,9371811;-3,688828;-4,086389;3,064617;-2,082871;3,844066;-2,973108;4,898695;0,8564979;-1,22945;-4,358068;-1,474797;0,1967596;-1,213042;1,134729;-2,905774;3,744567
Index: 32 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,105269 | BrainData : 0,5757125;1,241961;4,107027;0,737857;3,613863;-1,103282;4,055299;0,9497221;0,08060881;-0,9849204;-3,570162;-4,208522;3,093873;-2,182411;3,926243;-2,947987;4,89945;0,8455711;-1,137612;-4,416512;-1,478128;0,1578177;-1,267764;1,121118;-2,799276;3,782285
Index: 33 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,0504 | BrainData : 0,6054925;1,349978;3,985149;0,8066783;3,620024;-1,079571;4,048944;0,8762738;0,1182442;-0,9371811;-3,625823;-4,131256;3,036102;-2,119738;3,776039;-2,973108;4,898695;0,8564979;-1,259039;-4,358068;-1,468574;0,2426079;-1,193326;1,111895;-2,905774;3,759303
Index: 34 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,8610918 | BrainData : 0,6054925;1,28741;4,051005;0,7597972;3,504152;-1,201656;4,108765;0,9383506;0,1266955;-0,9204014;-3,711729;-4,165966;3,147698;-2,101838;3,8582;-2,960719;4,876438;0,9239209;-1,283663;-4,440336;-1,38363;0,2229656;-1,277882;1,162467;-2,888275;3,730925
Index: 35 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,6111415 | BrainData : 2,152746;3,565325;-2,500825;1,564741;1,041586;-3,88909;4,490077;4,824888;0,6478162;-1,214859;-1,780074;-4,617979;3,132187;-2,615283;0,3764825;-1,798764;4,815795;1,867643;0,9676881;-4,213778;-1,176045;1,622858;-3,358418;0,6470804;2,877948;-1,107321
Index: 36 | Name: car 10 | Brain Type: RandomParents | Fitness: 0,6094299 | BrainData : 1,80191;3,55448;5,020358;2,122122;-3,436267;3,197453;2,634788;3,122254;4,55381;-0,5639322;0,2441816;-0,9685807;2,234299;4,549623;-2,475512;2,801634;-3,027278;-3,533195;4,231219;4,034899;-0,8107207;-2,513659;-2,499808;-2,819508;-1,74387;2,706006
Index: 37 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,5966338 | BrainData : -3,235817;-3,811428;1,629588;3,63306;-1,898249;-2,895156;4,177805;4,600554;3,196235;-1,665802;-0,4774518;3,353337;-3,092167;3,457978;-1,409363;0,409102;-1,343929;2,253015;0,1695781;4,053875;1,982441;-2,029263;-0,3284831;-1,432681;3,797903;3,397295
Index: 38 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,5895876 | BrainData : -2,703037;2,349721;-0,25986;0,6905441;1,56868;-3,49101;2,643143;1,587168;-4,921413;-2,379742;1,743563;-0,4459789;-0,6120939;-3,582775;3,739773;-4,700312;1,953329;2,231036;-2,593557;0,1774397;-4,206007;1,510618;0,5423803;-4,283216;4,627232;4,273471
Index: 39 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 0,5819241 | BrainData : 1,940578;2,834252;1,29457;-0,3718944;-1,202693;-1,195709;-4,737347;-1,131761;-0,02055359;0,395834;0,4168673;-0,2682014;0,1767354;-1,601668;-0,2616243;-3,137136;-1,811354;-4,115191;-2,620242;4,697515;4,374553;-2,020907;-2,900152;-2,987142;4,761049;3,290056
Index: 40 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,5806332 | BrainData : -2,91946;0,3594799;0,04894066;-3,041415;-1,979186;-1,702458;-3,233809;-2,925091;1,984907;-4,388124;-0,7551031;2,618829;-2,143259;-1,691708;0,5397778;2,681955;-1,600373;-2,686366;-0,3944607;-2,168636;3,546678;-3,310212;2,044009;-4,1995;4,158163;4,35635
Index: 41 | Name: car 22 | Brain Type: TotallyRandom | Fitness: 0,5802952 | BrainData : -4,54562;0,6099529;-0,07359791;1,099073;4,887874;1,601768;-0,1697617;2,308165;4,511514;-0,9716134;-3,976478;3,961129;4,274909;-3,988859;-3,42227;1,89816;2,79997;2,002281;1,112554;-2,658401;2,378222;-3,637169;3,649527;-2,188104;4,885374;-0,763206
Index: 42 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,5627602 | BrainData : 2,164129;0,4690151;3,122324;3,667083;-0,9555335;1,919857;-0,4064326;1,584377;-3,275265;-4,00758;-1,1758;-2,068858;-1,796472;-1,619715;3,83562;-1,716989;0,7330031;-1,152859;1,405638;-0,3240829;-3,331661;-4,145423;-2,637988;-0,8058648;3,50069;-0,8892937
Index: 43 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,4879015 | BrainData : -0,8099527;1,00087;-1,864517;2,461377;1,647453;0,2789612;1,000432;-3,41136;4,564243;-0,04590082;0,002606392;-1,284364;-3,148517;3,353137;-2,098324;4,640329;0,1425748;4,753835;3,197393;4,508283;0,5187707;-1,151433;-0,8408279;-0,9918504;-4,879504;-0,6746716
Index: 44 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,4499754 | BrainData : -4,918257;-2,341892;-3,359859;-0,2682214;-2,690488;0,8946328;1,05218;3,37988;0,8592471;0,9965186;0,8717644;-0,9492506;-1,55568;-3,683601;-0,144831;-0,5463786;3,041058;-1,07656;4,242365;-2,464374;-2,741683;-4,488918;3,532057;-0,2329802;-1,052197;-1,66958
Index: 45 | Name: car 20 | Brain Type: TotallyRandom | Fitness: 0,4336191 | BrainData : -4,998522;2,385183;0,168478;-1,938611;-1,695175;-0,262372;-3,109215;3,103776;2,265109;-0,1284928;0,9515481;-0,7008476;2,702477;-2,719314;1,086035;-4,348352;-2,950459;-3,945383;3,564179;-3,910954;2,368106;-1,552866;-2,798618;-2,400675;-1,564481;-4,013633
Index: 46 | Name: car 50 | Brain Type: RandomParents | Fitness: 0,4310078 | BrainData : 2,506784;4,691172;1,761142;4,918708;-1,445834;-2,769727;-3,099892;-3,81345;-2,51397;-4,219151;4,964124;2,815013;1,801223;2,886066;0,6108837;-3,445958;-1,363513;-2,19224;-4,828037;-4,794198;2,607237;-0,4412704;-3,08151;-2,171809;-3,9505;1,948632
Index: 47 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,407983 | BrainData : 4,343615;3,364452;1,706968;0,3071518;3,239118;-3,367622;2,179433;-2,314957;-3,811952;2,708941;-0,6287475;2,035402;-1,715062;3,197857;3,584211;3,043802;0,07164526;-3,437025;-2,18538;4,91049;3,715658;0,4729562;0,9942741;2,385713;-2,494615;-0,4003959
Index: 48 | Name: car 21 | Brain Type: TotallyRandom | Fitness: 0,4057435 | BrainData : -2,241767;4,841181;-2,236845;3,06149;3,223195;3,530695;2,274647;-0,1839714;3,427818;-0,1826005;-2,927346;2,008903;-4,9
