Generation: 214 | maxFitness: 3,670536 | maxFitnessGen: 1,734014 | maxFitnessGenBuf: 1,726728
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,726728 | BrainData : 1,085412;1,276309;3,765471;0,5436752;3,102765;-0,4155441;4,284571;0,4060982;-0,03274345;-0,9727964;-3,806725;-4,214198;3,343868;-2,489835;3,617143;-3,345215;4,625596;1,587705;-1,174628;-4,672274;-0,9930806;0,103148;-1,14253;1,36246;-2,659555;3,89456
Index: 1 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,725435 | BrainData : 1,089436;1,24662;3,740549;0,5067511;3,07872;-0,3831972;4,354442;0,3538572;-0,03512147;-0,9740459;-3,822592;-4,222541;3,37521;-2,489835;3,640999;-3,300883;4,648169;1,587705;-1,173632;-4,672274;-0,9930806;0,06426264;-1,074411;1,403667;-2,644117;3,876328
Index: 2 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,724566 | BrainData : 1,00898;1,187594;3,759784;0,5052741;3,049573;-0,4554127;4,321534;0,4296193;0,01858031;-0,9045681;-3,805688;-4,230386;3,371976;-2,489835;3,697553;-3,305887;4,614758;1,565906;-1,263079;-4,672274;-0,902336;0,06426264;-1,05311;1,378325;-2,668118;3,842704
Index: 3 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,721815 | BrainData : 0,9671364;1,237463;3,738919;0,5259063;3,060234;-0,4554127;4,321534;0,4189407;-0,02827545;-0,9359295;-3,790141;-4,222541;3,371976;-2,487854;3,74475;-3,277374;4,643097;1,587705;-1,235975;-4,672274;-0,9665033;0,06426264;-1,129604;1,378325;-2,671288;3,842704
Index: 4 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,721815 | BrainData : 0,9868171;1,211846;3,759784;0,5259063;3,053646;-0,4554127;4,347708;0,4003799;-0,02615787;-0,9628453;-3,790141;-4,19559;3,371976;-2,489835;3,744872;-3,300883;4,603746;1,587705;-1,235975;-4,652707;-0,9320493;0,06426264;-1,117749;1,378325;-2,671288;3,842704
Index: 5 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,676737 | BrainData : 1,028792;1,24662;3,807986;0,5436752;3,060234;-0,4606675;4,306818;0,4018816;-0,02315529;-0,9601332;-3,830242;-4,189637;3,367626;-2,470111;3,617143;-3,345215;4,625596;1,598705;-1,205045;-4,655801;-0,9621083;0,103148;-1,095234;1,36246;-2,659555;3,869948
Index: 6 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,653183 | BrainData : 1,00898;1,211846;3,759784;0,5259063;3,020917;-0,4554127;4,297762;0,4100361;-0,07143065;-0,9359295;-3,790141;-4,222541;3,404597;-2,524312;3,697553;-3,300883;4,614758;1,587705;-1,235975;-4,647233;-0,8993098;0,06426264;-1,132163;1,378325;-2,671288;3,883111
Index: 7 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,639904 | BrainData : 1,020093;1,211846;3,772997;0,5602006;3,102189;-0,4970563;4,321534;0,4003799;-0,02329095;-0,9419162;-3,790141;-4,202477;3,371976;-2,489835;3,657588;-3,324389;4,614758;1,634946;-1,201632;-4,623686;-0,9809591;0,04743147;-1,096015;1,378325;-2,671288;3,842704
Index: 8 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,638166 | BrainData : 1,00898;1,191322;3,802977;0,5133641;3,025939;-0,4203776;4,321534;0,3668526;-0,05039686;-0,9396484;-3,790141;-4,222541;3,393137;-2,528322;3,696407;-3,300883;4,577141;1,587705;-1,235975;-4,686068;-0,9477711;0,06426264;-1,096015;1,372558;-2,671288;3,873012
Index: 9 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,628744 | BrainData : 1,003252;1,211846;3,759784;0,5259063;3,017254;-0,472955;4,321534;0,4003799;-0,02827545;-0,8975861;-3,784687;-4,222541;3,371976;-2,489835;3,697553;-3,278837;4,591269;1,587705;-1,235975;-4,672274;-0,9293919;0,04919357;-1,096015;1,399803;-2,656691;3,889853
Index: 10 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,608671 | BrainData : 1,087998;1,22975;3,736147;0,4418992;3,046538;-0,4541916;4,343936;0,3963292;-0,06804007;-0,9727964;-3,786357;-4,222556;3,342004;-2,489835;3,665066;-3,285147;4,638743;1,620544;-1,247424;-4,670041;-0,9930806;0,1120706;-1,143804;1,361266;-2,661005;3,877929
Index: 11 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,592884 | BrainData : 1,019663;1,24662;3,752949;0,4993241;3,039028;-0,4132061;4,33602;0,3657023;-0,04890545;-0,9328953;-3,790141;-4,21237;3,436355;-2,465919;3,659369;-3,324957;4,613974;1,620851;-1,215335;-4,709918;-0,9360194;0,06426264;-1,079409;1,38453;-2,676895;3,924863
Index: 12 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,583932 | BrainData : 1,00898;1,205856;3,759784;0,4814107;3,060234;-0,4131663;4,321534;0,4003799;-0,02845334;-0,9359295;-3,790141;-4,195607;3,37901;-2,501537;3,737765;-3,287566;4,624918;1,587705;-1,235975;-4,672274;-0,9645378;0,06426264;-1,096015;1,396276;-2,671288;3,854739
Index: 13 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,579147 | BrainData : 1,00898;1,211974;3,759784;0,5483338;3,01862;-0,4554127;4,321534;0,4312237;-0,02827545;-0,9359295;-3,790141;-4,222541;3,375957;-2,489835;3,711315;-3,300883;4,614758;1,549085;-1,1931;-4,68133;-0,9477711;0,02061717;-1,096015;1,412243;-2,655317;3,858317
Index: 14 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,564648 | BrainData : 0,9823352;1,215015;3,721602;0,5259063;3,060234;-0,4554127;4,34638;0,4003799;-0,02827545;-0,9551268;-3,790141;-4,241609;3,371976;-2,489835;3,697553;-3,254965;4,591767;1,541059;-1,207368;-4,656073;-0,9477711;0,06426264;-1,096015;1,378325;-2,698933;3,842704
Index: 15 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,559538 | BrainData : 0,9945125;1,200813;3,759784;0,5259063;3,060234;-0,4411055;4,321534;0,4003799;-0,02827545;-0,9359295;-3,831558;-4,222541;3,371976;-2,489835;3,700967;-3,318905;4,614758;1,589423;-1,235975;-4,716602;-0,9351743;0,0805845;-1,10304;1,355171;-2,671288;3,798218
Index: 16 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,504945 | BrainData : 1,004904;1,246929;3,735618;0,5259063;3,060234;-0,4110384;4,330647;0,4075243;-0,03927936;-0,9819651;-3,790141;-4,213237;3,371976;-2,489835;3,697553;-3,346542;4,614758;1,587705;-1,235975;-4,635584;-0,9477711;0,06426264;-1,096015;1,378325;-2,635356;3,884296
Index: 17 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,504176 | BrainData : 1,00898;1,237925;3,772348;0,5259063;3,069827;-0,4108262;4,321534;0,4075376;0,01786201;-0,9359295;-3,790141;-4,232967;3,339238;-2,476302;3,697553;-3,300883;4,5904;1,603288;-1,279224;-4,672274;-0,9477711;0,06426264;-1,055099;1,365993;-2,63156;3,85611
Index: 18 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,504163 | BrainData : 1,00898;1,211846;3,759784;0,5259063;3,060234;-0,4554127;4,321534;0,4003799;-0,02827545;-0,9058389;-3,790141;-4,222541;3,371976;-2,485813;3,697553;-3,252207;4,571855;1,587705;-1,254058;-4,645078;-0,924856;0,02294249;-1,096015;1,380968;-2,671288;3,842704
