Generation: 534 | maxFitness: 3,670536 | maxFitnessGen: 1,885157 | maxFitnessGenBuf: 2,019382
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,019382 | BrainData : 0,5657587;1,212923;4,017936;0,6813637;3,582515;-1,107746;4,05998;0,8040471;0,06809606;-0,9545268;-3,680353;-4,211812;3,047918;-2,253684;3,901734;-2,94223;4,942547;0,8354867;-1,315102;-4,433005;-1,518829;0,1915671;-1,313935;1,159536;-2,785156;3,758219
Index: 1 | Name: car 12 | Brain Type: RandomParents | Fitness: 2,010733 | BrainData : 0,6431003;1,275496;4,050499;0,7049061;3,582515;-1,14693;4,064888;0,7998915;0,06179129;-0,9438565;-3,634637;-4,169526;3,155546;-2,333811;3,908942;-2,927732;4,925529;0,873777;-1,233948;-4,410028;-1,606465;0,1915671;-1,272965;1,158584;-2,829225;3,804491
Index: 2 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,00697 | BrainData : 0,5949929;1,279748;4,111796;0,711606;3,642117;-1,130368;4,111181;0,760559;0,05639535;-0,9457827;-3,634637;-4,108901;3,04034;-2,301425;3,858853;-2,931435;4,895845;0,8310552;-1,246911;-4,416664;-1,564946;0,1889488;-1,258053;1,151871;-2,845124;3,792883
Index: 3 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,005429 | BrainData : 0,6032722;1,204002;4,021151;0,7415043;3,582515;-1,107746;4,042506;0,8040471;0,04975679;-0,9121959;-3,598776;-4,211812;3,113823;-2,301425;3,901734;-2,909634;4,942547;0,8715855;-1,27359;-4,473182;-1,518829;0,2024486;-1,32092;1,159536;-2,811506;3,803346
Index: 4 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,931417 | BrainData : 0,6416954;1,223064;4,050499;0,7596267;3,582153;-1,14693;4,048882;0,7852738;0,04252591;-0,9664075;-3,603848;-4,125122;3,101198;-2,316157;3,939026;-2,924131;4,948825;0,885162;-1,254455;-4,390285;-1,583744;0,1915671;-1,2701;1,134443;-2,830146;3,770713
Index: 5 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,911092 | BrainData : 0,5578068;1,212923;4,050499;0,7466658;3,582515;-1,107746;4,07927;0,8172569;0,08653031;-0,8976423;-3,634637;-4,233113;3,087178;-2,296158;3,866637;-2,94223;4,942547;0,8354867;-1,27359;-4,433005;-1,518829;0,1915671;-1,27254;1,171107;-2,811506;3,80068
Index: 6 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,879562 | BrainData : 0,5299465;1,260535;4,050499;0,7298087;3,582515;-1,107746;4,05998;0,8040471;0,06809606;-0,954115;-3,628091;-4,233079;3,087178;-2,301425;3,887419;-2,94223;4,944783;0,8354867;-1,27359;-4,433005;-1,518829;0,1915671;-1,313935;1,159536;-2,811506;3,803346
Index: 7 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,879562 | BrainData : 0,5609287;1,212923;4,014593;0,7397391;3,582515;-1,107746;4,028604;0,8040471;0,06778447;-0,9457827;-3,627923;-4,239449;3,062183;-2,332835;3,901734;-2,915312;4,93033;0,8354867;-1,229306;-4,433005;-1,518829;0,1915671;-1,266141;1,159536;-2,811506;3,803346
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,879562 | BrainData : 0,5578068;1,212923;4,050499;0,7090799;3,620609;-1,088183;4,010803;0,8040471;0,06809606;-0,991742;-3,634637;-4,211812;3,090236;-2,311992;3,939096;-2,94223;4,897675;0,7895936;-1,247954;-4,439702;-1,518829;0,1915671;-1,343408;1,159536;-2,811506;3,803346
Index: 9 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,878547 | BrainData : 0,5826216;1,212923;4,050499;0,7372163;3,582515;-1,107746;4,071695;0,7995474;0,07028759;-0,8981363;-3,589901;-4,175197;3,084701;-2,301681;3,899047;-2,939227;4,985981;0,8354867;-1,27359;-4,463198;-1,567538;0,1915671;-1,361043;1,159536;-2,811506;3,7651
Index: 10 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,788864 | BrainData : 0,5259055;1,212923;4,050499;0,7298087;3,582515;-1,107746;4,05998;0,8040471;0,04589029;-0,9457827;-3,634637;-4,251211;3,087178;-2,301425;3,901734;-2,952578;4,954746;0,8147014;-1,27359;-4,433005;-1,48785;0,1915671;-1,297865;1,159536;-2,805788;3,848927
