Generation: 431 | maxFitness: 3,670536 | maxFitnessGen: 1,863941 | maxFitnessGenBuf: 1,889254
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,889254 | BrainData : 0,8748269;1,217127;3,986727;0,5303731;3,348295;-0,7464123;4,009686;0,7384015;-0,006690136;-0,8484017;-3,698476;-4,087931;3,068516;-2,811559;3,713749;-3,091149;4,847622;1,331778;-1,253284;-4,516331;-1,162908;0,1856433;-1,64308;1,107665;-3,020494;3,906355
Index: 1 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,888073 | BrainData : 0,8722233;1,031933;4,014676;0,471092;3,351207;-0,7156743;4,018627;0,7348709;0,04843611;-0,8345336;-3,751076;-4,15902;3,129074;-2,854343;3,669242;-3,099975;4,848188;1,373014;-1,206397;-4,464381;-1,198745;0,1934806;-1,620169;1,110095;-2,980556;3,883965
Index: 2 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,888012 | BrainData : 0,8722233;1,080245;3,990825;0,489277;3,2907;-0,7773588;3,992759;0,7516946;0,005884293;-0,8345336;-3,728611;-4,188224;3,105877;-2,821899;3,70873;-3,069202;4,88603;1,373014;-1,206397;-4,513971;-1,179127;0,1569695;-1,620169;1,133419;-2,998562;3,867838
Index: 3 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,885295 | BrainData : 0,8722233;1,006049;3,992169;0,489277;3,311294;-0,763784;3,992759;0,7348709;0,005884293;-0,8345336;-3,728611;-4,153694;3,105877;-2,892493;3,659238;-3,099975;4,88603;1,406429;-1,199375;-4,523316;-1,179127;0,1569695;-1,620169;1,133419;-2,995442;3,861154
Index: 4 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,87874 | BrainData : 0,916957;1,052855;3,990825;0,489277;3,303522;-0,7175494;3,992759;0,7348709;0,02670062;-0,8345336;-3,728611;-4,194055;3,090834;-2,854343;3,708294;-3,052423;4,840695;1,401094;-1,206397;-4,543711;-1,179127;0,1569695;-1,644381;1,14925;-2,995442;3,900857
Index: 5 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,849308 | BrainData : 0,8722233;1,074921;3,969685;0,529424;3,294434;-0,7183332;4,010523;0,7698688;0,04724044;-0,802254;-3,728611;-4,162845;3,105877;-2,854343;3,74273;-3,075999;4,88603;1,373014;-1,206397;-4,500264;-1,156205;0,1569695;-1,620169;1,133419;-3,02103;3,867838
Index: 6 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,844129 | BrainData : 0,8303791;1,146514;3,981589;0,5493463;3,29331;-0,643707;3,962431;0,6953788;-0,006690136;-0,8397598;-3,78563;-4,098218;3,124366;-2,843728;3,687112;-3,088516;4,857581;1,331778;-1,253284;-4,538773;-1,162908;0,1631429;-1,682418;1,150042;-3,020494;3,935163
Index: 7 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,840093 | BrainData : 0,8303791;1,108659;4,011925;0,551843;3,321251;-0,6996747;4,049051;0,7611105;0,009518292;-0,8738973;-3,72534;-4,087931;3,119117;-2,875527;3,713749;-3,08455;4,857581;1,337158;-1,210593;-4,558921;-1,185141;0,1422417;-1,659348;1,175796;-2,982485;3,946991
Index: 8 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,81111 | BrainData : 0,7956506;1,095683;4,014406;0,5331445;3,311672;-0,7485242;3,962431;0,6985615;-0,0176186;-0,921373;-3,753242;-4,087931;3,119117;-2,806879;3,713749;-3,045555;4,908928;1,34066;-1,270286;-4,5394;-1,129318;0,2199942;-1,669916;1,100791;-2,996358;3,977345
Index: 9 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,804532 | BrainData : 0,8722233;1,00433;3,996139;0,489277;3,302055;-0,7160735;3,992759;0,7348709;0,01596725;-0,8345336;-3,728611;-4,188976;3,146685;-2,854343;3,70873;-3,148763;4,911362;1,394438;-1,232463;-4,513971;-1,179127;0,1569695;-1,616368;1,125782;-2,995442;3,867838
Index: 10 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,771015 | BrainData : 0,8722233;1,032608;3,948436;0,4472243;3,33258;-0,7426835;3,973598;0,7348709;0,05451615;-0,8345336;-3,758922;-4,153694;3,105877;-2,854343;3,662979;-3,146514;4,855481;1,373014;-1,253839;-4,562212;-1,195905;0,1321432;-1,648834;1,142927;-3,0014;3,867838
Index: 11 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,762284 | BrainData : 0,8883589;0,9845893;3,990825;0,5123923;3,349768;-0,743322;3,992759;0,7746502;0,04831397;-0,8345336;-3,728611;-4,153694;3,103199;-2,854343;3,70873;-3,099975;4,88603;1,373014;-1,226378;-4,513971;-1,179127;0,1569695;-1,620169;1,136557;-2,987392;3,9079
Index: 12 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,750389 | BrainData : 0,8722233;1,032608;3,987434;0,5231351;3,339436;-0,7867636;3,9628;0,7348709;0,005884293;-0,8345336;-3,766087;-4,128203;3,105877;-2,854343;3,727945;-3,099975;4,88603;1,373014;-1,170956;-4,513971;-1,179127;0,1399511;-1,620169;1,143315;-2,994566;3,889504
Index: 13 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,744339 | BrainData : 0,8722233;1,025993;3,990825;0,489277;3,33258;-0,7863642;3,992759;0,773972;0,005884293;-0,8345336;-3,728611;-4,153694;3,105877;-2,807011;3,718114;-3,13856;4,897982;1,342125;-1,195912;-4,539873;-1,179127;0,1569695;-1,616073;1,1344;-2,995442;3,828545
Index: 14 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,743872 | BrainData : 0,8824262;1,05568;4,037354;0,5164784;3,297829;-0,743322;3,992759;0,7348709;0,005884293;-0,8345336;-3,728611;-4,153694;3,105877;-2,854343;3,66403;-3,129228;4,866985;1,400877;-1,206397;-4,513971;-1,136006;0,1569695;-1,594478;1,171136;-2,949885;3,878009
