Generation: 785 | maxFitness: 3,670536 | maxFitnessGen: 2,048832 | maxFitnessGenBuf: 2,027542
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,027542 | BrainData : -2,157741;0,2233968;-1,78277;0,6198312;-3,519096;4,252417;-0,1060386;3,350013;2,166244;4,589667;1,250853;-4,55582;-4,416122;1,972043;-2,599845;-3,811924;-0,5185521;-4,96211;4,507898;-0,105723;-3,944139;-3,15937;2,009362;-2,34242;-2,04154;4,102885
Index: 1 | Name: car 28 | Brain Type: TOP2 | Fitness: 2,016066 | BrainData : -2,202269;0,2624049;-1,78277;0,5573541;-3,528641;4,231551;-0,1060386;3,285544;2,211265;4,550069;1,25708;-4,561271;-4,437235;1,972043;-2,599845;-3,801919;-0,5230417;-4,96211;4,507898;-0,1018762;-3,944139;-3,141672;2,009362;-2,309365;-2,064517;4,138209
Index: 2 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,014893 | BrainData : -2,24894;0,2064576;-1,735745;0,5922623;-3,549638;4,281391;-0,1117233;3,374844;2,135649;4,541632;1,291592;-4,623849;-4,392545;1,995913;-2,595133;-3,861129;-0,5194725;-4,953198;4,531197;-0,1098256;-3,908296;-3,120137;2,008416;-2,315175;-2,027462;4,060397
Index: 3 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,014892 | BrainData : -2,184352;0,2173852;-1,797216;0,5922623;-3,558667;4,231551;-0,1048677;3,326144;2,146936;4,540212;1,254878;-4,517524;-4,431889;1,972043;-2,599845;-3,842082;-0,5160392;-4,930342;4,507898;-0,06900384;-3,944139;-3,187757;2,009362;-2,347334;-2,047653;4,102885
Index: 4 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,014892 | BrainData : -2,240884;0,2390123;-1,78277;0,5999473;-3,484401;4,211619;-0,1407547;3,357011;2,167472;4,560239;1,25708;-4,547583;-4,420807;1,972043;-2,596914;-3,850135;-0,5230417;-4,96211;4,494176;-0,06164134;-3,939599;-3,120674;2,009362;-2,264956;-2,047653;4,102885
Index: 5 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,014789 | BrainData : -2,202269;0,2173852;-1,79976;0,5922623;-3,519096;4,204376;-0,1516107;3,326144;2,205848;4,540212;1,212213;-4,517524;-4,431889;1,972043;-2,613962;-3,842082;-0,5230417;-4,96211;4,472342;-0,02625071;-3,972669;-3,172908;2,009362;-2,309365;-2,047717;4,102885
Index: 6 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,012495 | BrainData : -2,200549;0,2173852;-1,824851;0,607212;-3,519096;4,244485;-0,1037064;3,347512;2,166244;4,518788;1,25708;-4,470171;-4,383186;1,972043;-2,599845;-3,869766;-0,548907;-4,96211;4,507898;-0,06164134;-3,975365;-3,147183;2,009362;-2,309365;-2,043845;4,092041
Index: 7 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,979703 | BrainData : -2,202269;0,2655237;-1,78277;0,5691797;-3,519096;4,241793;-0,1293553;3,30423;2,175681;4,544044;1,25708;-4,487451;-4,427201;1,966239;-2,616201;-3,846457;-0,531976;-4,997945;4,551782;-0,06164134;-3,944139;-3,147983;2,009362;-2,299793;-2,047653;4,125999
Index: 8 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,971163 | BrainData : -2,202269;0,2173852;-1,821438;0,6376429;-3,519096;4,231551;-0,1060386;3,29062;2,166244;4,542605;1,21138;-4,548305;-4,391863;1,968587;-2,599845;-3,842082;-0,490994;-4,959095;4,507898;-0,07171682;-3,940161;-3,183487;1,995399;-2,309365;-2,047653;4,099582
Index: 9 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,966395 | BrainData : -2,177664;0,2230299;-1,733075;0,6206386;-3,519096;4,26924;-0,1231327;3,364076;2,216157;4,540212;1,25708;-4,499329;-4,449667;1,987264;-2,62334;-3,842082;-0,5230417;-4,96211;4,540117;-0,06164134;-3,944139;-3,200871;2,009362;-2,289287;-2,039839;4,113001
Index: 10 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,957573 | BrainData : -2,172125;0,1612877;-1,735745;0,6098273;-3,460868;4,233862;-0,01257801;3,326144;2,13285;4,585531;1,283931;-4,554072;-4,420446;2,022151;-2,604319;-3,819108;-0,5230417;-5,011134;4,502216;-0,1545461;-3,954027;-3,15963;2,009362;-2,296162;-2,039553;4,113532
Index: 11 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,953725 | BrainData : -2,202269;0,2173852;-1,821907;0,5922623;-3,519096;4,231551;-0,1060386;3,321956;2,166244;4,502919;1,289137;-4,517524;-4,391428;1,972043;-2,599845;-3,870278;-0,5230417;-5,001164;4,507898;-0,0295184;-3,967207;-3,114339;1,973388;-2,309365;-2,047653;4,056694
Index: 12 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,890654 | BrainData : -2,202269;0,2173852;-1,78277;0,6309131;-3,519096;4,241635;-0,1060386;3,326144;2,165353;4,550251;1,257406;-4,545865;-4,431889;1,978242;-2,555258;-3,842082;-0,5715143;-5,011452;4,494653;-0,06164134;-3,90134;-3,15937;2,009362;-2,309365;-2,030212;4,102885
Index: 13 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,882211 | BrainData : -2,202269;0,2173852;-1,735745;0,5760933;-3,506104;4,243735;-0,07216558;3,353187;2,166244;4,518173;1,220952;-4,572315;-4,380861;1,953752;-2,576147;-3,79399;-0,5330203;-4,976833;4,567832;-0,1098256;-3,910398;-3,137821;1,975253;-2,297799;-2,047653;4,073765
Index: 14 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,875176 | BrainData : -2,202269;0,2173852;-1,78277;0,6339502;-3,563312;4,231551;-0,1111201;3,315978;2,187122;4,506761;1,25708;-4,551126;-4,431889;1,972043;-2,586041;-3,842082;-0,5230417;-4,943566;4,548444;-0,0652201;-3,944139;-3,164419;2,009362;-2,309365;-2,016628;4,0848
Index: 15 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,862682 | BrainData : -2,245267;0,2173852;-1,776511;0,572795;-3,498416;4,231551;-0,1296422;3,326144;2,128275;4,566597;1,243681;-4,517524;-4,431889;1,969967;-2,599845;-3,879761;-0,5230417;-4,956092;4,471748;-0,05722966;-3,952048;-3,15937;1,962252;-2,309365;-2,047653;4,054609
