Generation: 402 | maxFitness: 3,670536 | maxFitnessGen: 1,909099 | maxFitnessGenBuf: 1,881246
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,881246 | BrainData : 0,8661131;0,9983049;3,811853;0,4341625;3,419386;-0,7951897;3,932869;0,6369463;-0,089954;-0,8918544;-3,95131;-4,186544;3,075055;-2,79196;3,571818;-3,134881;4,909585;1,182775;-1,2122;-4,593134;-1,175433;0,2094893;-1,48706;1,137857;-2,900304;3,885094
Index: 1 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,8626 | BrainData : 0,8793819;1,048248;3,868739;0,4304446;3,360659;-0,8109396;3,912722;0,6142766;-0,06825326;-0,8903705;-3,864532;-4,15546;3,078539;-2,765037;3,614314;-3,153995;4,973915;1,231913;-1,126512;-4,552014;-1,179599;0,1767054;-1,51814;1,150249;-2,900304;3,832555
Index: 2 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,862599 | BrainData : 0,8698059;1,040079;3,862921;0,4304446;3,353948;-0,8109396;3,93547;0,6142766;-0,02625609;-0,8865847;-3,864532;-4,144729;3,078539;-2,765037;3,655037;-3,131881;4,973915;1,252129;-1,126512;-4,552014;-1,179599;0,1767054;-1,524581;1,150249;-2,900304;3,832555
Index: 3 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,861619 | BrainData : 0,8199184;1,048248;3,862921;0,427308;3,324681;-0,8513635;3,942169;0,602779;-0,06385885;-0,9215567;-3,849645;-4,15546;3,049158;-2,765037;3,655037;-3,137807;4,992731;1,20551;-1,088106;-4,565551;-1,163002;0,1979391;-1,51814;1,150249;-2,857743;3,832555
Index: 4 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,841757 | BrainData : 0,8698059;1,014074;3,862921;0,4304446;3,353948;-0,8109396;3,979279;0,6142766;-0,06825326;-0,8865847;-3,864532;-4,15546;3,068416;-2,78615;3,655037;-3,137807;4,98843;1,252129;-1,081981;-4,557692;-1,168269;0,1767054;-1,51364;1,13651;-2,938576;3,832555
Index: 5 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,749221 | BrainData : 0,8385842;0,9902398;3,803598;0,4393432;3,366604;-0,8440931;3,94835;0,6510068;-0,0625986;-0,8574989;-3,857315;-4,186544;3,067343;-2,776177;3,641821;-3,170132;4,973895;1,105056;-1,217124;-4,572934;-1,207441;0,2139168;-1,460233;1,140067;-2,900304;3,891029
Index: 6 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,732618 | BrainData : 0,8586241;1,048248;3,881899;0,4304446;3,353948;-0,8109396;3,942169;0,6632172;-0,1171688;-0,8646029;-3,87109;-4,15546;3,049721;-2,787632;3,660548;-3,178133;4,973915;1,203676;-1,099659;-4,552014;-1,141835;0,1767054;-1,51814;1,150249;-2,857852;3,832555
Index: 7 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,717051 | BrainData : 0,8562317;1,041779;3,893586;0,3949866;3,353948;-0,8328149;3,942169;0,6142766;-0,02544564;-0,8517581;-3,859194;-4,15546;3,078539;-2,765037;3,692932;-3,121554;5,02363;1,264954;-1,126512;-4,555488;-1,179599;0,221353;-1,541614;1,106409;-2,876996;3,866349
Index: 8 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,649889 | BrainData : 0,9050956;1,048248;3,814946;0,4304446;3,353948;-0,8109396;3,98747;0,6142766;-0,0791752;-0,8629712;-3,824757;-4,15546;3,078539;-2,765037;3,625773;-3,179353;4,973915;1,252129;-1,126512;-4,552014;-1,179599;0,1983871;-1,475607;1,150249;-2,900304;3,864126
Index: 9 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,645963 | BrainData : 0,863103;1,048248;3,900128;0,4304446;3,353948;-0,8109396;3,973819;0,6139249;-0,06825326;-0,8865847;-3,864532;-4,128206;3,079813;-2,7879;3,655037;-3,183322;4,973915;1,252129;-1,126512;-4,552014;-1,143741;0,1767054;-1,51814;1,104954;-2,948086;3,845456
Index: 10 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,637386 | BrainData : 0,9138709;1,048248;3,862921;0,4304446;3,353948;-0,8149154;3,959077;0,6142766;-0,06825326;-0,8865847;-3,817686;-4,192484;3,063721;-2,765037;3,655037;-3,150116;4,93776;1,252129;-1,126512;-4,5177;-1,179599;0,1553245;-1,539673;1,150249;-2,880897;3,831667
