Generation: 633 | maxFitness: 3,670536 | maxFitnessGen: 1,99635 | maxFitnessGenBuf: 2,088656
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,088656 | BrainData : -2,207654;0,2445434;-2,01794;0,6388661;-3,429578;3,848012;-0,1393725;3,642664;1,833637;4,889959;1,543641;-4,988002;-4,343883;1,936191;-2,279675;-3,193089;-0,1973718;-5,077622;4,091525;0,03559339;-3,986686;-2,996349;2,017257;-2,540694;-2,109897;4,23994
Index: 1 | Name: car 12 | Brain Type: RandomParents | Fitness: 2,067712 | BrainData : -2,218066;0,2445434;-2,014801;0,6388661;-3,3754;3,832451;-0,1393725;3,642664;1,836248;4,908516;1,574619;-5,061844;-4,350201;1,974172;-2,220636;-3,290607;-0,215383;-5,062778;4,087925;0,09339942;-4,008614;-3,003594;2,058595;-2,575082;-2,068475;4,249115
Index: 2 | Name: car 10 | Brain Type: RandomParents | Fitness: 2,067559 | BrainData : -2,207654;0,258954;-2,01794;0,6388661;-3,402948;3,831976;-0,1072283;3,644013;1,727569;4,908516;1,60904;-4,954051;-4,304811;1,969629;-2,274775;-3,226998;-0,1833989;-5,066498;4,096858;0,0675305;-3,973069;-2,990148;2,017257;-2,550063;-2,10648;4,23994
Index: 3 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,994022 | BrainData : -2,207654;0,2445434;-2,01794;0,683189;-3,411886;3,866202;-0,09457621;3,641228;1,804724;4,889959;1,543641;-4,995417;-4,34298;1,936191;-2,237732;-3,194032;-0,2223157;-5,114983;4,091525;0,01106818;-4,01566;-3,042909;2,017257;-2,561549;-2,121145;4,287288
Index: 4 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,992775 | BrainData : -2,257689;0,1975132;-2,038794;0,6318141;-3,338599;3,864522;-0,1332203;3,614205;1,849883;4,864809;1,578383;-5,018155;-4,342322;1,957227;-2,171971;-3,240054;-0,2353092;-5,066498;4,063505;0,1160432;-4,002903;-2,99582;2,02171;-2,555238;-2,093734;4,23994
Index: 5 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,980299 | BrainData : -2,221435;0,2188066;-2,0238;0,6424382;-3,392525;3,848071;-0,08776927;3,62171;1,804724;4,91819;1,640234;-4,960775;-4,352854;1,949892;-2,232026;-3,212359;-0,1923214;-5,090526;4,100514;0,09339942;-3,984764;-3,027992;2,017257;-2,518659;-2,090645;4,21154
Index: 6 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,968162 | BrainData : -2,207654;0,1986775;-2,01794;0,6065469;-3,42422;3,866329;-0,1393725;3,616994;1,764421;4,889959;1,543641;-4,962739;-4,34298;1,892516;-2,305925;-3,254534;-0,2345013;-5,136028;4,131699;0,06132828;-3,989878;-2,996349;2,000465;-2,581216;-2,109897;4,23994
Index: 7 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,939453 | BrainData : -2,207654;0,2445434;-1,968639;0,6614824;-3,411886;3,800092;-0,1393725;3,642664;1,795655;4,889959;1,494848;-5,020733;-4,357134;1,936191;-2,288445;-3,218117;-0,1906238;-5,114983;4,090438;0,05808993;-4,01799;-2,996349;1,992498;-2,571133;-2,109897;4,23994
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,931272 | BrainData : -2,207654;0,2445434;-1,997051;0,6388661;-3,411886;3,848012;-0,1136914;3,611181;1,828781;4,889959;1,533194;-4,978445;-4,34298;1,936191;-2,279675;-3,218117;-0,2118905;-5,114983;4,095077;0,02008917;-4,006608;-2,956603;1,98585;-2,592542;-2,140962;4,222116
Index: 9 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,922691 | BrainData : -2,207654;0,21977;-2,06442;0,6388661;-3,411886;3,872927;-0,1734665;3,642664;1,804724;4,889959;1,523137;-4,982342;-4,34298;1,970941;-2,326225;-3,218117;-0,2118905;-5,089215;4,099279;0,05790753;-3,956376;-2,996349;2,015996;-2,544862;-2,080921;4,23994
Index: 10 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,869575 | BrainData : -2,189804;0,24251;-1,972252;0,6190133;-3,411886;3,848012;-0,1830817;3,642664;1,832697;4,937805;1,543641;-4,967701;-4,34298;1,936191;-2,279675;-3,203404;-0,1668013;-5,089896;4,091525;0,02905444;-3,969166;-3,012325;2,007838;-2,555238;-2,08487;4,23994
