Generation: 881 | maxFitness: 3,670536 | maxFitnessGen: 2,165923 | maxFitnessGenBuf: 2,686162
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,686162 | BrainData : -2,27271;0,1058974;-1,936994;0,225034;-3,453542;4,509267;-0,162486;3,452814;2,381433;4,539278;1,167588;-4,790336;-4,585069;2,249045;-2,407954;-3,644867;-0,2732831;-4,671356;4,452139;-0,2158034;-3,859467;-3,102296;2,287606;-2,256015;-1,803603;4,117398
Index: 1 | Name: car 5 | Brain Type: RandomParents | Fitness: 2,683597 | BrainData : -2,200755;0,1829354;-1,912349;0,242046;-3,455884;4,485022;-0,1997173;3,386057;2,330573;4,498038;1,080676;-4,786266;-4,633782;2,225788;-2,393265;-3,681362;-0,3222876;-4,689911;4,356839;-0,2410309;-3,813754;-3,059096;2,290941;-2,340175;-1,814482;4,146091
Index: 2 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,673598 | BrainData : -2,231764;0,1058974;-1,992672;0,2245267;-3,453542;4,507903;-0,2034915;3,452814;2,342109;4,500389;1,166558;-4,790336;-4,601216;2,249045;-2,391305;-3,634302;-0,2440705;-4,638649;4,428206;-0,1912402;-3,908569;-3,102296;2,287606;-2,237412;-1,811731;4,119694
Index: 3 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,672672 | BrainData : -2,30448;0,1400758;-1,954461;0,1774167;-3,453542;4,522285;-0,1883048;3,472363;2,349979;4,539278;1,120886;-4,790336;-4,585069;2,254031;-2,407954;-3,611993;-0,2671019;-4,645188;4,452139;-0,1912402;-3,946684;-3,075374;2,287606;-2,286659;-1,811731;4,117398
Index: 4 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,672672 | BrainData : -2,285796;0,1058974;-1,954461;0,225034;-3,453542;4,480734;-0,1490284;3,452814;2,351487;4,539278;1,149806;-4,831843;-4,585069;2,249045;-2,406842;-3,633234;-0,2671019;-4,692275;4,444183;-0,1515172;-3,859857;-3,1345;2,287606;-2,286659;-1,811731;4,117398
Index: 5 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,672672 | BrainData : -2,27271;0,08179697;-1,91684;0,225034;-3,453542;4,507903;-0,162486;3,470902;2,306177;4,539278;1,149806;-4,790336;-4,585069;2,290533;-2,419287;-3,616567;-0,2611772;-4,705281;4,452139;-0,1570354;-3,870617;-3,102296;2,287606;-2,273129;-1,811731;4,117398
Index: 6 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,526083 | BrainData : -2,243915;0,1058974;-1,97998;0,225034;-3,466577;4,509269;-0,162486;3,452814;2,313195;4,539278;1,149806;-4,790336;-4,585069;2,249045;-2,407954;-3,616538;-0,2671019;-4,671356;4,436829;-0,1686661;-3,908569;-3,102296;2,258034;-2,286659;-1,832402;4,131689
Index: 7 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,523487 | BrainData : -2,241576;0,092803;-1,954461;0,2723273;-3,456425;4,476948;-0,162486;3,452814;2,351487;4,539278;1,149806;-4,832808;-4,585069;2,249045;-2,407954;-3,644867;-0,2671019;-4,631384;4,468536;-0,1984236;-3,908569;-3,054913;2,300213;-2,286659;-1,811731;4,159896
Index: 8 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,506382 | BrainData : -2,27271;0,09093484;-1,984394;0,2274498;-3,453542;4,556632;-0,162486;3,452814;2,371399;4,539278;1,172221;-4,767381;-4,585069;2,249045;-2,418724;-3,644867;-0,2671019;-4,633101;4,452139;-0,2339725;-3,908569;-3,102296;2,254366;-2,292553;-1,840697;4,166143
Index: 9 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,495898 | BrainData : -2,27271;0,1303177;-1,954461;0,2539572;-3,453542;4,473733;-0,1583681;3,452814;2,351487;4,537179;1,132141;-4,830353;-4,535254;2,258411;-2,407954;-3,644867;-0,3144624;-4,671356;4,458354;-0,1912402;-3,908569;-3,102296;2,287606;-2,311871;-1,79202;4,117398
Index: 10 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,484343 | BrainData : -2,27271;0,1058974;-1,954461;0,2748217;-3,446966;4,528285;-0,1292496;3,467262;2,386797;4,572914;1,143811;-4,807079;-4,585069;2,249045;-2,407954;-3,644867;-0,2295237;-4,671356;4,451155;-0,1912402;-3,908569;-3,109647;2,274653;-2,291137;-1,811731;4,117398
