Generation: 155 | maxFitness: 3,670536 | maxFitnessGen: 1,738638 | maxFitnessGenBuf: 1,662463
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,662463 | BrainData : 1,08816;1,365431;3,549028;0,4474301;3,075629;-0,4584896;4,275188;0,425593;-0,339886;-1,218657;-3,840493;-4,00141;3,342166;-2,652657;3,619889;-3,261625;4,725548;1,613612;-1,168336;-4,478156;-0,8558869;0,1106213;-1,181848;1,343135;-2,72454;3,950654
Index: 1 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,662463 | BrainData : 1,089981;1,365431;3,549028;0,4723366;3,085735;-0,4584896;4,322629;0,5165373;-0,2993366;-1,21861;-3,840493;-3,986049;3,320385;-2,652657;3,651114;-3,265015;4,731351;1,576012;-1,132105;-4,435471;-0,8182426;0,1106213;-1,181848;1,343135;-2,72454;3,950654
Index: 2 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,662463 | BrainData : 1,047902;1,365431;3,549028;0,4228286;3,112953;-0,4584896;4,330373;0,4399267;-0,2886932;-1,21861;-3,825275;-4,009792;3,342166;-2,665203;3,619889;-3,221086;4,731351;1,576682;-1,132105;-4,473827;-0,8558869;0,1106213;-1,181848;1,343135;-2,72454;3,950654
Index: 3 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,660612 | BrainData : 1,08816;1,365431;3,501781;0,4392407;3,085735;-0,5068123;4,322629;0,5008273;-0,315566;-1,21861;-3,840493;-4,001754;3,323881;-2,649667;3,573305;-3,216096;4,724131;1,576682;-1,132105;-4,469734;-0,8129178;0,1106213;-1,181848;1,343135;-2,725861;3,949848
Index: 4 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,630382 | BrainData : 1,061222;1,365431;3,549028;0,4228286;3,052352;-0,4584896;4,322629;0,4714581;-0,2993366;-1,184929;-3,840493;-4,030706;3,308668;-2,652657;3,619889;-3,216096;4,731351;1,592983;-1,163641;-4,494968;-0,8499196;0,09720103;-1,205564;1,356586;-2,72454;3,940315
Index: 5 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,624179 | BrainData : 1,08538;1,299501;3,547999;0,4323163;3,070495;-0,4680362;4,322629;0,4714581;-0,2826378;-1,24949;-3,899366;-4,033168;3,346469;-2,663602;3,619889;-3,219035;4,731351;1,580343;-1,146721;-4,517861;-0,8558869;0,1059327;-1,244997;1,375426;-2,6487;3,94349
Index: 6 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,615442 | BrainData : 1,102614;1,409474;3,586707;0,4228286;3,085735;-0,4584896;4,287266;0,4695203;-0,2993366;-1,194503;-3,797491;-4,021282;3,342166;-2,631189;3,619889;-3,216096;4,731351;1,576682;-1,132105;-4,473344;-0,8709561;0,1106213;-1,181848;1,33422;-2,751342;3,950654
Index: 7 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,568192 | BrainData : 1,100911;1,399456;3,549028;0,4600226;3,085735;-0,4492545;4,313872;0,4714581;-0,2993366;-1,23008;-3,840493;-4,021348;3,342166;-2,652657;3,619889;-3,216096;4,731351;1,576211;-1,132105;-4,473344;-0,812982;0,09306474;-1,181848;1,343135;-2,72454;3,950654
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,560543 | BrainData : 1,08816;1,346421;3,549028;0,3761866;3,057751;-0,4584896;4,322629;0,4572799;-0,2993366;-1,195028;-3,840493;-4,009792;3,342166;-2,652657;3,618212;-3,239768;4,731351;1,533132;-1,086208;-4,473344;-0,8558869;0,09735256;-1,141088;1,343135;-2,72454;3,941473
Index: 9 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,520201 | BrainData : 1,058101;1,365431;3,549028;0,4335226;3,085735;-0,4584896;4,322629;0,4714581;-0,3294048;-1,21861;-3,840493;-4,009792;3,342166;-2,700424;3,619889;-3,245947;4,731351;1,612935;-1,15769;-4,473344;-0,8558869;0,1106213;-1,186838;1,343135;-2,72454;3,923558
Index: 10 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,509047 | BrainData : 1,083575;1,4041;3,586394;0,4228286;3,085735;-0,484955;4,334122;0,4714581;-0,3395443;-1,201502;-3,804842;-4,034961;3,320725;-2,649053;3,588922;-3,216096;4,72841;1,576682;-1,132105;-4,50383;-0,8558869;0,07323945;-1,181848;1,343135;-2,72454;3,928721
