Generation: 620 | maxFitness: 3,670536 | maxFitnessGen: 1,992651 | maxFitnessGenBuf: 2,032542
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 12 | Brain Type: RandomParents | Fitness: 2,032542 | BrainData : -2,281501;0,3136391;-1,941177;0,6760579;-3,241182;3,934906;-0,1951827;3,599797;1,784414;4,914001;1,519913;-4,991098;-4,295349;1,810672;-2,395187;-3,242401;-0,2946405;-5,016137;4,004665;0,09497762;-4,089734;-2,86385;1,959321;-2,552637;-2,100487;4,113471
Index: 1 | Name: car 28 | Brain Type: TOP2 | Fitness: 2,028276 | BrainData : -2,23937;0,3604231;-1,941177;0,682815;-3,246022;3,964219;-0,1857004;3,553326;1,76317;4,913167;1,507722;-5,019498;-4,306968;1,705933;-2,345946;-3,208076;-0,2915441;-4,940726;3,978904;-0,0223373;-4,17702;-2,864723;1,967281;-2,549436;-2,073872;4,073888
Index: 2 | Name: car 9 | Brain Type: RandomParents | Fitness: 2,024809 | BrainData : -2,244224;0,2746434;-1,898116;0,7385565;-3,261873;3,973907;-0,1892878;3,540863;1,740914;4,879885;1,520642;-4,980591;-4,277993;1,736816;-2,331883;-3,218869;-0,3295173;-4,979727;4,000894;-0,01804811;-4,089734;-2,905864;1,947752;-2,47323;-2,072418;4,027278
Index: 3 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,022275 | BrainData : -2,27758;0,3563598;-1,941177;0,7041677;-3,246022;3,964219;-0,1260809;3,571054;1,793997;4,910127;1,507722;-4,976976;-4,277993;1,743688;-2,317491;-3,25356;-0,2418931;-4,942843;3,977254;-0,01063963;-4,139307;-2,864723;1,945667;-2,549436;-2,100487;4,075392
Index: 4 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,020604 | BrainData : -2,284662;0,3498479;-1,921975;0,682815;-3,285228;3,964219;-0,14961;3,571466;1,810511;4,913167;1,507722;-5,060899;-4,310855;1,772905;-2,303596;-3,25356;-0,2994382;-4,970636;3,978904;0,0524483;-4,139307;-2,851963;1,945667;-2,549436;-2,100487;4,073888
Index: 5 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,020604 | BrainData : -2,2597;0,3179449;-1,89819;0,6558599;-3,207348;3,935858;-0,14961;3,571054;1,827693;4,913167;1,507722;-5,019498;-4,254485;1,743688;-2,317491;-3,234057;-0,2915441;-4,926223;3,974466;0,02176955;-4,172744;-2,864723;1,945667;-2,59905;-2,100487;4,073888
Index: 6 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,020604 | BrainData : -2,242021;0,3563598;-1,964944;0,682815;-3,246022;4,010866;-0,14961;3,539929;1,793997;4,913167;1,507722;-4,986158;-4,277993;1,742781;-2,317491;-3,220166;-0,3405592;-4,970636;3,978904;0,03507973;-4,139307;-2,864723;1,945667;-2,549436;-2,100487;4,073888
Index: 7 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,020013 | BrainData : -2,202184;0,3666341;-1,963152;0,682815;-3,233681;3,964219;-0,14961;3,571054;1,795412;4,863785;1,502826;-4,995886;-4,273827;1,768881;-2,338246;-3,25356;-0,2806408;-4,970636;3,978904;0,01783356;-4,139307;-2,864723;1,945667;-2,549436;-2,100487;4,073341
Index: 8 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,012832 | BrainData : -2,242021;0,3356877;-1,983217;0,6850117;-3,281137;3,964219;-0,14961;3,612056;1,793997;4,913167;1,546642;-5,042325;-4,277993;1,710204;-2,317491;-3,25356;-0,2915441;-4,962743;3,961614;0,02176955;-4,16047;-2,864723;1,945667;-2,507615;-2,100487;4,062959
Index: 9 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,973306 | BrainData : -2,242021;0,3595616;-1,92761;0,63319;-3,21726;3,964219;-0,1824134;3,571054;1,793997;4,913167;1,507722;-5,043588;-4,277993;1,697846;-2,365882;-3,282227;-0,2915441;-4,970636;3,942902;0,06686509;-4,147069;-2,864723;1,945667;-2,537948;-2,110622;4,073888
Index: 10 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,960162 | BrainData : -2,242021;0,3426399;-1,941177;0,6945108;-3,24461;3,9994;-0,14961;3,571054;1,793997;4,913167;1,507722;-5,060239;-4,277993;1,771924;-2,317491;-3,25356;-0,2915441;-4,926406;3,978904;0,03948913;-4,139307;-2,864723;1,945667;-2,575745;-2,100487;4,051857
Index: 11 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,921303 | BrainData : -2,242021;0,4006752;-1,941177;0,682815;-3,246022;3,964219;-0,14961;3,534996;1,748979;4,904642;1,507722;-5,023587;-4,277993;1,727908;-2,354619;-3,222411;-0,2915441;-4,959387;3,978904;0,02176955;-4,139307;-2,873391;1,932865;-2,543503;-2,100487;4,073888
Index: 12 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,866509 | BrainData : -2,273029;0,2871085;-1,920934;0,6891633;-3,294181;3,908551;-0,236005;3,562212;1,848281;4,904234;1,507722;-5,014647;-4,277993;1,754346;-2,406506;-3,247444;-0,275399;-5,002775;3,897333;0,06470101;-4,122611;-2,8733;1,947752;-2,51955;-2,100487;4,123362
Index: 13 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,821504 | BrainData : -2,210384;0,3563598;-1,920872;0,6593367;-3,230223;3,964219;-0,1144922;3,571054;1,793997;4,913167;1,507722;-5,019498;-4,277993;1,743688;-2,339413;-3,230998;-0,2915441;-4,927513;3,978904;-0,01281614;-4,106782;-2,883666;1,945667;-2,549436;-2,108066;4,050655
Index: 14 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,81128 | BrainData : -2,242021;0,3563598;-1,930025;0,6451097;-3,295745;3,964219;-0,14961;3,571054;1,813119;4,901592;1,539349;-4,96979;-4,277993;1,76915;-2,301661;-3,25356;-0,2810692;-4,991799;3,999775;0,02176955;-4,139307;-2,864723;1,945667;-2,514924;-2,129663;4,090714
Index: 15 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,810574 | BrainData : -2,242021;0,3263362;-1,941177;0,682815;-3,211769;3,928123;-0,1933255;3,574842;1,745267;4,913167;1,507722;-5,019498;-4,324018;1,730106;-2,351915;-3,227729;-0,2915441;-4,970636;4,003324;0,01156392;-4,139307;-2,900102;1,977151;-2,591025;-2,087312;4,073888
Index: 16 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,802103 | BrainData : -2,242021;0,3600653;-1,941177;0,682815;-3,246022;3,964219;-0,1489488;3,593054;1,793997;4,913167;1,507722;-5,019498;-4,235731;1,743688;-2,317491;-3,235092;-0,2915441;-5,011765;3,978904;0,02176955;-4,139307;-2,864723;1,945667;-2,549436;-2,071387;4,073888
Index: 17 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,772649 | BrainData : -2,242021;0,3563598;-1,941177;0,6675529;-3,246022;3,964219;-0,14961;3,562639;1,793997;4,913167;1,507722;-4,980073;-4,277993;1,743688;-2,344312;-3,25356;-0,2687795;-4,980595;4,006757;0,06975719;-4,139307;-2,864723;1,912464;-2,549436;-2,100487;4,073888
Index: 18 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,765893 | BrainData : -2,248449;0,3968071;-1,941177;0,6440815;-3,246022;3,983164;-0,14961;3,578842;1,793997;4,895531;1,480772;-5,019498;-4,277993;1,743688;-2,35907;-3,25356;-0,2706975;-4,921802;3,978904;0,02176955;-4,096139;-2,855407;1,945667;-2,559747;-2,059504;4,073888
Index: 19 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,70367 | BrainData : -2,246742;0,3563598;-1,941177;0,682815;-3,204952;3,964219;-0,1732135;3,571054;1,750121;4,913167;1,550283;-5,061496;-4,277993;1,743688;-2,317491;-3,25356;-0,2741844;-5,00081;3,958215;0,05600096;-4,139307;-2,864723;1,958384;-2,558039;-2,115968;4,073888
Index: 20 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,701471 | BrainData : -2,271674;0,3980528;-1,967672;0,6344689;-3,277695;3,964219;-0,1984214;3,529404;1,779582;4,883604;1,528125;-5,052801;-4,31351;1,743688;-2,317491;-3,247655;-0,2915441;-4,987526;3,978904;0,02176955;-4,108009;-2,872669;1,945667;-2,549436;-2,053453;4,073888
Index: 21 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,697659 | BrainData : -2,242021;0,3804349;-1,944677;0,6895227;-3,239825;3,964219;-0,14961;3,571054;1,793997;4,913167;1,507722;-5,019498;-4,277993;1,743688;-2,340006;-3,222057;-0,2915441;-4,970636;3,943096;0,02523833;-4,153387;-2,864723;1,910263;-2,549436;-2,100487;4,095108
Index: 22 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,689489 | BrainData : -2,242021;0,3563598;-1,978244;0,682815;-3,240649;3,964219;-0,1818874;3,55318;1,793997;4,906519;1,55029;-5,019498;-4,277993;1,743688;-2,286888;-3,25356;-0,3336303;-5,013034;3,955331;0,02176955;-4,119466;-2,90481;1,973605;-2,549436;-2,100487;4,073888
Index: 23 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,644014 | BrainData : -2,29778;0,3136391;-1,901494;0,7009726;-3,232912;3,940436;-0,228439;3,617105;1,779164;4,913167;1,49021;-4,999119;-4,26684;1,775876;-2,347874;-3,210399;-0,2915441;-5,092872;3,978904;-0,02280066;-4,110294;-2,775628;1,972581;-2,51586;-2,086782;4,041643
Index: 24 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,643387 | BrainData : -2,287344;0,3563598;-1,94173;0,7103692;-3,246022;3,941192;-0,14961;3,594729;1,793997;4,934159;1,507722;-5,019498;-4,277993;1,780016;-2,286484;-3,25356;-0,2915441;-4,979965;3,978904;0,01597095;-4,161159;-2,864723;1,971766;-2,549436;-2,105163;4,073888
Index: 25 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,64095 | BrainData : -2,241364;0,3225356;-1,943224;0,682815;-3,246022;3,964219;-0,1069804;3,571054;1,793997;4,913167;1,507722;-5,029076;-4,26404;1,743688;-2,317491;-3,25356;-0,2930138;-4,970636;3,988073;0,06585856;-4,173071;-2,864723;1,977004;-2,552352;-2,100487;4,073888
Index: 26 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,583229 | BrainData : -2,245502;0,3563598;-1,971208;0,682815;-3,246022;3,964219;-0,14961;3,603373;1,793997;4,913167;1,507722;-5,03685;-4,277993;1,738617;-2,351;-3,262726;-0,2915441;-4,970636;3,978904;-0,0169972;-4,178683;-2,864723;1,945667;-2,549436;-2,14892;4,095753
Index: 27 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,582064 | BrainData : -2,254234;0,3136391;-1,973864;0,7041452;-3,285361;3,966083;-0,2047069;3,564752;1,784414;4,910149;1,507722;-5,014647;-4,198022;1,762711;-2,340495;-3,207751;-0,2915441;-5,039005;3,978904;-0,004919333;-4,129403;-2,859462;1,929939;-2,522916;-2,169667;4,104626
Index: 28 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,580399 | BrainData : -2,254234;0,2643888;-1,973864;0,7008154;-3,246022;3,940436;-0,1996223;3,597409;1,784414;4,890891;1,502077;-5,040807;-4,26496;1,754784;-2,338106;-3,207751;-0,3399573;-5,036901;3,978904;0,009209068;-4,089734;-2,901993;1,947752;-2,486911;-2,150302;4,104626
Index: 29 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,470827 | BrainData : -2,229282;0,3101057;-1,941177;0,6773788;-3,197591;3,892185;-0,1617817;3,599744;1,784414;4,886179;1,583896;-5,014647;-4,306955;1,719028;-2,368247;-3,198703;-0,2915441;-5,016137;4,020408;0,009701464;-4,123928;-2,815293;1,93532;-2,555777;-2,154955;4,073888
Index: 30 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,465934 | BrainData : -2,242021;0,361778;-1,941177;0,7081324;-3,246022;3,964219;-0,14961;3,571054;1,793997;4,896647;1,507722;-5,024221;-4,326465;1,743688;-2,364741;-3,290557;-0,2462194;-4,970636;3,978904;0,02176955;-4,113683;-2,878691;1,963882;-2,580223;-2,12442;4,073888
Index: 31 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,366548 | BrainData : -2,257724;0,3966243;-1,941177;0,682815;-3,246022;3,962023;-0,1856266;3,578779;1,793997;4,944809;1,507722;-5,019498;-4,277993;1,772328;-2,292986;-3,25356;-0,2619544;-4,970636;3,99688;0,0009368137;-4,139307;-2,864723;1,983815;-2,549436;-2,100487;4,051961
Index: 32 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,348866 | BrainData : -2,272713;0,3322696;-1,918995;0,672158;-3,246988;3,940436;-0,150205;3,586471;1,799482;4,868633;1,535361;-5,014647;-4,277993;1,762711;-2,373821;-3,220282;-0,2889523;-5,016137;3,978904;0,02276875;-4,089734;-2,89964;1,947752;-2,531986;-2,144381;4,073888
Index: 33 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,129186 | BrainData : -2,222788;0,3136391;-1,955043;0,7476033;-3,202097;3,940436;-0,2047069;3,597409;1,808704;4,93683;1,507722;-5,014647;-4,234204;1,762711;-2,338106;-3,204161;-0,2915441;-5,034533;3,978904;0,07138411;-4,063449;-2,866324;1,985959;-2,51586;-2,150302;4,130019
Index: 34 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,949246 | BrainData : -2,883752;2,810359;2,107489;4,83357;-1,866211;-0,9875197;1,054354;-3,017454;-3,319234;3,322389;1,945573;2,481139;1,941727;3,43956;0,4570122;-1,976095;2,198725;-0,6977443;1,715956;-4,579016;2,957125;3,568748;-0,004067091;4,127964;-0,1834188;2,221037
