Generation: 919 | maxFitness: 3,670536 | maxFitnessGen: 2,175991 | maxFitnessGenBuf: 2,244586
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 5 | Brain Type: RandomParents | Fitness: 2,244586 | BrainData : -2,276563;0,2014477;-2,099818;0,1286883;-3,293272;4,375494;-0,1657352;3,589525;2,23749;4,561509;1,072459;-4,910664;-4,588201;2,314955;-2,451845;-3,432849;-0,2071318;-4,546956;4,466289;-0,3169752;-4,081215;-3,236135;2,248473;-2,140626;-1,863912;4,162918
Index: 1 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,143896 | BrainData : -2,276563;0,1807986;-2,112083;0,1282669;-3,372123;4,345278;-0,1835129;3,546877;2,23749;4,560792;1,103111;-4,910664;-4,637891;2,277472;-2,47331;-3,390257;-0,2472728;-4,577394;4,445434;-0,2748682;-4,079205;-3,227754;2,248473;-2,130593;-1,86564;4,188379
Index: 2 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,141723 | BrainData : -2,276563;0,1960518;-2,099818;0,1443454;-3,362199;4,37819;-0,2137096;3,561284;2,196379;4,530062;1,098619;-4,946582;-4,588742;2,277472;-2,445452;-3,420534;-0,2472728;-4,562731;4,445434;-0,2748682;-4,079205;-3,238237;2,227675;-2,17728;-1,863912;4,144496
Index: 3 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,135884 | BrainData : -2,237667;0,1846287;-2,140359;0,09312351;-3,244504;4,37819;-0,1627817;3,577647;2,211128;4,57936;1,102523;-4,910664;-4,588201;2,303025;-2,506175;-3,420534;-0,198727;-4,578008;4,406243;-0,3406568;-4,044124;-3,261281;2,292436;-2,111778;-1,831336;4,186956
Index: 4 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,13096 | BrainData : -2,279313;0,1960518;-2,063418;0,1282669;-3,305936;4,345044;-0,1462798;3,550126;2,231403;4,517668;1,102523;-4,946032;-4,588201;2,324954;-2,445452;-3,420534;-0,2472728;-4,577394;4,445434;-0,2529153;-4,079205;-3,25228;2,295819;-2,130593;-1,830677;4,188379
Index: 5 | Name: car 10 | Brain Type: RandomParents | Fitness: 2,127747 | BrainData : -2,301313;0,2113813;-2,099818;0,08712767;-3,334481;4,37819;-0,2214219;3,579623;2,23749;4,560792;1,141186;-4,960184;-4,583936;2,302301;-2,462521;-3,431555;-0,1967592;-4,590499;4,41083;-0,3115413;-4,079205;-3,244812;2,256082;-2,112305;-1,863912;4,188379
Index: 6 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,122462 | BrainData : -2,276563;0,2067331;-2,049822;0,1765468;-3,346626;4,37819;-0,1835129;3,582159;2,23749;4,594139;1,102523;-4,910338;-4,549464;2,288527;-2,412643;-3,420534;-0,2472728;-4,577394;4,469535;-0,2748682;-4,098684;-3,213498;2,248473;-2,130593;-1,872783;4,188379
Index: 7 | Name: car 37 | Brain Type: TOP2 | Fitness: 2,117863 | BrainData : -2,276563;0,2149155;-2,066291;0,1282669;-3,340278;4,356802;-0,1964399;3,591998;2,23749;4,560792;1,102523;-4,894761;-4,588201;2,296442;-2,431281;-3,465316;-0,2472728;-4,608744;4,437377;-0,2748682;-4,079205;-3,263189;2,248473;-2,130593;-1,863912;4,189987
Index: 8 | Name: car 8 | Brain Type: RandomParents | Fitness: 2,117125 | BrainData : -2,226954;0,1466775;-2,145927;0,1173745;-3,298206;4,37819;-0,1443541;3,585447;2,23749;4,560792;1,102523;-4,910664;-4,638776;2,280565;-2,420594;-3,436411;-0,196868;-4,551734;4,4096;-0,3045156;-4,106049;-3,294592;2,239839;-2,130593;-1,863912;4,182626
Index: 9 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,115737 | BrainData : -2,276563;0,1931939;-2,099818;0,1386102;-3,347222;4,408195;-0,1525177;3,536113;2,23749;4,553061;1,152072;-4,873194;-4,558479;2,238052;-2,445452;-3,417119;-0,2040619;-4,579125;4,377977;-0,2362337;-4,103715;-3,252354;2,248473;-2,130593;-1,863912;4,188379
Index: 10 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,115737 | BrainData : -2,280617;0,1489622;-2,118589;0,1705487;-3,346626;4,427462;-0,1835129;3,546877;2,256467;4,543794;1,077139;-4,886013;-4,588201;2,277472;-2,445452;-3,420534;-0,2179369;-4,615517;4,445434;-0,2876059;-4,079205;-3,227754;2,248473;-2,080652;-1,863912;4,188379
Index: 11 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,115737 | BrainData : -2,276563;0,1960518;-2,099818;0,1282669;-3,370012;4,391111;-0,1624266;3,524096;2,23749;4,57105;1,107568;-4,876621;-4,588201;2,277472;-2,445452;-3,461601;-0,2472728;-4,577394;4,427538;-0,2748682;-4,079205;-3,223896;2,248473;-2,153192;-1,863912;4,188379
Index: 12 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,115737 | BrainData : -2,241901;0,1960518;-2,114012;0,1282669;-3,331574;4,409725;-0,1463972;3,546877;2,237793;4,602417;1,102523;-4,864293;-4,588201;2,300548;-2,458284;-3,420534;-0,2472728;-4,577394;4,445434;-0,2748682;-4,079205;-3,227754;2,248473;-2,108664;-1,863912;4,188379
Index: 13 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,108584 | BrainData : -2,318782;0,1960518;-2,063277;0,1282669;-3,381132;4,37819;-0,1835129;3,546877;2,23749;4,560792;1,054328;-4,910664;-4,565518;2,277472;-2,429177;-3,420534;-0,2472728;-4,577394;4,445434;-0,2897223;-4,079205;-3,202977;2,248473;-2,130593;-1,863912;4,149349
Index: 14 | Name: car 12 | Brain Type: RandomParents | Fitness: 2,099799 | BrainData : -2,260304;0,1730445;-2,059526;0,1282669;-3,279419;4,332257;-0,1991073;3,563174;2,23749;4,612369;1,106887;-4,901659;-4,588201;2,282222;-2,422645;-3,420534;-0,1696505;-4,56033;4,426457;-0,2885957;-4,079205;-3,251714;2,273515;-2,161968;-1,863912;4,195204
Index: 15 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,095766 | BrainData : -2,296695;0,1960518;-2,099818;0,1707457;-3,316825;4,37819;-0,1761128;3,592214;2,23749;4,556007;1,109283;-4,959908;-4,599138;2,280839;-2,432161;-3,454646;-0,2472728;-4,577394;4,445434;-0,3237363;-4,068412;-3,202267;2,29484;-2,130593;-1,832031;4,214176
Index: 16 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,092581 | BrainData : -2,325539;0,1960518;-2,142545;0,1282669;-3,376711;4,37819;-0,1857057;3,546877;2,246208;4,566753;1,102523;-4,910664;-4,60513;2,277472;-2,472707;-3,420534;-0,2472728;-4,577394;4,437681;-0,2748682;-4,079205;-3,227754;2,270234;-2,130593;-1,863912;4,188379
Index: 17 | Name: car 11 | Brain Type: RandomParents | Fitness: 2,090529 | BrainData : -2,312534;0,1922704;-2,116767;0,1334431;-3,327623;4,386416;-0,1441429;3,469429;2,302079;4,53365;1,102523;-4,872916;-4,616981;2,22992;-2,490037;-3,391047;-0,2207818;-4,577394;4,460793;-0,2867158;-4,081303;-3,220782;2,288044;-2,189553;-1,849494;4,188379
Index: 18 | Name: car 3 | Brain Type: RandomParents | Fitness: 2,085006 | BrainData : -2,307059;0,2082871;-2,066819;0,1337934;-3,263658;4,337254;-0,2553226;3,557428;2,219284;4,509152;1,014565;-4,930019;-4,551249;2,23123;-2,447653;-3,359663;-0,1813254;-4,556866;4,461147;-0,2976687;-4,056058;-3,22729;2,205797;-2,221802;-1,842877;4,076752
Index: 19 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,069872 | BrainData : -2,276563;0,1807711;-2,078205;0,1512003;-3,31272;4,37819;-0,1835129;3,498549;2,23346;4,583814;1,090451;-4,894029;-4,587332;2,277472;-2,406601;-3,420534;-0,2472728;-4,540682;4,445434;-0,2839361;-4,036352;-3,230922;2,214442;-2,106211;-1,863912;4,144648
Index: 20 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,050478 | BrainData : -2,294086;0,1960518;-2,081551;0,1282669;-3,346626;4,359635;-0,1835129;3,585341;2,23749;4,536609;1,102523;-4,938259;-4,588201;2,232912;-2,445452;-3,420534;-0,2472728;-4,593725;4,482082;-0,2748682;-4,079205;-3,227754;2,248473;-2,130593;-1,863912;4,142974
Index: 21 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,000938 | BrainData : -2,276563;0,1960518;-2,099818;0,1282669;-3,34112;4,37819;-0,1835129;3,546877;2,23749;4,560792;1,118308;-4,881997;-4,588201;2,277472;-2,459537;-3,420534;-0,1989516;-4,565289;4,415198;-0,2782244;-4,079205;-3,233875;2,248473;-2,116763;-1,863912;4,220919
Index: 22 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,987296 | BrainData : -2,324934;0,2094892;-2,099818;0,1282669;-3,381437;4,37819;-0,1376168;3,546877;2,23749;4,554077;1,102523;-4,875349;-4,538541;2,277472;-2,445452;-3,399637;-0,2242164;-4,599638;4,408796;-0,322521;-4,111934;-3,227754;2,248473;-2,095716;-1,905627;4,226351
Index: 23 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,943522 | BrainData : -2,228088;0,163523;-2,142713;0,1755749;-3,253841;4,334197;-0,2282238;3,495816;2,298547;4,560792;1,102293;-4,926555;-4,562155;2,227901;-2,385908;-3,457818;-0,2040619;-4,612199;4,386885;-0,3045156;-4,078083;-3,278426;2,27735;-2,134087;-1,813727;4,186754
Index: 24 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,940504 | BrainData : -2,276563;0,1741668;-2,099818;0,1716492;-3,346626;4,37819;-0,1835129;3,531868;2,251261;4,560792;1,082522;-4,910664;-4,611942;2,277472;-2,485731;-3,420534;-0,2472728;-4,577394;4,430783;-0,2561362;-4,06515;-3,227754;2,231779;-2,115022;-1,863912;4,22093
Index: 25 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,892227 | BrainData : -2,341223;0,1611868;-2,080555;0,1652742;-3,327191;4,375958;-0,2404807;3,541158;2,276065;4,560957;1,109264;-4,877893;-4,558105;2,248998;-2,397868;-3,473193;-0,2265388;-4,612466;4,50111;-0,2801837;-4,128545;-3,226157;2,237267;-2,131471;-1,883982;4,148651
Index: 26 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,87273 | BrainData : -2,276563;0,1702293;-2,084521;0,1318568;-3,3757;4,342505;-0,1835129;3,546877;2,239083;4,560792;1,059834;-4,869979;-4,588201;2,289721;-2,445452;-3,420534;-0,2472728;-4,548566;4,445434;-0,3223888;-4,114137;-3,227754;2,199623;-2,130593;-1,863912;4,208315
Index: 27 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,870999 | BrainData : -2,276563;0,2182428;-2,099818;0,1282669;-3,390161;4,393459;-0,1794527;3,589365;2,214613;4,560792;1,056887;-4,872917;-4,588201;2,277472;-2,440857;-3,37119;-0,2897091;-4,550495;4,445434;-0,2748682;-4,056947;-3,191501;2,248473;-2,102482;-1,820969;4,195415
Index: 28 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,868684 | BrainData : -2,276563;0,1960518;-2,099818;0,1282669;-3,346626;4,37819;-0,1835129;3,513178;2,23749;4,560792;1,102523;-4,877831;-4,588201;2,272124;-2,446122;-3,452003;-0,2472728;-4,577394;4,445434;-0,2748682;-4,120169;-3,258015;2,232805;-2,161133;-1,838147;4,195281
Index: 29 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,864313 | BrainData : -2,276563;0,1858021;-2,099818;0,1029368;-3,376093;4,37819;-0,1835129;3,546877;2,23749;4,560792;1,102523;-4,938755;-4,588201;2,246696;-2,485513;-3,420534;-0,2472728;-4,529352;4,422162;-0,3030571;-4,074358;-3,262232;2,245241;-2,122869;-1,826593;4,184627
Index: 30 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,809943 | BrainData : -2,276563;0,1960518;-2,099818;0,1282669;-3,346626;4,405684;-0,1835129;3,546877;2,23749;4,556911;1,102523;-4,899784;-4,588201;2,277472;-2,445452;-3,420534;-0,2472728;-4,59642;4,455157;-0,2912897;-4,079205;-3,179778;2,296323;-2,09046;-1,863912;4,188379
