Generation: 936 | maxFitness: 3,670536 | maxFitnessGen: 2,407225 | maxFitnessGenBuf: 2,553352
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 25 | Brain Type: TOP2 | Fitness: 2,553352 | BrainData : -2,252045;0,1399701;-2,148711;0,04102473;-3,303936;4,40942;0,006566853;3,468156;2,117415;4,508797;1,050205;-4,826241;-4,584893;2,141639;-2,402441;-3,437734;-0,1897158;-4,620529;4,47436;-0,4478174;-3,983886;-3,362283;2,237686;-2,192003;-1,856514;4,15776
Index: 1 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,547893 | BrainData : -2,29682;0,1709231;-2,185966;0,0644111;-3,255177;4,40942;-0,004062674;3,476707;2,14021;4,509035;1,082004;-4,773606;-4,568289;2,120319;-2,402441;-3,437734;-0,2374925;-4,616317;4,469913;-0,4037797;-3,945636;-3,325196;2,237686;-2,197015;-1,856514;4,15291
Index: 2 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,547893 | BrainData : -2,271292;0,1091156;-2,178555;0,0644111;-3,279239;4,405853;-0,01037519;3,513616;2,179252;4,522112;1,087253;-4,805078;-4,628778;2,177622;-2,387161;-3,437734;-0,1909587;-4,616317;4,511982;-0,3553069;-3,924012;-3,341936;2,237686;-2,143052;-1,856514;4,15291
Index: 3 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,547893 | BrainData : -2,269632;0,1743908;-2,131714;0,07958865;-3,255177;4,368036;0,006566853;3,45172;2,14021;4,469662;1,089086;-4,840178;-4,581297;2,141639;-2,402441;-3,483023;-0,1875449;-4,616317;4,469913;-0,4329515;-3,955351;-3,359685;2,237686;-2,192003;-1,856514;4,15291
Index: 4 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,547893 | BrainData : -2,252045;0,1269553;-2,185287;0,0644111;-3,255177;4,40942;0,05291669;3,468156;2,142303;4,508797;1,043082;-4,814109;-4,627233;2,138526;-2,402441;-3,437734;-0,2374925;-4,616317;4,423184;-0,4286994;-3,945636;-3,325196;2,237686;-2,231673;-1,856514;4,15291
Index: 5 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,547893 | BrainData : -2,298256;0,1157558;-2,185175;0,07740175;-3,255177;4,40942;-0,04111898;3,480942;2,14021;4,553821;1,043082;-4,805078;-4,548246;2,141639;-2,402441;-3,437734;-0,2374925;-4,616317;4,506524;-0,3624953;-3,914814;-3,313194;2,237686;-2,192003;-1,856514;4,15291
Index: 6 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,547893 | BrainData : -2,252045;0,1269553;-2,122666;0,05564353;-3,255177;4,363395;-0,03650031;3,468156;2,142303;4,508797;1,043082;-4,759783;-4,595607;2,140886;-2,428724;-3,428334;-0,2374925;-4,616317;4,469913;-0,4016503;-3,945636;-3,316112;2,237686;-2,217854;-1,856514;4,15291
Index: 7 | Name: car 11 | Brain Type: RandomParents | Fitness: 2,541677 | BrainData : -2,252045;0,1330259;-2,148711;0,0644111;-3,255177;4,42358;-0,03437075;3,440444;2,14021;4,508797;1,034211;-4,768906;-4,645214;2,138906;-2,402441;-3,45566;-0,2374925;-4,616317;4,428751;-0,4295672;-3,911246;-3,33344;2,237686;-2,191714;-1,858488;4,15291
Index: 8 | Name: car 47 | Brain Type: TOP2 | Fitness: 2,538944 | BrainData : -2,252045;0,158754;-2,148711;0,0644111;-3,255177;4,382268;-0,01475519;3,468156;2,14021;4,508797;1,052228;-4,805078;-4,602178;2,141639;-2,402441;-3,437734;-0,2374925;-4,616317;4,442167;-0,4037797;-3,899588;-3,334324;2,237686;-2,189127;-1,856514;4,146302
Index: 9 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,449212 | BrainData : -2,202156;0,1663624;-2,159944;0,0644111;-3,206558;4,43028;-0,005228232;3,435529;2,168609;4,488341;1,049599;-4,8308;-4,59997;2,110611;-2,4075;-3,404646;-0,1912436;-4,661678;4,440649;-0,371936;-4,021106;-3,291487;2,235005;-2,187421;-1,849548;4,140701
Index: 10 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,443351 | BrainData : -2,251749;0,1663624;-2,166007;0,08321264;-3,224496;4,40942;0,03648929;3,484132;2,157092;4,479069;1,073485;-4,888045;-4,592218;2,141639;-2,433643;-3,407428;-0,1881967;-4,681892;4,436033;-0,4488752;-3,954513;-3,322927;2,181818;-2,189492;-1,909807;4,174158
