Generation: 581 | maxFitness: 3,670536 | maxFitnessGen: 2,031036 | maxFitnessGenBuf: 2,036169
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,036169 | BrainData : 0,9657704;1,273395;4,066111;0,7710892;3,447213;-1,101765;4,162531;0,818799;0,03903791;-1,066026;-3,72876;-4,180297;3,219628;-2,134771;3,939971;-2,958523;4,981166;0,6868934;-1,281574;-4,533082;-1,168161;0,1225234;-1,17836;1,179837;-2,887329;3,759547
Index: 1 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,026521 | BrainData : 0,9087452;1,222509;4,136227;0,7710892;3,447213;-1,10621;4,203669;0,7869515;0,05711253;-1,022943;-3,76907;-4,151955;3,188154;-2,118742;3,941936;-2,915215;4,970156;0,6553661;-1,330899;-4,552633;-1,188287;0,09901869;-1,12093;1,195908;-2,912041;3,759547
Index: 2 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,023774 | BrainData : 0,9611756;1,271552;4,051374;0,7710892;3,45842;-1,1021;4,1983;0,8412507;0,01248211;-1,016555;-3,748362;-4,185779;3,189163;-2,097924;3,939971;-2,930147;5,000464;0,6479414;-1,292326;-4,534274;-1,133708;0,1225234;-1,143187;1,184988;-2,887329;3,759547
Index: 3 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,008444 | BrainData : 0,952311;1,318651;4,092555;0,7758846;3,475269;-1,091678;4,212817;0,853601;0,08198448;-1,022943;-3,711012;-4,180297;3,188154;-2,110221;3,94616;-2,952482;5,000464;0,6868934;-1,259479;-4,512751;-1,168161;0,1225234;-1,176056;1,179837;-2,887329;3,760796
Index: 4 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,918178 | BrainData : 0,9426377;1,250569;4,092555;0,7710892;3,447213;-1,1021;4,239781;0,818799;0,02478559;-1,022943;-3,738927;-4,180297;3,188154;-2,134771;3,950649;-2,883118;5,000464;0,6958418;-1,266708;-4,552633;-1,168161;0,1225234;-1,164806;1,179837;-2,887329;3,780554
Index: 5 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,916603 | BrainData : 0,9426377;1,300309;4,092555;0,7591537;3,447213;-1,069921;4,201655;0,818799;0,08505951;-1,05296;-3,741115;-4,211008;3,188154;-2,134771;3,97199;-2,920312;5,000464;0,6371946;-1,281574;-4,578263;-1,168161;0,1225234;-1,164806;1,179837;-2,895777;3,792199
Index: 6 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,863446 | BrainData : 0,9025531;1,272615;4,097255;0,7710892;3,447213;-1,118455;4,171838;0,818799;0,05254059;-1,040236;-3,748362;-4,148273;3,148582;-2,097528;3,985678;-2,930147;5,000464;0,731085;-1,281574;-4,552633;-1,188561;0,1225234;-1,175692;1,179837;-2,887329;3,721868
Index: 7 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,789277 | BrainData : 0,9426377;1,224329;4,075354;0,7881675;3,447213;-1,1021;4,163881;0,818799;0,05227212;-1,010123;-3,722111;-4,152113;3,188154;-2,134771;3,939971;-2,94289;5,000464;0,6868934;-1,281574;-4,545659;-1,168161;0,1018398;-1,162521;1,179837;-2,887329;3,759547
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,776714 | BrainData : 0,9339324;1,271552;4,083341;0,7710892;3,447213;-1,1021;4,163947;0,818799;0,02339441;-1,002035;-3,748362;-4,180297;3,188154;-2,183177;3,939971;-2,928083;4,993584;0,6868934;-1,281574;-4,527385;-1,168161;0,1225847;-1,164806;1,176611;-2,930372;3,759547
Index: 9 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,768188 | BrainData : 0,9416543;1,271552;4,092555;0,7981648;3,488776;-1,1021;4,174755;0,7710575;0,05254059;-1,00765;-3,748362;-4,180297;3,188154;-2,134771;3,939971;-2,930147;5,000464;0,6417295;-1,281574;-4,552633;-1,19383;0,1225234;-1,164806;1,155603;-2,887329;3,759547
Index: 10 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,762684 | BrainData : 0,9426377;1,271552;4,092555;0,8187876;3,447213;-1,1021;4,243161;0,818799;0,0617375;-1,022975;-3,748362;-4,180297;3,194845;-2,134771;3,939971;-2,930147;5,000464;0,6868934;-1,281574;-4,535931;-1,168161;0,153814;-1,1273;1,138248;-2,887329;3,759547
Index: 11 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,762662 | BrainData : 0,9426377;1,271552;4,098518;0,7710892;3,447213;-1,1021;4,1983;0,7877017;0,05254059;-1,022943;-3,772219;-4,180297;3,188154;-2,171675;3,939971;-2,958091;5,012589;0,7340332;-1,281574;-4,552633;-1,208719;0,1225234;-1,174587;1,187549;-2,84759;3,759547
Index: 12 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,737099 | BrainData : 0,8951946;1,254522;4,092555;0,7710892;3,447213;-1,1021;4,1983;0,818799;0,0806324;-0,9929698;-3,732364;-4,180297;3,188154;-2,107717;3,939971;-2,930147;4,952878;0,6868934;-1,290193;-4,552633;-1,214212;0,1225234;-1,164806;1,179837;-2,858835;3,759547
Index: 13 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,704302 | BrainData : 0,9835349;1,271552;4,092555;0,7710892;3,428359;-1,081205;4,1983;0,8634529;0,0346873;-1,04134;-3,797111;-4,180297;3,188154;-2,163592;3,937303;-2,930147;5,000464;0,6688834;-1,281574;-4,552633;-1,168161;0,07968271;-1,127629;1,179837;-2,91353;3,759547
Index: 14 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,702717 | BrainData : 0,9546925;1,24311;4,141843;0,7706222;3,487472;-1,064896;4,15343;0,818799;0,0118043;-1,025046;-3,775058;-4,206444;3,15625;-2,104995;3,900565;-2,897413;4,957726;0,7541404;-1,281161;-4,491146;-1,144895;0,07490127;-1,170037;1,183285;-2,887329;3,718163
Index: 15 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,702518 | BrainData : 0,8945587;1,271552;4,127816;0,7436297;3,449053;-1,141149;4,111152;0,8360267;0,07800597;-1,036685;-3,757681;-4,196905;3,217258;-2,132141;3,954312;-2,918773;4,964142;0,6868934;-1,267771;-4,552633;-1,120887;0,1161908;-1,132226;1,169549;-2,870889;3,786
Index: 16 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,702348 | BrainData : 0,9019218;1,257111;4,092555;0,7710892;3,412281;-1,1021;4,1983;0,818799;0,05254059;-1,022943;-3,748362;-4,180297;3,168911;-2,134813;3,939971;-2,930147;5,000464;0,6619012;-1,303471;-4,518406;-1,169296;0,07492381;-1,164806;1,179837;-2,882288;3,715948
Index: 17 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,67027 | BrainData : 0,9426377;1,29314;4,092555;0,7303575;3,447213;-1,1021;4,1983;0,8422239;0,05254059;-0,9813951;-3,721868;-4,220442;3,230513;-2,134771;3,939971;-2,930147;5,000464;0,6868934;-1,285873;-4,531591;-1,189597;0,1225234;-1,164806;1,188409;-2,887329;3,724689
Index: 18 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,582 | BrainData : 0,9426377;1,271552;4,092555;0,7710892;3,413061;-1,108085;4,217906;0,818799;0,05254059;-1,022943;-3,748362;-4,210549;3,188154;-2,157824;3,989249;-2,904018;5,005722;0,6868934;-1,281574;-4,552633;-1,153761;0,154628;-1,162112;1,180851;-2,870403;3,755567
Index: 19 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,580973 | BrainData : 0,9685547;1,238106;4,065467;0,7824105;3,447213;-1,084482;4,1983;0,8376582;0,0942295;-1,050867;-3,748362;-4,180297;3,188154;-2,104051;3,939971;-2,88707;5,000464;0,7110025;-1,281574;-4,502697;-1,168161;0,1225234;-1,164806;1,192036;-2,887329;3,716397
Index: 20 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,535679 | BrainData : 0,9628209;1,271552;4,09377;0,7470034;3,425381;-1,147029;4,1983;0,818799;0,05254059;-1,022943;-3,733796;-4,180297;3,198938;-2,178951;3,939971;-2,930147;5,000464;0,6868934;-1,235386;-4,552633;-1,168161;0,1225234;-1,136022;1,179837;-2,924655;3,721628
Index: 21 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,535257 | BrainData : 0,9345081;1,301787;4,013565;0,763643;3,392899;-1,092522;4,136011;0,7604162;0,06399716;-0,9200052;-3,767536;-4,193698;3,243644;-2,136354;3,916915;-2,890226;5,005972;0,7258001;-1,195475;-4,566508;-1,060831;0,08066524;-1,177599;1,289767;-2,818495;3,7764
Index: 22 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,431323 | BrainData : 0,9039065;1,286111;4,092555;0,7710892;3,47687;-1,14892;4,235709;0,818799;0,05254059;-1,058288;-3,770489;-4,180297;3,188154;-2,134771;3,939971;-2,971436;5,048981;0,6868934;-1,243819;-4,552633;-1,168161;0,1458772;-1,187595;1,179837;-2,884297;3,726135
Index: 23 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,253834 | BrainData : 0,9332321;1,277702;4,118364;0,8168265;3,486536;-1,1021;4,129612;0,7773281;0,05525944;-1,034881;-3,72831;-4,195435;3,203069;-2,134771;3,961045;-2,928099;4,968332;0,6886033;-1,267771;-4,523412;-1,11984;0,07712735;-1,149545;1,183285;-2,887329;3,764805
Index: 24 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,241725 | BrainData : 0,9694293;1,299943;4,092555;0,7568083;3,401464;-1,119073;4,1983;0,818799;0,09543381;-1,022943;-3,735061;-4,149513;3,188154;-2,134771;3,901294;-2,930147;5,000464;0,6868934;-1,27781;-4,536137;-1,168161;0,08119689;-1,164806;1,179837;-2,860007;3,759547
Index: 25 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,238057 | BrainData : 0,9644173;1,271552;4,1207;0,7710892;3,447213;-1,144262;4,1983;0,7775343;0,05254059;-1,022943;-3,748362;-4,180297;3,188154;-2,16112;3,977927;-2,939447;4,978416;0,6868934;-1,26801;-4,552633;-1,168161;0,08076876;-1,170344;1,179837;-2,887329;3,789093
Index: 26 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,207174 | BrainData : 0,944952;1,241249;4,094549;0,7316729;3,447213;-1,139697;4,1983;0,8133259;0,05254059;-1,048231;-3,748362;-4,180297;3,188434;-2,164505;3,939971;-2,930147;5,010287;0,6722965;-1,281574;-4,552633;-1,168161;0,1141862;-1,164806;1,130245;-2,887329;3,759547
Index: 27 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,20479 | BrainData : 0,9426377;1,26134;4,057037;0,7861131;3,515126;-1,1021;4,110374;0,8477266;0,06704202;-0,9795151;-3,748362;-4,180297;3,183262;-2,091008;3,900096;-3,019979;5,014949;0,7031965;-1,24711;-4,527544;-1,18213;0,07675442;-1,156959;1,201392;-2,858102;3,816097
Index: 28 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,141669 | BrainData : 1,002235;1,30521;4,059274;0,7665067;3,469198;-1,077405;4,112321;0,8178476;0,02263392;-0,8755112;-3,763792;-4,222762;3,189654;-2,134771;3,859915;-2,885265;4,994514;0,6633939;-1,225933;-4,54222;-1,146857;0,06807536;-1,179464;1,286453;-2,851057;3,725379
Index: 29 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,132645 | BrainData : 0,9192637;1,263032;4,059666;0,6105569;3,462214;-1,048094;4,084976;0,7966171;-0,005848123;-0,9165269;-3,715151;-4,188725;3,109441;-2,180067;3,836073;-2,856692;4,854271;0,6810341;-1,179553;-4,44556;-1,112207;0,2234822;-1,232674;1,170709;-2,786386;3,745131
Index: 30 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,105425 | BrainData : 0,9426377;1,316813;4,092555;0,7710892;3,447213;-1,13552;4,1983;0,818799;0,05254059;-1,022943;-3,705087;-4,202705;3,181809;-2,126208;3,975275;-2,921501;5,000464;0,7329016;-1,286443;-4,543553;-1,168161;0,1720939;-1,164806;1,179837;-2,887329;3,759547
Index: 31 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,097213 | BrainData : 0,9918306;1,271552;4,092555;0,7624432;3,482564;-1,1021;4,223756;0,818799;0,05254059;-0,9806843;-3,72351;-4,180297;3,19799;-2,134771;3,939971;-2,92141;5,000464;0,6456308;-1,280676;-4,552633;-1,168161;0,1520339;-1,201415;1,179837;-2,933135;3,759547
Index: 32 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,015103 | BrainData : 0,9426377;1,276806;4,124112;0,7710892;3,461722;-1,1021;4,1983;0,818799;0,03511737;-1,022943;-3,76912;-4,180297;3,196561;-2,182698;3,947824;-2,902238;5,000464;0,6868934;-1,322834;-4,523818;-1,168161;0,1225234;-1,164806;1,21911;-2,932502;3,759547
Index: 33 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,6852564 | BrainData : -4,474864;4,904183;-3,894757;-1,128866;-2,763415;-3,683907;-0,08527231;-3,289396;-0,8053564;4,040143;1,290293;-2,171307;-2,025485;4,615548;-1,962878;-2,853982;-2,637111;3,91017;-1,234621;-2,103131;-4,618364;-3,039242;-3,666733;1,068099;1,314688;-0,8262081
Index: 34 | Name: car 20 | Brain Type: TotallyRandom | Fitness: 0,6175904 | BrainData : 4,276973;4,226569;-1,716474;1,783247;-2,175583;-2,826561;3,940552;-1,354628;3,771169;1,245442;4,933755;-1,300748;-0,9014244;2,648879;1,709672;-0,645668;-0,1291747;4,022173;-2,820188;1,533339;-4,389994;0,3418832;4,786477;0,2336807;-0,5704622;4,075777
Index: 35 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,5666054 | BrainData : 2,161403;-0,6243439;-1,178282;2,680923;-3,70055;4,859572;-3,845835;4,348134;0,2814703;-4,87529;2,101298;-2,974515;-0,187809;-0,7339244;0,7248492;-4,808666;2,50294;3,384241;-3,496279;3,082739;2,852224;-1,196733;-3,659101;4,620687;0,4275804;2,534199
Index: 36 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,5448936 | BrainData : 3,882756;3,645168;-1,675587;2,60624;2,656655;-0,3249555;-3,779465;-2,188683;-4,944221;-0,1862316;-1,431706;3,328028;-2,596234;2,579041;-1,734593;-0,6677299;-3,560754;1,233191;3,408207;-1,901121;-1,53785;3,898617;2,539012;0,02887917;1,478323;-0,8946066
Index: 37 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,5444362 | BrainData : -2,371644;3,473322;-0,9363463;-0,04728603;-1,552797;-2,577404;1,045525;0,9733127;-3,689813;-2,492157;-3,650882;-1,805861;4,774413;3,213311;-3,316588;-0,9924036;-1,537429;-4,091086;3,551849;-4,430487;0,3921084;1,923749;0,1914792;-0,5428667;4,251203;-3,443255
Index: 38 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,5409403 | BrainData : 2,784734;2,880565;-3,377788;0,02572012;4,6421;-3,478831;-3,757306;3,662931;2,672198;-2,89011;-0,7418357;-0,6966072;-2,1057;0,161943;2,04569;1,722201;-4,039055;0,380662;-4,967567;-1,020215;-1,291556;0,9397202;2,523723;1,016947;3,170966;0,2988462
