Generation: 553 | maxFitness: 3,670536 | maxFitnessGen: 1,988144 | maxFitnessGenBuf: 1,999823
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,999823 | BrainData : 0,6882418;1,283152;3,954001;0,7081742;3,555062;-1,136307;4,10085;0,8905145;0,1182442;-0,9236463;-3,648863;-4,122205;3,085346;-2,110736;3,953244;-2,992753;4,912055;0,8211528;-1,234897;-4,426741;-1,42993;0,1970221;-1,199553;1,113168;-2,893112;3,781126
Index: 1 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,999823 | BrainData : 0,6717219;1,303627;3,988197;0,7210115;3,606544;-1,143244;4,141162;0,8765546;0,1536703;-0,8738093;-3,648863;-4,076692;3,085346;-2,099545;3,999719;-2,992753;4,912055;0,8413128;-1,25147;-4,426741;-1,42993;0,1970221;-1,190461;1,113168;-2,893112;3,781126
Index: 2 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,999823 | BrainData : 0,6717219;1,283152;3,954001;0,7411784;3,596375;-1,183205;4,14676;0,8544454;0,1205774;-0,9236463;-3,651259;-4,076974;3,132688;-2,107743;3,953244;-2,992753;4,912055;0,8560815;-1,25147;-4,426741;-1,42993;0,1970221;-1,159959;1,113168;-2,893112;3,781126
Index: 3 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,999823 | BrainData : 0,6717219;1,283152;3,915369;0,7406242;3,560136;-1,141444;4,108082;0,8322923;0,1182442;-0,9236463;-3,629977;-4,045524;3,085346;-2,099545;3,915656;-2,944394;4,912055;0,8413128;-1,222078;-4,465635;-1,42993;0,1970221;-1,188067;1,113168;-2,893112;3,781126
Index: 4 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,956968 | BrainData : 0,68609;1,283152;4,014204;0,7768561;3,584704;-1,128159;4,12011;0,7971297;0,1003343;-0,8576776;-3,574911;-4,130929;3,117718;-2,171384;3,889804;-2,990062;4,874879;0,9028021;-1,229283;-4,426741;-1,474797;0,1674135;-1,161517;1,153615;-2,890515;3,793204
Index: 5 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,929478 | BrainData : 0,6717219;1,273697;3,994877;0,7491191;3,596375;-1,183205;4,14676;0,8398899;0,1182442;-0,8995014;-3,636737;-4,076692;3,085346;-2,144473;3,958447;-3,016592;4,892045;0,8413128;-1,25147;-4,426741;-1,437443;0,1970221;-1,199553;1,113168;-2,852678;3,750273
Index: 6 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,88 | BrainData : 0,6485371;1,283152;4,000793;0,7757688;3,669303;-1,08275;4,142062;0,722604;0,1965075;-0,9319102;-3,643453;-4,12537;3,131725;-2,150215;3,889804;-2,990062;4,842587;0,9200501;-1,252769;-4,409965;-1,474797;0,1970221;-1,200254;1,084129;-2,925958;3,771055
Index: 7 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,873635 | BrainData : 0,6045703;1,240066;4,045391;0,7399001;3,599908;-1,140558;4,125305;0,8327318;0,1182442;-0,8758898;-3,659329;-4,108648;3,048083;-2,047411;3,921834;-2,939997;4,894168;0,8921828;-1,226076;-4,475749;-1,460753;0,1290419;-1,233632;1,207643;-2,823816;3,801214
Index: 8 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,867952 | BrainData : 0,7116887;1,283152;3,954001;0,7639041;3,562144;-1,183205;4,14676;0,8544454;0,1191762;-0,8953838;-3,648863;-4,081289;3,085346;-2,099545;3,946894;-2,966937;4,912055;0,7933857;-1,290502;-4,426741;-1,441434;0,1970221;-1,199553;1,113168;-2,862845;3,781126
Index: 9 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,830639 | BrainData : 0,6717219;1,242534;3,958675;0,7406242;3,590899;-1,183205;4,104638;0,8544454;0,1182442;-0,9236463;-3,654029;-4,118997;3,085346;-2,094002;3,953244;-2,992753;4,863308;0,8413128;-1,25147;-4,406572;-1,424932;0,1970221;-1,199553;1,095681;-2,893112;3,781126
Index: 10 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,814721 | BrainData : 0,6717219;1,283152;3,954001;0,7114204;3,591786;-1,193284;4,14676;0,8099514;0,1423943;-0,9236463;-3,648863;-4,076692;3,051682;-2,099545;3,953244;-2,944657;4,893534;0,8850083;-1,25147;-4,398456;-1,467375;0,2101804;-1,199553;1,092772;-2,893112;3,815825
Index: 11 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,804212 | BrainData : 0,6623082;1,283152;3,947424;0,7645554;3,599908;-1,189467;4,129848;0,8000531;0,1694797;-0,8902484;-3,617488;-4,095722;3,12413;-2,159122;3,925122;-2,998159;4,879826;0,9200501;-1,229283;-4,403957;-1,431084;0,1970221;-1,176802;1,113168;-2,939212;3,809458
Index: 12 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,783033 | BrainData : 0,6692048;1,283152;4,005175;0,7539464;3,599908;-1,107851;4,10931;0,7747561;0,1493772;-0,8676517;-3,620177;-4,124954;3,117718;-2,150215;3,889804;-3,083218;4,899804;0,9015675;-1,182364;-4,456895;-1,444467;0,1889091;-1,161629;1,113168;-2,871479;3,79756
Index: 13 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,772691 | BrainData : 0,710745;1,257996;4,0111;0,7573748;3,599908;-1,083222;4,129848;0,8021017;0,1134285;-0,8481891;-3,643453;-4,055109;3,191839;-2,190516;3,908404;-2,970615;4,795833;0,8776991;-1,229283;-4,444599;-1,443333;0,1970221;-1,20178;1,113168;-2,90302;3,867822
Index: 14 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,74773 | BrainData : 0,7000832;1,283152;3,947706;0,7406242;3,606313;-1,225067;4,14676;0,8544454;0,1182442;-0,9236463;-3,648863;-4,076692;3,085346;-2,106216;3,970062;-2,992753;4,894744;0,7970879;-1,25147;-4,426741;-1,42993;0,2339903;-1,163899;1,089715;-2,893112;3,781126
Index: 15 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,739894 | BrainData : 0,662501;1,283152;3,954001;0,7379847;3,596375;-1,183205;4,14676;0,8544454;0,1182442;-0,9236463;-3,691068;-4,076692;3,036872;-2,099545;3,98542;-2,992753;4,869875;0,8413128;-1,25147;-4,476473;-1,42993;0,1970221;-1,150339;1,113168;-2,923878;3,781126
Index: 16 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,704083 | BrainData : 0,6328213;1,283152;3,954001;0,7802678;3,596375;-1,200546;4,179296;0,8270941;0,1073356;-0,9236463;-3,651995;-4,076692;3,085346;-2,143247;3,953244;-2,992753;4,912055;0,8413128;-1,25147;-4,386742;-1,474666;0,1668273;-1,163194;1,113168;-2,893112;3,781126
Index: 17 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,663865 | BrainData : 0,6717219;1,283152;3,992712;0,7667025;3,626734;-1,204511;4,14676;0,8108574;0,0972743;-0,939326;-3,648863;-4,122594;3,115762;-2,099545;3,920909;-2,992753;4,961162;0,8413128;-1,207464;-4,426741;-1,42993;0,2189908;-1,199553;1,113168;-2,893112;3,798914
Index: 18 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,644136 | BrainData : 0,6717219;1,283152;3,926957;0,7656162;3,564091;-1,173943;4,14676;0,8544454;0,07990251;-0,9236463;-3,649773;-4,107479;3,085346;-2,099545;3,953244;-2,992753;4,912055;0,8045115;-1,277844;-4,403317;-1,42993;0,2134432;-1,214078;1,113168;-2,893996;3,781126
Index: 19 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,59665 | BrainData : 0,6717219;1,283152;3,954001;0,7475216;3,596375;-1,16933;4,14676;0,8544454;0,1405557;-0,9525596;-3,648863;-4,091755;3,071118;-2,134479;3,908465;-3,039479;4,8667;0,8861666;-1,25147;-4,427908;-1,473617;0,1970221;-1,171546;1,113168;-2,941733;3,781126
Index: 20 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,566799 | BrainData : 0,6243864;1,245803;3,954001;0,7406242;3,596375;-1,183205;4,14676;0,8197681;0,1182442;-0,9236463;-3,62131;-4,043341;3,088619;-2,099545;3,980581;-3,037157;4,920886;0,8356713;-1,25147;-4,389388;-1,408592;0,1970221;-1,232168;1,126189;-2,877611;3,733775
Index: 21 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,514146 | BrainData : 0,6645601;1,283152;3,954001;0,7282229;3,596375;-1,145809;4,180983;0,8510574;0,1182442;-0,9068426;-3,61082;-4,076692;3,085346;-2,060332;3,953244;-3,042452;4,917354;0,8413128;-1,246287;-4,426741;-1,42993;0,1970221;-1,175127;1,138219;-2,893112;3,781126
Index: 22 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,411701 | BrainData : 0,6500857;1,277497;3,954001;0,7406242;3,618762;-1,202434;4,14676;0,8544454;0,1552499;-0,8966479;-3,648863;-4,076692;3,085346;-2,146889;3,950059;-2,963116;4,929007;0,8695009;-1,296134;-4,426741;-1,42993;0,2346193;-1,178226;1,113168;-2,893112;3,801643
Index: 23 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,247426 | BrainData : 0,6717219;1,24214;3,954001;0,7406242;3,560347;-1,183205;4,14676;0,8508816;0,1182442;-0,8981759;-3,648863;-4,071685;3,048045;-2,099545;3,977988;-2,992753;4,912055;0,8413128;-1,239512;-4,439913;-1,42993;0,1483828;-1,199553;1,111991;-2,893112;3,781126
Index: 24 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,234604 | BrainData : 0,6717219;1,283349;3,921413;0,7406242;3,596375;-1,172726;4,14676;0,8544454;0,07738353;-0,9236463;-3,62786;-4,079474;3,114816;-2,126292;3,953244;-2,996588;4,872975;0,8698868;-1,25147;-4,438076;-1,478678;0,1932526;-1,202856;1,070513;-2,892556;3,77783
Index: 25 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,228296 | BrainData : 0,6717219;1,268067;3,982956;0,7406242;3,596375;-1,183205;4,157733;0,8544454;0,09494725;-0,9319449;-3,648863;-4,076692;3,116164;-2,126968;3,953244;-2,992753;4,880847;0,8748353;-1,25147;-4,452717;-1,42993;0,1591343;-1,199553;1,087065;-2,914968;3,793795
Index: 26 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,142771 | BrainData : 0,6717219;1,283152;3,936028;0,7086682;3,632056;-1,187116;4,175423;0,8879237;0,1182442;-0,9240522;-3,684485;-4,076692;3,063502;-2,078148;3,953244;-2,996064;4,912055;0,8413128;-1,281152;-4,426741;-1,439885;0,1534025;-1,173772;1,101056;-2,893112;3,812408
Index: 27 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,120232 | BrainData : 0,6623082;1,237288;3,948045;0,7869183;3,570663;-1,109526;4,120487;0,7730982;0,1181191;-0,8199278;-3,658633;-4,123385;3,132718;-2,220338;3,900231;-2,951404;4,874879;0,9200501;-1,275234;-4,452598;-1,454592;0,1236464;-1,172799;1,113168;-2,944733;3,833222
Index: 28 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,059509 | BrainData : 0,6717219;1,283152;3,936034;0,6947241;3,549207;-1,199866;4,161552;0,8810204;0,1314651;-0,9236463;-3,648863;-4,076692;3,085346;-2,088191;3,953244;-2,969624;4,912055;0,8114092;-1,25147;-4,449724;-1,42993;0,2416911;-1,233077;1,131857;-2,893112;3,810158
Index: 29 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,04721 | BrainData : 0,6717219;1,283152;3,963271;0,7406242;3,554953;-1,200799;4,13894;0,8544454;0,1182442;-0,9236463;-3,648863;-4,076692;3,085346;-2,099923;3,966447;-2,992753;4,891776;0,8413128;-1,270292;-4,426741;-1,410059;0,207856;-1,199553;1,159639;-2,893112;3,787265
Index: 30 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,034679 | BrainData : 0,6307521;1,228528;4,009575;0,7399001;3,641653;-1,182436;4,125305;0,8327318;0,1182442;-0,9001741;-3,685174;-4,095862;3,095582;-2,069605;3,892226;-2,984999;4,837492;0,8921828;-1,248706;-4,525264;-1,474797;0,1290419;-1,233632;1,162308;-2,782985;3,8181
Index: 31 | Name: car 14 | Brain Type: RandomParents | Fitness: 0,943888 | BrainData : 0,6659034;1,32129;3,938603;0,758576;3,557607;-1,13242;4,165967;0,7515553;0,1754291;-0,8902484;-3,554435;-4,123385;3,104764;-2,150215;3,867022;-3,028049;4,839833;0,9213114;-1,20609;-4,385807;-1,503014;0,2325554;-1,191351;1,113168;-2,9407;3,7426
Index: 32 | Name: car 47 | Brain Type: TOP2 | Fitness: 0,9262597 | BrainData : 0,7196093;1,308523;3,923232;0,7406242;3,596152;-1,232905;4,14676;0,8544454;0,1182442;-0,9692335;-3,663004;-4,076692;3,077674;-2,120402;3,921616;-2,992753;4,882898;0,839493;-1,291548;-4,426741;-1,433182;0,2350003;-1,199553;1,114141;-2,936847;3,735753
Index: 33 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,8799937 | BrainData : 0,642747;1,283152;3,961027;0,7399001;3,636083;-1,109526;4,129848;0,7759433;0,1088781;-0,8777289;-3,625364;-4,136157;3,117718;-2,1379;3,906345;-2,998906;4,866235;0,9287734;-1,277642;-4,414136;-1,453733;0,2030776;-1,22557;1,170473;-2,914534;3,741946
Index: 34 | Name: car 25 | Brain Type: TOP2 | Fitness: 0,8773222 | BrainData : 0,6717219;1,237182;3,954001;0,7406242;3,596375;-1,166958;4,14676;0,8544454;0,1182442;-0,9236463;-3,655508;-4,068514;3,046205;-2,134596;3,958958;-3,008341;4,912055;0,8413128;-1,237111;-4,464057;-1,42993;0,2413144;-1,199553;1,151426;-2,893112;3,76603
Index: 35 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,5812517 | BrainData : -3,664699;0,3644056;-3,238095;-2,805679;2,704504;-1,23593;-1,735392;-1,62472;0,1318617;-0,03650856;1,356286;3,16554;-2,334163;-0,5004935;1,004202;-0,5687695;-2,468541;0,8328123;-2,94292;1,409781;-0,4822378;-4,721526;-2,84358;3,924253;2,363306;-3,658087
Index: 36 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,5807257 | BrainData : 4,324988;0,4077201;-3,461165;3,007463;4,670568;2,603451;3,54609;-1,791884;-4,219439;1,190708;1,237702;-4,514353;-3,787668;1,79379;1,309608;-2,381124;4,182289;1,800916;3,43843;2,958942;4,873594;1,741075;3,840257;4,545011;0,6767206;-4,648705
Index: 37 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,576365 | BrainData : -2,252783;-1,678631;0,9728913;1,355209;3,182484;-3,95779;-0,5493684;-3,232055;2,721482;2,133114;-3,397695;-2,850781;-1,434393;-0,09890032;-3,52992;-2,803322;3,955155;-1,389339;-0,5877347;1,799614;-1,43838;-3,463703;2,309388;-3,972653;-0,3857441;4,820997
