Generation: 202 | maxFitness: 3,670536 | maxFitnessGen: 1,71542 | maxFitnessGenBuf: 1,689495
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,689495 | BrainData : 1,055176;1,286619;3,716521;0,3849831;3,094346;-0,4258105;4,279062;0,4039354;-0,07684328;-1,078892;-3,745747;-4,196972;3,441268;-2,500446;3,641809;-3,259482;4,692954;1,574922;-1,164946;-4,660515;-0,938382;0,09841865;-1,009888;1,339774;-2,716027;3,906328
Index: 1 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,678398 | BrainData : 1,089373;1,286619;3,768148;0,4266067;3,094346;-0,4227617;4,279062;0,4244446;-0,05485532;-1,058137;-3,813371;-4,204093;3,405852;-2,500446;3,638897;-3,217508;4,735615;1,580217;-1,136426;-4,660515;-0,9747411;0,09841865;-1,056728;1,339774;-2,703447;3,873962
Index: 2 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,675455 | BrainData : 1,089373;1,262241;3,718227;0,3422799;3,078424;-0,4227617;4,279062;0,4025035;-0,06326175;-1,115844;-3,779342;-4,142782;3,405852;-2,500446;3,65359;-3,217508;4,747077;1,527781;-1,136426;-4,666971;-1,005078;0,09841865;-1,056728;1,339774;-2,703447;3,866598
Index: 3 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,674594 | BrainData : 1,089373;1,329575;3,718227;0,386493;3,094346;-0,4555404;4,285589;0,3535791;-0,05485532;-1,078892;-3,779342;-4,155151;3,417792;-2,500446;3,638897;-3,2142;4,689207;1,574922;-1,169236;-4,662559;-0,9747411;0,09519941;-1,056728;1,339774;-2,703447;3,8836
Index: 4 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,664224 | BrainData : 1,089373;1,326941;3,718227;0,386493;3,094346;-0,445642;4,279062;0,4025035;-0,04923473;-1,104308;-3,751701;-4,155151;3,393677;-2,500446;3,638897;-3,217508;4,735615;1,574922;-1,136426;-4,659201;-0,9747411;0,07653935;-1,056728;1,353278;-2,698044;3,866598
Index: 5 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,658122 | BrainData : 1,089373;1,321076;3,718227;0,386493;3,094346;-0,3988613;4,279062;0,3845993;-0,05485532;-1,108588;-3,779342;-4,155151;3,405852;-2,500446;3,65504;-3,177111;4,735615;1,574922;-1,136426;-4,701257;-0,9747411;0,08196866;-1,010882;1,339774;-2,703447;3,854
Index: 6 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,642513 | BrainData : 1,069408;1,296725;3,766011;0,386493;3,094346;-0,4630734;4,295283;0,4025035;-0,02018903;-1,078892;-3,819129;-4,109878;3,405852;-2,506928;3,646954;-3,257293;4,687853;1,532863;-1,142335;-4,660515;-1,013416;0,09841865;-1,011397;1,339774;-2,703447;3,851861
Index: 7 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,64189 | BrainData : 1,07899;1,287343;3,718227;0,386493;3,094346;-0,4227617;4,30856;0,4140854;-0,08650731;-1,078892;-3,779342;-4,17045;3,405852;-2,488768;3,638897;-3,218595;4,735615;1,574922;-1,136426;-4,660515;-0,9747411;0,09841865;-1,011057;1,339774;-2,735411;3,909552
Index: 8 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,577388 | BrainData : 1,051617;1,319922;3,718227;0,386493;3,094346;-0,4227617;4,300038;0,4025035;-0,01093646;-1,078892;-3,770456;-4,155151;3,436171;-2,500446;3,638897;-3,227779;4,735615;1,579854;-1,136426;-4,637536;-0,9747411;0,09841865;-1,10306;1,339774;-2,71986;3,866598
Index: 9 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,537614 | BrainData : 1,095261;1,286619;3,681345;0,386493;3,094346;-0,4227617;4,26409;0,4025035;-0,09468258;-1,078892;-3,78292;-4,1241;3,414429;-2,500446;3,638897;-3,255362;4,735615;1,577009;-1,103947;-4,660515;-0,9747411;0,09841865;-1,056728;1,295939;-2,731923;3,866598
Index: 10 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,530324 | BrainData : 1,089373;1,268002;3,718227;0,370773;3,059931;-0,390055;4,279062;0,4025035;-0,05485532;-1,078892;-3,779342;-4,13332;3,417959;-2,500446;3,638897;-3,17973;4,695551;1,574922;-1,136426;-4,660515;-1,009113;0,08588301;-1,026021;1,339774;-2,668499;3,866598
Index: 11 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,51007 | BrainData : 1,136425;1,246276;3,718227;0,3998515;3,126281;-0,4051759;4,279062;0,4025035;-0,06248355;-1,078892;-3,745679;-4,155151;3,444871;-2,480813;3,665306;-3,176579;4,691822;1,580361;-1,136426;-4,638278;-0,9501024;0,0841454;-1,095101;1,331712;-2,670533;3,85762
Index: 12 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,482481 | BrainData : 1,05829;1,286619;3,718227;0,4233778;3,094346;-0,4250747;4,279062;0,4421681;-0,05485532;-1,078892;-3,767989;-4,139265;3,405852;-2,463813;3,638897;-3,217508;4,766635;1,574922;-1,136426;-4,675824;-0,9747411;0,09841865;-1,099791;1,36061;-2,667714;3,830316
Index: 13 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,479156 | BrainData : 1,105268;1,286619;3,718227;0,386493;3,140714;-0,4227617;4,266307;0,4025035;-0,05485532;-1,078892;-3,779342;-4,160443;3,43819;-2,500446;3,638897;-3,173576;4,78151;1,601112;-1,182143;-4,618739;-0,9874964;0,08367319;-1,098596;1,364696;-2,703447;3,856143
Index: 14 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,478416 | BrainData : 1,085104;1,331741;3,751498;0,3003022;3,094346;-0,3929442;4,292432;0,4111152;-0,035402;-1,105515;-3,766034;-4,155151;3,365822;-2,501697;3,639989;-3,236522;4,772962;1,619151;-1,137462;-4,663089;-0,997843;0,1302447;-1,056728;1,292432;-2,6854;3,921633
Index: 15 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,477257 | BrainData : 1,054548;1,317018;3,671722;0,3403115;3,094346;-0,4249825;4,307886;0,4025035;-0,1008542;-1,078892;-3,779342;-4,155151;3,405852;-2,453281;3,638897;-3,217508;4,741112;1,574922;-1,136426;-4,660515;-0,99831;0,07495184;-1,027576;1,339774;-2,67381;3,866598
Index: 16 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,437549 | BrainData : 1,089373;1,286619;3,735138;0,4307853;3,091458;-0,4061398;4,279062;0,4025035;-0,05485532;-1,078892;-3,779342;-4,177246;3,415671;-2,474897;3,651338;-3,184934;4,735615;1,554598;-1,157342;-4,660515;-0,9740961;0,1106325;-1,056728;1,341649;-2,712618;3,869349
Index: 17 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,299001 | BrainData : 1,062873;1,286619;3,753511;0,386493;3,090565;-0,4684472;4,279062;0,4025035;-0,08408014;-1,040748;-3,779342;-4,143037;3,433677;-2,498305;3,648672;-3,189635;4,761134;1,594566;-1,106185;-4,660515;-0,9327404;0,1269793;-1,027539;1,339774;-2,703447;3,873626
Index: 18 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,220314 | BrainData : 1,084544;1,286619;3,723533;0,386493;3,083072;-0,4332726;4,267089;0,414171;-0,05820094;-1,078892;-3,763762;-4,155661;3,413477;-2,500446;3,647931;-3,217508;4,735615;1,574922;-1,136426;-4,660515;-1,021211;0,09414706;-1,057496;1,339774;-2,737001;3,821595
Index: 19 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,187572 | BrainData : 1,089373;1,285557;3,718227;0,386493;3,094346;-0,4227617;4,279062;0,3899932;-0,05485532;-1,122921;-3,779342;-4,152964;3,405852;-2,500446;3,638897;-3,217508;4,768934;1,574922;-1,153438;-4,660515;-0,9747411;0,09841865;-1,056728;1,370388;-2,703447;3,866598
Index: 20 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,104639 | BrainData : 1,116126;1,277819;3,718227;0,386493;3,094346;-0,3811733;4,310069;0,3667058;-0,05485532;-1,120069;-3,779342;-4,181476;3,402555;-2,504729;3,640352;-3,187703;4,738671;1,588687;-1,136426;-4,660515;-0,9438707;0,1211362;-1,056728;1,339774;-2,703447;3,84009
Index: 21 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,098713 | BrainData : 1,042005;1,20067;3,676516;0,3471766;3,139033;-0,4172162;4,212345;0,4094251;-0,008295581;-1,076101;-3,797401;-4,128581;3,450259;-2,49774;3,628379;-3,20052;4,793821;1,580164;-1,139712;-4,665087;-0,9894708;0,1161755;-1,041872;1,274001;-2,713862;3,891619
Index: 22 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,077397 | BrainData : 1,089373;1,308221;3,718227;0,386493;3,094346;-0,390858;4,279062;0,3901363;-0,05485532;-1,078892;-3,759558;-4,155151;3,408891;-2,480192;3,65707;-3,228374;4,699406;1,574922;-1,088151;-4,663904;-0,9747411;0,09841865;-1,024643;1,307368;-2,658067;3,866598
Index: 23 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,058956 | BrainData : 1,089373;1,316282;3,736235;0,386493;3,094346;-0,4227617;4,266212;0,4025035;-0,06930245;-1,078892;-3,810834;-4,155151;3,405852;-2,500446;3,638897;-3,217508;4,747769;1,601993;-1,132773;-4,660515;-0,9737943;0,09841865;-1,056728;1,291034;-2,656861;3,842785
Index: 24 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,058549 | BrainData : 1,018776;1,217814;3,720901;0,3703218;3,116931;-0,5034327;4,322801;0,4429124;-0,08616681;-1,001512;-3,741408;-4,139833;3,406625;-2,535772;3,612085;-3,177544;4,813465;1,552303;-1,110682;-4,667181;-1,055568;0,05986108;-1,017774;1,319625;-2,647353;3,802653
Index: 25 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,9981842 | BrainData : 1,042005;1,291293;3,675717;0,345705;3,065683;-0,4110849;4,240224;0,4303002;-0,05485532;-1,078892;-3,819213;-4,146433;3,429671;-2,410025;3,70082;-3,217508;4,725383;1,618146;-1,089764;-4,656256;-0,9849166;0,1302447;-1,070676;1,335688;-2,725456;3,866598
Index: 26 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,939445 | BrainData : 1,081035;1,291293;3,742741;0,347965;3,057246;-0,4531722;4,2512;0,4025035;-0,0596959;-0,9973972;-3,841219;-4,212653;3,405852;-2,492472;3,607883;-3,225195;4,711969;1,665845;-1,095315;-4,656627;-1,034769;0,1302447;-1,104338;1,336609;-2,72858;3,847013
