Generation: 780 | maxFitness: 3,670536 | maxFitnessGen: 2,308587 | maxFitnessGenBuf: 2,537779
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,537779 | BrainData : -2,202269;0,1825276;-1,679498;0,647572;-3,474618;4,212913;-0,1593273;3,359;2,204155;4,582162;1,279094;-4,559498;-4,406556;2,01827;-2,604319;-3,863067;-0,4769026;-4,992727;4,507898;-0,1098256;-3,944139;-3,126258;2,009983;-2,296196;-2,049585;4,103547
Index: 1 | Name: car 25 | Brain Type: TOP2 | Fitness: 2,513374 | BrainData : -2,169415;0,1825276;-1,630717;0,6730158;-3,492052;4,206952;-0,1135957;3,305408;2,210759;4,582162;1,279094;-4,559498;-4,436858;2,01827;-2,549917;-3,881062;-0,5265573;-4,992727;4,542597;-0,1946867;-3,979432;-3,079344;1,986699;-2,289332;-2,065573;4,103547
Index: 2 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,513374 | BrainData : -2,202269;0,1678049;-1,679498;0,7125205;-3,521969;4,231651;-0,1140397;3,325426;2,210361;4,549801;1,279094;-4,559498;-4,395315;2,036446;-2,555002;-3,881062;-0,5582008;-5,04153;4,542597;-0,114991;-3,979432;-3,126258;1,986699;-2,289332;-2,065573;4,103547
Index: 3 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,513374 | BrainData : -2,202269;0,1825276;-1,657988;0,7215608;-3,521969;4,212913;-0,1593273;3,294585;2,227832;4,604216;1,23656;-4,559498;-4,398549;2,051776;-2,573213;-3,881062;-0,5265573;-4,991269;4,542597;-0,1459577;-4,002353;-3,126258;1,986699;-2,326804;-2,065573;4,103547
Index: 4 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,513374 | BrainData : -2,16271;0,1600103;-1,670419;0,6730158;-3,521969;4,212913;-0,1259291;3,325426;2,274032;4,582162;1,279094;-4,559498;-4,404762;1,971403;-2,51623;-3,930219;-0,5443416;-4,948027;4,542597;-0,158483;-4,029158;-3,089638;1,986699;-2,256389;-2,065573;4,103547
Index: 5 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,512914 | BrainData : -2,202269;0,1825276;-1,686216;0,6843995;-3,50984;4,256596;-0,1593273;3,325426;2,215244;4,594997;1,255656;-4,581972;-4,406556;2,065367;-2,548973;-3,881062;-0,5319258;-4,992727;4,542597;-0,158483;-3,93471;-3,121554;1,986978;-2,249129;-2,065573;4,103547
Index: 6 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,45705 | BrainData : -2,216449;0,1962408;-1,701657;0,6796454;-3,5646;4,1984;-0,1593273;3,312026;2,188725;4,596701;1,310608;-4,631885;-4,439322;2,002625;-2,555002;-3,995472;-0,4573207;-4,992727;4,566208;-0,1394657;-3,983994;-3,157984;1,998427;-2,24838;-2,029696;4,068613
Index: 7 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,397732 | BrainData : -2,202269;0,1825276;-1,691865;0,6533779;-3,521969;4,212913;-0,1449101;3,276667;2,245363;4,582162;1,316231;-4,546814;-4,452436;2,01827;-2,555002;-3,902472;-0,5200762;-4,992727;4,519777;-0,158483;-4,022993;-3,126258;1,969951;-2,318874;-2,065573;4,098042
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,379921 | BrainData : -2,202269;0,1825276;-1,674136;0,6730158;-3,521969;4,212913;-0,1579686;3,325426;2,256305;4,582162;1,279094;-4,547872;-4,424358;2,01827;-2,555002;-3,843365;-0,5165465;-4,992727;4,591613;-0,1916846;-3,975638;-3,083658;1,986699;-2,24722;-2,065573;4,137425
Index: 9 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,376669 | BrainData : -2,202269;0,1956632;-1,679498;0,6273521;-3,521969;4,212913;-0,1593273;3,325426;2,227832;4,574577;1,279094;-4,525663;-4,406556;2,01827;-2,51927;-3,881062;-0,4865351;-4,955308;4,542597;-0,2018825;-3,977972;-3,137033;1,986699;-2,289332;-2,081374;4,103547
Index: 10 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 2,370427 | BrainData : 4,934293;-2,162798;-0,5500908;-1,138887;-1,41588;2,25421;-0,803947;2,653266;4,771682;0,590766;1,859421;3,197981;3,423352;-3,165785;0,5955892;-3,484331;3,090925;-4,130131;-3,908609;4,446572;3,539386;-1,166389;-2,599478;-3,489966;1,224017;-4,295004
