Generation: 573 | maxFitness: 3,670536 | maxFitnessGen: 2,084853 | maxFitnessGenBuf: 1,999706
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,999706 | BrainData : 0,9265318;1,277062;4,017974;0,6490481;3,453749;-1,126095;4,044379;0,818799;0,1096083;-0,9324312;-3,677406;-4,18569;3,213806;-2,151191;3,872518;-2,98961;4,996711;0,7745018;-1,194481;-4,508252;-1,177493;0,1657685;-1,206003;1,161557;-2,836236;3,768934
Index: 1 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,994931 | BrainData : 0,9897609;1,277062;3,999005;0,6082872;3,467705;-1,165031;3,973013;0,9107636;0,09374119;-0,9731646;-3,61949;-4,18569;3,10646;-2,070675;3,922788;-3,022123;4,983904;0,7437369;-1,173417;-4,448919;-1,145062;0,2191609;-1,138688;1,132595;-2,815564;3,804879
Index: 2 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,98097 | BrainData : 0,9680949;1,238254;3,999005;0,6082872;3,46949;-1,174366;4,006721;0,9202151;0,09566302;-0,9751281;-3,649237;-4,18569;3,10646;-2,118031;3,928351;-3,005417;5,014985;0,737375;-1,16875;-4,43384;-1,198458;0,2394552;-1,164117;1,132595;-2,786119;3,804879
Index: 3 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,9806 | BrainData : 0,9580597;1,277062;3,97668;0,6524455;3,490929;-1,174366;4,027824;0,9107636;0,08460625;-0,9731646;-3,61949;-4,16951;3,10646;-2,118031;3,889848;-3,005417;5,014985;0,7393708;-1,19158;-4,433752;-1,174959;0,2191609;-1,184038;1,132595;-2,815564;3,787577
Index: 4 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,980543 | BrainData : 0,9580597;1,281395;3,999005;0,6579388;3,459866;-1,144374;3,98799;0,9107636;0,1423068;-0,9731646;-3,61949;-4,211565;3,10646;-2,118031;3,946366;-3,005417;5,014985;0,7745018;-1,162579;-4,441946;-1,172773;0,2191609;-1,119956;1,132595;-2,815564;3,787489
Index: 5 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,979724 | BrainData : 0,9580597;1,277062;3,999005;0,6082872;3,459043;-1,174366;3,976242;0,9107636;0,1008984;-0,9731646;-3,582802;-4,18569;3,076906;-2,118031;3,921825;-3,005417;5,031481;0,7745018;-1,19158;-4,451829;-1,218431;0,2191609;-1,09631;1,142642;-2,815564;3,814382
Index: 6 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,976829 | BrainData : 0,9445907;1,277062;3,999005;0,6082872;3,487831;-1,174366;4,04233;0,9107636;0,07485884;-0,9731646;-3,666303;-4,18569;3,13674;-2,15545;3,913982;-3,005417;5,014985;0,7745018;-1,19158;-4,464592;-1,157492;0,238523;-1,138688;1,132595;-2,815564;3,833781
Index: 7 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,918708 | BrainData : 0,9580597;1,259719;3,999005;0,6082872;3,459866;-1,134806;4,040078;0,9057337;0,1231914;-0,9591826;-3,60263;-4,18569;3,10646;-2,118031;3,875433;-3,005417;5,042799;0,7745018;-1,19158;-4,405127;-1,172773;0,1846487;-1,138688;1,14751;-2,841283;3,804879
Index: 8 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,917819 | BrainData : 0,9580597;1,279878;3,999005;0,6053367;3,505862;-1,174366;4,006721;0,9107636;0,05915487;-0,9731646;-3,61949;-4,14319;3,115751;-2,118031;3,918468;-2,974733;5,023344;0,7745018;-1,21233;-4,441946;-1,132074;0,2191609;-1,138688;1,14734;-2,768658;3,804879
Index: 9 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,904306 | BrainData : 0,9580597;1,277062;3,998224;0,6082872;3,459866;-1,174366;4,006721;0,9484565;0,1032532;-0,9731646;-3,61949;-4,214652;3,10646;-2,167406;3,921825;-3,005417;5,036938;0,7745018;-1,193222;-4,441946;-1,172773;0,2191609;-1,092214;1,132595;-2,791051;3,799403
Index: 10 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,858438 | BrainData : 0,9580597;1,277062;4,028807;0,6082872;3,410171;-1,200051;3,958733;0,9107636;0,1503693;-0,9731646;-3,61949;-4,18569;3,153095;-2,080018;3,921825;-3,005417;5,014985;0,7745018;-1,19158;-4,441946;-1,172773;0,2191609;-1,185072;1,143098;-2,815564;3,841473
Index: 11 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,823273 | BrainData : 1,006728;1,314264;3,999005;0,6082872;3,459866;-1,164032;4,035203;0,9107636;0,06837372;-0,9368951;-3,61949;-4,18569;3,10646;-2,154995;3,921825;-3,005417;5,014985;0,8060542;-1,19158;-4,482756;-1,172773;0,2191609;-1,171704;1,1552;-2,795775;3,804879
Index: 12 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,795487 | BrainData : 0,8866881;1,230357;3,993128;0,6629341;3,476108;-1,206859;4,052025;0,935619;0,123202;-0,9653308;-3,649057;-4,220987;3,140821;-2,086124;3,904314;-2,964847;4,962815;0,7479606;-1,131013;-4,466661;-1,232788;0,1936771;-1,142525;1,096859;-2,839041;3,715406
Index: 13 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,771592 | BrainData : 0,9580597;1,236831;3,999005;0,6009464;3,459866;-1,174366;4,006721;0,9107636;0,06466207;-0,9731646;-3,666454;-4,18569;3,104517;-2,091156;3,921825;-3,005417;4,994043;0,7782127;-1,206166;-4,441946;-1,209777;0,2191609;-1,154375;1,132595;-2,769367;3,804879
Index: 14 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,77116 | BrainData : 0,9926449;1,277062;3,985819;0,6535156;3,459866;-1,174366;4,020436;0,9139757;0,114723;-0,9731646;-3,61949;-4,18569;3,145898;-2,118031;3,971412;-3,005417;5,014985;0,8106735;-1,19158;-4,441946;-1,172773;0,2094662;-1,12345;1,132595;-2,815564;3,840287
Index: 15 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,730325 | BrainData : 0,8976119;1,335747;3,981189;0,6490481;3,451227;-1,179774;4,078281;0,8783699;0,1037222;-1,007546;-3,558389;-4,18569;3,162704;-2,143394;3,921825;-2,961242;4,991324;0,7745018;-1,190474;-4,495374;-1,158471;0,2191609;-1,158618;1,09986;-2,831547;3,835689
Index: 16 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,690786 | BrainData : 0,9107675;1,2386;3,999005;0,6581492;3,503163;-1,174366;4,0556;0,9265668;0,06956482;-0,9851763;-3,629073;-4,18569;3,10646;-2,118031;3,890081;-3,005417;4,982751;0,8159772;-1,205594;-4,441946;-1,172773;0,2191609;-1,138688;1,132595;-2,854753;3,804879
Index: 17 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,679547 | BrainData : 0,9115393;1,32136;4,019087;0,6471558;3,430563;-1,166532;4,006721;0,9107636;0,1304643;-0,9671524;-3,586874;-4,207964;3,104092;-2,119838;3,944908;-2,977617;4,996711;0,7695593;-1,21779;-4,469634;-1,184395;0,2191609;-1,16084;1,161854;-2,815564;3,804879
Index: 18 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,679138 | BrainData : 0,9205675;1,277062;4,036996;0,6152783;3,459866;-1,196683;4,006721;0,9107636;0,1008984;-0,9882254;-3,640726;-4,152527;3,10646;-2,071385;3,914988;-3,005417;5,021742;0,7483724;-1,223247;-4,411962;-1,205392;0,2191609;-1,138688;1,132595;-2,850653;3,773926
Index: 19 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,676765 | BrainData : 0,9580597;1,267091;4,001816;0,6082872;3,459866;-1,190194;4,032921;0,9107636;0,1008984;-0,9731646;-3,61949;-4,18569;3,122318;-2,118031;3,921825;-3,012964;4,996874;0,7646078;-1,21856;-4,438097;-1,172773;0,2154008;-1,093966;1,176572;-2,771001;3,800807
Index: 20 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,676079 | BrainData : 0,9580597;1,277062;4,023269;0,6082872;3,497772;-1,151479;4,043288;0,9107636;0,1008984;-0,9731646;-3,6257;-4,201882;3,10646;-2,16127;3,921825;-3,005417;5,029285;0,7745018;-1,19158;-4,482431;-1,209435;0,2556837;-1,138688;1,100495;-2,862422;3,804879
Index: 21 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,674494 | BrainData : 0,9866434;1,243;3,973413;0,5957922;3,410255;-1,174366;4,006721;0,9107636;0,1138839;-1,003271;-3,634526;-4,18569;3,131024;-2,118031;3,944066;-3,005417;5,014985;0,7745018;-1,168749;-4,415161;-1,172773;0,2452409;-1,138688;1,132595;-2,816512;3,804879
Index: 22 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,667932 | BrainData : 1,001734;1,277062;3,999005;0,6082872;3,460562;-1,174366;4,006721;0,9107636;0,09109893;-0,9746004;-3,61949;-4,151353;3,10646;-2,145246;3,921825;-3,005417;4,986624;0,7745018;-1,185073;-4,441946;-1,172773;0,2191609;-1,138688;1,15278;-2,815564;3,804879
Index: 23 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,624528 | BrainData : 0,9496654;1,268742;3,986915;0,6082872;3,459866;-1,135456;4,020566;0,8849143;0,1012928;-0,9616197;-3,588686;-4,200509;3,10646;-2,118031;3,921825;-3,026136;4,965536;0,7451282;-1,19158;-4,441946;-1,172773;0,2459497;-1,176813;1,132595;-2,815564;3,797081
Index: 24 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,361983 | BrainData : 0,95012;1,277062;4,037912;0,6628682;3,472732;-1,17222;4,044379;0,8217592;0,0734428;-0,936134;-3,63402;-4,151437;3,178524;-2,19365;3,888185;-3,008578;4,996711;0,7745018;-1,208328;-4,469634;-1,218379;0,2026841;-1,206003;1,164298;-2,841541;3,768934
Index: 25 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,277839 | BrainData : 0,9681947;1,232931;3,999005;0,5723213;3,428598;-1,190686;4,006721;0,9107636;0,1196079;-0,9760158;-3,61949;-4,141867;3,10646;-2,118031;3,921825;-3,040443;5,014985;0,7745018;-1,149228;-4,441946;-1,222636;0,2191609;-1,138688;1,083986;-2,815564;3,793017
Index: 26 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,25962 | BrainData : 0,8731268;1,319489;4,037401;0,6490481;3,459866;-1,122254;4,000734;0,901;0,08672054;-0,9731646;-3,629529;-4,210975;3,144779;-2,125913;3,884028;-3,005417;4,972743;0,7853942;-1,239077;-4,469634;-1,177063;0,2079172;-1,154206;1,109629;-2,805896;3,845248
Index: 27 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,243312 | BrainData : 0,9580597;1,242569;3,999005;0,6082872;3,459866;-1,174366;4,005854;0,9486198;0,1008984;-0,9731646;-3,668972;-4,18569;3,06812;-2,118031;3,945474;-2,981018;5,014985;0,7745018;-1,19158;-4,441946;-1,179686;0,2042671;-1,111761;1,132595;-2,777553;3,845217
Index: 28 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,182992 | BrainData : 0,9454821;1,277062;3,95608;0,6082872;3,459866;-1,174366;4,02521;0,9590896;0,06635347;-0,9731646;-3,61949;-4,18569;3,10646;-2,118031;3,916195;-2,963712;5,014985;0,7745018;-1,19158;-4,489326;-1,125422;0,2686534;-1,14551;1,132595;-2,824673;3,834019
Index: 29 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,180699 | BrainData : 0,9580597;1,277062;3,999005;0,565128;3,50911;-1,174366;4,021869;0,9107636;0,1008984;-0,9731646;-3,61949;-4,220614;3,080583;-2,118031;3,948248;-2,994921;5,014985;0,7745018;-1,19158;-4,424567;-1,202865;0,2300206;-1,138688;1,146623;-2,854566;3,804879
Index: 30 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,146852 | BrainData : 0,8549435;1,279033;4,041253;0,6782497;3,429208;-1,192168;4,006721;0,867158;0,1096083;-0,9731646;-3,621552;-4,150638;3,137657;-2,141227;3,948106;-2,978735;4,996711;0,794992;-1,18045;-4,468154;-1,176739;0,2092051;-1,135327;1,086444;-2,801251;3,820668
Index: 31 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,051424 | BrainData : 0,8435996;1,233331;3,979295;0,6190475;3,423017;-1,177803;4,108963;0,9030817;0,06282178;-0,974758;-3,622522;-4,091213;3,164315;-2,153402;3,969099;-2,994141;5,011123;0,8455335;-1,271662;-4,483012;-1,302877;0,1972188;-1,167109;1,058756;-2,825976;3,768704
Index: 32 | Name: car 10 | Brain Type: RandomParents | Fitness: 0,9440826 | BrainData : 0,8780628;1,233331;4,004727;0,6190475;3,387195;-1,215824;4,083526;0,9008815;0,06282178;-0,9680575;-3,622522;-4,155505;3,164315;-2,131063;3,944593;-3,077335;5,011123;0,8455335;-1,271662;-4,483012;-1,246924;0,1664892;-1,133152;1,058756;-2,844846;3,770695
Index: 33 | Name: car 39 | Brain Type: TOP2 | Fitness: 0,9164497 | BrainData : 0,9580597;1,277062;4,037059;0,6082872;3,428149;-1,174366;4,006721;0,9107636;0,09991382;-0,9452599;-3,61949;-4,18569;3,139572;-2,139984;3,921825;-2,975538;5,031959;0,7745018;-1,146232;-4,464865;-1,172773;0,2620408;-1,108028;1,171168;-2,812684;3,804879
Index: 34 | Name: car 14 | Brain Type: RandomParents | Fitness: 0,8710376 | BrainData : 0,9115393;1,293828;3,999091;0,6855843;3,459866;-1,195812;4,025584;0,9495507;0,1967002;-0,9731646;-3,636784;-4,141377;3,118913;-2,157007;3,932593;-3,075505;4,996711;0,7778741;-1,187794;-4,469634;-1,284562;0,2661485;-1,158618;1,181942;-2,827275;3,833735
Index: 35 | Name: car 50 | Brain Type: RandomParents | Fitness: 0,6873536 | BrainData : 4,158075;-3,082728;-0,05819845;-0,3233747;-1,468924;3,90008;-1,717272;-3,983023;0,528831;-0,8016725;-1,189169;-4,374668;0,840065;-3,081005;-4,853157;0,5879335;-0,3661733;-3,846899;-1,754467;2,314597;-4,359469;4,517324;-0,6240101;-4,033569;-0,2924232;2,000942
Index: 36 | Name: car 21 | Brain Type: TotallyRandom | Fitness: 0,6071606 | BrainData : 2,318817;-2,833323;4,032344;1,3913;-3,028168;2,188128;-2,038346;-2,009024;-0,8326478;-0,4386787;1,836431;3,745522;0,8195238;4,20733;-1,882441;0,3883557;4,102;2,975444;4,244366;0,05447197;-4,130558;-1,644211;-4,491817;-0,4768472;-0,4261036;-0,6492333
Index: 37 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,6035167 | BrainData : 3,559826;1,925127;-3,814989;2,552348;0,7414227;4,848819;-1,30558;3,512461;-4,469557;-0,2766652;2,608759;-1,85935;-0,9251552;-3,675244;1,074503;2,797673;0,2857404;3,15077;4,486028;-2,821381;4,652273;0,6807871;4,675853;-0,9349875;0,2773314;-0,1288133
Index: 38 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,5879942 | BrainData : 3,370227;-3,281985;1,995411;2,247638;-0,7835584;-1,583272;-0,8601685;4,849196;-0,5000658;3,216571;-1,442545;0,1542001;4,308002;3,221364;4,827759;-1,586893;-0,6837039;3,36032;0,07915688;-1,476813;-3,792724;1,083618;-4,714204;4,605409;2,38561;-0,1417704
Index: 39 | Name: car 13 | Brain Type: RandomParents | Fitness: 0,5838104 | BrainData : -2,995422;-0,1374756;2,075219;-3,638237;-4,552685;-3,403966;-2,503285;1,116722;1,031222;-1,739874;4,040974;4,332151;-2,651087;3,893951;1,435684;4,879455;2,426214;-0,6465693;-4,044303;3,736892;1,295802;-0,4333521;3,560646;-1,247716;2,534309;3,906952
Index: 40 | Name: car 19 | Brain Type: TotallyRandom | Fitness: 0,5793593 | BrainData : 2,678646;-2,012102;2,633445;-0,7421117;3,007324;2,947192;1,715155;-0,4913979;2,497985;-4,048458;4,097745;-3,309498;4,873734;4,462861;1,944133;4,045218;-1,140139;4,377487;-3,837551;1,446232;-0,1107545;1,358126;-4,877722;2,802591;4,638748;3,23765
Index: 41 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,5791947 | BrainData : 3,359412;0,9483333;-1,205061;4,75301;-0,0917058;2,649456;4,937078;-0,8855672;0,4139833;2,261106;4,534984;3,840721;4,262903;2,194518;-3,685478;-0,6668286;-1,257755;3,028949;-0,3841443;-1,600516;3,061583;1,622577;-0,4882841;-3,751931;3,837706;4,909888
Index: 42 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,4771521 | BrainData : 0,6670051;-1,361876;4,044648;1,428177;-1,96225;3,7414;-2,572903;2,587656;-2,876801;2,006115;3,594252;1,61335;-4,048504;-1,708834;-2,428501;-4,141424;4,337267;3,617755;3,788987;-4,7705;-0,2586169;-0,4757066;2,997869;-0,6783919;0,1696663;-4,105849
Index: 43 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,464033 | BrainData : 0,1526399;4,562483;-0,6893997;4,34605;-3,564076;0,3396935;-2,264586;-4,214162;1,423326;-3,502327;-2,22157;-3,711802;0,3557758;0,3280969;-4,898196;3,652975;3,704066;-3,71883;0,6641226;2,830572;-0,5713301;-3,751373;0,4445009;2,30791;-3,143273;4,322469
Index: 44 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 0,4596575 | BrainData : -3,848932;-2,412575;-2,745949;-1,184524;-2,447694;0,9497552;-0,1164751;3,819642;0,1332598;3,738334;1,634189;-0,2349143;0,1303477;-2,345539;2,637466;-4,735476;-0,8594732;0,2614741;4,525213;0,8419971;1,258126;-0,0287323;-4,700947;-2,216773;-0,2598648;-4,36852
Index: 45 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,4348106 | BrainData : -3,987293;-4,063371;1,821226;-3,910378;2,278492;-3,271239;-1,478624;3,588373;2,761847;-1,207254;2,380332;-4,741506;2,503296;-2,434475;-2,131689;-2,683253;-4,65737;1,123009;-4,664898;3,360126;0,02644862;1,857531;-0,9045477;-4,226507;-2,326789;-2,823588
Index: 46 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,4344744 | BrainData : -3,987293;-4,038609;1,851962;-3,919755;2,247519;-3,271239;-1,459855;3,542792;2,761847;-1,207254;2,390896;-4,784533;2,503296;-2,434475;-2,059769;-2,682957;-4,641001;1,081059;-4,667123;3,362793;0,02037655;1,891613;-0,8896711;-4,212286;-2,327431;-2,824814
Index: 47 | Name: car 22 | Brain Type: TotallyRandom | Fitness: 0,4308541 | BrainData : 1,269593;-3,623634;-2,394166;-4,054579;4,849654;-3,550962;3,429571;-4,502348;3,506638;-4,3567;0,3710003;3,151132;2,03472;1,352372;-3,961573;-0,02100658;-4,580194;0,671;2,883677;4,333097;-0,3240399;3,980549;-0,8414607;-2,588602;-2,879851;3,399946
Index: 48 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,4278983 | BrainData : 0,4984144;0,9162642;-0,4271798;3,724394;-2,045443;-4,006358;-1,611855;3,678561;-1,328418;-3,748297;0,6610285;-2,983958;-1,978139;-0,4345088;-2,965351;-3,904178;-4,93
