Generation: 880 | maxFitness: 3,670536 | maxFitnessGen: 2,024279 | maxFitnessGenBuf: 2,165923
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,165923 | BrainData : -2,27271;0,1058974;-1,954461;0,225034;-3,453542;4,507903;-0,162486;3,452814;2,351487;4,539278;1,149806;-4,790336;-4,585069;2,249045;-2,407954;-3,644867;-0,2671019;-4,671356;4,452139;-0,1912402;-3,908569;-3,102296;2,287606;-2,286659;-1,811731;4,117398
Index: 1 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,159055 | BrainData : -2,23683;0,09835856;-1,915354;0,2457161;-3,455884;4,506454;-0,1927351;3,440169;2,351487;4,522038;1,14661;-4,809112;-4,633782;2,253234;-2,454585;-3,635521;-0,2671019;-4,644593;4,410206;-0,1766448;-3,86289;-3,112094;2,287606;-2,262238;-1,811731;4,136935
Index: 2 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,158304 | BrainData : -2,23683;0,1223577;-1,941522;0,2457161;-3,455884;4,484451;-0,1353203;3,424131;2,303541;4,551995;1,14661;-4,761927;-4,598999;2,215232;-2,407954;-3,635521;-0,2795022;-4,664266;4,410206;-0,1766448;-3,818733;-3,102296;2,287606;-2,286659;-1,825648;4,168352
Index: 3 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,153462 | BrainData : -2,183147;0,1124304;-1,961484;0,2633156;-3,455884;4,496208;-0,156416;3,424975;2,266416;4,45273;1,174759;-4,784722;-4,63203;2,274307;-2,35146;-3,703529;-0,2025545;-4,682299;4,409724;-0,2224173;-3,878374;-3,101206;2,287606;-2,331985;-1,811731;4,133626
Index: 4 | Name: car 3 | Brain Type: RandomParents | Fitness: 2,150224 | BrainData : -2,245267;0,1344415;-1,974775;0,2973789;-3,472625;4,650724;-0,1861976;3,424131;2,376306;4,536072;1,151357;-4,769424;-4,586746;2,17863;-2,358961;-3,723238;-0,2607728;-4,616564;4,402226;-0,2273327;-3,915474;-3,099322;2,283794;-2,373419;-1,811731;4,124683
Index: 5 | Name: car 14 | Brain Type: RandomParents | Fitness: 2,147214 | BrainData : -2,26975;0,1581132;-1,959905;0,199612;-3,455884;4,503362;-0,1571391;3,424131;2,318703;4,463778;1,154618;-4,765528;-4,657418;2,227532;-2,393265;-3,649954;-0,253911;-4,634752;4,403831;-0,2048257;-3,854764;-3,099322;2,287606;-2,344435;-1,811731;4,129618
Index: 6 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,145353 | BrainData : -2,272805;0,1223577;-1,936234;0,2197345;-3,502807;4,484451;-0,1386702;3,43227;2,317002;4,539278;1,145164;-4,787134;-4,633782;2,225788;-2,407954;-3,632853;-0,3086518;-4,617813;4,397634;-0,2220548;-3,876241;-3,102296;2,287606;-2,286659;-1,811731;4,128371
Index: 7 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,145321 | BrainData : -2,214363;0,1597666;-1,919502;0,1994755;-3,415212;4,47708;-0,162486;3,424131;2,375542;4,510772;1,14661;-4,784324;-4,633782;2,239016;-2,407954;-3,596169;-0,2561183;-4,604362;4,441533;-0,217032;-3,86289;-3,102296;2,287606;-2,321512;-1,80759;4,118876
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,075615 | BrainData : -2,23683;0,1223577;-1,915354;0,251158;-3,421156;4,485144;-0,162486;3,404795;2,351487;4,539278;1,14661;-4,809112;-4,633782;2,176905;-2,436717;-3,635521;-0,2204288;-4,602377;4,397098;-0,1299533;-3,86289;-3,102296;2,299929;-2,242437;-1,811731;4,132541
Index: 9 | Name: car 25 | Brain Type: TOP2 | Fitness: 2,064322 | BrainData : -2,278186;0,1159543;-1,875211;0,2457161;-3,455884;4,503049;-0,162486;3,424131;2,351487;4,539278;1,106779;-4,809112;-4,633782;2,179173;-2,407954;-3,635521;-0,2671019;-4,596794;4,410206;-0,1840732;-3,885722;-3,102296;2,287606;-2,320097;-1,811731;4,103476
Index: 10 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,054094 | BrainData : -2,23683;0,1428128;-1,915354;0,2457161;-3,493721;4,484451;-0,162486;3,424131;2,351487;4,539278;1,14661;-4,768135;-4,633782;2,225788;-2,407954;-3,635521;-0,2671019;-4,644593;4,410206;-0,1766448;-3,862781;-3,056597;2,287606;-2,262843;-1,811731;4,102089
