Generation: 160 | maxFitness: 3,670536 | maxFitnessGen: 1,736277 | maxFitnessGenBuf: 1,74767
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,74767 | BrainData : 1,01457;1,414268;3,545215;0,3941651;3,050048;-0,5255176;4,270985;0,425593;-0,3183593;-1,169703;-3,840493;-4,040295;3,33849;-2,661769;3,553592;-3,326803;4,748983;1,621274;-1,20392;-4,431481;-0,8286406;0,08472204;-1,154531;1,373815;-2,736635;3,97533
Index: 1 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,747089 | BrainData : 1,059799;1,420964;3,503962;0,4125315;3,072514;-0,5220914;4,375574;0,4025592;-0,3632739;-1,199842;-3,838311;-4,040295;3,260005;-2,662641;3,542124;-3,328845;4,795791;1,617049;-1,181262;-4,445362;-0,887986;0,09163767;-1,076043;1,343135;-2,748375;3,925086
Index: 2 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,742441 | BrainData : 1,04399;1,41374;3,513514;0,3415897;3,041639;-0,5220914;4,327435;0,4007908;-0,3283201;-1,199842;-3,799319;-4,071367;3,309215;-2,631773;3,573678;-3,328845;4,78215;1,659053;-1,15639;-4,407996;-0,9209122;0,08955191;-1,067433;1,343135;-2,736635;3,922391
Index: 3 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,742193 | BrainData : 1,059799;1,394279;3,503962;0,3541742;3,072514;-0,5071986;4,366031;0,4576185;-0,3632739;-1,18227;-3,840677;-4,040295;3,309215;-2,597386;3,51523;-3,317319;4,78215;1,659053;-1,153956;-4,36222;-0,887986;0,1045613;-1,113547;1,309707;-2,772503;3,922391
Index: 4 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,74018 | BrainData : 1,059799;1,39715;3,503962;0,3392429;3,070046;-0,5288749;4,342668;0,4940016;-0,3431577;-1,192711;-3,799319;-4,040295;3,309215;-2,653348;3,580719;-3,328845;4,738916;1,659053;-1,136853;-4,450313;-0,887986;0,09163767;-1,113547;1,343135;-2,736635;3,925131
Index: 5 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,737519 | BrainData : 1,059799;1,452185;3,503962;0,372286;3,037832;-0,5220914;4,277965;0,4100783;-0,3632739;-1,199842;-3,799319;-4,087859;3,301141;-2,624115;3,532762;-3,328845;4,78215;1,659053;-1,153956;-4,449783;-0,887986;0,07519371;-1,113547;1,343135;-2,736635;3,877131
Index: 6 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,71517 | BrainData : 1,059799;1,448665;3,503962;0,3309194;3,072514;-0,5220914;4,291278;0,4666381;-0,3632739;-1,203533;-3,833227;-4,059771;3,309215;-2,624115;3,542124;-3,328845;4,78215;1,673115;-1,153956;-4,419102;-0,8753481;0,09163767;-1,115516;1,343135;-2,736635;3,935514
Index: 7 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,714832 | BrainData : 1,054534;1,420964;3,540652;0,372286;3,105098;-0,5220914;4,327435;0,4657271;-0,3632739;-1,210592;-3,799319;-4,074742;3,330462;-2,578092;3,542124;-3,293767;4,78215;1,697737;-1,152292;-4,407996;-0,887986;0,09163767;-1,113547;1,367456;-2,736635;3,970023
Index: 8 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,698487 | BrainData : 1,022134;1,420964;3,518934;0,4082779;3,027134;-0,5489382;4,294298;0,446053;-0,3393145;-1,199842;-3,757664;-4,033594;3,341183;-2,624115;3,515042;-3,324936;4,78215;1,649686;-1,12201;-4,407996;-0,887986;0,09163767;-1,096751;1,351629;-2,736635;3,922391
Index: 9 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,698302 | BrainData : 1,059799;1,420964;3,507248;0,372286;3,044833;-0,5220914;4,327435;0,446053;-0,3549973;-1,188356;-3,799319;-4,038153;3,309215;-2,661987;3,542124;-3,328845;4,823598;1,659053;-1,185779;-4,407996;-0,887986;0,09163767;-1,113547;1,328903;-2,736635;3,904003
Index: 10 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,658217 | BrainData : 1,087168;1,420964;3,552642;0,372286;3,072514;-0,5220914;4,327435;0,4511741;-0,3857478;-1,179764;-3,799319;-4,040295;3,344566;-2,652375;3,561968;-3,328845;4,78215;1,659053;-1,185682;-4,407996;-0,8384279;0,09163767;-1,113547;1,343135;-2,718447;3,922391
Index: 11 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,62179 | BrainData : 1,09695;1,463766;3,503962;0,374924;3,115969;-0,5220914;4,327435;0,446053;-0,3919308;-1,199842;-3,799319;-4,028944;3,309215;-2,624115;3,542124;-3,287251;4,78215;1,659053;-1,153956;-4,452363;-0,9276616;0,09163767;-1,113547;1,343135;-2,736635;3,965744
Index: 12 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,621131 | BrainData : 1,059799;1,412116;3,503962;0,372286;3,064017;-0,5220914;4,372432;0,446053;-0,3632739;-1,199842;-3,770442;-4,040295;3,309215;-2,5843;3,5828;-3,304378;4,78215;1,663858;-1,180614;-4,407996;-0,9353651;0,09163767;-1,113547;1,343135;-2,727142;3,876895
Index: 13 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,619027 | BrainData : 0,9366889;1,420964;3,558923;0,444815;3,058924;-0,5556872;4,254536;0,3804196;-0,339886;-1,163717;-3,834225;-4,041313;3,309215;-2,624115;3,553592;-3,328845;4,78531;1,581253;-1,255438;-4,431775;-0,8817054;0,1106213;-1,20208;1,302745;-2,766802;3,950654
Index: 14 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,596851 | BrainData : 1,059799;1,420964;3,503962;0,4092401;3,072514;-0,5220914;4,327435;0,446053;-0,3632739;-1,199842;-3,799319;-4,040295;3,309215;-2,624115;3,542124;-3,284663;4,78215;1,659053;-1,189373;-4,394518;-0,887986;0,1190039;-1,157258;1,343135;-2,736635;3,960019
Index: 15 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,592953 | BrainData : 1,050239;1,415544;3,503962;0,372286;3,072514;-0,5586197;4,283902;0,4318449;-0,3632739;-1,199842;-3,799319;-4,017812;3,357272;-2,624115;3,542124;-3,328845;4,811066;1,677459;-1,153956;-4,38456;-0,887986;0,07013988;-1,113751;1,366193;-2,736635;3,88891
Index: 16 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,583984 | BrainData : 1,059799;1,420964;3,482283;0,372286;3,036429;-0,5220914;4,321626;0,446053;-0,3632739;-1,182099;-3,781257;-4,040295;3,309215;-2,643461;3,546791;-3,328845;4,78215;1,690016;-1,153956;-4,451689;-0,9330488;0,108588;-1,113547;1,343135;-2,69692;3,970987
Index: 17 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,562385 | BrainData : 1,059799;1,434226;3,503962;0,372286;3,072514;-0,5566728;4,350075;0,446053;-0,3632739;-1,199842;-3,799319;-4,050608;3,309215;-2,624115;3,502737;-3,328845;4,754583;1,659053;-1,153956;-4,402003;-0,8888767;0,09163767;-1,113547;1,343135;-2,752726;3,903342
Index: 18 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,544436 | BrainData : 1,095119;1,420964;3,503962;0,4063583;3,059569;-0,5472348;4,322641;0,451945;-0,3632739;-1,168954;-3,786366;-4,05459;3,33355;-2,624115;3,574909;-3,328845;4,78215;1,659053;-1,153956;-4,407996;-0,8907439;0,09163767;-1,074676;1,318239;-2,736635;3,922391
Index: 19 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,540454 | BrainData : 1,024449;1,407857;3,503962;0,3525168;3,072514;-0,5586829;4,359173;0,446053;-0,3632739;-1,249201;-3,788324;-4,033662;3,309215;-2,624115;3,590822;-3,300951;4,78215;1,659053;-1,153956;-4,430616;-0,8955672;0,09163767;-1,113547;1,343135;-2,736635;3,876392
Index: 20 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,486691 | BrainData : 0,9705219;1,420964;3,553133;0,4179358;3,050048;-0,5192971;4,270985;0,4465494;-0,3117657;-1,128257;-3,840493;-4,014689;3,33849;-2,653358;3,553592;-3,346886;4,708462;1,621274;-1,168336;-4,479421;-0,8592083;0,08472204;-1,154531;1,329595;-2,736635;3,978833
Index: 21 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,443574 | BrainData : 1,059799;1,402338;3,490379;0,3450057;3,072514;-0,5329887;4,357647;0,3960936;-0,4127827;-1,171726;-3,755231;-4,040295;3,274542;-2,624115;3,542124;-3,328845;4,809875;1,640936;-1,153956;-4,407996;-0,9037122;0,09163767;-1,110965;1,343135;-2,688058;3,922391
Index: 22 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,387434 | BrainData : 1,057178;1,420964;3,503962;0,3830392;3,031443;-0,5220914;4,302243;0,4544032;-0,3269917;-1,199842;-3,799319;-4,050671;3,309215;-2,577786;3,555703;-3,322644;4,78215;1,659053;-1,151802;-4,407996;-0,8567639;0,09163767;-1,095706;1,374205;-2,736635;3,922391
Index: 23 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,249871 | BrainData : 1,094798;1,421879;3,469768;0,372286;3,072514;-0,5252041;4,327435;0,4178954;-0,3632739;-1,182027;-3,799319;-4,079329;3,309215;-2,609654;3,511741;-3,328845;4,794353;1,659053;-1,119151;-4,440444;-0,9284288;0,1403292;-1,084668;1,343135;-2,725141;3,940679
Index: 24 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,248275 | BrainData : 1,063278;1,408699;3,497672;0,4179358;3,105712;-0,5348602;4,313036;0,4237664;-0,2915901;-1,173999;-3,840493;-4,064323;3,317929;-2,642411;3,564234;-3,374668;4,731591;1,647203;-1,201654;-4,450161;-0,8955453;0,1106213;-1,200067;1,370748;-2,736635;3,950654
Index: 25 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,127313 | BrainData : 1,099813;1,381349;3,503962;0,372286;3,101306;-0,5220914;4,330252;0,446053;-0,3911543;-1,237997;-3,779424;-4,040295;3,332951;-2,631999;3,542124;-3,328845;4,732234;1,681815;-1,105663;-4,407996;-0,856061;0,09163767;-1,139856;1,371784;-2,736635;3,884432
Index: 26 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,101889 | BrainData : 1,059799;1,420964;3,488611;0,3498017;3,072514;-0,5220914;4,327435;0,4841528;-0,3793409;-1,178308;-3,799319;-4,040295;3,323863;-2,624115;3,542124;-3,328845;4,818838;1,659053;-1,198784;-4,407996;-0,8629927;0,05007329;-1,069302;1,343135;-2,736635;3,933715
Index: 27 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,078096 | BrainData : 1,067849;1,412198;3,500795;0,4094168;3,06058;-0,5162746;4,220407;0,4365892;-0,2697606;-1,334467;-3,883071;-4,043168;3,338924;-2,652657;3,53474;-3,339993;4,703473;1,629676;-1,168336;-4,403765;-0,8155525;0,1013675;-1,119667;1,330521;-2,678172;3,969861
Index: 28 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,020046 | BrainData : 1,059638;1,38344;3,527614;0,4179358;3,083907;-0,5155618;4,263285;0,4033359;-0,3315305;-1,21277;-3,882787;-4,029617;3,36443;-2,624115;3,553592;-3,328845;4,722721;1,572041;-1,155082;-4,39573;-0,866806;0,09343392;-1,173177;1,301936;-2,726648;3,973464
Index: 29 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,994056 | BrainData : 1,064768;1,388687;3,49063;0,4179358;3,077622;-0,52899;4,307982;0,4614022;-0,339886;-1,257599;-3,807653;-4,06491;3,287361;-2,670165;3,501537;-3,290648;4,835089;1,613612;-1,149975;-4,431481;-0,8404827;0,1432899;-1,160773;1,343135;-2,736635;3,935267
Index: 30 | Name: car 10 | Brain Type: RandomParents | Fitness: 0,8892348 | BrainData : 1,045336;1,423772;3,496715;0,4044711;3,059677;-0,5412052;4,257518;0,418731;-0,3185977;-1,211138;-3,840493;-4,005384;3,346505;-2,685938;3,568086;-3,300416;4,750657;1,613612;-1,149379;-4,431481;-0,8002678;0,1231165;-1,145691;1,362218;-2,770758;3,950654
Index: 31 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,8713194 | BrainData : 1,057779;1,353858;3,518352;0,4585521;3,078849;-0,522872;4,304464;0,4152432;-0,3390297;-1,204237;-3,86398;-4,033503;3,338212;-2,693671;3,553592;-3,328845;4,757492;1,6169;-1,192077;-4,396452;-0,8977876;0,1095866;-1,11429;1,388002;-2,785264;3,98519
Index: 32 | Name: car 34 | Brain Type: TOP2 | Fitness: 0,7876156 | BrainData : 1,036391;1,445844;3,503962;0,3588817;3,072514;-0,5220914;4,359219;0,446053;-0,3632739;-1,199842;-3,818104;-4,085107;3,352916;-2,612976;3,562144;-3,328845;4,78215;1,643198;-1,153956;-4,448186;-0,887986;0,1280928;-1,083699;1,35666;-2,769449;3,896048
Index: 33 | Name: car 45 | Brain Type: TOP2 | Fitness: 0,7418091 | BrainData : 1,087908;1,385873;3,458858;0,372286;3,098555;-0,4907699;4,353274;0,446053;-0,3397504;-1,177765;-3,83624;-4,036274;3,294652;-2,624115;3,542124;-3,328845;4,78215;1,673147;-1,153607;-4,407996;-0,9111063;0,1163744;-1,139109;1,389626;-2,736635;3,885577
Index: 34 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,7391544 | BrainData : 1,008823;1,397615;3,569122;0,4058862;3,002875;-0,5599566;4,233846;0,469168;-0,3372646;-1,261722;-3,850644;-3,963105;3,380899;-2,722129;3,587207;-3,316719;4,713377;1,660024;-1,158591;-4,446891;-0,867743;0,1179513;-1,178646;1,389272;-2,759676;3,920828
Index: 35 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,6259808 | BrainData : -3,760135;-4,611421;1,759964;1,776879;0,222321;-1,009538;3,615376;2,383345;2,256408;-2,98629;-2,298193;-3,203995;-2,721687;-3,903177;0,8338146;-2,773503;3,490608;-4,972538;3,092592;-4,035749;1,502136;-1,991183;-0,4107757;-0,2720504;1,560317;-1,804504
Index: 36 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,5025871 | BrainData : -3,055397;3,70755;4,706221;1,704017;-4,834126;-0,7726331;1,459802;-1,165845;-4,504503;-4,454573;-4,959006;3,779099;-0,7872658;-0,4837127;-2,398002;0,6777816;-1,44669;-0,5689116;-1,67142;-0,3724318;-1,530363;3,482233;-3,657055;0,9967322;-0,5104094;3,296244
Index: 37 | Name: car 50 | Brain Type: RandomParents | Fitness: 0,4523238 | BrainData : -3,872806;4,457067;-1,796449;-3,399459;2,212106;-0,9707804;4,625073;3,806697;-2,928763;0,09226274;-3,614849;2,038256;-4,799904;-2,743163;-0,3975682;-4,437099;1,983839;-2,457382;-0,8245068;2,289601;-4,884019;-2,569549;-2,31144;-2,328551;4,319328;3,016553
Index: 38 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,4226605 | BrainData : 3,543018;1,653733;2,449552;-1,612869;1,73036;2,171228;-3,874035;4,092344;1,737727;-1,367115;2,065116;-2,806773;2,604061;3,006096;3,939995;-4,518642;4,812063;-1,411726;-0,590363;-0,579216;-2,360944;-1,202423;-2,644187;-3,450054;2,579374;4,274068
Index: 39 | Name: car 14 | Brain Type: RandomParents | Fitness: 0,4206329 | BrainData : -4,862277;-3,005854;1,254644;2,293113;1,97011;1,288836;0,587455;-2,076819;-2,990881;0,4617186;1,992178;-1,845503;-0,02173433;-4,10735;-0,9047956;-4,172548;-4,304446;0,03051891;-0,348701;3,849407;4,761385;0,1583332;-2,981702;0,7817082;1,288916;-1,153741
Index: 40 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,418801 | BrainData : -4,505411;-3,888621;-2,433438;1,402177;4,825169;-0,8335929;1,158121;4,571495;-2,972561;2,69476;-1,554257;-2,777739;-4,136351;4,058386;-4,762874;1,589515;0,6586246;4,609544;2,553922;-3,922369;2,297604;-3,040418;-0,8497338;-2,285201;4,283098;-2,490179
Index: 41 | Name: car 20 | Brain Type: TotallyRandom | Fitness: 0,4158572 | BrainData : -2,886744;0,2032809;1,032556;1,39487;-3,865858;-3,48004;4,887001;2,534016;4,291119;2,965714;-1,801739;0,04362392;2,412024;0,8102565;-4,655661;-1,753171;-0,6548448;0,7815747;-0,4683371;-4,384737;-4,441933;1,678748;1,612697;2,644881;2,379289;-2,122197
Index: 42 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,3880487 | BrainData : -3,933917;-1,186157;4,781002;-3,749703;2,827042;-3,202446;3,15153;3,420027;-3,82863;-1,310703;-1,858234;4,91305;-2,920128;-4,784131;-2,425349;-4,481594;-0,2719135;-0,740643;-4,629584;-4,123969;4,558073;1,308794;0,4564242;3,069145;1,751635;2,821136
Index: 43 | Name: car 21 | Brain Type: TotallyRandom | Fitness: 0,3875165 | BrainData : 2,62674;-2,164658;4,004616;-4,765085;2,380145;-2,872071;2,468287;2,424973;4,664289;-2,616185;3,681303;-2,514949;-0,1476641;4,173982;-2,123377;-0,6974263;-3,819212;1,917171;1,110801;-0,4388814;0,5216165;3,602895;4,157183;-3,097431;3,790272;1,625287
Index: 44 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,387507 | BrainData : -2,502986;-3,825216;4,796281;-4,500854;-1,281371;-4,403818;-0,5797811;-0,9902935;1,939381;0,8117981;0,8890347;2,560323;2,697302;-3,768503;-2,62639;4,947663;2,419002;-2,159088;-1,147677;4,0065;4,348261;3,362379;-3,279191;-0,5362673;3,26655;2,941346
Index: 45 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 0,3875064 | BrainData : 2,449704;-3,548547;-1,455559;-3,943905;-1,070556;4,335628;2,010617;0,9099431;-1,499901;3,512193;2,556048;4,905731;-1,292737;1,477146;-2,008842;-2,029021;-0,4653721;1,819551;3,985661;4,647424;3,589015;3,012756;3,08521;-4,926085;2,745343;0,6799536
Index: 46 | Name: car 22 | Brain Type: TotallyRandom | Fitness: 0,3875062 | BrainData : -0,4013057;2,26989;-4,696157;1,806847;1,928192;-1,662821;-4,363716;4,047622;-3,117952;-3,157636;-0,242774;-1,053365;0,02091217;1,42266;1,64277;4,585924;-2,865268;0,8286695;-3,661805;3,151559;4,802035;3,848873;0,2612929;-4,945715;3,529778;-4,150496
Index: 47 | Name: car 11 | Brain Type: RandomParents | Fitness: 0,387506 | BrainData : -3,667225;4,120673;-3,119339;1,016684;-2,69402;1,144888;4,112688;-3,01041;4,110107;-4,888282;0,3046401;-3,350474;3,424666;-2,399778;2,147742;-1,673453;-1,046929;-2,962842;-0,5267308;4,598654;-1,651533;1,037226;3,542676;1,629226;4,211441;0,6881746
