Generation: 498 | maxFitness: 3,670536 | maxFitnessGen: 2,024061 | maxFitnessGenBuf: 2,063953
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 14 | Brain Type: RandomParents | Fitness: 2,063953 | BrainData : 0,6506227;1,261849;4,063228;0,646326;3,380895;-1,093761;4,209231;0,990513;-0,03249615;-0,8559886;-3,549943;-4,220138;3,04679;-2,422123;3,964501;-2,875426;4,881434;0,9551922;-1,233291;-4,468586;-1,372208;0,2063517;-1,478435;1,088061;-2,943306;3,795391
Index: 1 | Name: car 43 | Brain Type: TOP2 | Fitness: 2,063876 | BrainData : 0,6295612;1,260866;4,01096;0,604855;3,349373;-1,099075;4,175698;0,9996421;-0,07576806;-0,9369583;-3,503056;-4,212976;2,982842;-2,419819;3,957297;-2,868414;4,915873;0,9129059;-1,242802;-4,466563;-1,320275;0,1947932;-1,478435;1,107413;-2,910509;3,775492
Index: 2 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,986973 | BrainData : 0,6295612;1,260866;3,989445;0,6011927;3,333354;-1,058836;4,175698;0,9885972;-0,03249615;-0,8978316;-3,503056;-4,200831;2,953394;-2,386297;3,945639;-2,870314;4,915873;0,9912245;-1,242802;-4,459769;-1,323648;0,1947932;-1,478435;1,107413;-2,915878;3,80697
Index: 3 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,983084 | BrainData : 0,6096129;1,310736;4,02632;0,604855;3,315372;-1,030208;4,134893;0,9885972;-0,03981972;-0,9129687;-3,471322;-4,200831;2,935463;-2,388619;3,932332;-2,900785;4,915873;0,9570051;-1,242802;-4,459769;-1,33837;0,1947932;-1,478435;1,109951;-2,910509;3,809524
Index: 4 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,98181 | BrainData : 0,6087577;1,284007;4,02632;0,5573043;3,316679;-1,085183;4,163944;1,015168;0,01583233;-0,8978316;-3,503056;-4,211657;2,991413;-2,388619;3,920198;-2,870314;4,915873;0,9570051;-1,242802;-4,497005;-1,33837;0,1947932;-1,479143;1,107413;-2,904469;3,795391
Index: 5 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,971379 | BrainData : 0,5915278;1,233013;3,979249;0,604855;3,364203;-1,035738;4,169445;1,000864;-0,03249615;-0,9081352;-3,507889;-4,162261;2,953394;-2,39564;3,945639;-2,870314;4,934689;0,9570051;-1,242802;-4,42554;-1,289112;0,1947932;-1,478435;1,107413;-2,898259;3,795391
Index: 6 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,968656 | BrainData : 0,6005297;1,260866;4,033264;0,6451879;3,301877;-1,03961;4,13599;0,9713722;-0,008321628;-0,8978316;-3,546189;-4,200831;2,953394;-2,388619;3,945639;-2,870314;4,915873;0,9570051;-1,277058;-4,459769;-1,320765;0,1947932;-1,441235;1,097464;-2,915441;3,789467
Index: 7 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,951962 | BrainData : 0,6295612;1,260866;4,075646;0,604855;3,349373;-1,068863;4,166934;0,9885972;-0,03249615;-0,8978316;-3,503056;-4,200831;2,992052;-2,388619;3,989173;-2,870314;4,926807;0,9570051;-1,26015;-4,459769;-1,311455;0,1947932;-1,459774;1,111044;-2,910509;3,781409
Index: 8 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,951035 | BrainData : 0,591579;1,260866;4,02632;0,6401024;3,384735;-1,085422;4,142123;0,9813653;-0,07998171;-0,9157736;-3,461566;-4,200831;2,953394;-2,388619;3,945639;-2,870314;4,915873;0,9570051;-1,242802;-4,459769;-1,379801;0,1947932;-1,478435;1,107413;-2,930639;3,795391
Index: 9 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,894949 | BrainData : 0,6295612;1,306233;4,02632;0,6534048;3,349373;-1,058836;4,175698;0,9885972;-0,03249615;-0,8978316;-3,49027;-4,181859;2,979393;-2,388619;3,908096;-2,870314;4,893712;0,9471849;-1,198253;-4,471312;-1,331042;0,1947932;-1,478435;1,107413;-2,938791;3,795391
Index: 10 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,894927 | BrainData : 0,5854599;1,242738;3,980378;0,604855;3,347171;-1,058836;4,175698;0,9397637;-0,02541396;-0,9323015;-3,467577;-4,217522;3,038516;-2,415596;3,952045;-2,833249;4,843794;0,9073453;-1,279615;-4,508846;-1,33837;0,2063517;-1,504064;1,071109;-2,913753;3,759241
