Generation: 532 | maxFitness: 3,670536 | maxFitnessGen: 2,050642 | maxFitnessGenBuf: 2,039493
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 11 | Brain Type: RandomParents | Fitness: 2,039493 | BrainData : 0,5949929;1,261331;4,050499;0,711606;3,582515;-1,14693;4,064888;0,804549;0,05639535;-0,9457827;-3,634637;-4,169526;3,087178;-2,301425;3,901734;-2,94223;4,948825;0,8354867;-1,254455;-4,390285;-1,564946;0,1915671;-1,313935;1,159536;-2,830146;3,810209
Index: 1 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,03854 | BrainData : 0,5645617;1,249969;4,045735;0,6536991;3,617797;-1,224823;4,034446;0,9276807;-0,0340845;-0,8959737;-3,597204;-4,308785;3,00913;-2,270864;3,900057;-2,984568;4,897813;0,7669542;-1,263572;-4,382934;-1,524342;0,2223821;-1,328888;1,133124;-2,848274;3,845653
Index: 2 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,025594 | BrainData : 0,5818424;1,237775;4,045735;0,6536991;3,56956;-1,248365;4,034446;0,8469043;-0,03158753;-0,8959737;-3,597204;-4,272029;2,993189;-2,199646;3,904456;-3,043249;4,897813;0,7669542;-1,304604;-4,382934;-1,524342;0,228652;-1,328888;1,117749;-2,850982;3,845653
Index: 3 | Name: car 37 | Brain Type: TOP2 | Fitness: 2,023554 | BrainData : 0,5289799;1,248276;4,045735;0,6217185;3,567235;-1,221936;4,034446;0,8854166;0,01221266;-0,8940055;-3,603617;-4,272029;2,997081;-2,265705;3,858622;-3,004984;4,897813;0,7669542;-1,263572;-4,382934;-1,532465;0,2223821;-1,328888;1,117749;-2,868498;3,845653
Index: 4 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,961644 | BrainData : 0,5188444;1,266485;4,045735;0,6649339;3,56956;-1,221936;4,034446;0,8620456;0,01221266;-0,8959737;-3,597204;-4,291672;3,017119;-2,25066;3,860265;-3,004984;4,897813;0,7669542;-1,218165;-4,402267;-1,524342;0,2080976;-1,328888;1,117749;-2,883057;3,845653
Index: 5 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,952807 | BrainData : 0,5407508;1,245289;4,053936;0,6220894;3,56956;-1,202386;3,995846;0,8854166;0,02813622;-0,8959737;-3,582872;-4,272029;2,997081;-2,187722;3,936838;-2,98842;4,897637;0,734751;-1,304994;-4,34953;-1,524342;0,2071093;-1,287013;1,117749;-2,883057;3,845653
Index: 6 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,938916 | BrainData : 0,5385069;1,249969;4,045735;0,6536991;3,557955;-1,219171;4,024096;0,8854166;0,01221266;-0,8959737;-3,57113;-4,272029;2,997081;-2,211122;3,904456;-3,004984;4,891559;0,7669542;-1,242128;-4,382934;-1,524342;0,180219;-1,328888;1,141609;-2,883057;3,840271
Index: 7 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,931779 | BrainData : 0,5645617;1,27772;4,045735;0,687277;3,582427;-1,242228;4,034446;0,8854166;0,008156426;-0,9416189;-3,597204;-4,272029;3,026658;-2,226844;3,904456;-3,030952;4,897813;0,8004986;-1,263572;-4,393805;-1,490506;0,2223821;-1,328888;1,117749;-2,883057;3,845653
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,926786 | BrainData : 0,5207767;1,23818;4,045735;0,6536991;3,56956;-1,221936;4,034446;0,8854166;0,01437205;-0,9390508;-3,586245;-4,272029;2,997081;-2,262059;3,904456;-3,028556;4,897813;0,7515432;-1,263572;-4,382934;-1,524342;0,2263117;-1,344709;1,117749;-2,883057;3,845653
Index: 9 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,894738 | BrainData : 0,5682293;1,225717;4,045735;0,6568233;3,579705;-1,178144;4,034446;0,9029047;0,0002582259;-0,8572156;-3,602808;-4,282775;2,977061;-2,235842;3,872456;-3,004984;4,901098;0,7669542;-1,263572;-4,382934;-1,524342;0,2062121;-1,328888;1,11258;-2,883057;3,845653
Index: 10 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,838109 | BrainData : 0,602559;1,262035;4,056189;0,6640679;3,613217;-1,152495;4,102517;0,95054;0,03730239;-0,8549807;-3,606255;-4,245165;3,076476;-2,250599;3,901433;-2,92246;4,860746;0,7702102;-1,360984;-4,458753;-1,496111;0,2382515;-1,311512;1,098109;-2,848129;3,832476
Index: 11 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,815019 | BrainData : 0,6027653;1,249969;4,013364;0,6536991;3,56956;-1,198483;4,040422;0,8854166;0,01221266;-0,8959737;-3,597204;-4,272029;2,997081;-2,209204;3,922464;-3,004984;4,89964;0,7954928;-1,263572;-4,412189;-1,550671;0,1956361;-1,328888;1,117749;-2,897563;3,865305
Index: 12 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,789701 | BrainData : 0,5386179;1,249969;4,009812;0,6386487;3,616785;-1,221936;4,079286;0,8854166;0,01221266;-0,9369214;-3,6366;-4,228527;3,021583;-2,235512;3,904456;-3,004984;4,897813;0,7669542;-1,263572;-4,342042;-1,524342;0,2223821;-1,360771;1,106936;-2,840738;3,845653
Index: 13 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,772048 | BrainData : 0,5645617;1,249969;4,082338;0,6536991;3,56956;-1,221936;4,034446;0,8854166;0,03984015;-0,9040023;-3,566991;-4,272029;2,997081;-2,200019;3,904456;-2,997314;4,880568;0,8099381;-1,263572;-4,382934;-1,569712;0,2223821;-1,328888;1,091624;-2,868555;3,845653
Index: 14 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,766167 | BrainData : 0,5645617;1,249969;4,045735;0,6555371;3,613562;-1,221936;4,038637;0,8854166;0,04341665;-0,8959737;-3,582078;-4,265331;2,997081;-2,235842;3,883446;-3,004984;4,858473;0,7669542;-1,249316;-4,382934;-1,524342;0,1839828;-1,35354;1,122205;-2,883057;3,845653
Index: 15 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,700938 | BrainData : 0,5645617;1,28415;4,011391;0,6536991;3,535471;-1,18935;4,034446;0,891661;0,01221266;-0,8959737;-3,597204;-4,23576;2,986648;-2,235842;3,904456;-3,021038;4,88017;0,7669542;-1,280515;-4,382934;-1,50306;0,2419478;-1,344291;1,118343;-2,883057;3,845653
Index: 16 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,680288 | BrainData : 0,5834271;1,213201;4,080124;0,6536991;3,56956;-1,221936;4,021316;0,8854166;0,01221266;-0,8959737;-3,597204;-4,272029;2,997081;-2,235842;3,904456;-3,004984;4,8708;0,8035251;-1,231488;-4,382934;-1,524342;0,235331;-1,347221;1,117749;-2,883057;3,845653
Index: 17 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,666956 | BrainData : 0,5645617;1,296636;4,045735;0,6536991;3,56956;-1,221936;4,034446;0,9168339;0,01399006;-0,8959737;-3,597204;-4,272029;2,997081;-2,261198;3,856231;-3,004984;4,851028;0,7929078;-1,256009;-4,382934;-1,524342;0,2433927;-1,328888;1,117749;-2,86744;3,845653
Index: 18 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,664072 | BrainData : 0,5286185;1,249969;4,01278;0,6536991;3,564428;-1,201275;4,005469;0,8659613;0,01221266;-0,9046644;-3,628996;-4,239505;2,997081;-2,235842;3,904456;-3,01849;4,897813;0,814087;-1,263572;-4,382934;-1,508286;0,1992201;-1,328888;1,117749;-2,927422;3,797537
Index: 19 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,656856 | BrainData : 0,5645617;1,237197;4,045735;0,6954004;3,619421;-1,17647;4,034446;0,8854166;-0,03053957;-0,8959737;-3,597204;-4,257024;2,997081;-2,199222;3,946551;-3,001201;4,932112;0,7669542;-1,27433;-4,411915;-1,559729;0,2511501;-1,328888;1,117749;-2,85236;3,845653
Index: 20 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,640262 | BrainData : 0,5645617;1,252231;4,045735;0,6674665;3,552506;-1,181076;4,029214;0,9270561;0,01221266;-0,8959737;-3,597204;-4,272029;2,996132;-2,278453;3,856424;-3,029065;4,869444;0,7456517;-1,309171;-4,345249;-1,524342;0,2223821;-1,328888;1,117749;-2,883057;3,801903
Index: 21 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,596459 | BrainData : 0,5821041;1,219038;4,087596;0,6536991;3,532036;-1,221936;4,047532;0,8928191;0,0229874;-0,9264116;-3,55967;-4,273688;3,032284;-2,235842;3,888645;-3,004984;4,897813;0,7957554;-1,218404;-4,382934;-1,572449;0,2428693;-1,328888;1,117749;-2,878599;3,845653
Index: 22 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,541107 | BrainData : 0,5645617;1,249969;4,037361;0,6536991;3,56956;-1,175942;4,020424;0,8854166;0,04192333;-0,8591378;-3,574216;-4,272029;2,998241;-2,235842;3,856801;-2,988537;4,876736;0,7203994;-1,263572;-4,393029;-1,502926;0,2621897;-1,289655;1,117749;-2,882584;3,88396
Index: 23 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,132435 | BrainData : 0,5645617;1,249969;4,045735;0,6920682;3,540141;-1,245598;4,039762;0,8854166;0,0237182;-0,940834;-3,597204;-4,248376;3,014032;-2,260426;3,942009;-3,004984;4,897813;0,7192869;-1,216153;-4,382934;-1,559177;0,26268;-1,328888;1,117749;-2,883057;3,845653
Index: 24 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,131787 | BrainData : 0,5645617;1,249969;4,045735;0,6456583;3,56956;-1,221936;4,050268;0,8854166;0,01221266;-0,8869118;-3,597204;-4,272029;2,997081;-2,235842;3,904456;-3,002462;4,897813;0,7823187;-1,263572;-4,382934;-1,482388;0,2223821;-1,365844;1,141937;-2,925754;3,857237
Index: 25 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,1219 | BrainData : 0,6097819;1,249969;4,027295;0,7016367;3,608796;-1,221936;4,038578;0,8854166;0,03715886;-0,8959737;-3,579029;-4,272029;2,997081;-2,262382;3,927169;-3,004984;4,897813;0,8110245;-1,263572;-4,382934;-1,524342;0,2382304;-1,328888;1,136234;-2,883057;3,82445
Index: 26 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,107562 | BrainData : 0,6115139;1,298241;4,053377;0,6206748;3,566707;-1,199471;4,051132;0,8370572;-0,06001803;-0,8630048;-3,623966;-4,222163;3,046767;-2,280288;3,913709;-2,96572;4,865806;0,7487788;-1,306348;-4,413831;-1,551898;0,2176211;-1,360687;1,055384;-2,847057;3,820952
Index: 27 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,04482 | BrainData : 0,602559;1,262035;4,048223;0,6640679;3,594273;-1,174694;4,107883;0,9022692;-0,03740529;-0,853787;-3,630117;-4,245165;3,066699;-2,314402;3,879915;-2,979005;4,919326;0,7702102;-1,272105;-4,426656;-1,499264;0,257446;-1,338634;1,131247;-2,894534;3,847905
Index: 28 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,983749 | BrainData : 0,602559;1,262035;4,054315;0,6566247;3,559831;-1,201165;4,075966;0,8854166;0,01199368;-0,8791744;-3,630117;-4,288073;3,046767;-2,274552;3,891706;-2,92486;4,946573;0,7702102;-1,296328;-4,356373;-1,524342;0,2707522;-1,311512;1,110479;-2,932295;3,845653
