Generation: 2392 | maxFitness: 2,992648 | maxFitnessGen: 2,69228 | maxFitnessGenBuf: 2,793458

Index: 0 : -3,133122;-3,540623;5,01287;0,6797189;-3,721238;-3,540623;5,01287;0,6797189;-3,721238;-3,540623;5,01287;0,6797189;-3,721238;-3,540623;5,01287;0,6797189;-3,721238;-3,540623;5,01287;0,6797189;0;0;0;0;0;-0,02168941 | Fitness: 2,793458
Index: 1 : -3,1609;-3,431935;4,964111;0,6933093;-3,760979;-3,431935;4,964111;0,6933093;-3,760979;-3,432701;4,964111;0,6933093;-3,760979;-3,432701;4,995114;0,6933093;-3,760979;-3,432701;4,995114;0,7580193;0;0;0;0;0;-0,01574299 | Fitness: 2,789309
Index: 2 : 3,273252;-3,828972;-1,98003;-1,329314;-0,09815115;-3,828972;-1,98003;-1,329314;-0,09815115;-3,828617;-1,98003;-1,329314;-0,09815115;-3,828617;-1,973253;-1,329314;-0,09815115;-3,828617;-1,973253;-1,363241;0;0;0;0;0;-0,008335717 | Fitness: 2,758818
Index: 3 : -3,153919;-3,453076;4,962869;0,711076;-3,753487;-3,453076;4,962869;0,711076;-3,753487;-3,453076;4,962869;0,711076;-3,753487;-3,453076;4,962869;0,711076;-3,753487;-3,453076;4,962869;0,711076;0;0;0;0;0;0 | Fitness: 2,729445
Index: 4 : 1,717205;4,821936;-3,935212;1,660326;4,923266;4,821936;-3,935212;1,660326;4,923266;4,85527;-3,935212;1,660326;4,923266;4,85527;-3,948583;1,660326;4,923266;4,85527;-3,948583;1,684773;0;0;0;0;0;0,01523266 | Fitness: 2,690656
Index: 5 : 1,717247;4,880317;-3,923808;1,849977;4,989229;4,880317;-3,923808;1,849977;4,989229;4,884202;-3,923808;1,849977;4,989229;4,884202;-3,977006;1,849977;4,989229;4,884202;-3,977006;1,806228;0;0;0;0;0;0,02922355 | Fitness: 2,670798
Index: 6 : -3,21428;-3,444215;5,046359;0,7178206;-3,724521;-3,444215;5,046359;0,7178206;-3,724521;-3,464306;5,046359;0,7178206;-3,724521;-3,464306;5,04109;0,7178206;-3,724521;-3,464306;5,04109;0,6617199;0;0;0;0;0,01845095;0,04450917 | Fitness: 2,668867
Index: 7 : 3,477647;-3,700404;-1,936976;-1,086138;0,03809847;-3,700404;-1,936976;-1,086138;0,03809847;-3,722858;-1,936976;-1,086138;0,03809847;-3,722858;-2,000513;-1,086138;0,03809847;-3,722858;-2,000513;-1,073649;0;0;0;0;0;0,03922521 | Fitness: 2,664488
Index: 8 : -3,117626;-3,583826;4,998486;0,6604425;-3,698605;-3,583826;4,998486;0,6604425;-3,698605;-3,515225;4,998486;0,6604425;-3,698605;-3,515225;5,032426;0,6604425;-3,698605;-3,515225;5,032426;0,6860066;0;0;0;0;0,04421763;-0,02844566 | Fitness: 2,638257
Index: 9 : -0,1307388;-4,478016;2,717638;1,761185;-0,9154141;-4,478016;2,717638;1,761185;-0,9154141;-4,439199;2,717638;1,761185;-0,9154141;-4,439199;2,702011;1,761185;-0,9154141;-4,439199;2,702011;1,800033;0;0;0;0;0;-0,09070951 | Fitness: 2,194551
