Generation: 131 | maxFitness: 2,793901 | maxFitnessGen: 2,793901 | maxFitnessGenBuf: 3,072843

Index: 0 : -1,345927;3,303643;-3,640849;-4,678869;-0,09988728;3,303643;-3,640849;-4,678869;-0,09988728;3,303643;-3,640849;-4,678869;-0,09988728;3,303643;-3,640849;-4,678869;-0,09988728;3,303643;-3,640849;-4,678869;0;0;0;0;-0,01928911;-0,04833159 | Fitness: 3,072843
Index: 1 : -4,90621;2,688322;2,487689;-2,754084;0,7405405;2,688322;2,487689;-2,754084;0,7405405;2,689469;2,487689;-2,754084;0,7405405;2,689469;2,49062;-2,754084;0,7405405;2,689469;2,49062;-2,766815;0;0;0;0;0;-0,02152763 | Fitness: 2,723742
Index: 2 : -1,309712;3,303643;-3,658476;-4,628982;-0,1401043;3,303643;-3,658476;-4,628982;-0,1401043;3,303643;-3,658476;-4,628982;-0,1401043;3,303643;-3,658476;-4,628982;-0,1401043;3,303643;-3,658476;-4,628982;0;0;0;0;0;-0,01271146 | Fitness: 2,680215
Index: 3 : -4,8591;2,789587;2,553028;-2,83119;0,7718187;2,789587;2,553028;-2,83119;0,7718187;2,805235;2,553028;-2,83119;0,7718187;2,805235;2,514833;-2,83119;0,7718187;2,805235;2,514833;-2,83663;0;0;0;0;0;-0,002604954 | Fitness: 2,638345
Index: 4 : -4,818524;2,76568;2,582531;-2,84893;0,7369594;2,76568;2,582531;-2,84893;0,7369594;2,761982;2,582531;-2,84893;0,7369594;2,761982;2,572032;-2,84893;0,7369594;2,761982;2,572032;-2,84893;0;0;0;0;0;-0,002368718 | Fitness: 2,637471
Index: 5 : -4,781908;2,79951;2,47897;-2,872228;0,8589838;2,79951;2,47897;-2,872228;0,8589838;2,799871;2,47897;-2,872228;0,8589838;2,799871;2,430383;-2,872228;0,8589838;2,799871;2,430383;-2,913639;0;0;0;0;0;0 | Fitness: 2,628974
Index: 6 : 2,358967;-1,576176;-3,945249;-3,39877;-1,909775;-1,576176;-3,945249;-3,39877;-1,909775;-1,614014;-3,945249;-3,39877;-1,909775;-1,614014;-3,945249;-3,39877;-1,909775;-1,614014;-3,945249;-3,39877;0;0;0;0;0;0 | Fitness: 2,628974
Index: 7 : 2,358967;-1,582087;-3,945249;-3,39877;-1,904469;-1,582087;-3,945249;-3,39877;-1,904469;-1,602276;-3,945249;-3,39877;-1,904469;-1,602276;-3,945249;-3,39877;-1,904469;-1,602276;-3,945249;-3,39877;0;0;0;0;0;0 | Fitness: 2,628974
Index: 8 : -4,86718;2,773068;2,483891;-2,849019;0,8414333;2,773068;2,483891;-2,849019;0,8414333;2,7973;2,483891;-2,849019;0,8414333;2,7973;2,483891;-2,849019;0,8414333;2,7973;2,483891;-2,80558;0;0;0;0;0;0 | Fitness: 2,628974
Index: 9 : -1,29933;3,324082;-3,669657;-4,644625;-0,1930226;3,324082;-3,669657;-4,644625;-0,1930226;3,324082;-3,669657;-4,644625;-0,1930226;3,324082;-3,637838;-4,644625;-0,1930226;3,324082;-3,637838;-4,596647;0;0;0;0;0;0 | Fitness: 2,628974
Index: 10 : 2,32203;-1,604458;-3,929154;-3,408672;-1,94378;-1,604458;-3,929154;-3,408672;-1,94378;-1,602276;-3,929154;-3,408672;-1,94378;-1,602276;-3,950101;-3,408672;-1,94378;-1,602276;-3,950101;-3,39877;0;0;0;0;0;0 | Fitness: 2,628974
Index: 11 : -1,365375;3,337113;-3,693928;-4,499111;-0,1546864;3,337113;-3,693928;-4,499111;-0,1546864;3,380345;-3,693928;-4,499111;-0,1546864;3,380345;-3,650402;-4,499111;-0,1546864;3,380345;-3,650402;-4,556848;0;0;0;0;0;0 | Fitness: 2,628974
Index: 12 : -1,315941;3,303643;-3,640849;-4,678869;-0,08466814;3,303643;-3,640849;-4,678869;-0,08466814;3,303643;-3,640849;-4,678869;-0,08466814;3,303643;-3,658608;-4,678869;-0,08466814;3,303643;-3,658608;-4,678869;0;0;0;0;0;0 | Fitness: 2,628974
Index: 13 : -1,449248;3,373514;-3,636697;-4,622389;-0,1315901;3,373514;-3,636697;-4,622389;-0,1315901;3,373514;-3,636697;-4,622389;-0,1315901;3,373514;-3,636697;-4,622389;-0,1315901;3,373514;-3,636697;-4,639247;0;0;0;0;0;0 | Fitness: 2,628974
Index: 14 : -4,781908;2,79951;2,47897;-2,872228;0,8589838;2,79951;2,47897;-2,872228;0,8589838;2,79951;2,47897;-2,872228;0,8589838;2,79951;2,47897;-2,872228;0,8589838;2,79951;2,47897;-2,872228;0;0;0;0;0;0 | Fitness: 2,628974
Index: 15 : -4,91372;2,647726;2,449453;-2,84428;0,7457079;2,647726;2,449453;-2,84428;0,7457079;2,663639;2,449453;-2,84428;0,7457079;2,663639;2,449453;-2,84428;0,7457079;2,663639;2,449453;-2,84428;0;0;0;0;0;0,002479594 | Fitness: 2,620575
Index: 16 : 2,286143;-1,622816;-3,993483;-3,490682;-1,882307;-1,622816;-3,993483;-3,490682;-1,882307;-1,569484;-3,993483;-3,490682;-1,882307;-1,569484;-3,992609;-3,490682;-1,882307;-1,569484;-3,992609;-3,410104;0;0;0;0;0,008261986;0 | Fitness: 2,619212
Index: 17 : -4,781908;2,79951;2,47897;-2,888048;0,8537704;2,79951;2,47897;-2,888048;0,8537704;2,79951;2,47897;-2,888048;0,8537704;2,79951;2,47897;-2,888048;0,8537704;2,79951;2,47897;-2,845682;0;0;0;0;0;0,01639917 | Fitness: 2,583236
Index: 18 : -1,31536;3,278841;-3,632225;-4,641687;-0,1624567;3,278841;-3,632225;-4,641687;-0,1624567;3,198607;-3,632225;-4,641687;-0,1624567;3,198607;-3,632225;-4,641687;-0,1624567;3,198607;-3,632225;-4,641687;0;0;0;0;0;0,01898599 | Fitness: 2,578099
