Generation: 1 | maxFitness: 0,1453288 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1453288
8|TOP2|0,02913285|0,01152706;-2,64848;-1,399398;-3,477393;-4,993599;3,853358;-0,5675392;-1,277382;-3,006739;2,020776;-4,154823;1,395994;-0,1764746;3,909132;-3,319775;-0,6029253;3,731327;0,3780751;-1,723912;-3,168352;4,580166;-3,091448;-4,458241;3,030201;3,336831;-4,969946;0,5006166;-3,12664;-0,0427146
9|TOP2|0,02718235|4,158803;-4,54018;-0,7617469;-3,836102;-1,487329;-1,291911;-3,747226;-2,764347;1,93326;-4,567977;-3,676288;-1,447249;0,2674298;4,240155;1,637232;-3,116478;1,017309;-4,133591;-2,72429;1,329182;-3,760874;-1,021666;0,03025818;2,762808;-1,033017;-0,8313913;-3,373205;1,411836;0,09468365
10|RandomParents|0,02635706|0,2184553;-3,51176;1,166249;1,04965;-4,686386;0,2619596;4,139893;-4,22083;-0,0009865761;-2,641615;-0,4810457;1,304388;-2,474868;-3,055956;-3,935947;-1,021008;1,017193;-2,848666;0,09414005;-0,5534463;-0,4529614;-4,951011;-2,141898;-2,592493;1,035347;0,4665918;1,823636;-4,453422;0,4515643
11|TOP2|0,02591886|-4,415502;0,4144545;2,855313;-0,8593936;1,687789;2,128519;1,479416;-2,227332;2,62502;0,3744965;0,3427463;-2,339155;-2,010073;-0,9964113;2,10319;0,5832987;-0,9135656;3,464061;3,458439;-4,412943;-4,346354;0,2605886;-1,997011;4,829911;-2,01049;-1,27944;-1,044953;-4,010793;0,4789286
12|TOP2|0,02288391|-2,678643;2,131287;2,959161;-3,555658;-3,317311;-3,918204;-4,829029;1,028154;1,605865;2,588055;3,462344;1,859002;-3,633547;2,576554;-2,691408;-3,671269;2,472008;2,163175;0,939786;1,243799;-1,188105;4,124804;-0,6269555;-3,879643;4,568989;-0,2873678;0,4484577;2,780529;0,8844156
13|TotallyRandom|0,02204705|-1,990449;-4,46439;2,579789;3,652543;-0,9178023;0,8376927;-0,1889057;-0,9490771;-3,398018;-1,823875;-4,612829;4,801017;-1,791007;-1,647532;1,155288;3,720392;-1,097502;2,389699;3,029352;-0,4676299;2,734077;-4,887286;4,825477;0,6657605;-3,817582;2,74887;-1,959919;-0,7496552;1,126353
14|TOP2|0,02164653|-1,854164;2,606338;3,01373;-0,6346793;-2,654024;-3,340906;3,379808;3,327527;0,4791207;4,205635;4,151727;-3,78847;-4,306088;-2,989366;-3,924082;3,596625;4,882096;-0,4280882;2,615684;4,067216;3,019114;-1,067904;2,720388;-0,2100987;3,694863;-3,263311;0,5170603;0,377553;-4,321129
15|TOP2|0,02155619|-1,81038;0,7502646;3,744813;3,436207;3,045021;0,7018108;0,8797197;-2,460999;3,955264;-1,620655;4,402494;-0,6488819;-2,744019;-4,091179;3,858955;2,015294;4,246391;0,1621742;-2,089877;-4,665974;0,1535397;-1,613156;-3,900326;-4,289165;-1,510857;-4,442216;2,681713;-1,183773;1,746293
16|TOP2|0,02073047|-2,737794;-3,253319;-1,623051;0,1929517;0,6477218;2,258148;-3,277668;4,615773;-3,967681;-1,893479;-4,323515;3,340935;-2,180957;-4,934436;3,166111;3,240227;4,612622;-4,06746;-4,019891;-1,88997;1,00172;1,123647;-1,914311;4,270667;4,127307;3,446072;4,109534;4,308018;1,767179
17|TOP2|0,01950789|-1,638748;2,053161;3,256529;-0,4534631;-2,498713;1,214068;2,439585;-3,166411;-3,952055;0,2310638;-4,115147;-0,1980872;-1,347716;0,3270321;-3,312579;-0,9531002;-1,743404;1,234675;0,1144009;-1,958174;1,831239;-4,495316;-4,064507;-1,044697;4,138442;-2,090134;-0,4108472;-4,826919;2,605921
18|TOP2|0,01878717|-1,932197;-3,358792;1,95145;-0,8945055;-3,61115;-2,755973;4,385191;0,7718391;-0,8054404;-4,916009;-2,283489;3,520956;4,552761;2,040328;-0,4350834;-4,95867;1,030081;-0,5893273;-3,762136;0,3147178;-3,704062;-1,712406;4,2098;-2,762662;0,1430993;-4,846493;-4,875429;1,940386;3,391572
19|TOP2|0,01872205|-2,658738;-3,892926;4,122282;-4,298081;-0,9469647;2,358688;-1,440217;-4,150929;1,73136;-2,831385;-3,662233;-4,980926;1,06566;-3,448031;4,328724;0,135191;-0,1866465;2,523837;2,712061;2,768439;-2,880371;-2,435561;4,798022;-3,028352;0,4018373;-1,113239;3,449234;2,224219;3,229842
20|TOP2|0,01866678|-2,436867;2,514675;4,324133;2,313256;-2,27071;0,3391023;4,98245;-3,477368;-1,469033;-4,972149;-3,483441;-4,774662;2,112775;0,01552868;1,501335;-4,669713;2,494426;0,8856587;2,580789;-1,826064;3,124848;3,286525;-2,214289;1,152866;-3,941669;0,697711;2,251022;-0,9140868;3,658787
21|TOP2|0,01839782|-3,761066;4,352825;3,067704;-3,948737;-3,626977;-2,757194;-2,041919;-1,139594;-0,2847786;4,88929;-0,08204174;1,829547;4,024202;4,664387;4,509282;-4,318516;2,472157;-4,658431;-0,04660177;1,964422;2,465796;-4,971085;-0,05707932;-2,368013;1,509809;-1,344066;-4,103203;-4,156506;-0,9070902
22|TOP2|0,01824835|0,3253574;-2,869968;-4,312377;-4,447252;1,072782;-1,905182;-0,4762893;-3,706686;-0,01267242;-0,3229456;-1,88344;-1,815981;-3,56128;-1,402547;4,713569;0,6538863;3,129082;-3,718607;-2,416056;1,433816;-1,506836;3,313818;-4,264621;-1,636555;2,203341;-0,4375215;-2,89886;-0,8537765;4,840368
23|RandomParents|0,01818427|-4,779337;2,547024;-0,2942257;-3,495008;-3,512884;-4,57379;-4,806968;-0,6747608;-0,1686077;-0,7608337;4,066276;1,193985;1,322447;1,857211;-2,759731;-1,676775;-0,7343488;-4,072453;-4,97423;0,895061;-1,532404;-0,618989;-1,110496;-3,91354;1,746336;0,1029592;-2,980914;-1,170251;4,697765
24|TOP2|0,01783434|3,612917;4,525682;-3,26751;-2,086382;-2,920285;-4,606294;-4,839202;-0,6989045;1,10962;-4,595427;-4,744573;3,724647;0,615818;-2,342415;4,182783;2,295136;-3,172778;3,778039;0,6490951;1,402857;-0,09686756;-4,696332;-0,1990466;3,546871;3,078945;0,6683774;-1,287944;4,728213;1,008787
25|TOP2|0,01758194|3,926669;-1,074938;-0,06006193;-0,3298945;-3,224323;-3,836699;-2,315481;-2,031613;-2,683465;-4,805229;1,225555;4,330803;-2,816177;3,533442;-4,216478;-0,3999324;2,490051;2,286254;-0,1499395;2,484489;-2,543126;-1,720192;0,07777262;2,392206;4,551845;0,01274061;2,43904;-0,1213031;1,491398
26|TotallyRandom|0,0173973|-1,732333;-4,513161;-3,864147;0,858037;1,364543;-2,900527;-0,008658886;2,11271;0,4979296;3,986764;-0,2157979;3,783822;4,639443;-0,3716021;0,8715992;2,711617;-3,634299;-0,3389387;-3,596002;2,925229;-4,216461;2,90549;2,958233;-3,997778;-4,796844;-0,6818371;4,86284;4,452448;4,716078
27|TOP2|0,01715103|1,028769;-1,037313;0,8012609;3,718027;-3,425043;0,2772098;1,598179;-0,7415814;2,549714;-4,106239;-4,134895;-1,28238;-1,769371;-4,567253;-4,009527;-0,2530007;-1,387263;1,268421;-4,266334;1,149826;-2,095997;4,805128;0,6766872;-3,239065;3,870426;2,778677;0,1861544;0,5230384;2,984309
28|TOP2|0,01633715|-2,862394;-1,877015;4,33102;2,262617;0,1410179;-1,941797;2,919986;-2,609521;-3,789;-1,616106;-1,566775;2,993288;-2,265148;4,254189;-3,801286;2,631656;0,5284576;0,7059927;-0,7907491;-0,1897316;-1,651266;1,358659;-4,539958;-0,1320319;-2,656517;-1,046241;1,001757;-0,8598585;-1,636488
29|RandomParents|0,01620949|-3,333471;2,244471;1,374859;1,164933;1,727191;0,9878368;-0,04732561;-4,948716;-0,2105279;4,064533;3,997554;-4,160862;-0,912972;-1,55997;-3,364185;-1,828394;-4,990635;1,211352;-2,349259;-3,660023;2,696395;0,9990711;-1,869707;-3,34413;-0,1242642;2,288519;3,71889;-1,349917;4,045869
30|TotallyRandom|0,01618948|0,6880827;-0,3221493;-1,261714;-1,553765;4,245757;-2,309398;4,684589;3,33789;2,5347;0,9951396;3,57463;-1,239689;1,477779;-0,05788994;-4,520484;0,8641715;0,1658888;3,310474;4,884224;3,401804;1,747947;4,617671;-1,391379;4,914666;-1,257314;-0,9530706;-2,817296;3,01014;3,362561
31|TotallyRandom|0,01618335|0,03206301;-2,961884;2,710739;-3,872499;2,895383;-0,6448727;-2,301414;-3,391588;4,104853;2,069027;0,9312124;-4,352283;-2,020438;-0,7592564;-3,863899;4,519805;-0,7273741;-4,942962;2,871225;-4,666079;-1,837533;-2,552304;2,994612;-1,950984;4,715067;4,523362;-0,6328945;4,295358;-1,537263
32|TOP2|0,01617538|4,354293;1,52612;3,220998;0,1049228;-1,931818;-4,894251;-4,443933;2,162882;4,151402;3,633539;1,844261;3,038239;-0,939961;1,80767;2,388769;2,467685;2,2604;-3,165473;-2,970468;-4,660494;-0,6845565;-3,354975;3,282638;3,016931;3,279581;-1,131873;3,06022;-2,9662;3,395733
33|TOP2|0,0161715|1,043698;4,546094;4,763493;4,467202;-4,992821;-0,02037716;3,685489;3,65877;0,1989179;4,465972;2,316964;0,3424926;2,744977;-3,395437;3,272393;-0,9232144;-2,508034;-3,361643;0,1827006;-2,745845;-2,112782;1,85716;4,356194;-2,464067;0,1585836;4,494911;0,09475422;-1,107966;-1,773419
34|TotallyRandom|0,01616656|-0,288301;-1,65895;2,331262;2,554363;4,452808;-3,954971;-0,6478314;1,952484;4,600636;-0,5662746;3,246916;4,966671;0,4516931;2,476858;3,972927;1,285608;0,2311211;-2,994678;-1,824069;0,9268575;-3,514359;0,9393568;-4,367986;-0,5109329;-1,917551;1,658392;4,405645;0,7349367;-4,077522
35|TOP2|0,01616138|-2,498019;0,8536072;-3,441734;2,769334;1,251876;4,336129;-0,05477619;4,148439;1,993883;1,126863;3,367091;1,115236;-0,4017873;2,844697;1,531061;3,015194;4,047574;-1,349028;3,772909;4,926577;3,306623;-2,647662;-2,540034;-2,690318;4,624781;-3,516767;0,9015923;3,029592;-4,482764
36|TOP2|0,01615819|0,4582973;2,339138;-0,133111;3,45255;4,273549;1,828647;-4,988092;3,145678;3,165104;-1,117544;-0,6180234;-1,539108;0,7229681;1,105094;-4,037199;3,826782;4,601587;-1,116381;-1,766321;2,688721;3,493208;-1,791826;0,04211855;-2,587504;4,280381;3,335629;4,502477;2,017895;-1,398894
37|TOP2|0,01615592|4,501662;-0,6437974;-4,68685;3,770618;2,973646;3,166614;0,2501817;-4,403953;-1,027541;3,920287;-2,092392;4,642323;3,028518;4,694485;3,599353;3,504571;3,937299;-2,79337;1,142107;-2,668677;-1,516309;4,2411;1,648264;3,903557;-3,103896;3,5056;4,89365;2,461509;1,365306
38|TOP2|0,01508524|-2,428267;-0,06207752;-2,141463;0,7676082;-4,598857;3,794342;-1,358518;-3,208606;-2,174597;-3,424043;-0,03762674;-3,784722;-2,302782;-2,73078;3,176933;-0,9824543;-2,884686;-0,9428744;3,610852;-4,796288;2,189268;-4,247655;-1,623201;-0,1901894;3,426065;-0,550838;0,6186848;-2,191637;-2,711206
39|TOP2|0,01485774|-2,460522;3,395887;-3,347496;-4,238295;-3,911574;2,570673;0,7870288;4,775146;-3,794006;-4,422045;-1,82369;-2,485373;4,920501;0,3026919;3,946384;-1,275784;2,796347;-3,168797;3,371516;0,7759042;3,392012;-0,3952079;-4,157379;-3,745754;4,204242;0,7128625;3,50218;2,713293;-2,819811
40|TOP2|0,01470234|-2,709256;-3,788548;0,9168892;0,04473257;0,2892666;-3,3274;-0,5545063;-1,327768;-2,755432;-2,365767;-1,937031;-2,393815;2,151562;2,279578;-2,973866;-4,454341;-4,32972;-2,032917;-3,214259;-0,2003174;-3,968291;3,961717;2,242625;-4,119224;1,431723;-2,147708;4,716511;-0,6079655;-3,021155
41|TOP2|0,01432138|-3,577786;-4,132848;-1,424723;-3,873563;-2,18169;3,686315;-4,271803;-3,094382;-0,6422334;0,8130951;1,132752;-3,375633;-3,843346;-3,309696;4,539878;-1,59425;-0,7700472;3,154093;3,635268;-2,521191;1,031706;-4,048501;1,521699;2,760408;3,18687;-1,681359;-3,550797;-3,75577;-3,396378
42|TOP2|0,01329888|-2,955409;-0,8022828;4,724559;-0,1549263;0,8017569;-2,879139;4,033994;-2,179713;1,198697;2,40273;-2,869529;-0,6426244;2,942906;-4,18066;1,722978;-1,629217;4,909292;1,668316;-2,358016;-3,909341;-0,6489058;-4,750954;2,630935;-2,288067;-2,04318;-1,435619;-0,5864172;-1,933615;-4,572688
43|TOP2|0,01249206|-1,242095;2,374134;-4,2992;-1,425499;1,957847;-1,134286;-2,959045;2,237148;1,499177;-0,4303102;-0,4624228;1,141848;1,078408;-1,761742;3,608316;4,749347;4,386604;-0,4699521;-4,746765;-4,100218;0,6132035;1,667119;-3,913537;-3,609411;3,031595;-0,04008341;-4,416718;-0,5913014;-4,596041
44|TOP2|0,01231168|-2,267718;-3,690257;-1,128518;-3,043431;-3,106461;2,73532;2,292233;2,981856;-2,382786;-0,924036;3,20303;-3,287517;2,390227;1,43721;-2,425929;-2,871144;-2,359848;-1,187827;-4,886569;-2,061577;1,569031;3,460031;-4,02403;0,6563001;-2,272813;-4,721178;-2,226626;-2,600168;-4,890656
45|TOP2|0,01144422|2,414354;-4,385585;4,13289;-0,8241444;-3,148922;2,800318;1,180834;3,222687;-0,338829;4,568183;-1,568846;-0,7365389;-4,914848;0,8833976;3,865136;-1,441694;2,607869;0,5054526;-3,910066;-3,143233;-4,966002;-0,4684873;3,48084;2,489872;-0,2511902;-1,672673;-2,622538;4,787258;0,2034063
46|TOP2|0,01143304|-4,785978;-3,312716;0,8720798;2,859384;2,6678;4,360576;0,8888812;-0,8303018;-1,252086;3,282237;3,994365;-2,304132;2,218977;-1,13544;1,475069;-3,860997;1,80995;-1,446786;-0,1357512;3,257273;3,633053;1,739396;-4,471504;0,3730197;-4,698501;4,17871;-1,2933
