Generation: 45 | maxFitness: 0,8582422 | maxFitnessGen: 0,368942 | maxFitnessGenBuf: 0,2875693
N TotallyRandom: 22 | N RandomParents: 17 | N Top2: 27 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2875693|0,2748443;4,215576;-2,677193;-4,082016;3,473922;-7,541447;0,7425426;-4,679706;-2,928303;-5,151052;-3,152815;6,873289;-2,50965;-2,199788;1,02387;-3,385599;-4,059759;-2,145608;-4,687779;-2,511062;-2,316176;0,1596916;1,243458;-1,980062;-1,468711;3,038783;-0,6002373;-0,7042246;3,844239
1|TOP2|0,2866179|0,2748443;3,422825;-2,640487;-3,679121;3,391352;-7,372328;0,7425426;-4,536576;-2,900244;-5,406235;-2,715525;6,929291;-2,172219;-1,675742;0,815898;-3,65593;-4,059759;-2,533787;-4,340625;-2,522041;-1,926775;0,5864875;1,41242;-1,908833;-1,414757;3,06952;-0,6002373;-0,5428067;3,621648
2|TOP2|0,2756996|0,2748443;3,786246;-3,127029;-3,997607;3,007102;-7,861322;0,9614924;-5,026208;-2,928303;-5,406235;-3,152815;7,004944;-2,50965;-2,265843;0,7494129;-3,206594;-4,059759;-2,717078;-4,687779;-2,239367;-1,926775;0,1596916;1,41242;-1,620616;-1,616969;3,162551;-0,6578193;-0,5428067;3,238777
3|TOP2|0,2724099|0,2748443;4,091387;-2,757468;-4,082016;3,007102;-7,774177;0,7425426;-4,696559;-2,671513;-5,798529;-2,989482;6,546321;-2,389099;-2,004082;1,493109;-3,385599;-4,295181;-2,533787;-4,687779;-2,058146;-1,798651;0,1596916;1,41242;-1,900605;-1,414757;2,611891;-0,6002373;-0,5428067;3,342768
4|TOP2|0,2665088|0,2238459;3,786246;-2,639894;-4,082016;3,007102;-7,541447;1,12589;-4,906834;-3,420702;-5,406235;-3,152815;6,929291;-2,50965;-2,004082;0,9407446;-3,385599;-4,196255;-2,356905;-4,687779;-2,003633;-1,845719;0,2042209;1,41242;-1,775124;-1,112211;3,06952;-0,5965015;-0,8742848;3,222483
5|RandomParents|0,2662651|0,3043873;2,239193;-3,19863;-5,336941;4,316585;-5,734458;0,6758416;-4,37714;-4,044931;-5,42667;-4,566153;5,059498;-1,788554;-2,786872;2,206078;-1,99135;-4,324302;-2,151473;-3,662109;-1,913971;-0,3792977;0,9619405;2,016484;-2,244374;-2,604156;2,651809;0,6355367;-1,864426;3,37152
6|TOP2|0,2645057|0,2748443;3,328009;-2,640487;-4,035351;3,007102;-7,541447;0,7425426;-5,026208;-2,977253;-5,406235;-3,342005;6,929291;-2,50965;-1,746632;1,210014;-3,219832;-4,059759;-2,572613;-5,056236;-2,286248;-1,926775;0,1596916;1,41242;-1,914754;-1,247966;3,486099;-1,070211;-0,5428067;3,621648
