Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1530678
7|TOP2|0,03288182|-0,533319;-0,5203109;-1,894763;-2,376091;-3,889702;4,261765;4,70807;3,998507;3,037122;-1,101982;-2,468242;-0,6888576;-1,057631;-4,615591;4,332826;-1,749218;-1,541486;-4,728111;-3,894395;-1,623094;2,709969;1,267291;4,01646;-3,662479;0,7186823;2,088242;-0,7291465;-2,214313;-4,67112
8|TOP2|0,03263826|-0,2671928;2,945508;1,285834;3,786879;2,488285;-0,4996152;4,113285;1,52752;-4,156645;2,017044;-1,104624;-1,611447;-2,701875;-4,971945;-2,95178;-3,32353;4,037786;0,4459243;-2,78803;1,340356;-0,4845686;1,96696;-3,290948;-3,059831;4,213599;-2,780553;-4,073352;-3,703035;-2,839117
9|TOP2|0,03257118|3,221749;1,750616;-3,861995;-2,148862;2,104955;-4,999115;-2,015882;4,198339;3,092081;1,113241;1,712236;-2,85071;-4,908564;-1,658228;4,889993;-0,9707398;-3,984485;3,217636;-1,915412;-2,781402;1,344479;-0,6786375;-4,5726;-1,691361;3,207626;-1,5709;-2,600462;-2,432279;1,206569
10|TOP2|0,03229106|-0,615911;-3,992085;1,588744;1,39175;-4,504237;4,633493;1,399846;-0,8900805;-4,413337;3,235577;1,595292;3,40422;0,8062239;-3,815879;-2,201396;1,202612;-0,8840041;3,935357;-2,697711;0,2875285;-0,6291776;4,725476;-1,205658;-4,395099;-4,144976;4,743962;2,416483;-3,863908;0,5282397
11|TOP2|0,03183283|-0,02110529;0,8153934;2,720395;-3,37524;0,832829;1,404487;-4,42731;2,451955;1,543589;4,132415;3,338514;-2,588554;1,540965;2,698247;-0,412014;2,586211;-4,019627;-3,307857;0,8447833;-2,497857;-1,075197;-4,422709;-3,66103;-1,397152;-3,978477;-0,7989712;-2,535442;4,47307;-3,290951
12|TOP2|0,02085884|-2,17653;1,64846;2,896949;1,332683;-0,3098063;2,121016;-2,164312;3,086305;2,743641;-1,493791;-1,907682;-2,93027;-2,195956;3,620806;-2,303579;-2,084641;4,686115;-3,596955;3,313661;2,452608;2,117043;4,843053;-4,014073;4,002023;-0,9921451;0,5439215;4,098229;0,3997474;-1,485779
13|TOP2|0,01961158|-3,788683;-3,304909;-3,952894;-3,551558;4,40908;0,218956;-0,2020712;3,339517;-4,035593;0,2247829;-2,60508;1,098195;2,897522;-2,733636;-0,7816572;0,7219548;3,144924;1,010921;-0,4882021;-4,738898;-2,490576;-0,7359176;1,382692;-3,136152;-2,39008;0,2348967;1,830401;3,307791;2,14068
14|TOP2|0,01950679|-3,623979;-3,466071;1,900998;-3,807863;4,039323;1,86482;-0,6428428;-4,786858;-0,331779;0,008060455;-4,501387;-0,3725915;-3,781475;3,748566;0,9209685;-3,029503;-1,143946;-3,542609;-4,086857;-2,292181;-3,256008;-2,650434;-1,124959;0,01439857;1,529268;-3,347285;-3,585657;-4,01917;2,530085
15|TOP2|0,01926726|-0,9869356;-4,729513;-0,8775134;-2,493147;-0,3481154;1,372466;4,346828;3,190757;-4,656029;-3,672613;0,1033859;4,091923;4,00076;2,3212;-2,888809;-3,148679;-3,08399;-4,13273;-3,783464;-2,662834;-0,8189316;3,627835;0,2555056;-2,705452;4,22336;-4,903376;2,385156;2,90513;2,552991
16|TOP2|0,0177536|-4,378874;-3,91449;2,710415;-1,594998;-3,786053;-2,623648;1,11469;-0,6556873;-1,298818;-2,236293;-1,77506;0,4229884;-3,705482;-3,287498;-0,4314919;-0,634522;-3,690795;-0,9040518;0,4053063;-2,881365;0,4932337;-2,867243;-2,684098;-0,2786822;-2,174687;-3,596431;3,541195;3,977358;4,137218
17|TOP2|0,01651238|4,08493;3,871658;-4,655519;-2,819243;-2,580856;0,3253942;3,637007;-4,789983;0,203908;0,5216022;4,329841;1,609963;4,700689;-3,689433;-3,203026;-1,110999;3,10814;0,1961474;1,451537;-4,606813;4,525969;-0,956275;-3,885241;-2,796618;0,573935;-3,856583;3,36715;4,962687;1,976385
18|TOP2|0,01639267|2,344116;0,6667109;1,452691;3,476815;-4,66153;4,389143;-3,593044;-4,030789;3,678341;0,6325774;-2,057046;-3,780967;0,2593322;0,3261261;3,410906;-2,909345;3,790455;-1,778505;1,204391;0,8498783;-0,5247231;-2,291011;3,949748;-3,370756;1,06081;-1,455404;1,44578;1,397055;-4,661163
19|RandomParents|0,01571979|0,07350636;-2,991261;-4,234554;-4,099742;0,02798605;2,472978;-4,272633;-3,249281;2,278088;4,256028;-3,638574;0,5505066;-4,589579;-1,652256;0,3640122;-3,119349;-4,571615;-4,290666;0,8697944;-2,530885;4,873599;-0,3769202;-0,6812282;-4,290685;0,9321423;2,784389;3,625903;-4,520625;-2,775196
20|TOP2|0,01544941|2,595862;4,60232;3,447446;2,120217;-2,280561;-2,641988;2,524579;-2,216603;-2,534622;-3,036505;-4,703046;-2,371871;1,064431;-1,819186;-3,447042;2,460904;-4,892441;1,631483;-1,169693;2,794385;-1,85525;2,62096;0,5697231;2,128583;3,683487;4,606249;-4,664246;-4,812023;-0,6172304
21|TOP2|0,01544076|3,728427;-1,782384;-2,597078;0,4235263;3,367434;1,237209;-3,955196;3,601382;-0,5619888;3,072693;3,234725;3,451315;3,673291;-4,545878;4,199165;-3,536691;4,578268;-0,5738659;-4,986362;-1,240448;-1,329613;3,492319;1,881476;-0,413434;-2,864218;1,781397;-0,5675073;1,482885;-4,207531
22|TOP2|0,0154367|4,158678;0,570013;1,682603;-4,866372;0,712276;3,69657;-2,733974;0,6742196;-4,705553;-4,631181;0,9157591;2,868091;-3,437321;2,62169;0,3303165;2,750564;-0,9685664;2,134056;4,573986;-0,3754144;2,052116;-2,549934;-0,4543753;-1,363086;1,468558;-0,8085914;1,643319;-0,7280297;1,546389
23|RandomParents|0,01540615|1,158814;1,452426;-1,299316;1,341935;1,063599;-2,718988;-0,1471405;-1,608893;-3,942138;2,373754;2,864552;-1,945908;-0,6106882;-4,734304;0,7842927;-0,6470852;-0,9440975;2,025445;-4,451636;4,975959;-1,767718;3,478971;1,04517;-0,3740602;3,183111;-0,06051254;4,35925;-1,020216;3,923269
24|TOP2|0,01540167|3,850424;-2,902693;-1,690858;-3,00465;-3,719548;-2,117254;1,513214;3,61143;3,848484;3,615271;2,162312;-4,605322;-4,0784;1,40911;-2,994356;3,071043;-1,775286;-3,81494;-2,45125;-2,205129;-3,613727;-2,788819;-4,978477;4,695236;1,199978;3,262477;0,7181449;3,647552;4,166548
25|TOP2|0,01540061|3,334523;4,599091;-1,259504;-4,771662;0,3365345;3,846315;3,386446;1,689114;2,336978;-4,633766;1,585403;-0,2392645;1,231505;-0,1208611;-3,255786;2,06974;-0,2963905;-3,340459;3,232045;-0,9468837;-3,981801;2,378384;-2,077798;1,888602;2,333888;1,829686;-3,294737;4,141088;2,466058
26|TotallyRandom|0,01540049|-2,406086;2,674023;0,9448428;-0,8110924;4,841071;3,128371;0,3507214;-3,689116;-0,8626347;-1,478548;-3,072808;-4,665307;0,946384;0,8237486;-2,123087;3,695257;-4,596542;-2,707066;-0,29738;-4,756029;4,009919;-2,063553;-2,293823;-4,564138;4,592704;4,057573;0,7631545;4,206483;1,490166
27|TotallyRandom|0,01539442|0,8911176;1,342237;-2,95336;4,636774;-4,08751;-4,86216;4,489585;-4,763678;3,455183;-0,7733564;4,201203;-4,784521;4,16942;-1,604529;3,23935;2,794583;-4,150373;-0,04897308;1,677585;4,549984;-3,462759;4,59326;4,093003;1,174629;-0,6532879;0,9063597;1,16041;2,231918;-2,268037
28|TOP2|0,01539104|-3,631494;0,2120132;3,120637;3,307363;3,122002;-1,531095;-2,800465;-1,191358;4,803699;0,960031;2,618082;-1,450105;2,567492;-2,335886;1,569749;4,986257;2,93977;0,8998089;4,444246;2,453723;2,541901;2,538072;-2,044509;1,407088;1,130936;2,490904;-3,13432;1,484746;0,3540115
29|TOP2|0,01538781|-1,269872;-4,876129;-4,088356;-3,18049;4,706085;0,2828102;1,135092;4,705688;-3,970049;1,734596;-1,092082;0,9077568;-2,334194;0,6768589;-4,136799;-0,5147367;-3,024224;1,630604;-1,544033;1,351414;4,353797;2,788504;-1,207888;-3,520752;-0,7082229;4,681178;1,079337;-0,7254677;-2,465933
30|TOP2|0,01538098|3,36813;-2,670839;2,672012;-1,654869;0,5651789;-4,221367;-4,36713;2,876292;-4,077477;2,14164;1,980711;2,807923;0,06576252;-2,876728;4,403821;0,9851975;-0,9871345;2,037413;4,868226;1,378923;-0,3843884;0,7359595;3,271741;-4,698991;2,48839;-0,3071885;3,634384;-0,1944585;2,952449
31|TOP2|0,01537757|0,9406371;4,786072;4,009531;4,31402;1,687262;2,107346;4,797331;3,812751;-1,189266;2,259725;0,00974226;4,069507;-1,145061;-1,402332;-1,106387;-0,8995514;-4,289149;-3,121825;1,553944;-3,666985;2,594677;-1,966675;3,319195;4,972246;-2,704445;3,828714;1,935497;-2,965671;3,851914
32|TOP2|0,01537563|3,88751;-1,520564;2,102064;0,1268978;2,116208;-2,839576;-1,965067;-4,286156;-0,364234;0,65903;3,321941;-0,7151766;0,3702779;-3,394333;3,905104;-2,327667;-0,5279322;-1,263226;-4,431913;2,96575;-4,514164;-2,294487;0,3302317;-1,494468;3,961719;2,078168;0,1251106;1,941197;0,6603427
33|TOP2|0,01537343|3,23785;-1,748033;4,666619;-4,568553;-0,7582431;-2,256469;3,29495;1,043683;1,945674;-0,8087831;0,6943984;4,608598;-0,1015968;2,8354;3,970202;-2,212009;2,451569;-1,74287;2,517333;3,579521;-3,202702;2,929785;3,399813;-2,558898;2,613702;2,974066;1,396276;3,442098;4,761518
34|TOP2|0,01537195|3,427095;-3,856027;0,7314138;-4,863985;1,512003;0,8159261;3,791156;4,907102;-0,8729835;4,131137;2,163213;2,7289;-1,833958;4,098148;1,895729;-0,7842999;4,45961;4,575722;1,009607;-3,042652;3,804005;-1,027588;2,460276;-0,1323695;-4,079722;2,049928;-0,6224995;4,466833;0,7236629
35|TOP2|0,01536922|0,4062147;-1,049275;4,308228;-0,8286996;-1,626897;4,94374;-2,578828;3,187684;2,326169;-0,823472;1,346389;4,407423;0,1994591;-0,9274058;1,474516;4,722864;-0,6158261;3,132696;0,05700397;-1,860066;-1,158395;0,4994826;1,010794;3,233552;-4,129131;3,951393;2,618617;4,210781;-0,05964947
36|TOP2|0,01417558|-2,080787;-2,13564;0,4635029;0,8095188;-4,286986;-2,124808;-2,010382;-0,09212542;0,348516;-0,7783084;-4,735016;-2,611876;4,978115;1,104897;0,6713791;-2,308833;-4,392968;-2,903386;3,861598;3,55238;-0,8045845;-1,476307;-3,52955;4,006824;3,164646;-3,45734;-0,01445818;-4,327623;-2,794548
37|TOP2|0,01324306|-1,294022;0,4932876;3,337874;-3,292513;-4,761347;-3,420408;4,600435;1,398453;2,840981;-1,469953;-3,336349;-4,40127;-1,227506;-0,3809075;0,671205;1,081445;-1,320978;2,90182;3,917084;0,9716849;0,9359188;-4,473957;-0,9328766;3,690419;-4,516766;-0,7432933;-4,328476;-0,6055288;-4,886248
38|TOP2|0,01264784|2,715306;0,9125023;4,469959;-4,027596;0,2971501;-4,233208;-2,723961;-1,32297;-0,6752067;4,85309;0,8852906;4,418375;-2,57781;-2,843942;-2,975986;-0,4912786;-4,85716;-2,348037;-3,506389;-3,065813;4,175819;0,7727485;-1,703605;2,029564;-3,497844;3,853088;-3,617146;4,660812;-1,725009
39|RandomParents|0,01237032|2,380179;2,914351;1,655959;-2,963028;-3,991531;-1,893281;4,259862;1,9017;-4,396132;-1,586558;3,315663;-0,5344934;-0,76263;3,039287;0,464385;-1,135876;0,6515365;4,153856;-3,237738;-3,338486;4,149835;-4,93825;1,277209;-2,798072;-4,10818;4,359117;-4,87321;-4,347185;-2,190253
40|TOP2|0,01226717|0,2858572;-1,57453;3,669363;-3,864635;-0,4137783;2,861151;1,189571;1,369859;1,955475;-1,695943;-1,372793;0,2045565;3,503336;-4,083012;-3,945208;-2,177486;-3,673845;4,431659;-4,650184;4,2165;-4,43947;0,2073641;-1,634602;-4,029491;0,1670461;-4,12897;-1,280224;-4,47317;-3,148449
41|RandomParents|0,01223999|2,945591;-3,5015;-3,059128;-0,2883463;-3,800873;2,173189;3,37108;3,201814;-3,0938;0,9480505;-3,285544;2,387099;2,673889;0,9777279;-3,15485;-0,8320622;2,085477;-3,439164;-2,970115;-4,16531;3,041956;-4,074855;2,508355;-1,17423;-4,763788;-4,535199;-4,153639;4,297596;-3,522808
42|TOP2|0,01163156|0,09261799;-3,344851;2,319587;-1,237745;3,895745;1,074492;-2,070086;4,694367;-2,282118;-4,808014;0,621316;-2,189944;1,41328;4,813972;-4,390673;-1,545248;-2,563063;-4,967016;2,32862;3,191175;4,81992;1,539587;4,975101;1,858731;0,5854325;-0,1754694;-4,064648;-4,693754;-3,478118
43|TotallyRandom|0,01159945|-0,6264348;-1,700094;4,821956;-2,086131;-2,175524;2,824568;-2,899504;-4,197717;-1,217731;4,165422;3,328083;2,081175;-3,634697;4,088645;-2,003529;1,092882;0,425765;-0,9485464;1,029298;3,107149;2,953673;-1,889217;3,787445;2,311413;-3,020325;-2,153092;3,468862;-3,774787;0,2891631
44|TOP2|0,01158647|-1,151333;4,584867;-1,674145;2,042585;-1,467232;-1,090528;0,01529169;-1,632783;3,301593;-0,3707619;0,2333908;-2,02099;1,07399;4,999872;3,835667;2,478037;3,806293;3,985164;2,245394;-2,684918;3,306316;-3,076696;1,55343;-4,928722;-2,63634;-0,3127675;1,685736;-2,934427;-2,86738
45|TOP2|0,01157918|3,530054;-0,924912;3,155315;3,111185;3,031733;2,440783;1,125679;-1,342381;-3,977501;-1,081684;3,16483;2,145786;-4,778504;2,65;-0,6209297;-1,558513;2,341931;-1,614775;-1,356001;-3,910246;0,7632999;-4,537101;-0,4980187;2,414387;-2,445979;-0,6418257;-2,968608;1,95147;2,287763
46|TOP2|0,01157918|-2,687272;3,10793;-3,560878;4,57252;4,344836;-1,726442;-1,1167;-4,868354;2,646819;4,910497;3,486309;-1,931694;-1,618824;-1,571174;2,230141;0,7373338;3,254047;4,626741;2,313242;-0,1252704;-1,468046;1,752083;-1,483337;-3,748873;1,401874;0,5025487;-2,789037;-4,98809;3,892745
47|RandomParents|0,01157907|4,670637;-2,495596;4,462508;1,273671;0,6056981;2,295811;1,
