Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,02243002
7|TOP2|0,01282265|2,465032;-1,023306;-0,7230945;1,461687;4,831274;-2,811246;-0,8602018;-2,681035;3,898704;4,27733;2,369332;-2,868419;1,970065;-0,1866679;-2,498804;4,978524;4,43513;1,473958;3,081921;-1,798701;1,676285;-3,15982;-0,5239363;0,3641562;4,238442;3,629452;1,939399;-1,763986;-3,282225
8|RandomParents|0,01281911|-1,473913;-1,102844;-4,073895;1,897902;-1,826327;-1,869917;4,583702;3,580137;1,578808;-4,832767;4,450538;1,847911;2,213775;-0,5136876;1,125495;-0,4813533;0,6311874;-0,2091031;-3,685066;4,344291;-2,819576;-1,345951;0,7641678;2,178001;-1,560249;2,545725;4,910927;-3,667988;3,202943
9|TOP2|0,01225781|-2,26325;3,777708;3,254083;-3,38747;0,3033571;4,944715;2,705297;-3,782124;0,201797;-3,76243;2,81238;0,5211396;0,3658361;3,360763;2,476736;0,7002001;-2,443691;1,788723;-3,114215;-4,845468;4,715389;-1,890595;-1,426644;1,706868;0,847867;0,8587961;-3,211502;-2,466452;4,05468
10|TOP2|0,01153168|2,928164;-2,254519;1,595905;-2,479083;-4,912535;1,945928;2,050967;-4,362728;2,279067;-2,768358;-0,7936387;-1,722951;0,6526299;3,956647;-1,182363;1,260512;1,226029;4,745065;-0,3485413;-2,307017;-3,233928;4,422928;4,595493;-2,431905;3,692693;-0,1612992;2,031275;-3,216484;-3,500864
11|TOP2|0,01128643|0,148067;0,6886549;-2,072416;-4,743816;3,293195;-4,021965;2,569268;-4,933472;1,352937;-3,834859;-0,5251627;0,7467599;1,607356;-0,6035705;4,93853;4,126414;-0,1450496;0,3238554;3,754993;-1,38396;1,61982;-2,258906;1,300348;-1,144667;1,58911;0,102479;2,166688;-4,972678;0,3564806
12|TotallyRandom|0,01117611|-1,184544;2,484222;0,7129412;-0,5827827;-3,460832;1,702057;0,8617191;-1,257274;-4,847618;2,950308;0,6219058;-2,90698;-2,356017;4,718255;-4,876452;4,761398;2,966832;-2,61797;0,2498097;-4,214684;3,735014;0,2477951;-3,80035;-3,651911;0,1273103;2,424179;-2,336646;2,769905;4,952894
13|TOP2|0,01097872|4,316432;4,551141;-4,551822;2,577566;0,7755809;4,997654;3,22461;1,40571;-4,854364;-3,914032;-2,480567;-0,9059234;1,034801;0,5170732;3,094175;2,805946;-2,409266;0,1006513;1,905099;-0,4600577;1,77009;-0,06346893;3,074578;-2,879666;3,511497;0,9577436;-0,8341866;1,372393;3,001436
14|TotallyRandom|0,01085922|3,867959;3,127313;-0,8597918;2,136368;-3,984287;-1,665633;0,5069418;4,624339;-2,993846;-0,650125;-0,2164226;-4,095596;-2,237563;1,53341;-2,344263;1,6464;3,450421;-0,01030159;3,543207;-1,610368;-0,8712821;-3,768864;3,268427;4,259821;1,516007;1,327776;-2,276752;2,699322;3,011121
15|TOP2|0,0104161|4,541616;2,4756;-0,178793;2,848475;0,6268935;-3,616334;0,9737687;4,435066;0,2816515;1,712923;0,1861949;-2,929569;-3,103863;-2,263778;-4,932981;-3,724465;1,524069;4,35347;-1,312519;-3,62591;4,266174;3,566086;1,030317;0,4544921;1,996688;0,3601413;-1,902375;4,03777;-0,2725716
16|RandomParents|0,01022018|0,2592225;-1,861088;-3,850373;-0,7090168;-3,814924;1,845323;4,914289;0,9862537;-0,4218249;2,125967;-2,857985;-1,421657;-3,017467;-1,164939;2,585952;-0,6417494;-4,507093;-0,4746432;-4,625492;1,916041;1,464638;-2,071858;3,417476;1,725875;-0,6168694;0,563653;4,774493;-1,049518;-2,703147
17|TOP2|0,01020564|4,322743;-0,6549006;4,09216;4,504142;-4,091535;0,7379694;-1,741105;3,131852;-1,694543;-1,125479;3,751646;-2,084014;-1,126154;4,001541;1,77783;-1,833481;0,4095464;0,7325025;0,4101534;-4,481174;4,82206;1,938317;-4,54835;-2,815186;1,74413;1,82593;-3,004726;4,757018;-0,954495
18|TOP2|0,01013535|2,400874;3,669329;-4,791661;-0,4103227;2,845061;4,235064;-0,864603;-0,4040794;-3,269677;4,834968;-3,478485;-2,524303;4,868335;3,162678;-2,906155;-0,1423163;-0,002402782;-3,706007;0,1291304;-0,7797523;3,671103;3,272957;3,454286;-2,107949;1,265937;3,43518;-1,676034;0,6124516;1,483424
19|TOP2|0,01012857|3,945742;2,047542;-3,059916;4,012023;4,219398;1,774153;4,899353;4,793667;1,88068;-1,444684;1,031873;-1,492645;1,059533;2,277794;-2,418952;1,161507;1,147492;-3,198867;-0,8274202;-1,434578;4,677225;-1,342314;2,770112;2,559227;0,1426358;3,204578;4,888492;-0,5168076;-1,23504
20|TOP2|0,0100791|4,928432;0,4906349;-3,960653;2,321773;2,439063;2,210179;-2,620796;0,9278269;-4,015013;-0,245295;-4,164342;1,766964;4,290787;2,576447;2,070742;0,31076;3,24703;3,429229;2,086976;4,896646;0,2950912;-3,576398;4,017323;-2,355926;3,573848;-2,243681;3,095945;4,55785;-1,165684
21|TOP2|0,01005053|-0,2424498;4,202038;0,2603202;2,09681;-2,69701;-1,499331;1,477135;0,2713184;-1,480566;0,15382;1,029721;-0,5408006;-3,598776;2,730558;-3,402109;-3,13715;-2,037012;0,4387684;-0,9949617;3,813263;3,747472;-4,884032;-1,901903;-1,526659;4,092237;-2,893954;-2,012848;-1,738333;-2,783981
22|TOP2|0,009917822|-3,547051;0,7114191;-1,278369;-1,885036;-4,668025;1,203126;-0,73206;-4,31741;2,746635;4,14503;-2,00022;-4,916689;-2,182386;-3,743813;-4,8414;-3,450117;1,206057;-0,4771395;3,325174;-1,976059;-2,454618;-3,608141;3,550322;-4,382389;2,130368;4,182383;4,891893;0,9262328;-3,087023
23|TOP2|0,009603946|4,683988;-4,64069;2,511211;-4,421709;-0,2611871;2,706021;-3,995093;2,07947;-1,792739;1,63524;3,809829;2,520245;1,724592;-4,89993;2,96983;3,652571;-3,399021;1,37847;-1,464083;-4,1374;3,891411;-2,934544;1,897987;-3,66296;2,834048;4,76396;3,389008;2,299677;3,216833
24|TOP2|0,009585425|0,9661369;-0,1175637;-1,043845;1,879989;2,168827;-2,388889;-0,114078;-2,997766;0,653326;0,6472464;2,500899;2,76926;-0,94137;-1,839421;2,970387;-1,607115;0,9267683;-2,25552;0,2551441;1,880974;1,055148;0,8440704;0,8728237;-0,4719324;2,289956;-3,248774;-4,687973;0,1348786;2,307364
25|TOP2|0,009339639|-3,90646;-0,1342006;3,275392;-0,8021955;4,660993;2,751032;-1,940616;-3,983912;-1,020832;1,498647;2,509485;-2,223536;-0,07502127;4,770627;-3,973522;-3,062816;3,353753;2,997699;0,1947851;-2,355073;4,972468;-1,210838;1,487126;3,994129;2,210141;-1,01544;4,666237;3,493831;1,102833
26|TOP2|0,009247058|-4,9105;2,353158;-4,384802;2,579132;4,429232;-2,449159;-4,392492;-0,2858763;0,7870631;-0,005001545;-2,736955;3,960433;0,9951015;4,714499;-1,255689;3,879796;3,228655;0,5182939;2,969472;0,3579326;-4,518447;3,326752;-4,533153;4,840827;3,183041;4,272346;-1,464842;4,766322;4,475986
27|TOP2|0,009070195|2,795563;-0,5561848;2,926519;2,740295;0,8267803;-3,580654;2,209668;4,245358;3,31887;-2,712518;-1,396978;-3,979527;4,91948;4,810905;3,542977;-0,5887728;0,9010463;-0,7014089;2,092783;3,325661;-1,878472;-2,094612;3,172446;0,6358318;-2,542241;-4,806877;-3,133562;4,980887;4,337176
28|TotallyRandom|0,008471365|-0,73669;4,998876;0,5494542;-3,792424;0,2611585;1,055115;4,777494;-3,323221;-4,411669;0,423079;4,752161;1,794829;-0,7916741;-1,49956;1,518314;4,69012;1,946258;-0,3271179;2,412639;-1,957795;-0,193028;0,6408696;0,2528067;-0,05113316;0,2527385;-2,250712;3,378893;1,167717;-2,335356
29|TotallyRandom|0,008127329|-0,1054816;2,125852;3,180177;1,15033;-4,971489;3,780454;-1,7059;-4,426507;0,3861551;1,698032;-1,453586;-3,780326;2,390772;0,9250374;2,710544;2,427061;0,5119996;-1,670558;-0,08192348;1,588279;-2,160639;-4,420708;-0,9973998;-1,612579;3,723337;3,864819;-4,914895;-1,093871;-3,321014
30|RandomParents|0,007757055|2,453506;2,923652;-3,459555;1,330546;-0,7626801;-4,785025;-3,673034;-2,43063;-1,268062;-0,3169293;-1,745622;-1,241954;-0,6141634;4,79994;-4,977994;1,078753;3,216555;2,561326;-3,01937;2,45927;-3,136221;3,443047;-4,034781;3,57802;-0,3098578;-3,564985;-0,2035446;1,708679;2,36755
31|TOP2|0,00725316|3,601261;-2,109664;1,383615;-1,783886;-4,691514;-0,2759285;-1,924394;-1,627806;4,745619;3,554679;1,343462;2,468944;-1,921206;-3,123093;-0,360642;-2,607351;-1,948897;0,4135518;2,380728;-2,651037;1,77919;3,375078;4,988195;-0,2541275;-3,106031;-2,986718;2,42618;2,230265;-1,269279
32|TOP2|0,006640617|3,31518;-0,7994227;1,640626;-1,008969;-1,399245;1,718619;0,8406811;-1,016202;3,114609;-1,087075;4,556364;4,702607;2,551227;3,888857;-2,760372;-3,174627;0,09496403;-0,7934337;2,979302;-0,8590798;-1,141891;4,754059;3,628258;0,03792477;-4,274963;-1,835554;-0,4259996;-1,533415;3,5842
33|TOP2|0,006598336|-0,7087846;4,951358;1,306672;0,8092017;-4,002762;0,4903464;-1,710348;1,156879;-2,851801;4,640349;-4,020899;-1,188889;-0,7723742;2,241435;-2,892899;-0,5089779;-4,128452;-4,852365;-1,683697;1,813351;-3,548264;-0,4260378;-4,856466;3,571442;2,362249;-4,910327;-3,525467;-0,7608075;-4,200691
34|RandomParents|0,006486019|-4,693033;0,9687419;-2,901213;-1,898732;0,7286601;-2,023826;3,863564;0,3797336;-0,4967694;4,005295;-0,9923263;-0,9974079;-0,4748363;-3,605944;-0,6223936;1,822485;-0,4723101;1,652426;-1,198272;-3,014174;-2,86283;-4,125267;-0,9348412;4,597121;2,689197;3,08381;-4,606557;-2,303006;3,153261
35|TOP2|0,006455707|0,8547134;-3,568511;-4,869434;-4,149636;-1,206953;1,21665;2,629026;1,562423;-1,63593;0,1554461;-0,8023314;4,105114;0,9248514;-4,300113;4,990993;-3,166203;3,215534;4,660221;-2,653655;-4,541788;1,882115;-4,927339;-2,394754;-2,439601;-4,854971;-4,513412;3,19677;-4,096764;1,440948
36|TOP2|0,006394932|4,091817;-4,365829;-3,643294;-0,3589396;0,3825803;1,649828;2,856298;-2,097001;0,3955274;-2,026808;-0,6811996;-0,7046585;3,495812;-0,8706336;0,7650824;-3,801267;-3,227003;-1,845112;-2,909899;-0,7604523;2,817714;-4,024592;-1,470387;-4,836426;-3,581171;4,996343;4,883424;4,355073;2,094655
37|TOP2|0,0063735|0,5343075;-4,219216;-1,35959;0,6744747;0,3950305;-4,37009;-0,2888389;-3,729248;1,602026;-1,198017;0,6964726;1,878817;-2,043325;-1,716648;0,3051953;-3,827997;-3,871531;2,759842;3,454099;-3,834255;0,5987496;0,6492419;-1,527974;4,598154;1,483936;0,2018981;-1,325068;-1,284518;-3,2357
38|TOP2|0,006304373|-3,614706;-4,646967;-2,978338;-1,685808;2,870815;-2,198393;-0,4458623;-3,885668;-0,1097746;0,9708123;3,577671;-2,751141;-0,9757285;2,765722;-1,841678;0,5167751;-4,70942;2,173377;-4,490898;-3,493311;-3,916016;3,717605;2,162032;2,256045;-3,294722;-2,477646;2,650021;-1,208317;-2,415099
39|TOP2|0,006107345|0,531785;1,386757;-3,089432;-3,192891;2,200365;-3,196851;-0,1474957;-3,34528;-2,180646;1,819427;3,444369;1,046485;-0,9484811;1,590675;4,688931;-0,9245996;1,166401;-1,765623;2,701607;-1,335903;-2,157273;-2,518411;-2,46635;2,186388;-3,761394;-4,267034;-3,07337;-3,448622;-2,696793
40|TOP2|0,006064786|4,015016;-4,830835;1,804896;0,7927518;0,1320415;0,4495816;-2,628857;3,364454;1,909561;-2,623346;1,207183;-4,152349;3,278804;2,279553;-0,3118725;2,129349;-3,510931;-4,105225;4,360968;-0,1283474;2,114635;2,402377;-4,376044;2,631048;-4,804091;-0,4648905;-2,368784;-0,7961206;2,793442
41|TOP2|0,005872818|3,669719;-0,9780269;1,300961;-1,789663;-0,7696276;-3,98373;0,7888227;1,971402;4,675736;2,244907;1,74998;2,618953;-1,3606;2,011629;1,296086;3,563435;-0,2007298;-0,1059837;-0,4503627;-0,7068853;-3,82935;4,856516;-3,457766;0,5134816;1,361309;-3,195126;3,43931;1,65575;1,537726
42|RandomParents|0,005786107|-1,361377;-0,5758123;0,6835361;-4,090981;-0,2846103;2,469685;4,622791;2,745149;4,610488;3,041306;-3,031472;0,1401334;-4,054351;3,39609;-4,137679;-2,416596;-2,621259;3,253958;4,127564;-0,891314;-4,189562;4,467669;-4,736828;3,615412;-2,334314;-0,2892976;3,115402;-3,069308;-2,075534
43|TOP2|0,005734263|3,623926;4,981937;-2,5183;4,768424;4,928161;4,543655;-3,502101;-4,876863;-4,455625;4,161336;1,391349;0,08409548;-2,144124;4,931112;4,979936;2,818593;-4,909225;2,397268;1,817588;-4,40736;2,238265;2,451367;-1,087645;4,37345;-1,343221;-3,140457;0,2691512;-1,547453;1,765468
44|TOP2|0,005711996|1,161266;-3,489264;-1,317124;-2,816832;-1,805368;-1,066052;1,83293;-1,937379;3,663944;-3,455658;1,489953;0,2656169;-2,90483;-4,930943;-2,21915;-0,1370521;-1,71395;-2,247674;4,314183;0,7060356;4,749876;2,267884;-1,763983;-3,36833;-2,802917;0,5749159;2,082251;-2,451372;-4,091954
45|TOP2|0,005580045|1,728436;-4,923743;-1,742546;4,213774;4,74546;0,609283;2,749213;-2,202855;3,712105;2,701306;-1,861889;-1,61818;-1,800793;3,434944;-1,289051;-4,133582;-0,8636813;3,717146;-2,057014;-4,437653;4,897748;2,935071;-0,3021355;-3,370611;-1,367057;-3,7394;2,873779;1,58683;-2,606973
46|TotallyRandom|0,005543432|-2,695237;-4,239768;0,3690629;3,39059;0,1593466;-0,7444172;-4,855548;-1,111222;1,438404;1,672765;0,5840344;2,312629;-4,83417;-2,199349;4,589193;4,811106;1,152925;0,5127902;0,255857;-3,655585;2,899517;-4,533949;4,013267;4,180969;-0,2340527;-0,8555813;-3,206707;-1,619758;-1,321099
47|TOP2|0,005512614|-4,349675;-4,1009
