Generation: 1 | maxFitness: 0,1460757 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1460757
8|TotallyRandom|0,0796479|-2,982148;1,319898;2,707307;-4,8982;-1,059486;1,344793;4,910535;-2,631109;1,891786;-3,274384;-4,664907;-1,600285;2,012521;2,814744;4,989464;-1,308649;-1,586171;-0,722826;3,872925;4,954286;-3,803211;0,05507517;4,168576;1,151851;4,279118;-1,236814;-0,9366994;3,80453;-3,978989
9|RandomParents|0,07919785|4,814721;0,5987353;3,450588;-2,05662;-2,193244;3,566349;1,99048;-1,630617;0,7735043;-1,94037;-2,511771;1,745206;-3,806608;3,40922;-0,4047661;4,334096;-1,653805;-3,231429;4,819387;-1,967605;-2,574198;3,056699;0,5843706;-1,212349;2,081809;-2,642723;-4,479674;2,701467;-3,307516
10|TOP2|0,03232607|-3,91453;-4,252902;1,103713;-3,67076;-0,02375555;1,757232;-1,081295;3,824554;-2,608979;-2,850642;2,820909;1,424563;2,878087;3,309783;-4,092873;-2,580707;2,874995;3,372242;4,490818;-3,134471;4,365872;-3,316051;-2,137852;2,855103;-2,074914;2,521;-3,478942;2,059505;0,471477
11|TOP2|0,02946613|-0,5025692;0,2794628;3,645907;1,866244;1,382957;-0,193532;-4,719971;-2,265005;-3,75129;0,7275681;0,7713623;4,218826;-3,789556;-2,871562;-3,624729;4,295653;4,01187;3,815979;-0,7008309;3,021585;4,73178;-0,9687467;-1,160477;1,329613;4,306579;-4,50348;-3,847234;-0,9761448;0,9074087
12|TOP2|0,02779397|-4,808949;4,484516;-0,2649398;3,69521;-1,376109;1,398309;4,765722;3,541368;-4,258711;0,08997869;-2,507271;-3,201199;-0,350328;-4,737045;2,113415;-1,454316;3,806015;-0,2438884;2,106748;-2,628486;-4,545904;3,574043;4,636156;0,04883575;-2,121771;-3,475489;4,180441;3,163737;4,780342
13|TOP2|0,0275545|-2,406266;-4,551686;1,484241;-1,851453;3,623987;-1,788371;4,586326;4,182429;-2,919687;-0,7623868;-1,211648;-4,068527;0,5439262;-0,08455229;0,2416592;-3,699326;-0,6074886;3,590918;4,988655;-1,193359;-0,1221867;-3,556783;-4,022673;-0,8142691;2,008151;-4,81907;3,827553;2,784286;1,423236
14|TOP2|0,02592446|-2,918201;-2,155123;2,638211;1,826167;2,410747;-3,91871;4,125568;-4,7057;0,805933;1,628443;0,5359454;0,4448276;0,8666282;-3,174503;0,6856017;-3,874888;0,8140759;1,539107;-3,742941;-1,992753;0,9852643;2,418482;0,9573441;4,167967;2,845279;-1,486222;0,1810951;0,8649416;0,5104356
15|TOP2|0,02071458|-4,310637;-4,989575;1,05946;-4,372617;1,727185;2,856839;1,720089;-4,87928;-3,902496;3,142028;-4,758818;-0,2566175;-3,226136;3,029499;0,6718211;-4,695662;1,367516;3,930272;4,73136;4,710594;1,565903;2,107484;-0,5970101;0,6080632;-4,684248;2,052124;-0,03033686;2,582296;0,7505374
16|TOP2|0,0205897|3,371886;-2,836584;2,112888;-3,378793;-3,731008;-4,879824;2,16648;-3,994384;1,198551;-2,087882;4,140458;1,662266;-3,883817;-0,5669742;2,40777;0,9231668;4,647666;-3,485247;2,379637;-1,73969;-3,066621;-1,974042;3,248763;3,728024;4,784965;-2,213097;0,1994448;-0,6113844;-3,999415
17|TOP2|0,02044351|-0,7359691;-4,389208;1,079692;-3,228972;1,105499;4,188375;-3,535901;-1,464893;0,6530185;-2,470414;4,744524;-1,447887;4,1106;4,251295;-1,59159;2,051042;0,8769269;-1,478796;-4,474526;-1,095616;-3,294451;-2,734926;-4,737211;-0,8341689;-3,369626;-1,715145;-2,261861;2,476455;-0,1407318
18|TOP2|0,02031144|2,267157;-3,079207;2,64941;-1,094032;-4,435955;0,8388691;-3,879829;4,333859;3,21049;-1,722706;1,090207;0,503387;2,777967;1,851596;3,412643;-2,041317;-3,823183;-1,474939;3,781494;-1,175194;1,079519;2,844749;1,997651;-3,520679;0,8966823;4,336877;-0,9100871;3,739954;2,321637
19|RandomParents|0,01685525|-3,31736;0,02368736;0,3335662;-4,628148;-0,4717927;3,034792;3,442123;-1,315539;-4,079884;2,232375;-2,169159;-0,4116697;0,793087;3,063754;-4,639235;-2,612701;2,823184;-4,969351;-2,255756;1,117974;-1,811085;0,4659133;3,612926;3,7191;-1,072453;4,876806;-4,564796;4,224935;1,792943
20|RandomParents|0,01659514|-3,140785;-4,28208;4,816345;-4,197481;-2,237341;-4,829764;0,6116886;-4,511141;-2,54904;-0,3796344;0,5646105;2,270715;4,664556;-1,008098;-1,148543;0,5987926;0,1976304;3,52708;3,09108;-3,333856;-3,27083;4,625587;-0,3467579;-1,528606;-0,03518534;-1,030766;0,6544905;2,626332;2,204409
21|TOP2|0,01626822|-1,708432;-2,143414;4,739807;-1,297612;-1,204118;1,40986;3,621446;-3,934336;1,395231;-2,047184;-3,345635;-4,738854;2,27109;-4,901233;-4,791517;-2,453969;-3,424372;1,877724;3,861979;0,8810763;4,82715;3,717733;-0,5343242;-2,808446;3,721028;-3,114328;-1,378065;-1,057811;2,435575
22|TOP2|0,01594802|-4,322881;-4,274466;2,461612;-0,1551323;1,924385;0,2228837;2,158895;3,122419;-4,332441;-1,125753;0,1827283;-2,513406;3,598461;-3,55468;-2,563384;3,875984;4,599292;0,037498;-2,870247;-0,4812284;2,938933;0,4943199;1,704053;2,524086;4,628897;-2,249439;-2,054016;2,588215;2,418995
23|TOP2|0,01460178|4,759583;-4,274139;-3,473175;0,1600556;4,526826;-0,06882238;0,5140238;4,946825;-3,601142;-3,173352;1,095145;-4,721745;4,272649;-3,714075;-4,648233;-1,753932;3,301667;-1,587663;-0,48734;0,05320358;2,779963;-3,914125;4,473921;-0,178688;-1,888319;3,394516;0,7398467;-3,822942;1,890234
24|TOP2|0,01410661|0,1203008;-3,244509;3,536268;-4,739325;2,136165;-2,514459;-0,7657189;4,792543;-0,3942614;-2,941015;1,513924;2,335366;4,186661;-3,741712;-4,908706;-1,712504;-3,217181;0,09936047;3,682981;-4,725698;-2,752313;2,683165;-4,735355;-4,095533;1,395892;3,226545;-0,8804946;0,8268971;4,928732
25|RandomParents|0,01407583|2,331593;-4,235416;-3,708891;-0,2959781;-4,401043;-0,2303438;-0,92418;0,6944447;3,169253;2,689013;3,102609;-4,050823;4,130539;4,882985;-4,221651;-2,906244;-2,696383;-1,162081;-3,01783;-3,285762;-0,02821493;4,232731;0,5865364;-2,704996;-0,1700096;-3,733849;2,328936;0,2487154;2,51954
26|TOP2|0,01357045|-0,6885366;0,5485005;3,409121;0,1514359;-1,641354;-0,8849864;2,414823;-2,51079;1,229889;-4,583282;0,4249077;0,3928905;-2,747112;2,378651;-1,450626;-3,413616;-4,355318;1,00003;-0,8479648;4,575815;-4,327718;2,937661;4,698759;1,052951;4,432487;-2,318838;-2,954468;-1,131348;-1,232834
27|TotallyRandom|0,01337523|-0,199842;4,898664;2,037675;1,961691;-1,946711;-3,832685;1,508208;-2,675369;-3,0617;-4,931662;-2,372741;4,913124;-2,728134;3,463322;-3,100272;0,8251805;3,469262;-0,04936743;2,770885;-0,75249;-2,964466;3,030565;-4,80507;4,668163;3,318571;2,48679;-0,2831988;0,7385702;4,958821
28|TOP2|0,01325423|-4,778234;-2,310584;3,911732;-2,195275;1,677588;-1,865024;3,371742;1,022655;4,148438;-0,2703662;-3,673197;0,6269317;-0,461082;4,451191;-1,440323;0,5245857;2,719718;3,959459;-0,7021422;0,3065033;-2,084463;-2,174041;-1,115869;-0,2855377;2,264584;-3,403246;-0,8509607;0,8776479;-4,484064
29|TOP2|0,01306722|-2,092752;0,2064629;0,9412174;-4,773854;2,469159;0,1848693;0,4903059;-2,841651;3,624273;2,243744;3,085876;3,529268;-4,745673;3,855667;-0,2352018;0,4834361;-1,302596;-1,888698;-3,236727;2,738981;2,08928;-4,680623;-2,686896;-1,959702;4,379904;0,3388934;-0,8288832;2,556775;-0,7852058
30|TOP2|0,01304846|4,721539;-4,819188;2,254543;-1,059663;-0,4098349;4,646626;-2,502313;-0,8229713;3,944359;-4,010301;-0,3644128;-1,34502;4,545284;-0,9016724;-1,366493;-4,481268;-0,8436637;0,6586022;4,303501;3,200502;2,181579;-1,642836;4,332122;-2,017107;3,050659;-1,303406;1,077711;1,249225;-1,004446
31|TOP2|0,01304677|-0,4127641;4,205915;3,466919;0,5907316;-0,6636505;2,473476;-1,579807;1,981163;-3,930291;4,196486;-4,769095;0,9592085;-1,595692;2,36373;-2,106598;-4,677667;0,3522186;2,355592;-3,663285;-4,688566;1,605195;-1,479392;2,628199;4,547062;0,6357975;2,317443;-1,709877;4,565249;2,039794
32|TOP2|0,01303612|-3,248592;3,069874;-4,531274;3,387793;3,585382;4,271641;4,938535;-1,286106;4,401001;-2,374935;-2,249429;3,652755;4,413396;-1,102582;4,360592;0,07382822;3,203724;-3,792859;4,297122;-0,824235;0,7554822;4,565308;-2,243343;-3,500585;3,178957;0,6256895;2,160122;1,078703;-1,087332
33|TOP2|0,0130255|4,976605;-3,241234;-4,778429;-1,35585;0,6917973;-2,858747;1,025851;-0,4373174;2,704139;-4,444136;4,623055;-2,85729;3,795688;-1,905492;2,666647;2,765286;-2,247093;3,509245;2,572663;4,416379;-3,464766;-3,095803;-4,964828;0,5010657;3,833318;2,925184;2,77051;2,783151;3,082111
34|TOP2|0,01302352|-1,705713;4,256065;1,14328;4,601007;3,978169;4,316014;-1,625264;-2,482069;-4,379276;4,681305;-4,68506;3,770926;1,179433;4,997387;1,346273;1,544107;0,4161305;-3,050297;-1,018734;3,450385;2,229205;3,596544;-1,264089;2,512693;4,955549;3,516889;0,0003676414;3,134271;-2,994058
35|TOP2|0,01302341|3,214891;-4,072462;1,227324;4,523418;2,92015;4,554956;-2,995459;3,042839;1,124092;2,872442;-3,938865;-0,2129631;1,218833;3,440906;2,788619;4,625063;4,535771;2,870808;-4,866685;3,303989;-0,3785224;1,531956;-2,506015;-0,8087893;2,987173;-3,180672;0,605566;4,318998;-1,446591
36|TOP2|0,01302139|3,400167;2,44702;-0,7181315;4,554152;3,0743;0,2227302;0,5743461;-0,2184029;4,616414;4,723453;3,773227;3,876107;-2,885039;1,192381;-1,655788;4,060919;-4,377357;-0,5699592;-3,530197;0,9388428;-1,727571;2,962972;2,545997;-2,928317;0,3384848;4,997748;1,255495;1,283292;0,01250792
37|TotallyRandom|0,01267256|-2,491903;-0,7302494;-4,462947;-1,85134;-2,743827;-2,677205;4,759136;-1,757111;-0,1855083;-0,7102995;3,992264;-2,657379;4,914272;0,1700206;-2,478342;-0,6013865;-3,920462;-2,921034;1,739998;3,498802;4,584155;-4,325531;-1,536147;3,452495;3,881924;0,7045298;0,2014427;4,736942;-2,51562
38|RandomParents|0,01200847|0,5220537;-0,3605337;-1,187524;0,06693316;-4,526491;-3,554635;-2,408201;-2,357493;-0,249836;-0,7256002;-2,045085;-4,1266;-1,106562;-1,150845;-4,657421;4,960032;-1,59344;1,262312;-2,38141;-2,31757;-3,405899;4,967527;-0,2569084;-0,5789094;-3,337114;-4,784609;-3,444552;-4,848932;-3,211437
39|TotallyRandom|0,01140472|-2,6805;-0,1923842;-4,52096;-3,288063;-0,7807131;3,170605;-3,582337;3,200396;-1,889339;-1,370027;-2,541417;-0,8900146;3,109886;3,186551;4,546571;0,3829141;0,4848833;0,9087915;-4,260927;-4,943762;-1,320083;-3,222883;0,8089299;-1,09165;-3,083767;1,819285;-4,407058;1,259632;-4,503928
40|TOP2|0,01112769|-0,4305415;2,223324;0,06468105;-4,414818;-0,6816964;2,257285;-1,833345;-0,6439967;4,497394;-4,392947;0,7985668;-3,415589;2,468108;-3,580953;3,471638;-0,9037085;4,879752;1,148425;-0,02524805;-1,424102;4,606767;-1,888083;-0,4028506;-0,8650808;-0,65908;-1,932235;-0,1449757;-1,059735;-1,055902
41|TOP2|0,01058488|-2,31334;-4,104506;-2,107034;4,304751;-3,251256;4,213601;-1,930377;-4,499921;-3,988081;-1,168458;-2,4017;3,258326;4,770336;0,008158207;-3,660826;1,91113;3,262128;-4,385178;0,2472777;4,352691;3,474493;-2,782887;-1,211048;1,904123;-4,169895;1,187813;1,089293;-2,097309;-4,164804
42|TOP2|0,009770334|-2,88368;-2,324609;-1,325644;-0,7373734;-3,739124;-1,476121;1,807482;-4,10162;2,766453;0,3363032;4,654881;4,182052;-4,223812;-2,951189;-1,046173;4,239361;-3,394855;-1,643932;1,861651;-0,2996845;-0,6215935;-1,124229;3,842444;1,616019;2,871519;-1,491088;-2,640785;-3,594925;3,828022
43|TOP2|0,009484241|2,630286;-2,805207;-3,095585;2,336406;-3,578859;0,7981391;3,698648;2,461262;2,724402;2,632335;-3,046794;0,224194;0,474915;1,582744;1,910091;1,588939;1,372568;3,311782;-2,229555;4,044808;3,207797;0,9497447;2,069021;-3,663744;-3,432521;-2,634075;2,409476;-1,33545;-1,721275
44|TOP2|0,0094841|2,896982;-3,738493;4,216573;1,489835;-3,365214;0,6432266;-4,116682;-4,737322;2,205337;-3,72436;3,137546;-4,769515;-2,155612;-0,5330224;3,27957;-0,05903053;1,023395;2,105146;1,985231;-3,15817;0,3471141;3,810468;-2,868173;-3,979113;-3,996165;-2,620822;-4,404635;1,558139;-1,326361
45|TOP2|0,009483322|2,6519;0,2328329;3,045993;2,000357;-4,26427;4,847035;4,648932;-4,535627;-1,777493;-4,72578;-1,774859;2,407892;1,024651;-3,766974;1,35282;-3,003906;4,160608;-2,043112;-2,230815;0,8140879;-4,438412;0,08771133;-4,959744;4,11482;-0,5541081;-3,73847;0,9094138;-1,475756;-2,099618
46|TOP2|0,009481673|3,399538;-0,3414016;1,978658;4,374071;-4,815726;-2,100773;-0,771194;-1,400686;-3,598685;2,720255;0,9787817;-0,9836574;4,162688;4,66325;-2,424398;-1,034665;-0,9431152;0,7510681;-1,667485;-0,7702212;4,459768;-1,406019;-1,074149;-3,134346;-1,697445;1,701483;-2,68029;-2,010176;-1,108431
47|TOP2|0,009481307|
