Generation: 41 | maxFitness: 0,8582422 | maxFitnessGen: 0,3365147 | maxFitnessGenBuf: 0,3109602
N TotallyRandom: 10 | N RandomParents: 0 | N Top2: 49 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,3109602|0,241967;3,645297;-2,040159;-3,672668;2,107503;-7,541447;1,211445;-4,978249;-3,128002;-5,666167;-3,180446;6,929291;-2,627147;-2,319256;1,02387;-2,970953;-4,059759;-2,234002;-4,54075;-2,457821;-1,651631;0,19515;1,174783;-1,653473;-1,414757;2,837966;-0,4420088;-1,072082;3,490374
1|TOP2|0,3074674|0,205732;3,824847;-2,19928;-3,514645;2,107503;-7,305845;0,4017234;-4,978249;-3,128002;-6,40934;-3,406702;6,929291;-2,892076;-2,618138;0,5961839;-2,491962;-4,059759;-2,234002;-4,553781;-3,076846;-1,85648;0,6861451;1,357509;-1,586927;-1,581735;2,663798;-0,4420088;-1,072082;3,490374
2|TOP2|0,3062158|0,205732;3,824847;-2,192137;-3,514645;2,107503;-6,934803;1,033213;-4,567457;-3,128002;-5,803619;-3,227602;6,929291;-2,892076;-2,242279;1,02387;-2,741038;-3,985839;-2,234002;-4,553781;-3,140787;-2,130435;0,53457;1,28957;-1,586927;-1,414757;3,481305;-0,4420088;-1,072082;3,490374
3|TOP2|0,2922285|0,205732;3,824847;-2,040159;-3,46733;2,107503;-7,505844;1,081631;-4,978249;-3,128002;-5,971712;-3,064466;6,929291;-2,892076;-2,576056;0,635559;-2,845539;-4,140728;-2,644322;-4,117076;-2,770286;-1,936641;0,6861451;1,419248;-1,265042;-1,414757;3,160866;-0,4420088;-1,072082;3,490374
4|TOP2|0,2786974|0,1902641;3,824847;-2,044113;-3,514645;2,107503;-7,305845;0,8874705;-4,978249;-3,128002;-5,971712;-3,227602;6,884006;-2,892076;-2,290452;0,9249044;-2,491962;-4,059759;-2,262685;-4,553781;-2,69619;-2,091045;0,7113955;1,174783;-1,586927;-1,414757;3,118721;-0,4420088;-1,072082;3,490374
5|TOP2|0,2778035|0,205732;3,824847;-1,940108;-3,590216;2,107503;-7,305845;1,027589;-4,63565;-3,620092;-5,505209;-3,227602;6,929291;-2,892076;-3,001132;1,02387;-2,491962;-4,509485;-2,688703;-4,104607;-2,770286;-2,170467;0,6861451;0,6814525;-1,803663;-1,414757;2,782872;-0,7844993;-1,072082;3,490374
6|TOP2|0,2723159|0,205732;3,824847;-2,040159;-3,514645;2,096722;-7,305845;0,465427;-4,978249;-3,128002;-5,971712;-3,274019;7,404033;-2,892076;-2,576056;1,467004;-2,491962;-3,789147;-2,234002;-4,830184;-3,222951;-2,130435;1,043748;1,174783;-1,586927;-1,414757;3,118721;-0,4420088;-1,422951;3,161266
