Generation: 49 | maxFitness: 0,535903 | maxFitnessGen: 0,4905044 | maxFitnessGenBuf: 0,459407
N TotallyRandom: 20 | N RandomParents: 0 | N Top2: 50 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,459407|-1,915703;-3,505616;3,857381;-0,5255281;1,878772;1,995022;0,2526622;1,338923;-4,511484;4,005424;0,1332306;-3,669227;1,133997;-1,449862;-4,757331;-0,1272051;0,6246578;-5,504999;-0,3862998;-3,495097;0,8701579;-4,426279;-3,445927;1,197084;4,255574;-4,056869;4,015563;2,429047;5,380113
1|TOP2|0,4572374|-1,915703;-3,159055;3,857381;-0,5255281;1,725872;2,14214;-0,08675215;1,356654;-4,336033;4,005424;0,4336732;-3,848664;1,133997;-1,804035;-4,78086;-0,1289846;0,9661762;-5,773239;-0,1980155;-3,576639;0,6062524;-4,47689;-3,790604;1,646134;4,255574;-4,056869;4,307161;1,990406;4,886008
2|TOP2|0,4499009|-1,915703;-3,159055;3,857381;-0,5255281;1,763037;2,270827;0,5626293;1,274016;-4,336033;4,005424;-0,337232;-3,410566;0,7748095;-1,461083;-5,21658;-0,3597594;1,252351;-5,429673;-0,6733974;-3,860038;0,6219475;-4,862729;-3,788477;1,593508;4,255574;-4,056869;4,015563;2,429047;5,380113
3|TOP2|0,4481052|-1,915703;-2,675592;4,189643;-0,5255281;1,878772;2,14214;0,2526622;1,274016;-4,416452;4,005424;0,1814078;-3,848664;0,8480219;-1,449862;-5,21658;-0,06605774;0,9661762;-5,851506;-0,6733974;-3,495097;0,6062524;-4,912735;-3,771042;1,959633;4,255574;-4,056869;3,781346;2,429047;5,134204
4|TOP2|0,4410247|-1,758862;-3,159055;3,632252;-0,7817589;1,541311;1,86709;0,2526622;1,274016;-4,830836;4,005424;0,1672878;-3,403102;1,31737;-1,426715;-5,636968;-0,3597594;0,9661762;-5,911147;-0,6733974;-3,913034;0,6062524;-4,341577;-3,658226;1,593508;4,388727;-4,056869;4,144521;2,429047;5,201865
5|TOP2|0,4228795|-2,143619;-3,159055;3,951274;-0,5255281;1,878772;2,14214;0,6531484;1,274016;-4,250351;4,005424;0,03563926;-3,848664;1,133997;-1,161788;-4,84451;-0,3597594;0,9871765;-5,911147;-0,6623616;-3,221813;0,214757;-4,495717;-3,658226;1,593508;4,255574;-4,056869;3,734876;2,665874;5,364351
6|TOP2|0,3912864|-1,543763;-3,496548;3,857381;-0,1672609;1,921682;2,14214;0,2526622;1,227044;-4,336033;4,005424;0,1332306;-3,672724;1,127223;-1,175568;-5,571224;-0,1494753;0,9661762;-5,911147;-0,6733974;-3,495097;0,2724867;-4,647295;-3,786289;2,033754;4,255574;-3,993821;4,015563;2,787069;5,665251
7|TOP2|0,331159|-2,317583;-2,848839;4,023577;-0,5255281;1,878772;2,14214;-0,2448893;1,274016;-4,336033;3,835766;-0,2902237;-3,942732;1,154275;-1,01074;-5,21658;-0,3597594;0,7835103;-5,858111;-0,6733974;-3,40861;0,5777023;-4,47689;-3,658226;1,684414;4,255574;-4,239908;4,015563;1,930448;5,380113
8|TOP2|0,3224319|-1,915703;-3,579752;3,90912;-0,0368681;1,647294;2,14214;0,2526622;0,8594885;-4,719319;4,005424;0,2347469;-4,341779;1,474557;-1,9234;-5,21658;-0,3597594;0,9661762;-5,911147;-0,9392163;-3,495097;0,6062524;-4,47689;-3,658226;1,291206;4,255574;-4,525281;4,015563;2,429047;5,380113
