Generation: 9 | maxFitness: 0,4059404 | maxFitnessGen: 0,3730565 | maxFitnessGenBuf: 0,3736757
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,3736757|0,2426752;-4,175388;1,537215;2,704937;-2,185836;-3,673815;1,171655;1,496734;-1,507184;0,443956;2,745859;-4,787571;-2,862036;-0,3063497;-4,206606;-2,326145;0,522117;0,6819539;-2,604812;-0,09377101;-1,828739;3,2292;-0,6241315;-4,706102;3,732892;2,985772;1,779692;1,01731;-2,195079
1|TOP2|0,3548946|0,2426752;-4,175388;1,519698;2,704937;-2,193051;-3,673815;1,70405;1,80649;-1,621179;0,03964981;2,586226;-4,863809;-2,981825;0,02068125;-4,051096;-1,863183;0,522117;0,3538828;-2,499223;0,8185458;-2,277817;2,913935;-0,8867448;-4,706102;3,794668;2,985772;2,120159;1,01731;-1,844319
2|TOP2|0,3466989|0,2426752;-4,447779;1,537215;2,704937;-1,829475;-3,431859;1,550281;1,564157;-1,621179;0,3835647;2,574563;-4,352105;-2,981825;0,1877047;-4,206606;-1,397503;0,522117;0,6508061;-2,604812;0,3771535;-1,93315;2,913935;-0,9353933;-5,146984;3,984941;2,862717;2,120159;1,01731;-2,195079
3|TOP2|0,33055|0,2426752;-4,247785;1,228927;2,704937;-1,939899;-3,673815;1,931114;1,80649;-1,774121;0,443956;3,047604;-4,787571;-3,389843;0,540252;-3,876267;-1,863183;0,05250359;1,015983;-2,897799;0,3771535;-1,850911;2,512459;-0,6241315;-4,706102;4,05406;2,768201;2,406304;0,6974956;-2,195079
4|RandomParents|0,3074107|0,2426752;-4,175388;1,537215;2,704937;-2,193051;-3,673815;1,550281;1,866745;-1,621179;0,8489532;2,745859;-4,472247;-3,205694;0,0435627;-4,206606;-1,863183;0,6690698;0,5549698;-2,604812;0,3771535;-2,311659;3,039866;-0,6241315;-4,706102;3,732892;3,329219;2,120159;0,8838335;-2,660852
5|TOP2|0,2731735|0,2426752;-4,175388;1,981074;3,005727;-2,359814;-3,673815;1,550281;1,80649;-1,229028;0,7809803;2,97737;-4,316401;-3,103321;0,5242628;-4,206606;-1,863183;0,3259146;0,3054881;-2,604812;0,3771535;-1,93315;2,913935;-0,6241315;-4,71997;3,732892;2,985772;2,093742;1,115911;-1,922284
6|TOP2|0,2693073|0,3378208;-4,175388;1,537215;2,704937;-1,933302;-3,488623;1,550281;1,607696;-1,232959;0,6608828;3,202039;-4,51184;-2,981825;-0,09949471;-4,161171;-1,668982;0,522117;0,5887185;-2,604812;0,1615801;-1,848301;3,240054;-0,6241315;-5,052819;4,060664;3,02346;1,780873;1,01731;-2,195079
7|TOP2|0,2637212|0,2426752;-3,951394;1,445649;2,82715;-2,193051;-3,673815;1,98083;1,80649;-1,621179;0,3494017;2,745859;-4,787571;-2,981825;0,407171;-4,206606;-1,863183;0,2429599;0,2741627;-2,687574;0,3771535;-2,276646;2,913935;-0,6241315;-4,706102;3,388401;2,985772;2,375067;1,01731;-2,33251
