Generation: 1 | maxFitness: 0,1228463 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1228463
8|RandomParents|0,02352596|-4,067744;-1,934804;2,469244;1,210126;0,1879482;-1,518111;4,600945;3,129303;0,5982165;-0,6887741;-3,053486;3,959022;-4,035217;0,3634315;-0,2564912;2,307015;0,08532095;4,607872;3,683414;2,060398;-1,272791;-4,505743;-2,387461;3,4966;2,331663;-0,3534431;3,143416;0,03423405;0,8783836
9|TOP2|0,02062188|-4,285234;-3,174725;-1,096947;-4,455003;4,285839;-3,923939;-0,4264326;-1,81119;-2,668009;-0,7456203;-4,706009;0,5635376;-4,560421;-0,1016636;3,91715;1,691086;3,11513;3,232706;1,003012;-1,855009;1,574731;-3,558311;3,341467;-1,933811;-2,638115;-3,505183;0,7906218;-3,643627;1,268882
10|TOP2|0,02041084|2,950971;-0,9353585;-4,940838;2,127853;-1,067237;-1,273642;-1,99739;2,288748;1,837507;-1,273989;-0,4523654;0,7892866;-0,05964804;-4,097556;2,285007;-2,751441;1,309278;4,267651;-3,320944;0,8872123;2,609462;4,796757;4,925313;1,337273;3,921724;4,28295;-3,515964;3,059115;-4,309497
11|TOP2|0,0203979|-4,102225;3,211146;-4,68458;-2,877858;1,722274;-3,636031;-3,618211;-1,567843;1,579201;-0,092309;-2,261722;-0,9483843;-4,60423;-4,790401;0,05521822;4,857535;0,5025191;-4,286513;2,709827;0,5300837;0,08722973;-1,843943;-3,917337;-1,088087;2,222825;-3,81739;3,089837;0,2314992;-0,8773713
12|TOP2|0,02013357|-4,982952;-3,080183;-0,02936888;2,109942;0,2692671;-1,529859;-3,361349;-4,519884;-1,630239;-0,9332113;4,793252;-3,402723;3,62391;4,049769;-0,5792265;4,773444;-3,87088;4,831394;-1,79234;-0,6419449;0,4066377;-0,8494239;-2,034114;-2,042311;3,609768;4,213752;4,261749;2,560191;-3,290144
13|RandomParents|0,0198977|0,817184;4,323932;-4,040233;0,2941852;-0,2170544;3,070193;-2,18435;4,139186;-1,414947;-0,1594849;-0,3263907;2,661181;0,9562402;1,644595;3,45558;1,289017;4,343237;-4,798687;2,62013;4,533662;0,6617336;2,622149;4,772262;-2,573777;-3,875265;3,531721;1,336219;-1,928598;1,972436
14|TotallyRandom|0,01988559|3,71419;1,221003;1,756194;2,404808;2,711292;-1,664577;1,932022;-0,2881317;-0,09190369;4,320264;-0,6053166;-0,8107657;-1,728215;-0,960526;0,3317003;-3,998546;2,469468;1,751237;1,84738;1,130538;2,763619;-3,356891;-0,884798;-0,7622499;0,4898496;2,803482;-1,524374;-4,099351;-0,7990499
15|TOP2|0,01977499|-3,968851;4,232082;4,647803;-3,852537;-4,42277;1,172276;3,259762;-2,04072;-4,620542;0,1253886;-0,6197815;0,7000403;0,5670042;-3,7095;-1,64619;-1,099927;3,577621;-2,089651;1,992863;4,337049;0,7147641;2,466931;3,377443;-1,929321;-4,606148;-1,937216;-1,692808;0,4259295;2,506194
16|TOP2|0,01970431|1,201807;-4,330854;-2,071318;-1,648779;-2,271209;-2,43134;0,5359001;2,414076;-2,955776;0,9034677;-0,565577;3,930536;1,658026;-3,128828;1,575258;0,7125645;-0,6770177;4,607972;-1,302051;-2,612512;-3,98683;-1,387014;-4,716444;2,678256;0,04874182;-2,637765;-3,775597;1,356103;2,600694
17|TOP2|0,01952352|-4,731506;1,318066;-4,646795;2,799972;0,8707852;-1,512222;0,8145099;0,5320172;-0,2787013;-0,5605645;-3,581033;-1,921656;-0,03824997;0,6712132;-2,061284;4,054165;-4,687416;3,018944;2,573781;-1,628099;-0,0350337;3,674626;-1,572241;-0,7716756;-3,051844;3,491687;3,048889;2,843301;2,660739
18|TOP2|0,01864109|2,433139;-4,030103;0,1187949;-1,559162;-4,059317;-4,431995;0,03415871;4,188148;0,7942553;2,553964;-1,396056;0,624445;-4,24857;-0,9220953;-1,441472;-0,1345806;3,994313;-0,5576806;2,851766;-4,860898;-2,639375;-3,597904;4,539005;2,98377;0,6280165;-0,2967553;3,703445;3,478417;0,8555393
19|TOP2|0,01837549|-3,913992;0,818593;4,82335;-4,954779;-0,7916288;-1,442042;-1,843875;-4,184011;2,80509;-0,9632568;2,532096;1,242574;1,675261;-2,144954;2,272573;4,34959;0,7696252;-2,290048;3,706389;-4,629972;-0,009924889;2,402673;3,452865;0,2576857;2,393048;4,126268;1,599101;0,1177053;3,182894
20|TOP2|0,01826466|2,153881;-2,583349;-4,612389;-1,159125;-4,625423;-1,68627;-4,864067;0,3927393;-0,1269145;0,9009414;-4,576937;0,3807263;-2,49485;-4,12215;-4,270414;-0,9353142;-1,462055;0,1962395;1,94514;1,846561;1,774077;-3,648013;-4,434374;-2,288632;3,213006;3,598675;1,42083;-0,5795484;-2,199047
21|RandomParents|0,0181767|0,67766;-4,898023;-0,6126981;-4,218801;-4,958934;-4,767085;-2,557393;0,1283927;4,446809;3,005144;3,126405;-2,406485;2,295194;-1,836255;0,8561821;-2,799748;2,107003;-2,525209;0,9481602;3,212005;4,635696;-1,451099;3,110446;-4,212843;-1,272473;-1,034846;3,609637;2,004822;4,96586
22|TOP2|0,01733669|3,618978;2,680585;0,6994195;-2,542438;-2,453921;0,07978725;-4,102213;-2,629527;-1,194751;-2,866864;-1,786511;-0,1186676;-2,040177;-2,004765;-2,744019;0,4293723;-1,276609;-4,215054;3,220272;4,71232;0,7690592;0,2923064;-1,158872;-0,0176053;1,189296;-2,554747;1,079469;3,236746;3,127302
23|TotallyRandom|0,01730397|-0,5524616;0,7750506;2,473136;4,173551;-1,266939;-4,28803;1,153903;-2,991506;-1,086192;-0,5451708;4,60484;4,440465;-1,490609;-4,714628;-2,876923;-0,5911832;-0,07602024;-4,299812;4,334384;4,739734;-2,590819;0,8489804;-1,263012;-0,4190259;4,458474;1,432783;-2,136521;1,84842;-4,418928
24|RandomParents|0,01711384|-1,725142;1,299621;-0,3220649;-3,073529;-4,777212;4,513702;1,836002;2,946487;-2,841779;-1,776397;0,813015;-0,9531765;-1,41179;4,073081;2,218033;-1,983027;4,445782;3,331104;-1,455793;-4,98867;-3,836402;-0,4364901;-4,285501;-1,448281;-1,824265;2,572458;4,236175;-4,561651;3,386829
25|TOP2|0,01683626|-3,356117;0,2258391;-0,9668298;0,0204401;1,910394;-0,04726219;-0,1921172;1,309825;-4,759468;4,248437;-4,656024;-3,021941;-2,423856;1,984231;2,110618;2,976637;3,0067;-2,471543;-4,247639;-4,865505;0,2830262;1,232297;-1,775134;4,413199;3,988869;-0,888433;-3,772026;0,6209855;-1,743905
26|TOP2|0,01658927|-0,1150651;4,482713;1,030268;0,01841831;0,9048171;4,577188;-0,9881525;3,222089;2,196915;2,535293;0,9152002;-1,47816;-1,604605;-3,954923;1,121072;0,006196976;-3,249179;0,6189494;-3,895719;1,969393;4,485247;1,803535;-2,936448;1,261893;-1,474998;-2,281585;3,383761;-0,3133054;-3,007756
27|TOP2|0,01654924|-4,777344;-0,2741342;4,794984;0,6522422;3,090126;1,091911;0,09093714;-4,283827;-0,4834228;3,436151;2,322379;-3,055243;-1,133306;2,083629;-1,733914;1,190444;-4,311353;-4,017267;-3,724985;-3,980454;3,171306;-1,404247;1,643414;-1,507304;3,490509;1,727917;-1,804382;-1,363025;-1,186435
28|TotallyRandom|0,01649328|-0,908639;-3,559484;2,145762;0,8803673;-0,6408362;4,437317;1,993453;1,769685;-2,573024;1,940877;2,450632;3,837458;-2,53338;-0,5898328;2,997428;4,19104;-3,967688;1,493511;-1,624333;-2,043429;4,594945;-1,138494;-4,801474;-1,760662;-4,625735;-0,3359323;3,549957;-2,178213;-0,1952891
29|TOP2|0,01640249|-0,2551489;3,867382;-2,971722;-0,07349062;4,270803;-2,29341;4,042097;-4,458207;-2,516483;-4,621076;-4,576733;-0,5302887;1,0794;-4,770961;-2,500611;3,670111;-0,8966928;0,5064397;-1,389086;4,165432;-0,9691806;-1,846187;4,632711;0,9798961;4,1603;3,798321;2,971728;-3,297815;-3,664969
30|TOP2|0,01639781|2,923175;-0,3820701;-0,885797;3,733137;0,3775282;-4,001959;-2,125382;-4,402877;-3,771882;3,934821;1,105763;-2,26406;4,377605;-2,929511;1,656479;-0,8232217;3,328161;3,015791;2,370215;-4,405807;4,553579;4,826087;0,9797864;4,898466;0,8294039;-2,363114;2,282798;4,434867;3,756266
31|TOP2|0,01636489|-3,220726;4,990812;2,754583;-4,933189;1,112413;-0,7821507;-1,925526;4,460884;2,962697;4,819894;-1,594402;2,17615;1,045521;0,05158615;4,223814;2,48793;-3,982677;3,503495;2,899251;4,476437;0,5197673;1,87883;3,472375;2,245458;-1,025169;0,8276529;-1,630791;2,822325;3,57673
32|TOP2|0,01636018|2,134114;-2,821147;1,630549;-1,174819;2,456106;-4,228893;4,154625;0,5597587;4,122962;3,546966;-2,710749;0,4252381;-2,503096;0,4840631;-4,354787;4,973458;0,5948071;-3,139546;-1,916833;1,389112;2,590492;-4,973718;1,65459;-0,02898169;3,33036;3,279999;3,923486;0,1680546;-3,161964
33|TOP2|0,0163558|3,547906;2,289445;-2,442792;-0,7611351;2,512541;-3,798666;-4,939642;0,09494591;3,711525;-0,490572;-4,867597;-0,421279;4,085823;-2,877027;-2,897255;-1,021928;-2,352136;-0,6851048;1,553304;-4,480816;4,76135;-2,832347;-3,746754;3,312584;3,589874;1,821468;0,990314;-3,220608;-1,887608
34|TOP2|0,01635429|3,956347;-4,881397;-3,685445;-0,8016915;0,5841236;0,9453444;0,3198032;4,447424;-4,524017;-0,1832466;0,1099272;-3,272405;1,38437;2,853756;4,550802;2,947206;-1,475938;0,6826587;-1,902736;2,819606;-4,787002;-1,108801;-2,249622;4,436371;-4,793687;-0,4835539;0,9230323;2,661434;-2,429435
35|TOP2|0,01634774|4,633295;1,024917;1,979688;-0,6628318;2,873896;-3,337164;-2,669971;2,079753;-3,686298;1,491939;-1,919841;3,103032;-0,3473907;2,21384;-1,487829;4,113402;2,901908;-4,261475;-4,724349;2,239156;3,242291;2,690957;-1,948266;3,121643;2,54369;3,015404;3,223705;-0,5523748;-2,56866
36|TOP2|0,01517264|-4,347849;-3,655008;-1,334124;-0,6457705;-4,455394;0,9406228;-1,939787;-0,1414914;-4,471659;-2,492815;-0,08124542;-4,989374;-2,449073;-3,213484;-3,202085;-1,928618;-4,917063;2,300314;-3,884492;1,629505;3,732559;-4,817166;-3,595286;0,3653879;-3,772322;4,516974;-3,983347;4,067064;-2,67951
37|TOP2|0,01509238|-4,451752;-0,6543856;4,233095;-0,8168192;-4,199611;-1,830575;0,6568737;-1,252014;-0,6904645;-3,669493;-2,349835;-2,716154;-2,013897;-0,3028493;0,84271;0,8605189;3,784958;-1,507008;4,637595;4,405657;1,922686;1,236233;-4,963634;0,6689029;-0,2061195;-0,5481009;4,790863;-1,232292;-2,250821
38|TOP2|0,0147515|-4,330377;0,3815432;0,5317183;-3,695963;0,6580215;1,667992;0,9932632;-4,009715;2,927765;0,06145048;-4,844425;4,675017;-1,869626;-4,039764;2,580111;4,649044;-3,139368;3,739357;1,310675;3,459265;-1,660964;3,805368;4,675394;-4,859423;-0,1482363;4,608335;0,7205958;3,946419;-3,031205
39|TOP2|0,01401059|-4,313392;2,381133;4,153745;1,588498;-3,45467;-3,003234;0,9427352;1,414397;-3,461643;-4,697742;-3,040811;-4,515909;-3,584529;-0,3755088;0,7670932;-4,463907;1,971247;1,004245;2,450221;1,342357;3,320475;-3,103948;2,511075;-0,08871365;-2,613143;-2,216578;-3,700103;0,705009;-3,345319
40|RandomParents|0,01382921|-1,680141;-0,4781861;-0,1202612;-2,686473;-2,129166;1,527604;1,708187;2,323484;-0,2717333;1,015833;-0,1616187;-2,200748;-2,22788;-4,725267;4,0168;-0,9207706;-4,566349;-3,139651;-4,005958;-0,3487225;4,209828;4,123746;1,678715;3,51586;-0,7346315;2,250874;-0,5605121;-0,2736526;-4,223598
41|TOP2|0,01156205|4,143764;0,05231094;0,8754797;1,751412;3,445999;-1,499876;1,03189;1,527194;-3,164349;-0,01167727;4,862374;-1,798444;-2,335133;4,830355;-0,5580978;-2,150554;-1,12458;-1,150167;-1,035538;-0,9607034;1,896142;4,256947;3,2742;-4,445343;-0,4837279;-0,07241058;-2,685474;4,267626;-2,679707
42|TotallyRandom|0,01148452|-0,9726887;-1,410081;0,4915123;3,411468;1,128613;4,404131;-0,7729964;1,113181;-3,972192;-4,781035;1,161048;1,051292;4,434596;-4,496932;-4,791372;4,294428;4,969667;-4,128771;-2,974944;2,228162;3,043824;-2,567327;-4,690039;-0,6748886;-0,778832;-4,159039;2,708118;-1,428551;-2,183931
43|TOP2|0,01137233|-0,2171044;4,670148;0,9280343;4,73228;-0,4330773;-1,191946;4,639448;4,443145;3,219288;0,4338484;-4,801312;2,124357;1,21392;2,470415;-1,859458;-2,336729;-3,599581;-0,1054378;-3,260883;-1,380302;0,1490502;-3,871546;1,236484;3,357489;2,5729;-4,447311;-0,7930093;-2,98029;1,703379
44|TOP2|0,01135695|0,8191724;0,9852152;-1,108334;3,361975;2,99144;-3,091698;-4,040414;-0,6288342;-0,278842;1,522112;0,7618241;1,211246;-1,537878;0,7215447;3,274381;1,279348;2,958922;-3,958178;-0,1873012;0,8939486;3,55324;-1,39585;-4,795164;4,940477;-4,446908;1,94481;3,257245;-4,864424;-3,428722
45|TOP2|0,01135666|4,001076;1,368841;1,710853;3,421715;3,082576;0,8097382;-0,2588649;-4,556574;-4,254951;1,071885;2,102273;-0,3879647;-4,133576;4,968653;1,10955;-3,551399;4,16911;-3,721346;-4,207191;-0,6022124;1,834205;-0,6387334;3,348804;4,955158;-3,078351;2,042561;-0,961607;-1,012915;2,5802
46|TOP2|0,01135042|1,104562;3,365992;-2,866844;4,598646;1,392815;-0,2443666;0,8288579;4,643793;0,9350638;-2,57989;0,4079156;4,002956;-4,022912;4,701834;2,210255;-4,794063;3,523211;4,409331;2,643471;-2,078305;-3,664591;-3,9847;-1,41922;-2,345279;-3,93341;-0,1457005;-3,986
