Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2853018
7|TOP2|0,08430824|4,417015;4,255814;-3,808071;3,806292;-0,8275313;3,703946;2,553211;3,390784;-3,380646;1,075086;-0,7487278;-3,804668;2,345409;4,229686;1,92976;-2,731862;-3,666997;-1,893897;-1,735706;-1,994011;4,587206;-4,629324;-1,946016;1,789354;0,6065936;4,599022;-1,878951;-4,767164;-3,079933
8|RandomParents|0,07939191|3,917398;-4,261953;0,6024103;-1,348677;-0,1636906;-1,858366;1,107362;4,480115;4,102961;-3,927591;1,791812;-2,335284;-3,944263;-4,362344;1,07379;3,600456;-0,3286676;4,547758;-1,718843;-3,716159;4,861556;-2,038896;-3,326128;1,614676;-3,573083;2,144221;-4,762994;-4,557049;4,112038
9|TOP2|0,06992768|-3,124942;-3,747795;3,995052;-4,521546;-3,428858;4,558718;4,275179;-0,2132349;3,554571;-3,428531;-3,573982;-4,134377;1,845425;-0,7513423;0,5550666;0,2531142;-1,515372;-4,705583;1,663184;-4,417815;-4,963356;1,597265;3,373059;-1,995022;-0,3483062;2,795937;4,794909;4,179512;-4,319969
10|TotallyRandom|0,06311381|1,656879;3,132204;3,409306;3,295511;-1,954642;4,972571;-0,3421564;-3,417585;-2,536654;0,4378419;-2,572957;1,741192;3,104983;-2,353912;-2,72317;-2,829776;4,567504;0,1343365;1,472819;0,002688885;0,9994884;3,428337;-4,501997;-1,200796;2,340567;-3,759847;-2,26326;1,666065;0,3733091
11|RandomParents|0,0511485|-3,607241;-1,844447;-2,214152;4,507257;3,723709;-0,1976066;2,475209;1,54253;-4,458549;2,786988;0,7487302;3,363043;1,875871;-0,5798392;4,56953;-2,837882;4,271607;-1,620288;-2,3633;-1,423345;-4,590279;-0,6144495;-4,668894;3,112715;-1,296808;-2,052936;-1,417362;4,356878;1,2499
12|TOP2|0,0404156|0,7354884;-2,156508;-4,974523;3,034433;-2,982055;2,471102;-3,751801;-2,510613;0,5702181;0,1054544;1,158843;1,40218;-4,427364;-1,664987;-2,322045;-1,221235;2,764798;-4,994213;-2,97199;2,187388;3,540879;-4,229313;-2,055748;2,630157;-4,621409;4,138845;-2,87082;4,495119;-0,8368416
13|TOP2|0,03237053|2,952893;0,2508397;-4,657541;-4,381667;1,481378;-1,248599;-0,5544977;-2,797876;-4,498386;-2,204918;2,045344;-4,177523;1,585457;4,233985;-3,144396;0,1756196;0,4213209;4,446959;0,580092;1,342069;4,769226;-2,802451;-0,1091318;-1,39388;-1,490612;4,188285;1,962292;3,572656;-3,833718
14|TOP2|0,03138014|-3,230556;-2,057144;-0,4877954;2,00469;-2,864428;4,369425;-3,138582;4,918053;-3,74622;-4,90261;2,081296;0,5424399;-2,753451;0,7228227;4,208207;-4,55813;-3,248203;-2,585986;1,476115;-4,868651;3,90688;2,161715;1,451964;0,5728583;-2,165498;1,203942;1,232229;1,943632;-3,404253
15|TOP2|0,02368301|-3,63056;-2,80466;-3,670501;-4,527485;-4,984469;4,066139;-3,435589;0,9691162;-0,584126;-1,148538;-0,2518029;1,097661;-1,617389;1,787746;2,270731;-0,8082705;-0,6124325;-0,6812673;-2,895927;0,6956081;0,2511735;-0,3161387;0,193296;0,2915506;0,4928546;4,591693;3,101099;4,505714;0,9513707
16|TOP2|0,0210178|0,1730638;3,283094;1,842786;4,493409;-0,228415;-2,949306;4,853725;3,676022;0,4024882;-2,593956;0,6612759;3,380066;1,493034;3,699933;-2,055337;-1,54015;1,083543;3,276614;-3,184244;-3,987448;2,628782;3,208747;-0,2775531;-2,391397;3,290809;-2,740336;-4,625597;-0,9581108;4,15208
17|TOP2|0,0197021|-2,906532;-4,735408;2,96561;-4,828592;-3,541938;0,9401135;-2,321348;-3,739096;-4,600896;0,6670837;-2,959023;1,071333;0,2870269;0,01826954;-4,037384;1,615515;2,074163;0,9772067;-2,58503;3,145722;-3,504637;2,4211;-2,157276;-1,151278;-3,133709;-2,427214;-0,6202955;-3,677144;2,956055
18|TOP2|0,01947008|-4,81346;-0,4854946;-2,502077;0,480618;-3,686383;2,501051;1,75079;-2,381182;-1,916206;1,878816;-1,094969;-1,456608;1,859636;-3,902735;-2,215893;-2,551527;3,664256;2,967902;0,1448674;3,394876;1,187896;3,397794;2,153903;2,573743;1,381026;1,079009;-3,856852;-3,033798;-1,141856
19|TOP2|0,01845413|-3,55423;-4,990843;0,9278936;-4,87933;1,767326;-2,773588;1,618888;1,014688;-1,68506;1,679319;1,430169;4,947445;1,511998;3,232015;-3,106177;-0,1933317;4,424857;-4,649545;4,386411;-0,9145446;-2,507851;1,163136;4,526409;1,235743;4,596117;1,326751;2,679492;0,7874961;4,676376
20|TOP2|0,018084|-3,405794;-0,8505969;1,52051;-3,711191;1,960245;1,542369;-0,2391167;-4,932307;-2,475347;-4,171833;0,7018776;-0,713449;-2,499337;0,2670889;0,8875937;-3,185081;-2,314044;2,22019;4,335427;4,33818;-2,551286;-3,881799;0,8505983;2,152468;-3,470609;-2,505436;-4,3497;1,114643;4,142805
21|TOP2|0,01773503|-2,543228;-2,410381;2,024682;1,839497;-3,264756;4,190832;4,751883;-1,341831;-2,513446;-3,585295;3,680341;0,4996891;-1,974497;-4,753872;-2,501667;2,425285;3,749066;-4,773376;1,704077;2,20007;4,685216;1,781042;0,08207035;3,862938;-2,231546;-3,596788;-0,3246217;2,114885;2,501701
22|TOP2|0,01752557|2,340696;-3,825627;-4,293481;1,634002;-4,249107;1,420085;1,716579;0,7296638;3,308035;-1,919653;-0,61516;0,1496859;-1,784988;-1,393785;4,480158;-1,33073;-0,4198928;-3,359376;-4,38718;-0,8579631;3,424722;-4,868756;-3,433009;4,398351;3,153021;4,577909;0,2378874;-0,4361649;2,868977
23|TOP2|0,01708385|-4,008589;3,629125;4,773835;2,114042;-4,694616;0,06509018;4,812242;4,204206;-4,843178;-0,9428172;1,819626;1,365992;2,607381;-1,925737;2,963138;-0,8664508;4,942474;0,4501657;1,761545;4,65414;-0,2013464;-3,970051;0,2240114;2,936374;-0,6014805;-4,051121;1,192536;0,6830139;-2,49044
24|TOP2|0,01704663|4,667699;0,7544894;3,395174;-2,433198;2,074924;1,019145;-3,765501;-4,312021;0,1077681;-2,015631;2,995723;-3,110175;-2,650906;3,741591;-2,767009;0,5615239;2,782197;0,9045773;3,568648;4,910646;4,923479;4,246254;0,05078983;2,817252;-1,970313;3,875779;-2,235085;1,727906;-4,565681
25|TOP2|0,01681232|-0,572217;3,610104;4,211571;-1,422616;-0,4280896;-4,248767;2,729945;1,654635;-3,95795;-1,168012;-2,512931;0,1800365;-2,200573;0,9380479;0,4617233;2,073674;-0,1050682;-2,490857;-0,4490023;2,488334;3,365334;-4,702245;-2,205568;-0,7806749;4,600835;4,710409;-3,314194;-4,175826;2,324699
26|TOP2|0,01677779|0,01956654;-3,507138;-2,831187;-2,706635;-4,555751;1,044295;3,685604;4,927709;-4,847003;4,729862;-0,1061864;3,351938;-0,3316669;1,142573;-0,4812078;2,376029;-1,733671;-2,228524;-4,09657;2,71572;-0,3862758;2,66357;2,68239;2,177835;4,556889;0,2329845;2,44655;0,8602042;-2,1863
27|TOP2|0,01674667|3,482617;2,6529;3,042555;-3,238392;0,9990888;2,66512;0,9645109;0,5986671;3,325142;0,04860592;-1,855042;1,15733;-4,035106;-3,7595;0,6805592;1,457832;3,563272;-0,6082172;3,258815;4,464519;0,3009362;2,879723;-0,718822;-4,369366;4,678477;0,1515622;-3,690207;0,2051134;-1,308592
28|TOP2|0,01673937|4,825969;1,481562;-3,061949;-3,170883;4,62714;1,637913;-1,691391;1,00816;-4,048214;-0,6793623;4,012894;0,5587239;4,481362;2,312578;-2,3927;-4,244018;2,925621;-1,967726;-0,1865606;4,724279;1,833333;1,79978;-1,97208;4,575052;4,382323;-4,65219;3,164967;-1,722329;4,97426
29|TOP2|0,01673173|-2,840643;-0,4329877;3,090039;-1,003151;0,9254713;3,974916;-1,441235;-3,844891;3,248598;1,997617;-2,540255;4,330053;-4,102941;-0,229239;0,9634213;-1,378294;1,709478;-1,952188;3,371313;-4,82401;-1,805282;-1,108578;4,979734;-1,321776;1,329136;3,538482;-1,628239;-4,895239;-0,986001
30|TOP2|0,01670099|4,194223;-0,2327628;3,992727;3,597327;-3,384719;-3,417455;-1,041886;-4,898807;4,350769;-1,131641;0,8509593;3,195086;1,474074;2,738729;4,139051;4,010748;-4,746601;4,104731;-4,820297;2,308276;4,069438;-2,428917;3,891369;1,441675;0,1913924;1,694376;2,104132;3,89766;-0,9527903
31|TOP2|0,01669972|2,304691;0,5228024;3,643669;-0,4330616;-3,771187;1,061675;2,225889;2,344313;-2,63949;2,26008;1,272794;-4,519763;-2,267305;-2,125819;3,049189;4,610598;-4,222324;-2,38426;4,409853;1,930334;2,059222;0,4428606;-3,483163;2,320288;2,366162;2,218309;-0,9750504;4,902467;1,46472
32|TotallyRandom|0,01667298|-1,348176;4,096209;-4,425702;-3,861347;-4,214107;2,081878;-3,289231;0,1858287;-1,858056;3,5396;3,365324;2,789992;-1,239868;3,644009;1,338105;-1,316879;-4,856739;-2,048278;-0,2939801;2,646478;4,476122;-3,299833;-2,431944;-3,114426;2,344077;-3,928858;4,180717;-1,467542;-4,938475
33|TOP2|0,01660679|-3,912563;-1,345816;2,691419;1,627588;-3,52148;4,016303;3,506149;-2,072899;0,7638888;2,809874;3,898022;-3,7145;-1,526428;-1,724546;0,6283278;3,446492;1,381142;4,312443;-4,526387;0,7596631;-1,087239;-0,2649717;-4,814381;4,36036;3,073069;0,5012841;4,151435;-0,5742998;-3,266106
34|TOP2|0,01576471|-2,415518;2,122389;2,133348;-2,181471;-2,173612;2,148923;-2,742476;0,1714735;-1,77178;3,183192;1,367903;-3,884666;2,459465;-0,3333812;-4,310877;-3,888853;3,048793;-3,262455;1,814856;-4,115204;-1,92101;-1,272908;4,793831;4,956594;-2,685786;3,134831;-1,075411;4,056258;-2,971786
35|TOP2|0,0157166|-2,708697;-0,199204;0,03774929;-1,11918;-4,539955;4,29904;-1,07934;-2,503532;-2,323694;-0,1014285;-2,075891;4,210515;-2,539532;2,876242;0,2069287;-0,1998858;3,339432;-0,7078762;4,309033;-0,8262568;-0,07549572;-3,336705;1,633248;-4,489459;1,65532;1,458747;1,043663;-1,941092;-1,701982
36|TOP2|0,01515468|-1,578238;4,559656;0,2122669;-1,130321;2,886242;-0,387507;-4,839797;-3,27643;-4,982394;-4,457642;-0,2735848;-1,827662;3,898628;-2,685442;3,135061;-1,069403;-3,535489;-2,553589;4,86891;1,443035;-0,8111863;0,7887654;-3,191552;-3,661413;-4,222555;-1,430483;-1,247113;4,662008;-3,174622
37|TOP2|0,01448044|3,122243;2,193893;1,141684;-4,356825;-1,158037;-0,5153103;0,1406045;-2,468571;-0,8352046;1,823497;1,363443;1,097493;3,315557;-3,171449;2,660638;-4,585268;0,6889243;-2,588537;-1,648024;-0,844131;-1,912742;3,701;4,176933;4,777733;1,163066;3,746798;-2,776439;2,727374;-1,533041
38|RandomParents|0,01380943|-2,136117;0,6064625;4,755847;-3,085013;-2,0126;1,398932;4,257194;0,9991317;-1,716191;0,4185252;-1,211934;3,465627;-0,7672734;4,972706;0,6175704;-4,062566;-2,20542;-0,4446869;4,378085;3,576792;3,84276;3,415687;4,373235;-4,618151;-0,1439829;-3,291897;-2,572992;-0,1969047;-3,138141
39|TOP2|0,01293095|-0,2457685;1,403346;-1,836142;4,342984;1,168804;0,3775864;0,9559197;-3,429447;-4,098769;-1,865613;0,7024317;-0,4974456;3,982142;-3,134833;1,349246;-1,505615;3,609348;1,286855;2,459621;2,503471;-0,7322474;-0,06762934;2,954578;-2,374075;-2,008023;4,508762;4,066589;-1,819682;3,190275
40|TOP2|0,01278216|4,7612;1,741817;-0,7377763;-3,743134;-3,047433;3,332009;0,8044381;0,8054037;-1,568691;-0,7748108;0,5044456;-1,585907;-3,194946;-0,3038616;-3,934034;0,4922266;-0,1583152;4,758281;4,510118;-0,9595661;0,4082079;-3,979933;-1,835021;3,889767;-4,139689;-0,551774;3,229447;-3,36047;3,227173
41|TOP2|0,0127695|4,719768;2,010274;4,411101;-3,279476;-4,647809;1,123457;-2,218185;-1,698997;3,776073;-2,411728;-3,396449;3,585005;4,122516;-1,145509;1,585339;-1,343315;2,475576;3,2226;-2,54157;-0,5309076;-3,146471;-0,3755851;2,053638;4,718294;2,458692;-0,6051474;-4,961833;-1,037574;-2,039139
42|TOP2|0,01275589|4,198689;2,834047;0,9608097;3,214193;-4,528234;1,833188;-2,132574;-4,710694;-4,959759;-0,9064369;-3,039011;4,315898;3,405118;1,185114;-3,495852;-1,394139;-4,986784;-4,337307;3,351881;0,09587717;-4,275517;-0,4862289;4,93888;-3,061775;-2,396021;-0,685658;-4,922805;3,245764;-3,329601
43|TotallyRandom|0,01275267|4,719648;3,262671;-0,1642089;2,073247;0,7404418;-3,524879;-4,595455;2,175664;-4,081441;3,343599;-3,226332;-1,710442;-3,24439;4,010279;-1,339428;1,726932;-1,670267;-2,173445;-1,249755;4,757311;3,349905;-1,50619;1,241569;1,90811;-3,218355;-1,08715;1,250857;-0,07255268;-3,387544
44|RandomParents|0,01274824|1,66637;4,587712;-2,783957;-3,367113;4,973823;-1,221571;0,3564506;2,263008;3,310093;-0,4332991;-0,528955;-3,782437;3,224537;3,738812;-4,156477;-3,530974;3,716359;-3,594264;1,286573;-1,290298;-0,1233106;3,370785;-4,094431;-0,5188994;-3,312287;-3,967083;-4,766003;-3,628049;2,988753
45|TOP2|0,01274775|4,768054;-2,714487;4,071352;3,049594;-3,757733;3,594921;1,999732;-2,372212;2,742034;1,939103;-3,078742;-2,625648;2,283485;-3,108024;-0,9600563;-1,65736;3,38346;2,082282;3,7495;-4,019567;-4,692031;1,249349;-0,1465015;4,513527;-3,705826;-1,330538;3,198032;-2,596642;0,8333926
46|TOP2|0,01274723|-3,165314;0,5488853;-4,304871;4,783789;4,585001;-0,004055977;2,355629;1,310012;-2,782077;-0,6607313;4,324656;-1,922892;1,127576;2,309954;-3,030321;3,927847;-2,216409;-1,22523;-1,076777;3,718203;-1,682019;3,590386;0,9121151;4,725591;-1,16456;4,322152;-3,110745;-3,586568;3,101796
47|TOP2|0,01274511|0,8790116;0,02803278;1,241357;2,709437;3,982196;4,357133;-0,640028;-2,1
