Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1866976
7|TOP2|0,02426696|-0,3893013;4,234332;-2,932917;-0,6324558;-2,749422;4,6557;-2,444821;1,170862;3,902917;-3,7591;-2,28858;1,384593;-3,743491;2,876236;-0,1351624;4,009756;2,91976;0,6428428;-4,917888;-3,759347;2,316651;3,159633;1,963649;-4,012537;2,472831;-1,724558;2,311122;-2,832185;4,501542
8|TOP2|0,02354101|-1,637073;2,31703;-3,605888;-1,10774;-0,3806;0,7403178;-1,584587;-3,269467;4,532947;-1,558027;-0,9434371;3,824345;3,031322;-1,134682;4,853174;0,7814689;0,8683758;1,714898;1,210348;-4,919548;1,704805;2,936488;-2,331241;-4,304668;3,560236;-2,71038;-2,633986;2,378433;4,633962
9|TotallyRandom|0,02341015|-2,912207;-2,766079;3,201327;2,855707;0,05307961;1,731315;-4,505896;-1,339178;2,413817;3,796176;-1,694352;3,862355;1,656449;-4,615969;1,324444;-2,263038;-0,6358366;0,4534144;-3,62852;-1,699497;-2,528371;1,173969;-2,194813;3,254514;0,9038215;4,067931;-4,135655;-3,866278;4,559723
10|TOP2|0,0225834|-4,414894;-4,079782;2,634559;3,584154;-2,628655;2,187184;3,557125;3,806272;1,711199;-3,398337;-3,77411;-0,1866941;-4,305981;4,486862;-3,03228;0,4866581;1,24171;-0,713026;-4,287708;-2,867804;-1,808385;0,8048158;2,792295;-3,121493;-2,527494;0,7906122;-2,33318;1,188872;-1,024158
11|TOP2|0,02180191|0,07762861;-2,170062;-1,922033;-4,062547;-1,110565;2,347887;4,144917;-2,336919;0,6550722;-1,978325;-1,036224;-3,22628;1,824626;0,4615731;-4,484816;1,533037;-2,024906;2,708734;1,177757;-3,002277;3,227997;-4,556072;4,55491;3,516669;-3,296065;-1,263903;-1,42018;3,260181;-0,1886444
12|TOP2|0,02108227|-2,753773;3,957616;1,381;-1,14937;-1,007329;-0,4794364;4,630156;4,90624;-4,726563;2,395773;0,7114096;-4,248545;4,07287;-4,032797;0,3346128;-3,897677;2,691408;-4,597444;3,846189;3,356222;2,424255;0,9025078;-0,4240413;-1,378028;-0,327992;2,660131;-3,286638;4,552445;-0,6445651
13|TOP2|0,02037113|0,2821283;-3,107419;1,130133;-2,911586;-3,491055;-4,575382;2,40139;-3,67097;-2,335658;1,610913;3,40469;1,186985;0,4257946;0,1489706;-4,702471;2,167362;-1,438062;2,404777;-0,2534075;-3,607962;-3,470139;-4,624325;4,296272;3,29586;-1,495044;3,717399;-2,124899;0,2339845;1,579303
14|TotallyRandom|0,01990894|0,9454207;-3,535619;-2,161816;-4,193275;-0,6651287;-4,389711;-0,2432518;-2,3655;3,424084;-0,4138761;-3,127123;0,1659136;0,1752944;-4,277672;2,840903;-3,892974;-0,5926471;4,158672;-1,91607;-4,525955;-1,242254;-4,784601;-4,321866;-0,6863408;-4,386901;-1,77246;-3,88751;-3,508569;-1,485096
15|TOP2|0,01893987|-4,05918;-0,07766676;-1,429317;-2,030457;4,247353;-2,00191;3,980212;3,871007;-0,9028478;-4,796056;3,357881;-2,948097;0,9051709;1,958154;-2,693377;4,474655;4,13038;-1,098115;2,29898;1,727292;3,949457;1,247713;-3,096105;4,471138;-3,148651;1,454157;2,839504;1,551432;1,229443
16|TOP2|0,01866288|4,032073;-1,13246;4,504014;-0,1210003;1,462611;-1,98562;3,505784;-1,663752;1,965815;-3,897743;3,887767;3,093582;4,887542;-0,6087284;-3,091512;4,373432;0,1954513;-1,347621;0,04745913;-4,163921;-2,389555;2,863843;1,120617;-4,364246;-1,855537;0,1762586;0,5699306;3,542074;-1,96749
17|TOP2|0,01850093|2,793206;-4,632493;-4,909526;1,287488;-3,484844;4,141885;2,827903;-4,443853;-2,409621;2,924138;2,998834;-0,6202822;1,536527;3,402401;-0,8897977;0,05338717;-3,039927;-4,269017;-2,630428;-0,5658441;1,186352;3,677478;-1,289213;4,723488;-0,6816859;3,263081;2,623768;-3,256945;3,010477
18|TotallyRandom|0,01833818|-0,1078148;-2,196686;0,8224959;3,803892;-3,566448;2,619084;-2,488744;-0,8370299;-4,01049;-4,781252;0,7461305;-2,467601;3,604994;-2,288681;-0,8784299;4,252385;3,630535;0,289516;-2,339386;3,345346;-0,6941323;-3,028235;1,129296;-0,03835869;0,398603;-0,9435554;-0,7752161;2,246559;2,164427
19|TotallyRandom|0,01818807|1,869932;-4,679693;4,570523;-4,200292;1,665251;-0,9779186;-4,851715;-1,771162;-1,687887;-1,3606;-3,371352;3,199987;-0,7331781;1,111088;-1,547242;2,265454;-0,6577749;3,078424;-4,895;-3,821211;-1,782784;-4,440756;-2,702647;0,4846663;1,78229;-1,22881;-2,091639;-0,2869124;-0,8879871
20|TOP2|0,018169|1,07014;-2,044552;1,321363;2,928753;-4,99414;0,9197612;-4,851372;2,322136;3,671686;1,813042;-4,140827;0,3439589;-0,1830416;-0,5495257;4,793388;4,763789;2,247897;-2,196548;-3,946623;-0,4382591;-2,427673;-1,671249;-1,185658;4,921012;1,383891;-4,00276;-1,011961;3,484792;-4,17296
21|TOP2|0,01814667|0,4966135;2,493951;2,82316;-3,628061;-0,2930717;-1,384387;-4,570837;3,091664;1,459757;-4,195183;1,507087;2,243025;3,724075;-4,462545;1,673885;3,018696;-3,630655;1,485374;-4,880248;1,956161;-1,984591;-4,913197;-4,566792;3,024881;-1,35468;4,154283;-2,856421;2,756026;-1,52549
22|TOP2|0,01814186|-0,5260463;-4,193323;4,36812;4,929392;2,291982;0,9622269;-0,07116842;-3,395548;0,2910786;-3,431103;-1,360447;-1,516315;-1,86133;-1,999503;-0,2901025;1,906105;0,3056307;-3,267081;3,924181;-3,532771;4,930387;-3,670959;-4,347736;-3,759226;3,613086;0,1157861;-0,2856617;-4,392667;4,347913
23|TOP2|0,01812341|1,250895;2,972673;1,084206;3,808413;-0,7785769;-1,155355;-2,357032;2,761463;3,599435;4,036357;-4,207052;2,232958;1,675477;-1,656553;-3,987742;-3,096945;0,4094143;3,923558;-3,809324;0,3795342;-2,258033;0,1778669;-4,127977;-1,625669;-1,583994;3,650756;4,28192;-0,8159132;1,876656
24|TOP2|0,01811168|1,18625;-1,707265;-1,641932;0,6162338;4,431606;-4,244436;-2,360317;3,873662;0,8596797;1,512804;3,63809;-4,23147;4,047033;4,575801;3,138953;-1,934364;-2,826768;-2,863052;-3,023542;-3,992008;3,776979;-4,528748;-1,848119;0,2171783;-0,2186198;-0,1854892;3,918158;-4,326595;-0,5075951
25|TOP2|0,01810879|3,404508;-2,851183;-2,820456;3,808385;1,237032;-2,092519;-2,613082;2,559313;1,05508;-3,092953;1,120755;-4,342841;-1,990058;2,679363;2,380975;4,57514;-3,347461;1,0362;2,550497;4,118513;-2,629869;-0,4119678;-2,406008;-4,115517;-3,32011;0,5552239;4,475257;3,368717;-0,01084852
26|TOP2|0,01810756|4,983458;2,448705;1,281357;-0,4569764;-0,9701257;-4,100307;-1,662443;-3,670065;-1,315158;1,046331;2,880368;-2,254827;1,918033;-2,79094;3,518;0,5791836;2,194912;-0,2068214;1,78605;1,199832;-2,562672;3,119559;2,005007;-2,343564;1,146918;0,8298512;3,593282;0,8007627;-2,947276
27|TOP2|0,01810705|3,666883;3,03251;-3,578493;-0,390306;-3,095189;1,720919;1,804639;0,6298752;3,695205;3,076263;-0,08845997;-1,780512;-1,243698;2,461208;1,332363;-0,6885605;3,05583;1,912711;-0,8525534;-3,890146;-2,598126;-2,794764;-4,852106;1,93648;3,173092;2,107055;3,089228;-0,8600683;0,003518581
28|TOP2|0,01810617|-2,561541;0,5569463;4,821466;-0,1418619;-0,5931334;2,178345;3,727733;1,139631;-2,516341;-0,5031128;2,912287;-2,604094;0,1481109;1,39937;3,056953;3,592643;4,930583;2,64635;0,2918224;1,694875;4,130164;-3,393619;3,884651;-1,561703;-4,481387;0,8321042;1,327546;1,888523;-0,1080971
29|RandomParents|0,01810477|4,55755;-0,8776731;-3,393683;-3,374296;0,5981798;0,5528455;-0,8374567;3,071049;1,348868;3,329362;0,6220741;-4,504093;-3,047256;4,764109;1,497584;4,503279;-1,971516;-1,090455;-1,078;0,820034;-4,240219;-4,948258;2,996819;-4,77664;2,188609;2,335588;3,87712;-1,379354;-2,413924
30|TOP2|0,01809994|4,496925;3,807659;3,559868;0,3889303;1,394596;-4,112369;0,505199;3,412181;3,247869;-1,248545;-3,628828;-3,076082;-1,893425;3,860592;-0,4777617;4,439566;-4,113365;0,827251;-3,429205;2,675307;-0,02379704;1,21381;0,07240963;0,35953;3,459167;4,30951;-4,288941;4,261647;1,694827
31|TOP2|0,01809672|4,917812;-1,88461;-0,8800144;-1,005854;2,796708;2,086465;1,717718;3,776651;-4,331393;1,182599;0,2262502;3,75577;4,951715;-0,8471923;2,434044;2,749102;2,306684;-0,7477016;-3,495697;3,563578;-0,7573586;0,900013;-1,206946;0,6563931;3,801247;2,149761;2,398328;2,953051;4,187803
32|TOP2|0,0170907|-4,263801;4,447602;-4,540558;-1,305013;4,988552;0,6708913;-2,655077;3,818765;-4,447586;3,115969;-4,257547;4,077423;0,7737689;3,81934;-4,407996;1,222987;-1,860219;-2,83685;4,461373;-3,507869;-2,587094;0,6716342;-1,079188;3,200812;-2,425375;4,88165;-4,16718;-2,964199;-2,077539
33|TOP2|0,01633477|-3,82742;1,112253;-1,005335;-3,97514;-2,820816;3,370648;-1,293242;-0,1006861;0,682488;2,641519;-4,620524;3,735435;3,087595;-4,821688;4,952937;1,759983;-3,515878;-0,5961685;0,6644731;-0,9319715;-0,7227712;-4,416656;2,692831;-2,542194;-0,4555912;1,355754;4,281925;0,6495018;-3,521476
34|TOP2|0,01612612|-2,981157;-4,078589;-2,5436;0,5743785;-0,9441381;3,444641;-2,077596;-4,537128;2,542076;3,472575;-2,080892;-0,1852865;-2,565782;-0,2569036;-0,4237013;-0,1993961;-0,1401038;1,899788;-3,45717;1,02093;2,375246;-1,80968;-0,9452076;3,505259;0,08900928;-2,327085;1,566609;3,564844;-2,929493
35|TOP2|0,01493688|2,307687;-1,77217;-2,282807;-3,284383;-2,464567;-4,271498;4,334785;0,645792;-3,278463;-3,629003;2,333939;0,6130476;-3,864074;0,9751697;-4,271241;1,152811;1,791265;-0,4737682;-4,359507;4,259489;-2,103023;-4,66866;-2,560287;1,768452;-2,746856;0,4650097;0,1198168;-3,062573;-4,307007
36|TOP2|0,01485413|-1,400695;0,3082423;-4,087826;-2,91793;-1,124026;-2,917663;3,337314;-1,214807;2,632352;-4,092632;4,39478;2,398432;3,739886;0,0735755;-4,544859;0,724092;2,605307;-3,320842;3,852007;-3,336573;1,119227;-1,069272;-1,226006;-4,268644;-3,335811;2,38829;0,7427592;-2,045544;-3,219586
37|TOP2|0,01453855|-2,588761;4,867049;-4,821903;-4,01095;-0,9242172;2,099164;1,381122;-2,020791;4,430052;0,3975148;-1,316232;3,927698;2,764646;4,847399;-2,269475;-3,918861;-3,470237;1,357447;-2,76339;1,10534;1,598171;4,427209;1,474411;2,598678;1,165779;4,484915;-1,99801;-1,853981;-3,233129
38|TOP2|0,01445783|1,196537;-3,099539;1,58447;-1,540482;3,845277;4,35872;-3,29308;-1,488383;-2,612067;2,055435;2,239785;-0,7679276;-1,206301;-4,323773;-4,366768;0,06024885;2,168965;-1,421893;4,22675;0,2558022;-2,523284;1,961393;-2,333576;4,451533;1,033847;-0,6758766;1,059096;-1,11356;-2,41267
39|RandomParents|0,01356503|-4,029297;4,322587;-1,660878;4,88528;-2,854247;0,1192503;4,413432;3,179365;-3,774234;0,1836462;1,887745;4,713377;-1,70971;2,798004;3,86301;-4,854551;0,290844;3,592167;1,466411;-2,524719;-3,008786;-2,039122;-0,3624039;-2,177171;-1,197798;0,351954;-1,350918;1,332419;-3,013935
40|RandomParents|0,0135503|1,462502;2,711053;-2,259305;-2,699867;-1,503157;-3,293396;-0,8518786;-0,2180867;3,869182;-1,990602;4,819438;-0,3799887;-2,343311;2,654128;4,221818;4,367286;3,37345;-1,312022;-1,011388;3,155935;1,039078;0,3518658;1,087505;1,156154;3,808588;-0,9963698;0,7928152;-0,9425693;1,71215
41|TOP2|0,01354884|3,659084;-0,5975647;4,802286;-0,3321261;3,558593;4,198738;0,1909761;-1,972261;1,957452;-0,6417804;-2,670162;-4,340081;-2,715458;4,176669;-2,195193;-3,113914;3,360287;1,340544;-4,449068;-3,575749;-2,667175;1,684664;-3,660153;-1,87728;-0,8483953;-0,7202501;0,08193779;1,863838;1,019598
42|TOP2|0,01350782|1,57082;3,363564;3,660458;2,008991;-4,673317;-4,762073;-1,948481;-2,586682;-3,836378;2,506119;2,879733;4,991796;-4,511886;1,385478;1,923411;3,865732;-1,689467;1,775219;1,280016;1,009224;-3,519931;0,1890011;4,79949;-4,77692;-4,261513;-3,850744;1,340135;1,184065;4,278645
43|TOP2|0,01347946|3,649077;-2,746125;2,59197;-0,8014913;-3,476473;-0,06199646;-1,0204;1,394851;4,190893;-0,2108817;4,990652;-0,8457251;3,637287;-2,048042;4,038924;3,916463;2,037034;4,861712;-2,908702;-4,240676;-0,9057064;-1,641216;-1,378248;0,4774494;0,3607993;-1,863601;-1,743559;1,156981;4,034374
44|TOP2|0,01346813|0,5634279;-0,1992517;-2,463128;-2,408673;-1,757447;1,266871;-3,241265;1,152532;4,285244;4,247213;4,02155;-0,3457065;-4,075189;3,751028;0,6909914;1,279626;-2,433181;-2,037766;3,096851;3,36287;-3,222664;1,045757;0,1526551;4,76286;1,531707;4,290153;3,795608;-4,925211;0,5841346
45|RandomParents|0,0134608|-2,180442;-2,19021;4,67119;-1,128418;1,019574;2,413374;4,397722;1,673288;3,688558;3,01508;-1,937409;-1,758008;-4,683067;-1,743748;4,048215;-3,385343;-3,552708;0,7744079;0,09574842;1,881347;1,027545;-0,6627183;-4,823584;2,710445;-3,86649;-3,35389;-3,749401;-4,65234;-0,4344873
46|TOP2|0,01345414|-2,153278;3,940985;0,2188344;0,1272945;-3,676937;4,6487;-0,4421539;-1,28998;4,834208;-4,54832;-0,1022964;4,509596;2,506424;2,901475;-3,987497;-1,58811;1,00456;3,532526;-3,167436;-4,629193;-1,496834;1,052217;-1,903735;1,767999;1,866238;2,969131;-4,923069;-4,331908;4,236052
47|TOP2|0,01345115|3,11658;2,012626;-0,4133148;4,702755;1,665259;1,577875;-3,
