Generation: 1 | maxFitness: 0,1689455 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1689455
17|TOP2|0,01783271|-3,858135;-0,1180224;2,117388;-2,993132;-4,877348;3,85641;-0,8966274;-4,192278;4,107071;-2,988387;4,397688;0,09012175;4,451413;-4,48627;2,490185;3,910165;-0,09152937;-3,817644;-0,5112214;1,12782;-1,619865;-2,055595;-2,59408;0,1079302;4,173826;-3,03542;1,351076;-0,3323503;-3,591964
18|TOP2|0,01769769|4,540571;0,7426996;0,3041821;-2,834816;-3,406124;2,475317;-3,094703;-4,525126;0,9502621;-3,339075;-3,156212;2,10024;0,4141231;2,401073;4,546007;1,134157;-2,96846;2,740279;2,658749;2,094631;-1,277723;3,309119;-1,045117;3,212758;-2,17037;3,217299;3,453885;-0,5794315;2,204903
19|TOP2|0,01727736|-4,152713;-0,9743495;-4,929381;2,668401;-3,118335;-0,1168485;-1,907188;-4,471475;0,4013519;-2,468409;0,7545404;2,147779;-4,73692;-4,347425;4,701538;-4,27292;3,129601;3,821683;-2,98008;1,491983;-2,903175;-3,349929;-4,391147;-1,267217;-0,283031;-1,255138;2,687937;4,688739;4,758012
20|TOP2|0,01679548|-2,76235;1,385999;-2,877629;2,93532;1,185139;-3,652753;3,961146;-0,7015066;4,55288;0,2203269;0,812264;-2,243118;-1,124334;2,655867;1,441861;-2,626468;-1,842089;2,855649;2,612166;-4,317305;1,837326;-0,2552052;-3,121965;-4,51097;-2,656186;1,36187;-0,3608818;-4,69635;-0,9785037
21|RandomParents|0,01640273|-0,7058649;1,304767;4,488794;1,78699;3,637558;-2,323504;-0,2617555;-0,2776055;4,157253;2,222358;2,973342;3,044065;2,556033;-3,487488;1,172154;-0,3952236;-2,156691;4,102922;0,9377389;-4,75194;1,745414;-4,743376;-1,216052;-3,165483;0,5835276;3,826183;-0,1482563;-0,09140778;0,2199669
22|TOP2|0,01627858|0,7459111;-4,354847;1,514835;0,1542692;-4,74572;0,1081295;2,496154;-3,755829;2,89177;-1,782951;-3,324413;4,492904;1,717352;-0,3852587;-2,857562;0,6947203;4,864303;-3,230021;-4,858311;-0,5490632;0,05078983;4,551666;-3,577218;-2,627019;-3,823759;-1,908615;-0,5780749;-3,521333;-0,9671192
23|TOP2|0,01605416|-2,784678;-4,335705;-4,245062;4,893922;-1,959393;-3,160199;0,714304;4,302777;-2,724933;2,709723;4,481477;-4,443158;-2,874249;3,158171;-0,3031902;3,107968;0,0448947;-3,796065;1,052584;-0,5838232;-1,762998;-3,12752;1,711959;2,694608;-0,5280905;-0,7211561;-4,518387;3,49247;4,242192
24|TOP2|0,01580963|0,69871;1,196321;3,4156;4,32235;-1,781528;-0,07971811;-0,7228417;-2,732098;4,379306;-4,709541;1,26039;-0,1904397;4,511387;-1,710863;-3,228289;-1,046938;-1,243234;0,9701128;-2,100411;-4,231624;-1,577895;-4,029998;-1,526935;-3,336813;2,26877;-4,330154;0,5055923;-0,6468339;-4,348063
25|TotallyRandom|0,01567346|2,543678;-3,833237;-1,523332;0,5575686;-0,05235958;2,036304;2,239002;4,05673;-4,276491;-4,418591;3,36491;2,982297;-0,9931998;-1,684124;0,2031951;4,307822;-0,5390043;-4,440465;-3,166309;4,39796;-0,9779387;2,137378;2,679529;-0,02125216;-4,475088;-0,3015823;1,724528;0,1020508;3,120515
26|TOP2|0,01558936|-4,257874;-3,453278;-2,574842;1,832836;-0,1130919;-1,46945;1,345725;-1,239434;-2,85674;1,822647;3,595516;0,7948179;-1,467254;3,66914;1,788378;2,089396;1,79903;-3,730668;1,349928;4,494814;2,887133;-4,586428;2,826221;4,284816;-1,540541;-1,561854;2,090468;1,156331;-4,076504
27|TOP2|0,01538989|2,890296;-2,40349;1,982522;0,1542692;1,312715;-2,845592;3,274071;4,412027;0,8804126;-4,541777;-0,9386821;-3,572695;-3,022075;0,09617758;-1,829237;-1,256392;-3,141617;4,316568;-0,3485994;3,866616;-2,026178;-1,777211;-0,3652806;2,735535;2,303669;1,554555;-1,6654;4,880756;-2,222156
28|TOP2|0,01538597|3,105892;-3,59641;2,477307;4,552697;1,600911;-4,642962;-1,349794;1,518781;4,964961;-2,342875;1,836763;-3,918222;4,442316;0,7260914;-3,31025;-2,015686;-2,627084;-0,08220148;-0,9559317;0,9641366;3,127062;-2,385475;2,237773;4,688465;2,548447;3,724952;-3,286226;3,002769;-3,927353
29|TOP2|0,01538413|-1,574526;-1,87326;-0,07611227;-1,713562;2,311389;2,067457;0,3235059;-2,268956;4,509759;3,642418;3,444031;1,078016;-2,561971;-2,694185;-2,18815;3,704071;-2,096588;-1,890734;0,3275542;1,99538;4,484472;1,408014;3,505793;1,102591;1,389687;-1,190867;-1,561177;2,732894;-2,587237
30|TOP2|0,01537969|4,930631;-3,085544;1,672579;-4,732994;2,13931;-1,743941;1,032298;4,160751;-0,4176311;2,928535;4,228997;-2,335016;-0,9975152;3,257008;1,123924;-0,6982808;-4,199167;-2,090888;-4,347262;1,596388;1,58201;3,097841;-4,129077;-2,162338;-3,320557;1,283005;0,2817564;2,238737;2,157469
31|TOP2|0,01537501|-2,981206;1,398062;4,239227;3,48924;4,972116;3,739308;-1,395578;1,554481;-0,5947452;-3,86464;-3,252056;-1,302406;-1,525704;1,299899;4,281532;-3,572548;3,027749;-2,160895;0,008843422;4,933599;3,29491;4,882193;-2,672304;-4,089468;-3,992995;4,927862;0,8635097;1,189878;-0,8304505
32|TOP2|0,01536941|2,341701;2,62906;0,06748009;0,4226871;4,317209;-1,713721;-0,1768069;-1,957464;1,866985;1,179175;-2,458686;-4,474593;4,495646;1,476642;-4,496325;0,507441;-1,405821;0,9467406;4,727635;4,884737;-4,479862;-2,689466;3,664001;2,942376;2,157024;3,012848;4,603769;-0,6869035;1,00141
33|TOP2|0,01536834|2,769308;-1,643927;-1,906168;-3,017174;4,478067;-0,8447604;-4,23211;-3,321227;4,554784;-1,391275;-0,8035712;-1,083714;2,931007;0,7327957;3,365349;1,151351;4,394952;0,3577228;-0,1170187;3,631066;1,282732;0,2976341;-0,700943;2,660364;-4,562981;4,94158;-0,3480868;4,829893;-0,263042
34|TOP2|0,01535984|1,372267;-4,865684;3,182396;4,750454;-0,731328;3,981886;4,788819;-0,2030606;-1,040628;4,62186;1,844611;2,25171;3,128351;2,369781;0,1668458;-4,643284;-3,696387;2,503412;1,476004;2,923594;0,1663942;-3,918127;-0,3184743;0,6730313;4,792023;-3,405651;3,431729;4,444196;-4,773294
35|TotallyRandom|0,01510442|1,096022;4,286981;-3,558249;4,150492;3,344636;-1,514364;3,736723;-0,2366538;2,697812;1,097819;-3,272482;2,736987;0,1997166;-0,09579468;-3,440926;-3,281689;-4,017898;-0,6058197;-4,08038;3,185179;1,434095;-4,059395;-2,392222;-3,49935;4,397075;-2,892023;3,57217;-4,931545;2,81846
36|TOP2|0,01440595|-2,097723;2,4471;-3,964119;-0,03091526;-2,945068;-0,7916183;0,8313947;-2,265192;-3,55184;-1,004133;-2,464561;-0,3841991;-4,581727;-2,535614;-4,18837;1,12927;-0,9770055;2,298098;-4,168413;3,678175;4,215705;-1,060138;1,050527;1,487695;2,658294;0,7608609;-3,390464;2,138566;-3,203851
37|TOP2|0,01293477|0,23809;-3,288694;-3,537924;3,622804;1,100285;-3,502079;2,815193;0,7688971;0,9483666;-4,886072;-0,08536291;4,352055;0,50178;-2,936507;0,01915407;-0,8461471;4,425808;0,8409209;2,749191;-4,082427;-3,310691;3,947625;-0,8367162;-2,523023;-3,131128;-3,207319;2,175184;3,530737;0,1535015
38|TOP2|0,0121081|0,07260275;0,5864983;3,145334;0,8836241;-2,528829;-2,17002;1,860186;2,212336;-4,600192;3,161877;-4,225672;3,362821;3,805368;4,562714;-3,259647;-2,711601;-0,04208517;-1,920409;1,67081;2,844639;-0,4743986;-4,159306;-0,6145577;1,495017;-1,416435;-1,805106;1,927013;-3,499466;-2,690165
39|TOP2|0,01197206|4,982401;-3,37558;3,55172;-0,7811527;0,4468565;-4,986021;1,01912;4,79151;-4,657689;2,645755;0,8819909;4,907718;4,094665;2,479362;0,5252962;2,054839;0,408216;-0,8110304;-3,088202;-1,228333;2,411433;3,712675;2,482511;-2,319918;-3,295241;2,306361;2,215083;-0,1421542;-2,272698
40|TOP2|0,01192133|0,3718619;4,798028;0,9048777;-1,754086;1,736645;-4,471386;4,723613;-1,698598;-1,90034;-1,751601;3,353567;-2,796894;-3,937027;4,667987;3,091152;-0,034235;4,442499;2,762879;2,626655;-0,448751;-2,135252;-3,045197;2,659593;-0,6086655;4,860551;2,90977;-3,809679;-2,515932;-1,22036
41|TotallyRandom|0,01189646|0,4349513;-1,18109;-1,690195;4,689558;0,835156;-1,20011;-4,159851;-4,245763;-0,9771032;4,268612;1,517447;-3,779028;2,026738;4,682655;-4,821714;-4,370678;4,854805;-3,108295;3,519814;2,046938;-0,458806;2,581761;-0,2416487;-3,282299;-4,773253;0,2410965;2,547762;0,3036337;-1,663973
42|TOP2|0,01188991|-1,921441;-3,37009;1,889455;4,781171;1,586454;0,6223626;-1,882554;-4,874228;-2,066455;-1,65523;4,797917;0,4442172;-0,9920831;-4,072264;4,973848;0,5137224;-3,520988;1,788038;-3,936486;-1,198563;-3,689593;0,7293229;-4,896938;1,627206;-4,450216;-3,620248;-2,015662;1,40427;-2,154971
43|TOP2|0,01187285|3,186179;1,331737;-0,2162032;-0,1495271;2,714796;-4,160332;2,588496;0,3956575;-3,224884;1,922737;-1,417099;-0,1075153;-4,387955;2,655404;-2,191327;-4,293793;0,1481657;-1,671696;1,720877;2,658418;1,85272;1,447729;-2,295262;2,398129;-3,278976;2,585068;-3,112979;3,527294;3,50415
44|RandomParents|0,01185786|-0,2555184;-1,405763;-3,027457;3,353527;0,861867;4,84061;2,318764;-4,005686;2,212778;3,542768;-2,564673;0,02833414;-3,692641;3,799716;-2,398022;-4,006189;0,185657;-2,684608;0,03278923;2,083144;3,305261;2,850721;-4,245506;-1,919252;-1,233657;-2,760849;0,7096248;1,612724;-2,364374
45|TOP2|0,01184588|4,539195;0,4266925;-2,458045;1,248071;2,895281;-1,573363;3,264432;4,75341;4,995608;1,238518;0,9176879;-1,68869;-4,055182;-0,462697;1,066435;-2,999845;0,2479939;-4,739697;-4,028549;-0,2097507;-1,165659;-0,1599746;1,619928;0,3844099;0,06024551;-2,240362;-0,2349777;2,539151;-3,023023
46|TOP2|0,01184514|-3,923403;3,607135;-3,642414;2,16013;-0,4271607;2,410562;3,949898;2,951903;-1,140941;3,030419;4,511771;0,5999975;-1,14902;-4,892291;-2,186349;2,689321;4,523822;1,687194;-1,866652;-1,632345;2,51718;3,814545;-4,614142;-0,8585043;-2,945983;-0,5512662;-4,237694;-0,9757547;-1,46509
47|TOP2|0,011839
