Generation: 1 | maxFitness: 0,2189263 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2189263
8|TOP2|0,02704541|-3,108562;0,001843452;-3,228755;0,148284;4,454855;-4,496899;-3,835115;-3,602971;2,423923;3,589966;4,525809;-1,469362;-0,3265996;-1,042673;-3,082483;-3,923682;4,773253;2,491637;-0,8800154;-2,901035;4,942574;-4,279348;-4,756506;-2,729475;1,866963;4,831983;-3,652414;0,3145118;-0,3889198
9|TOP2|0,02257995|-0,3475971;-3,738719;-0,07294464;-0,6822114;-1,368727;3,074554;-2,508117;3,495123;-1,036975;-2,71442;-3,787477;-0,7606716;-3,067377;-3,247545;0,5745511;1,800252;4,359941;-2,804107;1,475646;0,9331174;1,814939;1,623475;3,762338;4,755234;-4,298309;4,509298;-2,496012;4,889151;-3,633437
10|TOP2|0,02132583|-0,4707913;4,488499;-2,564538;-3,705692;4,291186;-0,4851561;-1,057678;4,305285;-0,3032975;3,850661;3,98875;0,9563227;-1,015012;-1,894932;1,491814;-4,425726;-0,9987445;-3,126841;-3,054405;1,420144;2,148039;-2,325267;-2,68147;4,873976;1,169656;-3,647069;3,90415;-2,476766;-0,973496
11|TOP2|0,02083558|1,724748;-1,550815;-3,004271;0,5185027;-0,1738114;-2,546429;-2,492433;-4,326729;-3,049231;-0,4436893;1,100514;1,683589;0,5328469;-4,351646;1,673733;-4,277262;-0,4303508;0,8642774;4,682567;0,1183896;4,06316;-3,184309;-3,329805;-1,753343;1,952417;-2,876581;-0,9855704;-1,57286;-0,3068705
12|TOP2|0,02046558|-4,617776;-3,565887;-4,778394;2,483518;4,050489;2,783312;1,32633;2,856965;2,020763;0,4184012;3,930564;0,3261347;-0,9413247;-3,677227;2,998962;-3,96399;1,851368;2,19686;-1,544898;0,3175755;0,1245327;-4,201447;-1,928343;-1,983607;0,9443636;-2,68791;4,074094;-4,299314;0,1547341
13|TOP2|0,01929627|-4,846621;3,061365;-3,076103;3,889955;-0,5620985;-1,645951;-2,41752;4,750381;-4,158279;-0,8887835;-2,957305;-2,856627;-1,141181;-3,136487;1,785037;0,3965778;-2,661273;0,3210564;-2,760677;-0,03927422;1,9934;-4,163465;-2,851791;-4,726449;-0,6490355;4,438807;4,687435;-0,5536942;3,172999
14|TOP2|0,0186181|-3,77313;4,704463;0,09808826;-0,1432557;-1,596797;1,750922;-2,555394;3,934448;3,207726;-3,106266;0,5180507;-1,726621;-2,965367;-0,1941471;-3,94484;-3,475574;-4,030184;-1,509424;0,5394535;0,3909392;0,8597069;3,149669;3,698733;-4,271945;-3,851763;-0,8949227;-1,388595;1,576475;4,278625
15|TOP2|0,01851733|2,164045;4,371583;-2,006696;3,724215;-4,102864;4,841129;-2,95131;-0,4456682;0,3755517;-0,7306833;3,511666;-2,362619;-4,078008;-2,432656;-3,828228;-4,772997;-0,4519148;-1,084111;-2,575044;-3,472936;3,600559;-3,621908;2,376705;2,17119;-0,4514222;4,956689;-1,463593;-1,904855;-0,2917786
16|TOP2|0,0182627|-2,072589;-2,252476;-1,323798;-3,85411;2,459773;0,469305;-4,285226;0,3534799;0,2718596;1,652398;0,8708935;4,215372;0,09925652;1,720402;2,041531;-4,093166;-2,925621;4,300061;-3,993115;-4,481075;-2,794386;4,498901;-0,3276963;0,8902578;-3,300747;1,386524;3,584799;-0,3386788;1,792601
17|TOP2|0,01824525|-3,044872;-0,2451663;2,985706;4,359604;-3,20768;-4,350714;-3,621167;-2,326041;3,882097;3,845675;-3,824729;2,390223;-2,581807;4,537883;3,341143;-1,877942;-3,013246;3,246382;-0,2223401;-1,200269;1,230712;4,67848;3,546124;1,285606;-2,522433;1,405995;2,856675;0,5047674;4,609708
18|TOP2|0,01721801|2,454412;3,300543;-1,439462;-3,383323;1,06466;2,606116;-3,179981;-1,552164;-4,210291;4,70371;-0,008415699;0,9675937;-4,033073;-2,561082;0,4093618;-3,224249;-4,60461;2,525678;4,418619;-0,2541451;4,840699;3,805661;3,869601;2,538439;0,1763816;2,328542;-0,8603687;-2,773521;4,551771
19|TOP2|0,01716346|2,644974;3,973614;2,91865;-4,567902;4,731187;2,416844;3,457612;3,746;-0,1775532;-3,758787;2,422035;-4,54362;1,815028;4,109142;0,3076572;-3,063669;-0,9766893;2,054565;4,438536;0,9406586;-2,314346;0,1290302;2,377878;-4,084503;-3,154941;2,178286;4,794253;-3,37388;1,960159
20|TOP2|0,01715936|0,5397325;3,413263;4,531575;-1,519451;-2,021005;-2,85625;4,52641;-4,811288;-3,697177;0,6618385;0,732017;2,15406;-0,03473234;-0,5325632;0,1687331;-3,239388;-2,376957;1,879946;0,7308345;-2,699263;4,66394;-2,472775;-1,646762;0,3167992;4,385675;0,8351798;-1,354374;4,163675;-1,371743
21|TOP2|0,01696148|-2,387703;1,303897;-3,605042;1,248274;-4,799013;-3,277024;0,9254341;2,16285;-0,6581931;-0,9212227;-0,7035489;3,276843;-1,475787;3,832991;2,723898;3,772056;-3,845144;4,813479;4,247893;-3,392904;1,584217;2,401596;2,681057;3,685721;-4,685379;-0,6061606;-0,03056002;0,02097654;-1,979883
22|TotallyRandom|0,01671476|-2,0871;2,295902;-2,426684;-4,479256;4,095701;-1,4268;3,406255;-0,52352;-2,642941;-2,103055;-1,68014;-1,652394;1,924983;4,310247;2,941784;4,396323;2,826409;4,079368;3,358238;-4,645991;-4,085655;4,332845;-3,40842;1,084699;0,01931381;-1,654394;0,1884227;1,077712;4,746782
23|TOP2|0,01671474|-4,647132;-0,5434422;0,2030973;2,707506;-0,7669396;4,256486;-1,584599;-2,728665;-0,006380558;4,493841;-3,434848;1,488833;-2,947807;0,06662083;4,812551;-2,445065;0,508904;0,2725382;1,046905;-1,963053;-0,6186466;1,967957;3,832656;-2,854111;-2,236378;2,591494;-0,5700426;2,586449;-2,162745
24|TotallyRandom|0,01657588|-2,95174;2,236086;-4,870342;-3,645777;-4,239271;4,561144;-1,356866;0,7503219;-2,447738;2,196892;4,685044;4,218659;4,112974;-4,968138;-0,08870649;-4,842268;3,677114;0,9845309;-0,2750807;3,713411;0,3722839;4,345741;3,168862;-3,114177;-0,6704741;-4,630686;0,7579689;4,330353;-4,994212
25|TOP2|0,01655546|2,46186;1,4004;1,687027;-0,5200939;2,861996;-0,2812142;4,754889;0,04814911;1,739169;1,257486;2,271073;-2,329385;-0,123208;4,883331;1,763033;1,524902;1,84091;-3,291135;-1,804513;2,499031;2,170455;3,458172;4,127045;2,920355;-3,102405;4,664215;0,8797235;0,1518254;0,4503422
26|TOP2|0,01654887|1,991444;3,335375;-0,02530146;3,705817;-2,826204;4,859437;0,6052847;4,369187;2,712355;1,743595;2,602956;-3,044693;-4,013782;0,5302424;4,343306;-0,6650372;-0,4366641;-4,666109;-2,535119;3,662027;-4,420143;-3,494063;1,045044;3,283649;4,160747;-0,7381816;3,597107;1,388738;-4,213324
27|TOP2|0,016548|0,5324717;-3,978264;2,060224;-3,058382;2,240175;1,533139;-0,01537037;3,96385;-0,7619648;4,005889;1,4404;-0,4681163;3,232094;1,324586;4,297756;2,089172;3,229695;-4,460755;-2,315571;0,16892;4,33275;-0,4505677;4,948531;-0,3005762;1,636208;3,344721;4,258186;1,181183;2,045923
28|TOP2|0,01647733|0,9716253;0,3643174;-1,794167;0,6662517;-1,38155;4,854392;3,021223;2,601508;-0,5636568;-2,000029;-3,399091;-1,29524;4,004331;-2,723372;-2,007757;2,467137;1,313176;-0,03959942;-3,54148;-2,282974;-3,422714;-0,6458383;-2,741967;2,600645;2,1963;2,243226;0,6902618;-0,7441192;-4,93129
29|TOP2|0,0155563|3,059652;4,10434;-4,512582;-2,987629;0,1322312;-0,8030601;-3,038774;-1,37429;-3,541971;-4,089224;-1,773872;1,393133;-3,761175;-1,013216;-0,1779385;3,054996;4,779799;-0,2928691;2,92351;-3,108602;-4,915915;-3,962007;-1,51306;0,9905238;-4,768172;3,19839;3,001081;-4,82583;-0,3007679
30|TOP2|0,01507605|-4,538995;4,979597;-4,865404;2,504061;-4,32548;-1,09864;4,05794;1,182106;0,8567004;4,534794;2,560564;-4,757223;4,202337;4,148444;2,824581;-0,2635794;-2,507525;3,672761;-1,192234;-1,614497;3,753288;-2,059846;-0,6311851;-2,333949;-2,835686;4,962887;-1,272777;-0,828176;-1,142755
31|RandomParents|0,01489151|-0,583642;0,9336348;-4,617838;-0,1449423;3,402719;-1,354204;4,456073;-4,41522;-4,5138;-0,2150149;1,985229;-4,528274;-3,612486;-4,17655;1,947944;-4,278078;-4,314542;3,678009;4,627151;4,158081;-2,206995;-4,644161;-0,5210667;-1,23473;0,01671028;-4,298901;-3,210945;-2,368992;-4,086446
32|TOP2|0,01486064|0,2754359;-3,838322;2,087784;0,3741546;-0,6776972;-2,978067;-4,131721;0,7450957;0,8814998;0,03424692;-1,446046;3,595089;-1,805877;-2,537218;-0,7493277;1,9619;-2,041189;0,07605362;0,9844513;-0,6902556;3,803246;3,617892;-3,437711;-4,199738;-1,453244;-1,679173;3,072945;2,456582;-2,89449
33|TOP2|0,01423351|-3,53282;4,526602;-2,295285;-3,030329;-4,022652;4,831201;-2,518939;-1,105544;0,9453459;-4,646687;-1,479669;2,759926;-0,8580251;3,629627;1,284459;-3,734801;1,121247;-3,260481;4,705916;-4,695321;3,012463;-3,889693;4,710812;1,4931;-3,530441;-0,5859013;-3,929643;0,2662511;-4,336044
34|TOP2|0,01387214|-1,981911;-3,802931;-1,005085;-1,015921;0,08683634;1,014524;-0,7763224;-1,505456;-4,317333;3,503867;3,7235;-3,394754;4,88168;4,580141;-0,3218598;2,871573;-3,11453;-1,142919;3,009934;4,276925;-2,56699;2,902766;-3,097764;-1,444385;-0,132225;-2,578373;-0,8718843;-0,02520847;-0,4030151
35|RandomParents|0,0128721|2,751279;1,734818;2,366042;1,256378;-1,959452;-4,391841;2,926037;3,365782;4,70433;-2,997003;2,981957;2,767891;-0,9806352;-0,6310468;0,259232;3,330005;2,541488;-0,5452533;-2,880024;1,812445;0,4612155;1,211478;4,051225;-1,591087;0,8019943;4,299509;-1,53084;-3,490891;-4,261463
36|TOP2|0,01282223|4,442301;-0,2186174;-2,597798;-2,570819;-0,5122299;3,068142;-3,457123;-3,912714;3,38353;-1,430742;1,615773;-2,67695;2,558061;4,746861;1,508071;0,5467052;-2,410051;-1,280965;-2,152052;4,896931;1,157422;0,8530517;-1,728315;3,866321;3,467396;-3,75579;2,87928;-4,625703;2,020043
37|TotallyRandom|0,01275814|1,764955;-1,972208;-3,989573;1,691444;1,78917;-2,375525;0,9785705;-2,764441;3,247593;-4,919394;-3,033909;-2,465181;4,993343;-4,873847;-4,991616;-4,854776;-2,164913;2,054018;4,748387;-1,979372;3,102027;0,6072669;3,300997;0,6292777;-0,9681611;-0,5173941;-0,7108302;1,458273;1,078386
38|TOP2|0,0127|3,07304;-1,671319;-4,644856;0,6510134;-4,829033;-4,024028;-3,862537;-1,774485;-0,3858953;4,023658;3,395314;2,20978;-1,309779;-1,095707;-0,0964241;-1,69955;2,633779;0,1180201;3,233488;4,083753;1,3243;-2,492517;-2,025362;-3,116101;-2,547548;-0,06036568;-2,90577;-1,16796;-0,5245237
39|TOP2|0,01269892|-3,17429;3,947199;-1,006023;1,156512;2,968805;1,874807;4,25473;-3,032558;-1,842161;1,666741;3,086432;-4,475809;3,883312;-2,115648;-1,171973;-4,421862;-4,747582;-0,08507442;-0,9104161;0,07996845;4,955119;-2,760252;-3,252136;4,152884;-4,162836;-0,5966086;-1,068449;3,666986;4,519336
40|TOP2|0,01266467|1,738706;-1,618512;-3,38317;4,888122;-4,839374;-1,733531;3,754888;0,3831654;-1,717296;-0,4235859;-4,371337;-3,493335;-4,602437;-4,937252;4,075871;2,380307;2,149098;0,4359155;2,931793;1,707145;2,165748;-3,356356;3,158767;1,870124;-2,886455;-1,208575;4,609593;-1,982266;0,8399053
41|TOP2|0,01265399|1,748918;-0,5077796;1,722085;-4,010688;3,38834;-0,1465125;-0,8199029;-4,398718;1,24305;-2,780628;1,927858;0,7501416;-4,274932;4,219584;0,6047769;0,2983637;-3,978181;-1,310223;-1,250374;3,599683;-3,089167;4,667359;4,561666;-3,028071;-2,449586;4,045725;-2,655478;0,7762938;-1,628806
42|RandomParents|0,01262986|-3,27264;0,144649;-0,9572272;-1,731494;0,6720991;1,343607;3,01489;-4,242367;1,620939;-0,7385345;2,139445;4,245043;-0,07436085;-3,306225;3,856628;3,091438;3,392218;-0,3205223;3,449219;1,521287;4,735506;-2,443621;2,487143;-1,171983;-1,99404;4,384596;-4,447397;-3,042902;2,160759
43|TOP2|0,01262981|2,427759;-3,121128;-2,893624;1,994568;-4,297128;4,818835;-1,617317;1,794795;1,786153;-3,700737;-2,289598;-3,602041;-1,706318;-4,71319;0,5602341;4,847317;-1,168487;4,825534;-4,349618;-4,36784;-4,414734;0,5499344;-4,909377;-1,267795;-4,197845;-2,327304;0,05640554;-0,2744026;0,04492807
44|RandomParents|0,01262548|-0,6165748;-2,488575;-2,714641;4,336432;-1,821404;1,845281;4,341289;2,66858;0,889823;3,921586;-2,993619;-3,640361;-2,465727;-1,140694;-4,050807;4,017448;-1,954601;2,012689;4,655019;-3,976246;-3,106093;-2,534361;3,056394;1,973597;-3,495941;-2,959454;4,120071;-2,307198;2,931953
45|TOP2|0,01262291|-1,086045;2,275077;2,218238;2,836351;0,6853514;4,065042;0,8007364;3,909021;-0,625319;0,4626198;-3,660783;4,930791;-1,432621;0,4896169;-0,1896544;1,396952;1,725258;0,000895977;3,374698;-4,592399;0,8087616;-3,541801;-2,757679;3,020403;4,946751;-4,149509;3,88635;-4,040464;0,9959431
46|RandomParents|0,01262217|1,922805;4,620534;0,04157352;-1,638467;1,842234;2,828043;4,902816;-3,300946;-4,265508;3,851462;-1,031045;4,476926;-0,5875831;4,132854;-4,358325;-2,484152;-2,882405;-2,945609;4,675222;-3,692416;-2,378354;-1,568288;-0,6918292;-0,1498289;-3,730669;-0,4191298;-2,592588;-2,08015;4,9476
