Generation: 1 | maxFitness: 0,268136 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,268136
8|TOP2|0,08158811|-3,02909;3,515192;1,403031;0,5152459;-4,23067;-2,164174;-1,302836;-3,774628;0,8826118;3,648817;4,325191;-0,8040662;2,170069;-1,859909;-4,513372;1,467516;4,968867;1,684936;1,094645;-4,582957;-4,871673;-2,497771;-1,865124;-0,1653342;0,3766818;-2,842102;-2,570071;0,09924459;-1,221966
9|TotallyRandom|0,04266203|-2,875998;1,929621;2,39512;3,462522;-0,7816811;-2,793884;-1,781449;2,942517;-0,3533821;3,447443;-2,511164;3,136821;3,828823;0,121315;-3,296756;0,8408408;3,942565;0,7961721;-3,887653;-1,361101;2,600513;-0,1707463;-1,379241;4,412577;0,153615;4,680058;3,908493;-3,612831;0,3748088
10|TOP2|0,03429006|1,182693;4,432813;1,900201;-4,25503;-4,300317;-2,975721;-0,8271675;-1,615772;1,918261;-3,867803;-0,8687825;-1,43599;-3,609695;1,853576;-3,512674;-1,499872;-0,7986064;0,9711652;4,990385;-0,9596629;-4,321322;-2,316224;-3,41913;-4,947133;-3,45236;-4,391012;0,9254723;-1,35147;0,3675561
11|TOP2|0,03195676|-0,5323844;-3,342313;0,6266065;-3,002515;2,394358;2,066834;-3,590388;2,140864;-3,784804;-1,183787;-2,53258;1,758211;-2,261401;-4,370871;-2,667517;3,252531;-3,787222;2,243706;2,687472;-4,561501;4,229504;3,740824;0,01183701;-3,364557;-1,155695;1,063359;4,598293;-2,222764;0,6699677
12|TotallyRandom|0,02415032|-3,799691;-4,188279;0,2953176;4,089922;3,092045;-1,355479;1,757367;-0,9518952;-2,528925;3,467216;1,433222;3,417906;-4,288006;-3,804009;-3,784312;0,5558462;-3,407254;-0,2582579;3,374414;3,180444;-4,665008;0,1327653;1,907476;-2,820375;-0,6436377;0,04541588;3,330864;-4,450365;0,7581706
13|RandomParents|0,02226355|0,1539378;-1,019538;2,744534;-2,700062;-3,595562;-0,9256392;-1,209766;-2,663051;-0,8619757;-2,169275;2,269913;1,337819;3,484007;-0,8751206;-1,442027;-0,2341299;3,77749;-0,01005936;1,458299;-2,778162;-3,969559;3,77316;4,430198;-2,211511;-4,309402;-4,549625;-0,9979434;-2,294333;1,073096
14|TOP2|0,02075692|-4,842535;1,33084;-0,7076769;-4,731657;2,942421;-3,470278;-1,614354;4,629718;-2,396914;-3,732161;-0,7806735;3,893783;-3,106337;-1,195373;0,04243326;-3,145733;0,4683847;-0,7665234;-2,51943;2,269075;-1,923631;-2,260504;2,17504;4,662189;4,253866;-0,6731505;-3,732533;-0,2151637;1,623087
15|TOP2|0,019715|2,435377;4,209065;-4,520605;-0,8176689;3,163035;-1,2588;-0,8147078;-3,034367;-2,420123;3,555555;2,434665;2,923977;-0,7359571;2,306218;2,421168;-0,08515167;-2,440059;-4,921185;2,240095;-4,416483;-2,138528;2,300263;4,121813;1,392993;4,895159;0,3786044;-4,036219;3,600614;-4,034986
16|TOP2|0,01931948|-2,337274;-4,490301;-4,595574;-3,699816;-0,3984709;3,607082;-0,7341843;0,1645155;3,626047;-3,19578;-2,816408;4,350277;1,711746;0,7664185;0,5234261;-0,569983;4,298713;-4,196633;-3,792734;-2,11799;-1,424087;0,05842495;-1,3168;-3,525043;4,655298;4,899866;-4,873304;3,506952;2,67634
17|TOP2|0,01893714|-1,251364;-4,895297;2,684387;1,718248;0,0263257;-4,385221;-3,443193;1,80309;0,8773203;-0,5827527;3,947916;3,952489;-1,130825;-2,907027;0,9978704;1,760816;-0,06077099;-3,502088;-2,121558;4,761698;3,548659;3,678022;-4,510525;-4,296455;-3,595313;-3,921642;-3,017793;0,3951211;1,165998
18|TOP2|0,01882925|-1,797359;1,004738;0,1721101;-4,765676;3,360059;-1,369783;4,992862;2,212675;2,273116;-4,79851;0,4465156;-4,144839;-1,565574;-1,761856;-1,711443;0,9500127;0,1741986;0,4594045;0,9175797;-2,263243;3,682028;-0,2397914;1,609043;1,906692;0,7298441;-4,660326;-4,494658;-3,993258;2,478679
19|TOP2|0,01882685|-1,341608;1,627403;0,5575089;4,977645;-3,844171;-3,614942;-4,896053;-1,102304;-0,9810586;-0,1659865;4,883386;-3,159924;-4,293459;1,042574;-4,786223;2,556405;0,6546946;4,995968;-2,27576;-2,789028;-4,414598;-1,289041;-3,596696;2,170844;3,098086;1,618456;-1,492377;2,506694;3,30879
20|TOP2|0,01831967|-0,8558364;3,19533;-3,529766;3,203168;-2,600067;-4,080781;-1,407187;-2,79091;-4,972982;0,1134043;-3,751768;-3,508175;4,266758;-2,199765;-2,401147;3,128696;-4,79213;-0,9813075;-2,468174;-1,36357;3,233663;-3,462949;-1,856465;-4,079559;-0,8740668;-0,5707521;3,217335;3,221787;-0,6513543
21|TotallyRandom|0,01712216|-3,935575;1,929452;-2,539586;2,478771;-2,180228;4,656724;-4,049896;0,07588911;-3,418041;1,423659;-2,625652;0,9034128;3,649126;3,838328;-4,579744;4,584925;1,722165;4,78197;-4,035316;2,491918;-0,3217297;3,288518;-2,486026;2,839941;1,727313;1,156528;3,722456;0,9002118;-0,3877516
22|TOP2|0,01691983|-0,4585476;-4,893976;0,5286841;2,329181;-2,326677;1,014565;3,931054;-3,942179;2,114838;-1,83731;0,2686329;-2,579969;3,810802;-3,265913;-0,1158161;1,790941;3,640493;4,620224;3,562025;1,031792;2,549125;4,248289;2,302215;0,2804499;-3,05805;-4,848991;4,887389;2,136061;-1,723284
23|TOP2|0,01643367|-0,6123705;3,853278;-4,18306;0,3181143;3,969214;1,682627;4,201217;-0,7834868;-4,344284;-0,8224864;-3,511542;-4,682164;-3,256997;1,81339;0,2608352;-3,445692;-0,2003102;-3,020019;0,2960415;3,888211;0,2641873;-3,424996;3,996016;4,777955;-0,4664426;1,359773;-3,244927;2,794477;-4,460229
24|TOP2|0,01639574|2,900746;-3,570378;0,7541485;-1,058488;-2,467143;-1,821435;-4,72665;4,721634;-2,338515;0,5355339;3,030143;4,346786;1,712819;0,07094097;-2,985897;-3,329363;0,1586084;4,665727;-2,175853;2,735353;2,399992;4,756913;-4,925137;-3,832899;0,7997804;-0,1429682;2,097733;2,00619;2,963758
25|TOP2|0,01626186|-4,114724;0,3471823;-0,6205316;-4,616618;0,9703259;4,149581;-0,7106466;-4,719434;-3,673835;3,447824;-4,667963;3,961744;4,968979;-3,268578;0,3371792;4,738081;-2,238069;-2,570547;2,76176;4,63358;2,39048;-2,073552;1,17556;3,564143;2,342439;0,1211495;0,762146;4,873251;4,521873
26|TOP2|0,01620721|-2,754474;4,096963;-0,6953506;1,900433;2,511388;1,820946;-2,138243;3,19078;-0,1498394;3,091384;1,909079;-1,850016;-1,499707;-1,124654;-2,491447;-1,935734;-1,072228;4,678774;-3,601398;-2,9459;-4,452729;2,28567;-3,223995;-1,6767;1,928475;-0,3970976;2,770992;-1,361704;-3,069544
27|RandomParents|0,01620505|-1,645302;-0,429234;-3,978506;-1,090351;2,004622;-1,377382;-2,614293;-2,132125;-2,425906;1,308403;3,91635;4,675629;-4,021377;1,645576;1,721397;0,938241;1,0538;-0,5996914;4,941223;-2,069385;-2,562537;0,8583446;-4,604636;3,805821;4,688753;3,760702;1,225927;3,363132;-4,614816
28|TOP2|0,01619696|3,501149;-0,06360245;4,839362;2,921319;0,5729966;-0,4829149;-1,509199;-2,771381;-3,918431;-0,03752184;2,286501;4,857315;3,710065;-2,727549;-2,609729;1,761525;-2,198079;-2,488232;4,871231;2,279637;-3,140415;-4,450342;-0,8876486;1,380057;3,18581;2,302693;-1,132879;-1,225395;4,589839
29|TOP2|0,01619415|3,630378;-1,899007;3,410679;-4,830053;1,352044;0,649056;-0,3714709;-2,711521;-1,563936;4,261395;2,361877;-2,07369;0,8694572;-3,75622;0,1490383;3,251243;0,2433677;-1,974915;-2,047297;3,834143;-0,2552299;1,99013;-3,519039;-4,808832;4,980665;-2,925481;4,369455;-1,851525;3,063686
30|TOP2|0,01618378|2,437848;3,492087;-2,548203;3,354725;-1,717975;2,085625;-3,33497;-4,043904;-1,800125;4,912307;-2,334025;-3,459183;1,380414;3,650997;0,04162502;1,942623;-1,609349;-3,348917;2,745559;-3,677637;-2,843473;2,125898;-4,445045;-2,350395;-2,020376;4,782247;0,5981712;-2,97536;-2,400194
31|TOP2|0,0161729|-0,03240776;-0,5277891;1,22953;-3,682479;-2,012158;4,359648;1,002104;4,137852;4,269652;0,3849106;1,656562;-3,179095;-3,115685;1,53106;-4,525499;1,934855;1,132936;0,8266621;3,886882;-0,2746434;-0,9301014;-2,568827;-3,987175;-0,4101186;2,068048;4,138123;0,2422552;0,5492301;-1,896691
32|TOP2|0,01616151|1,133674;3,38919;-4,206471;2,433481;-0,1255088;4,736154;-1,350362;3,965994;2,754991;-0,4570622;-0,0496726;1,415255;1,652229;3,533209;4,135067;1,196897;0,2272792;-1,851563;2,217993;-3,198583;4,950487;-1,602582;-1,599033;-4,196677;-3,167975;3,236827;-1,208119;4,391281;1,509548
33|TOP2|0,01616071|-0,5173235;2,602407;4,026272;-3,756648;-4,643006;0,4442744;4,436645;2,111983;1,950937;2,976851;4,610324;-3,876865;4,520475;0,5565305;-2,4865;4,997922;-2,348108;3,4218;1,730907;4,095041;1,525427;3,504015;-4,335109;0,3550978;-3,956418;0,2849464;1,269754;3,112106;-2,946676
34|TOP2|0,01555077|-1,905475;1,388221;-2,938057;-2,165785;4,26291;-2,474303;-2,917371;-3,175125;-1,920833;2,074666;0,08674335;-3,460895;-1,945054;1,093848;-1,575044;1,593218;-4,954337;-4,852816;2,515754;3,329924;3,117412;-4,727348;2,545047;-4,307123;-1,103564;4,275138;0,07829142;-0,3713732;-2,388194
35|TOP2|0,01538546|-3,428564;3,714676;-0,02809238;1,120047;-4,572544;-4,49955;4,091434;-2,49517;1,08867;-4,009815;4,593305;-2,107075;-4,888043;-2,864442;-2,258943;-0,490418;-1,442538;-3,095;-1,925008;1,679457;2,031555;2,581135;1,64373;3,343259;0,2101345;-1,910278;-4,269289;1,103659;-2,076529
36|TOP2|0,01455573|-1,854766;4,226464;4,206487;-2,528625;2,162915;-0,661922;-2,727016;-4,730289;2,138868;-1,648325;-1,293669;3,569555;-0,5138631;-0,3353758;4,593647;-0,03650141;-3,164896;-0,4120512;-4,159683;-4,094993;0,4990726;-2,717014;1,817031;-0,9984751;2,314897;3,572331;2,334557;4,955068;-4,114851
37|TOP2|0,01411618|-4,040593;-1,473262;4,52857;-4,752946;-0,5428724;-3,554879;-4,270418;2,000962;3,494281;-0,05701494;1,090621;2,326842;-0,4822297;-1,758199;-3,155008;-2,326052;-3,825375;-2,741621;0,07894707;-4,869927;1,636959;0,3074117;-1,584215;1,84368;-3,746234;1,164232;1,487149;-4,974456;-3,747324
38|TOP2|0,01291167|2,586111;-3,998708;-0,3205543;-3,722729;-2,872419;-1,563606;-4,120673;2,191604;3,710352;-0,09694767;-3,757198;0,8296924;0,901957;0,1916342;4,299526;2,863115;-1,563875;4,237215;0,8024268;-4,462255;-2,40904;0,5596499;0,3566294;4,050833;-1,041038;4,299171;3,534788;-3,236582;-3,804325
39|TotallyRandom|0,01220668|4,296269;1,330379;-4,88209;-2,36152;-4,473701;1,821644;-1,557937;2,312342;-4,384891;3,129216;-1,525275;-1,215871;0,9778409;-0,8593445;-2,593523;-2,871004;-1,739519;-4,121957;-2,956844;4,7041;-4,624454;-0,4454212;0,0988574;2,718008;-4,264127;2,122228;-4,808697;4,427475;-3,853717
40|TOP2|0,01190224|-4,560269;-0,8820744;-2,054141;-2,487514;4,169116;-1,737062;4,284748;-2,833787;-3,091269;-1,608889;4,93847;-3,695754;-4,6812;4,383201;-1,562805;3,64125;0,0932889;-2,997664;4,992441;1,247964;3,724813;-4,329289;-2,341473;-1,424548;4,044138;3,926562;4,181109;-0,2517872;-4,47215
41|TOP2|0,01187224|-2,330451;-4,22634;-2,479119;-0,05927992;3,121892;1,361903;3,152303;-4,144142;0,6275005;4,745388;0,8112698;-3,145225;-4,481491;4,131054;2,751703;-0,3580971;-2,710685;-2,971933;4,431732;-2,849082;0,2283664;2,864959;4,295054;4,112639;-2,151809;-3,746598;-0,3908162;-0,5495019;-1,002689
42|TOP2|0,01153504|1,515554;-3,374599;-0,3114872;-0,8728557;4,615325;-2,023983;1,724833;-0,1868744;4,677593;-1,345798;-1,668971;4,477959;3,27029;-2,719241;3,383777;-2,384277;1,407379;1,415297;-1,48495;0,2712245;-0,08641529;-0,6444387;-0,4382591;-3,898095;-1,099741;1,204098;-4,591002;-2,428362;3,965364
43|TOP2|0,01145275|2,007235;0,3995519;1,112562;-4,446182;-0,5028052;1,145866;-0,9177775;2,408247;2,527665;0,8824368;4,086847;1,372524;1,08886;1,370795;3,665997;0,7656093;-3,252124;-1,171307;0,9552617;1,070469;-1,089328;0,4430075;2,402191;-2,667299;4,847707;-2,029129;-3,080483;2,209265;-0,2833872
44|TOP2|0,011445|3,566352;2,949299;4,032411;-0,9866767;-4,071727;3,766243;-2,157948;1,910641;0,4103656;1,438814;-3,856844;2,730577;-0,3740053;3,784761;-0,2807398;-2,72428;-4,714115;2,276379;2,95711;-1,190236;3,193265;-0,2833552;1,061922;-4,485736;-3,771029;0,4228539;1,432476;-1,483316;4,492417
45|TOP2|0,01144479|4,84387;3,736762;2,404932;-3,003088;2,794967;-4,997772;-1,581746;-1,89368;2,664213;3,577422;-0,435626;-0,8239193;4,297935;-0,6812363;-2,72177;-2,65514;4,258214;1,355213;1,02432;-3,04278;1,050214;-4,556435;1,742482;-0,8851047;-2,16173;0,9112544;3,945187;-4,020554;1,122863
46|TOP2|0,01141011|-0,4809194;-2,382204;-1,014254;0,4251246;-1,668286;-4,354427;2,545154;4,798855;-1,270074;-3,536316;4,972721;2,884793;2,955627;2,564954;4,830484;1,208456;-4,784132;3,874684;-1,951161;2,692211;-1,508965;-2,346991;3,554469;-2,952642;-0,5611773;0,4379182;-3,784661;-2,206479;3,995155
47|TOP2|0,
