Generation: 1 | maxFitness: 0,2170553 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2170553
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2170553|2,29632;3,796108;2,795444;-3,278117;-2,019232;1,49859;4,150019;1,800308;1,468954;-0,2371783;2,530656;-3,628428;-3,594272;2,324224;3,236418;-0,8949394;2,325389;2,284509;3,113431;-3,78334;-2,153148;1,389476;4,748747;-4,263824;-3,138058;2,879794;-2,917913;1,542282;3,201779
1|TOP2|0,1927824|0,8824401;-0,3243203;-4,279732;-0,7616072;0,2448125;0,7206602;1,270546;-4,750845;3,206128;4,298488;4,521447;-0,324872;-1,526883;-2,260459;-1,267279;-2,089971;3,827888;-3,977672;-2,951682;3,944541;-2,526877;-2,604732;-2,382774;-1,706684;-0,9193735;4,933902;-1,41619;-1,529023;0,424778
2|TOP2|0,1295346|-2,201684;3,799114;-2,534306;4,879657;1,151596;2,002404;-2,243189;-2,539057;4,142175;-3,186271;-0,9926791;-2,730412;-3,545947;-0,6032557;4,405055;-3,679027;4,117496;0,4787283;3,221959;-3,663811;-0,9696693;-4,214167;0,561202;2,067246;-1,439192;0,9205561;1,172352;-0,7310586;-3,853354
3|TOP2|0,1226848|1,441562;0,5152993;4,504634;4,616326;-2,453823;1,830919;-1,062823;2,707396;0,340765;-1,804491;0,8182092;-2,28216;0,2512794;-2,67719;4,302116;2,672423;0,2513604;-4,361399;3,879383;-4,558327;1,218005;2,136979;-2,442203;1,149985;1,804135;-1,477948;-1,181306;0,5351167;3,89343
4|TOP2|0,111926|-3,545425;0,7617373;3,426931;4,736797;-4,407381;2,796164;4,989515;4,752117;3,744001;-3,310461;2,527046;-2,443509;1,335111;-1,623145;4,697775;0,9016232;-3,866266;2,891635;-3,898952;0,5544548;-4,710876;-0,7869463;-2,980857;-0,7024293;4,486772;2,953907;-2,300301;1,712794;1,37391
5|TOP2|0,1100419|-4,166901;-0,3149872;-4,844054;2,998813;3,020581;2,541859;0,09473515;-3,167213;-4,570929;-2,767272;-2,436901;-4,940434;-0,05830336;-2,518028;-1,81395;-4,300133;2,549441;3,635156;-4,990099;-2,929903;-1,33275;4,813437;2,045655;1,055505;1,944188;1,918361;-1,828251;3,280593;-4,971909
6|TOP2|0,09771419|-3,544497;3,341224;0,55304;2,149363;0,4372005;4,156418;-4,628086;-3,601143;-1,092984;4,121008;-1,821978;-3,076158;4,739213;-0,2339058;2,891649;0,9526877;-3,158508;-0,5874805;-3,563591;-4,205719;3,461422;-3,654337;-0,9058042;2,017248;4,353584;-1,146543;-1,519017;-4,621178;-1,747439
7|TOP2|0,09311224|-2,720274;3,721217;2,150103;-2,615464;-3,053302;0,5514269;0,792263;2,995629;3,925819;-4,90423;3,397997;-3,350396;-2,636874;-3,899635;-2,029342;3,667436;3,667507;-0,8947964;1,45072;-3,392696;-1,534553;4,629263;-4,743548;-1,481378;-0,3058581;3,71489;3,763604;-1,352137;-2,914137
