Generation: 13 | maxFitness: 0,3713776 | maxFitnessGen: 0,3617194 | maxFitnessGenBuf: 0,347333
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,511

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,347333|2,704581;1,969182;0,8592097;3,664755;2,283539;0,8367782;1,8944;-3,401493;-5,032543;-2,05759;-0,4852779;-2,015229;2,702723;3,50642;1,511943;-1,141893;2,058333;0,2550297;-1,126571;2,468448;-2,824826;1,911992;4,051967;0,8597104;2,393517;-3,982186;4,642242;-4,32331;1,556283
1|TOP2|0,2968535|2,704581;1,969182;0,8592097;3,664755;2,740558;0,5651376;2,172102;-3,401493;-5,032543;-1,927562;-0,4852779;-2,015229;2,512946;3,50642;1,930007;-1,266107;2,058333;0,2550297;-1,126571;2,658775;-3,235371;1,931225;4,051967;0,8597104;2,201818;-3,494414;4,1723;-4,32331;1,461626
2|TOP2|0,2652645|2,704581;1,840982;1,244004;3,514908;2,088775;0,8371828;1,483997;-3,188544;-5,359379;-2,05759;-0,2626703;-2,095283;2,702723;3,50642;1,80601;-0,7287394;2,058333;0,536132;-1,462102;2,209056;-3,025203;1,911992;4,051967;0,8597104;2,410292;-3,673658;4,686582;-4,3864;2,039181
3|TOP2|0,2575087|2,704581;2,031138;0,8592097;3,816037;2,283539;0,58139;1,987863;-3,454708;-4,628805;-1,646463;-0,9274881;-2,015229;3,081976;3,50642;1,511943;-1,141893;2,058333;0,2550297;-1,179457;2,468448;-2,824826;1,717304;3,749345;0,8597104;2,230046;-3,982186;4,642242;-4,32331;1,556283
4|TOP2|0,234235|3,105165;2,0186;1,15725;3,664755;1,899783;0,8367782;1,8944;-3,763895;-5,032543;-1,637176;-0,7824239;-2,07509;3,015303;3,185709;1,359555;-1,219896;2,058333;0,2550297;-1,126571;2,468448;-2,523271;1,911992;4,051967;1,003817;2,393517;-3,982186;4,642242;-4,32331;1,556283
5|TOP2|0,2298712|2,710905;1,616489;0,8592097;3,26839;2,283539;0,8367782;1,943241;-3,401493;-5,032543;-2,008473;-0,3293222;-2,015229;2,230209;3,089393;1,511943;-1,141893;2,266267;0,5520641;-1,020537;2,468448;-3,252671;1,911992;4,051967;1,234091;2,393517;-3,982186;4,642242;-4,32331;1,884935
6|TOP2|0,2013805|2,704581;1,538347;0,8424942;3,664755;2,283539;0,8367782;1,8944;-3,401493;-5,089647;-2,05759;-0,4852779;-2,015229;2,340692;3,089226;1,511943;-1,141893;2,058333;0,2550297;-0,9801247;2,468448;-2,824826;1,732783;3,574453;0,8597104;2,393517;-3,982186;4,55846;-4,73122;1,73517
7|TOP2|0,1971615|2,704581;1,612895;0,3788236;3,582192;2,283539;0,9919774;1,643113;-3,094352;-5,032543;-2,05759;-0,4852779;-2,283499;2,702723;3,308013;1,511943;-1,141893;2,058333;0,2550297;-1,126571;2,702362;-2,983238;2,399555;4,051967;0,8597104;2,393517;-3,982186;4,642242;-4,339207;1,556283
