Generation: 12 | maxFitness: 0,3713776 | maxFitnessGen: 0,3713776 | maxFitnessGenBuf: 0,3617194
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,511

Index|Brain Type|Fitness|BrainData
0|TOP2|0,3617194|2,704581;1,969182;0,8592097;3,664755;2,283539;0,8367782;1,8944;-3,401493;-5,032543;-2,05759;-0,4852779;-2,015229;2,702723;3,50642;1,511943;-1,141893;2,058333;0,2550297;-1,126571;2,468448;-2,824826;1,911992;4,051967;0,8597104;2,393517;-3,982186;4,642242;-4,32331;1,556283
1|TOP2|0,3230042|2,670363;1,582186;1,203823;3,855766;2,283539;1,154672;1,8944;-3,502843;-5,469195;-1,667792;-0,09222677;-1,705995;3,014917;3,711017;1,349358;-1,379618;1,571745;0,241621;-1,35394;2,468448;-2,790665;2,222447;4,051967;1,113468;2,143083;-4,054546;4,642242;-4,043407;1,556283
2|TOP2|0,2562307|3,151967;1,582186;1,203823;3,614736;2,283539;0,2759805;1,8944;-3,401493;-5,032543;-1,667792;0,3135442;-1,420808;3,026045;3,711017;1,349358;-1,371513;2,058333;0,2171153;-1,268915;2,853766;-2,704995;2,222447;4,051967;0,8597104;2,188108;-4,054546;4,629033;-4,558998;1,556283
3|TOP2|0,211659|2,872493;1,883796;1,203823;3,883046;2,283539;0,7084937;2,007112;-3,018636;-5,402073;-2,060204;-0,09222677;-1,386125;2,670581;4,16048;1,349358;-1,163542;2,252964;-0,2004473;-1,126571;2,734945;-2,790665;1,790618;4,296762;1,304919;2,143083;-3,714325;4,642242;-4,535709;1,556283
4|TOP2|0,2100452|2,872493;1,692095;1,571594;3,768832;2,541451;0,7084937;2,089654;-3,401493;-5,032543;-1,667792;-0,504539;-2,034721;3,014917;3,711017;1,349358;-1,163542;2,079905;-0,6899842;-0,833679;2,468448;-2,790665;2,222447;4,051967;0,8597104;2,143083;-4,054546;4,419676;-4,128511;1,66903
5|TOP2|0,2078859|2,883145;1,647485;1,203823;3,954949;1,986503;0,7084937;1,670024;-3,512781;-4,606814;-1,667792;-0,09222677;-1,707982;3,460182;3,546134;1,389724;-1,163542;1,888442;-0,1148987;-1,179818;2,204777;-2,790665;2,222447;3,826214;0,3993291;2,143083;-4,054546;4,656472;-4,389808;1,556283
6|TOP2|0,2006095|2,872493;1,582186;0,7656715;3,768832;2,283539;0,7084937;1,8944;-3,401493;-5,032543;-1,881852;-0,09222677;-1,912368;2,804279;3,711017;1,494414;-1,163542;1,597443;-0,2573436;-1,126571;2,468448;-2,790665;1,797094;3,639545;0,8597104;2,207471;-4,054546;4,296957;-4,128511;1,556283
7|TOP2|0,1824459|2,940269;1,582186;1,203823;3,768832;2,543415;0,7084937;2,132699;-3,401493;-5,032543;-1,667792;-0,5907476;-1,707982;3,014917;3,689521;1,66502;-1,163542;1,819661;-0,2275498;-1,126571;2,468448;-2,790665;2,51327;4,308504;0,8597104;2,143083;-3,679457;4,183494;-4,128511;1,118236
