Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2097992
7|TOP2|0,07249133|-0,645339;-0,7012348;2,798691;-0,167635;-0,7490463;-3,471242;1,620109;-3,857946;-0,7044225;-4,91538;-2,463437;-3,201961;-0,1930194;4,454761;4,108377;-2,844266;-0,2900691;3,216311;-4,685059;-3,914222;2,237744;0,3494172;-3,112318;0,7045369;-0,2309246;1,026347;0,5483775;1,722587;-1,322933
8|TOP2|0,07032267|-3,937856;-3,301542;-4,395727;-1,123319;-3,737844;3,283327;1,926763;1,036013;4,42598;0,3521819;-1,277792;0,2238102;-1,954529;-3,613035;-2,694034;0,7788711;-2,865401;-0,5584784;2,996657;-0,8931274;4,019879;-2,155648;-0,5186791;2,685797;2,715037;2,312429;1,807567;1,74468;-4,282726
9|TOP2|0,03754304|3,187521;-1,206923;-4,058543;2,886439;3,734525;-4,090257;-2,955135;-2,836782;0,8299608;4,881281;-4,861603;-3,612548;-1,379375;-4,708165;0,455317;3,247285;-4,233407;4,698811;-1,341605;-0,3406935;-4,822293;-3,816965;-3,808008;-3,344125;0,01916838;-0,8222299;-0,1507635;3,288542;2,021475
10|TOP2|0,02924844|-2,247443;0,465477;-0,5069323;3,507278;1,448098;-3,158518;1,64813;-2,452557;0,556808;4,839405;2,154578;1,723006;-3,44709;-4,598393;-0,2622967;-4,946178;-0,0326066;-3,349588;-0,7385044;4,676502;-3,830885;1,460589;-2,672485;1,643264;-3,864054;-0,8538394;-4,014106;-0,9774547;2,589077
11|TOP2|0,02328511|-3,733808;1,036791;-2,606016;3,117919;-4,252699;0,8695631;4,115752;4,782668;-0,04509497;2,856761;-3,665286;2,591147;-2,389607;-1,108517;1,543417;-1,165569;-2,64209;-1,518293;-0,0570507;-0,1927047;1,212468;-2,578866;-0,9109073;-2,103725;-3,086958;4,971601;-3,12775;0,3890486;0,5404134
12|TotallyRandom|0,02218281|-1,196239;4,691285;-1,265665;-4,389491;1,25666;-4,756736;-0,002897263;-1,746833;1,421963;3,070552;-0,3136439;-2,847595;0,135879;3,758116;1,230319;4,857965;-3,45977;3,863935;-3,563279;-4,666509;1,104591;2,941539;-3,265742;3,97383;1,865873;-2,935218;-1,449512;-2,56664;1,15889
13|TOP2|0,02039194|4,515507;0,1170917;-0,9174819;1,137081;-1,946736;-2,549317;-1,584242;-1,254843;2,629353;2,980194;0,4864736;-3,42745;-4,943291;-4,023561;-0,4828267;-3,93432;0,01686764;-4,238168;1,466815;-0,00419426;2,198118;2,868277;4,059398;-4,522437;1,729439;-0,8173485;1,343315;-4,265113;1,935181
14|TOP2|0,020169|4,685488;1,222772;0,9694047;-1,569719;-2,963548;-1,945681;2,770838;0,7483368;2,628975;-2,621164;-2,983037;4,491388;1,792821;-4,75794;-2,098752;-0,2046185;0,1650481;3,864273;4,831871;0,1267653;3,310943;3,085482;-1,868151;3,540488;3,833462;-3,218249;0,02819252;-0,2492065;-1,369715
15|TOP2|0,01733211|0,8217292;0,9465175;-2,684209;-4,984364;-0,4741735;0,1469164;2,501299;-4,208939;-1,075725;-1,346271;-3,099361;1,315358;0,7813044;-1,339927;4,193954;-2,279543;-1,166869;2,761069;-2,634543;-2,65247;-3,224936;-2,051054;2,188804;3,89124;0,5366869;-1,738703;-4,914571;3,554379;1,694851
16|TOP2|0,01588704|-2,903178;-2,222715;3,928819;4,220006;-0,9705205;0,6100254;-0,777647;-1,953319;-3,931042;-2,835459;-0,5751963;-2,768732;-1,777749;-1,185706;4,748304;-0,5520706;-4,212175;-2,647685;-3,956309;1,106585;2,424388;4,106468;-4,396987;1,132118;4,297246;-4,33709;1,006691;3,080986;2,910136
17|TOP2|0,01572108|-3,300532;0,4647975;-1,805754;-0,8962612;-2,98293;-2,27415;3,669572;3,00043;-1,959296;3,75393;1,033602;0,3310518;1,589782;-3,511247;1,170824;-1,685369;2,716907;-0,7500749;-1,365373;-3,620416;3,756592;-1,365373;-1,227347;4,778012;1,758698;-2,268222;0,6309729;-4,854115;2,699266
18|TOP2|0,01503423|-0,9786267;-2,236702;-0,3902798;2,554559;-3,41054;-0,8866148;0,6221728;-3,85816;2,958472;4,340126;1,162818;2,164308;-2,726592;-1,445896;-4,114623;-2,591473;4,064206;3,17014;1,417321;3,189646;1,61816;3,357876;-1,765296;-1,327869;-1,526478;1,122331;1,849128;0,06405401;4,578175
19|TOP2|0,01502524|-2,74274;-4,38763;-4,48626;3,438892;-1,48863;-4,325109;4,460718;2,2393;0,5461283;4,375214;-4,037633;4,151278;1,882301;1,576166;-4,643641;3,019446;-4,883608;-1,692228;-0,9022813;-0,5555172;2,20364;-1,180726;-1,626325;4,887823;-2,702097;3,951666;4,451633;-3,121118;4,315285
20|TOP2|0,01449929|0,6775718;0,8120685;-4,008502;-2,856803;-4,628515;0,3292327;1,498874;1,442537;-4,657797;-2,225265;0,5385404;0,3853555;3,681171;-2,938642;3,785698;-0,4732471;-1,872627;3,226341;3,158303;-0,4498477;1,901357;4,777765;4,384479;2,144716;-2,710745;4,37787;-2,367611;-1,730058;-1,600383
21|TOP2|0,01393456|-2,42805;0,9979587;3,866022;3,269457;-1,840725;4,498392;-3,774954;-4,862953;-2,481163;-0,7204123;3,222109;3,922696;0,3240581;-0,774024;-2,219326;-1,4682;1,801076;-0,8130293;-4,828028;-2,180357;4,583536;4,468241;3,184575;-0,2440124;2,925253;-0,8850403;0,7114677;2,756398;3,798207
22|TOP2|0,01346192|-2,508647;4,921844;4,060054;-1,585497;-0,3419309;3,56588;4,183997;4,702077;-2,645731;-1,466269;3,873728;4,919829;4,492741;-1,076657;-2,260814;2,561691;-1,521117;1,452181;2,436812;-3,445499;1,503281;-4,38908;1,077297;2,422804;-4,963913;-1,309263;3,079048;0,1211743;-0,3516717
23|TOP2|0,01341668|3,156878;-0,3354211;2,460318;-0,2106361;-0,9601908;-2,694493;-2,107902;-3,938019;-4,491115;-4,341785;1,509761;1,319249;4,758089;-3,270689;-3,062016;-3,431602;-3,544193;1,070571;2,425102;1,64111;3,858273;-3,348804;3,705559;3,373495;4,754828;-0,4444461;1,712118;0,6580882;-4,640274
24|TOP2|0,01340871|1,999068;2,20975;-4,89617;4,944139;-0,6727867;-0,9757166;-4,406425;4,11082;3,414076;4,235221;1,429752;-3,751142;-1,984168;-1,06117;-1,245083;0,5370479;2,662601;-3,258357;-1,333642;-0,0005750656;-3,482757;0,2724938;-0,5230923;-4,015156;-1,784065;4,356004;3,81933;-2,666817;3,950947
25|TOP2|0,01340585|4,233645;0,3744502;-0,9404297;1,640362;4,433634;-3,282122;0,8064957;2,022752;1,889605;-0,5842881;0,4032154;1,570059;4,044111;1,199605;1,554875;-1,506822;-3,266568;-0,7187562;-2,786478;-1,060842;1,917674;0,5389075;-2,475409;2,020324;2,221597;-2,215906;4,444683;-3,590269;1,070294
26|RandomParents|0,01340172|1,056884;0,8265238;3,417938;0,2185411;3,17441;3,868527;-0,3540177;1,880274;2,589583;-3,681508;-4,028833;-2,233215;-4,943089;2,763835;0,1894183;-1,700175;2,899729;-1,757014;1,530607;-2,888173;1,597713;-1,750198;1,073067;-1,564024;2,797232;3,992829;1,30954;3,944775;-1,929336
27|TOP2|0,01340058|1,943027;3,019537;-1,336343;1,468589;-4,851362;4,919622;-2,089791;4,030156;1,76905;3,285888;1,762213;1,876863;-0,6957145;-0,1893897;0,8587604;0,04550266;-4,241748;-0,2369494;-4,576756;2,761436;-2,675302;-0,2486544;4,304987;-2,979643;3,256853;0,7552938;1,934072;2,805589;-1,665534
28|TOP2|0,01288849|-4,71266;-1,306098;-2,734334;-2,970083;-3,138956;-0,4942112;4,865645;-0,7897086;-0,2775021;0,6734986;2,769699;2,382996;-0,2249293;0,7716899;-0,266201;-3,821844;-1,197297;-0,2164335;-4,088572;3,529051;3,320339;-3,585247;2,493359;-4,993239;-4,625666;-1,324126;0,4893641;2,330883;-2,725955
29|RandomParents|0,01263354|-2,130106;0,9860163;-2,399514;3,17668;2,992564;-1,362923;-0,3428297;4,254484;2,507421;2,34601;-0,1121397;0,6514769;0,0300293;1,82009;-0,4943008;1,436745;-4,943071;-3,616531;3,093429;-4,036351;-1,531538;1,37866;1,692184;-0,7750673;-1,206024;-1,079084;-4,944529;1,180353;-1,418361
30|TOP2|0,01085416|1,79285;-2,050021;-4,728456;4,883279;-1,305147;0,9586363;-3,223586;-1,424109;-2,175488;-2,574301;3,064731;-0,07444668;0,08313608;-1,234093;3,803548;4,982537;1,625471;3,361116;-4,415914;-3,178663;-3,126296;4,630641;0,8941703;-0,1535912;-1,487194;-3,857552;2,414157;-0,5822496;-0,945632
31|TOP2|0,01082074|2,386912;-4,545303;-0,4533844;0,2766566;-0,018291;3,802289;-1,840673;4,699473;2,230223;-1,233216;3,356079;-4,360818;-2,83423;2,897632;-2,325733;-0,1971679;1,242315;-3,464452;4,079041;-2,503777;-1,958604;0,276063;2,20268;-1,392301;-3,8016;-4,117481;-1,282037;2,03775;1,566559
32|RandomParents|0,01066571|0,3804655;-2,928989;-0,8318849;0,394742;3,58164;3,965795;4,816387;2,992713;2,0102;-0,632916;-0,1363201;-2,197609;-2,802608;-3,799902;-0,5258341;3,956533;-4,067713;2,054983;3,340993;3,365795;-1,154649;2,896447;-1,900647;-3,072897;-1,625757;-2,256729;1,545493;0,8809156;-4,783051
33|TOP2|0,01033238|4,755606;-0,3788047;2,689236;2,857183;-4,054503;1,72701;1,403794;-3,444304;2,609739;0,3514762;-3,868824;-3,547091;-1,6732;4,337563;4,90127;-2,028369;2,180412;-1,936009;3,439609;4,136462;4,479708;4,56212;2,848803;-0,3260713;-2,311613;1,463516;4,213871;-4,971027;-4,512496
34|TotallyRandom|0,01033207|2,067293;-4,04438;-4,214327;3,13876;0,778275;-1,241602;-1,205345;0,2192636;0,637856;0,6160183;-1,299679;-3,048116;-2,09059;-2,460992;-2,08924;4,900598;1,410453;-3,122009;-1,272852;1,368638;-2,099782;2,467201;4,519567;4,421413;-1,505967;-3,86546;1,210387;0,9405775;-1,852762
35|TotallyRandom|0,01032782|2,012509;1,245902;-4,039059;3,726249;-4,567827;0,9833984;3,47265;-1,122582;0,0543232;-3,287413;-3,375016;-2,960626;2,016791;-2,059229;-4,886006;-1,600597;-0,4654698;-1,183239;0,678956;-1,304014;-2,212761;3,257087;-1,752704;-1,775184;1,466063;-2,455706;-4,865471;2,751637;-2,006175
36|TotallyRandom|0,01032532|3,774289;4,07506;3,838458;-0,6557803;-4,144674;3,689792;-4,918577;3,810969;4,116451;1,915522;-3,402617;-2,990074;1,622339;-1,993752;-3,479309;2,767918;3,450306;4,326633;-4,768261;-3,213246;-1,6514;1,118884;-3,034783;4,182873;2,02248;-1,657858;2,68643;-1,518509;-3,598672
37|RandomParents|0,01032453|-0,387886;4,342805;0,8406453;-2,04627;0,4269819;-1,103037;-3,404554;2,416372;1,208585;-0,922112;2,57512;-3,275944;-2,948121;3,030828;2,754977;-4,104065;-4,814681;2,954222;1,456432;-2,649403;0,575376;1,539454;0,9559197;0,996819;3,228155;-2,288222;-2,438784;-0,5625196;-3,017857
38|TOP2|0,01031648|0,8825665;0,8248682;3,169496;2,364945;-4,610069;-0,1863642;0,09932232;-4,988551;-3,120346;-4,507242;0,2831264;1,79342;-4,568463;1,053209;2,083418;-2,44124;1,403651;4,746727;-2,182022;-4,395462;1,51828;-1,115429;1,780916;1,042762;-3,622498;0,4860158;4,71923;2,427564;-0,2104049
39|TOP2|0,01031206|1,532111;3,432254;-3,801033;-1,812797;2,784804;-0,4890151;-4,440685;-1,940867;2,547967;3,253694;-0,02891493;-1,768724;0,4114456;-3,563559;-0,1998014;4,448799;0,385191;-3,773414;1,0182;3,795946;-3,476633;-4,554647;4,125895;-4,213324;3,573826;-2,844033;3,852999;-3,368364;1,691215
40|TOP2|0,0103111|4,270567;-2,451188;-3,066185;1,156604;2,306663;-4,292912;-0,8014245;1,388967;0,5640788;3,177529;-1,758487;1,858126;1,94087;-3,946071;0,4695387;0,9997292;1,065779;0,9664302;1,492959;2,075205;1,82593;-1,071365;0,3872914;2,103337;-2,28745;0,921977;2,979125;-1,728456;3,892118
41|TOP2|0,01029779|-0,2619367;-1,65292;3,217726;4,846174;1,3487;-1,918073;2,395774;3,496199;1,690415;1,338819;-4,25737;3,020054;4,376779;-1,713038;-0,2656369;1,378229;-3,460734;4,758203;-1,815443;-2,344594;-1,789954;-4,590903;-3,41493;1,358981;-4,483777;-3,614635;3,97316;4,703952;-3,229446
42|TOP2|0,01029556|2,108967;-0,93116;3,035318;2,560469;2,450238;-4,088849;-4,387127;2,63468;0,02339172;-0,782011;-1,000777;-4,60285;1,730126;-4,848839;-2,20284;-0,5005102;2,486844;-2,866726;-3,233384;2,029608;4,246016;-0,6702061;-3,405758;0,6225963;-2,812824;-4,838643;3,08072;3,713002;-0,05568218
43|TOP2|0,01029232|0,8728414;-3,467533;0,9942861;4,720001;-2,032514;-0,02405357;2,928113;-0,8397217;3,517865;4,876695;-4,161617;3,081685;-4,554872;1,098268;1,393088;-1,449463;0,7172947;2,53346;1,537404;-0,4793615;3,013031;-4,99004;-2,569266;0,6916828;1,961821;-3,902563;-1,304105;-0,9207006;4,338494
44|TOP2|0,01029156|-0,669847;-1,773376;1,466933;-1,666911;-2,16213;-0,2655096;-0,9038539;1,884313;3,580657;-0,8990269;3,53331;3,559952;-0,2644424;2,781811;-0,5022817;-2,949114;1,727002;-3,661452;-3,088658;1,561216;-4,873773;4,244862;-1,69348;2,818139;1,105928;0,9130197;-4,104089;3,679923;3,674396
45|TOP2|0,01029058|2,956282;3,125282;-1,93266;1,026053;-0,5076523;-2,83886;0,7559614;2,167442;3,271429;3,727611;-4,153679;-3,849421;1,989506;-3,735585;-0,1915665;-1,004483;2,834771;-4,709784;3,559166;2,474271;-1,978776;2,462;2,51689;-3,618903;-2,573167;-2,101438;-2,460595;-1,13264;-1,367914
46|TotallyRandom|0,01028908|3,897375;-1,518931;2,453977;4,149196;1,978403;-1,100224;3,345374;-3,023926;1,933101;2,496727;4,776684;-2,062802;3,671777;-4,247161;2,323983;4,112097;2,220845;4,028784;-0,3759809;2,090563;3,84339;-4,944628;-4,32155;2,24211;1,147673;-3,097825;-2,403808;1,108064;2,750097
47|TOP2|0,01028524|1,448555;-3,104105;0,696
