Generation: 1 | maxFitness: 0,198458 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,198458
12|TOP2|0,02080907|2,318139;2,147486;1,2202;-3,608352;-1,967099;-2,13891;-0,7145829;0,4074459;-4,78631;4,619819;-2,265439;-3,162588;0,7341332;-0,8072166;-1,33737;-2,605506;1,860284;-2,407213;-2,327564;2,50525;2,713221;4,966073;-3,967936;1,984844;2,570591;-2,232337;4,264395;3,763645;0,2452345
13|TOP2|0,0201751|-2,411711;-4,016354;0,7046361;1,775678;-2,633162;0,4552369;-3,902564;1,47609;4,875717;3,805614;-0,5838494;0,2793856;0,8008151;-0,8220835;-1,775367;1,484887;-0,8977742;-2,083444;3,731489;-3,519773;-3,180522;-0,05403805;-2,623447;-4,889032;1,837306;3,371986;-3,028436;-0,5463343;1,756649
14|TOP2|0,01993225|1,2752;1,386214;-2,36348;-3,937602;-1,716077;-4,449739;-2,000079;3,618126;0,378583;-1,54152;-4,630356;-2,573943;-2,606311;-4,034027;-1,825618;-3,850698;-2,797263;-4,126243;3,331845;2,607428;1,169362;-0,7915421;0,8263774;3,708797;4,449298;1,47897;2,943299;-4,890034;-2,511637
15|TOP2|0,01881725|-3,428949;1,978258;1,752323;-1,263829;-0,3504033;0,1224799;-3,525516;-2,49069;2,330058;-2,715965;-2,345948;-3,386526;-1,293588;3,310223;2,785628;3,380562;-0,7279105;1,725106;-4,810252;-2,850959;1,803908;-2,942119;-3,385688;0,1536627;0,6809802;1,176525;-2,193654;1,792861;3,802387
16|TOP2|0,01865801|-1,189942;-3,986787;-3,819082;-2,232926;4,394797;-2,429917;2,278567;2,488937;2,371399;-3,004173;-4,658532;-3,989023;-1,894312;0,2235322;-4,211687;-2,638388;-1,043465;1,994359;-3,202219;4,855824;-3,690501;1,419945;-1,218362;-1,2241;4,57395;1,044805;-0,8707924;2,307721;3,570385
17|TOP2|0,01821933|0,1528244;3,738681;1,513052;-1,668237;-4,760698;-2,228039;-4,782077;-2,336162;0,7175536;-1,098094;1,833908;-2,996581;1,031422;-0,4630547;-4,865111;4,709846;2,831368;3,442695;-1,97313;-4,099293;3,439574;-3,033085;1,198263;-2,514157;-0,4925747;-4,531548;1,391607;2,63115;2,181736
18|RandomParents|0,01722435|-3,676794;2,466012;0,06214571;0,508985;-1,989396;-0,3528695;4,389176;-0,4527979;4,449338;2,483763;3,811538;3,068233;1,565513;-4,478113;-4,578194;2,918243;-1,915465;4,802637;0,4924731;0,3006535;-3,400234;-1,496574;-2,191463;1,369882;2,744336;0,00227499;3,939736;0,4601483;-4,546574
19|TOP2|0,01686532|-4,280643;2,750599;-2,86864;-3,451543;3,464592;-3,474532;2,640715;-1,517487;3,001828;-3,366527;3,805287;4,06502;-3,536859;-2,736627;3,463058;2,480344;2,069339;4,750816;-2,110718;3,778939;-2,737478;3,354735;-4,720909;-4,809833;3,85754;4,112878;2,640121;2,496727;3,934171
20|TOP2|0,0167642|2,335161;-3,666338;-2,083244;2,043334;3,343179;-0,8069139;-4,872598;-4,762205;0,9586053;2,907585;-2,006047;-4,12542;-1,361824;-0,1669579;-3,275902;1,975227;-4,774257;-3,182419;0,8027072;2,024601;1,704686;-4,535208;-4,548596;-3,341111;1,55311;-1,357142;-0,06337118;-4,602444;2,396621
21|TOP2|0,01668646|-4,634005;4,765379;-2,341094;-2,165406;-3,261135;3,190996;1,115227;0,1506491;4,141275;3,744995;-1,146551;-3,405128;-1,755074;-1,692392;-2,11489;3,588162;1,815933;1,329497;-2,742543;2,390544;3,719418;-3,112153;-1,77564;1,870709;2,916329;3,463744;-4,674464;2,015215;4,570587
22|TOP2|0,01668374|0,9344501;-2,938839;-2,310467;-3,426192;3,332163;1,246102;-1,08268;-0,5396743;-3,337565;-3,613611;-0,8794851;-1,739799;2,23229;1,798378;2,357509;1,425453;-4,643649;1,982651;-0,1962037;2,465867;-1,061897;0,293035;-2,798924;3,895784;3,979964;-2,217481;-3,404761;0,4797883;-2,623081
23|TOP2|0,0164894|3,598443;3,158388;-4,870804;-4,779104;2,950799;2,597587;1,662787;-1,589748;-2,709083;4,785528;1,697882;-1,550563;-4,708059;2,259578;-1,077738;3,913937;-4,915966;-3,042289;0,385942;-3,498928;-1,088582;1,880423;0,6631393;-4,967723;3,778924;1,199004;-1,45381;-0,2583532;3,121279
24|TOP2|0,01648701|3,220614;4,1564;4,848886;3,728318;2,838629;3,691869;1,770214;1,425426;-3,146284;3,59411;4,757048;-0,2822013;-2,722696;-0,3047185;-3,777647;-4,645676;-1,503878;-3,3799;-4,181072;2,997833;-0,9245496;1,839875;2,009523;2,047794;1,022711;0,14574;0,707057;-1,089112;0,4471655
25|TOP2|0,01647528|1,012761;3,358255;-3,054127;-1,757625;-4,069943;4,274831;-4,326896;1,478611;-4,430176;3,571349;-3,443631;-3,45537;4,410545;2,694457;4,532071;-2,313852;-3,827962;-4,76767;-1,876498;-0,352767;2,448584;-3,693445;-3,53265;1,129703;-0,1260872;2,18532;2,608322;4,695364;0,791852
26|TOP2|0,01647461|4,709682;0,5451851;-1,936569;-0,1994257;-1,919848;2,145703;4,691757;-4,511138;0,09224367;4,998297;-0,7328277;-0,58356;-2,198476;1,385773;-2,836792;4,107954;-0,6618137;1,727831;-1,915992;0,8326764;1,083246;0,2491255;2,731836;0,5449672;3,208226;3,212715;-4,055986;0,05051184;0,1904087
27|RandomParents|0,01646911|1,324365;1,811552;-3,247151;-4,021893;4,906808;2,372623;-1,24798;-2,172647;-0,5109458;0,8191986;-1,257341;-2,190115;1,941284;0,5808492;-4,098661;3,284283;-1,884901;-2,571874;-3,292002;2,740248;1,556725;2,386255;-4,95823;-4,134315;4,067039;-1,060819;2,406688;3,031331;-2,700946
28|TOP2|0,01646607|4,337586;-3,821835;0,06952238;3,860557;-0,3854756;-3,520178;-0,333777;4,688797;1,917785;2,989868;1,53514;-3,113592;-3,976944;-3,861416;4,69458;3,934706;-3,514898;-0,9445148;0,8637304;3,534347;2,346226;-2,087938;4,194408;-4,64785;2,262403;2,545254;-0,2684326;0,6297593;0,4770489
29|TOP2|0,01646463|-2,912463;-2,228999;4,553576;2,871953;0,6021814;-0,3955536;-1,958439;1,38597;3,650664;3,542646;1,245716;-4,704712;-4,035978;1,040426;-3,916649;4,447542;2,24156;-0,7717819;-0,4971333;4,212847;4,142206;4,692261;3,309852;-0,7445068;-2,520036;2,175055;1,173873;4,826691;1,699231
30|TOP2|0,0164643|-2,373095;-1,201834;-2,812134;4,258204;3,862669;4,31566;1,931759;-1,453714;-4,147495;0,4440351;2,467277;-2,650131;3,641295;-2,381904;-0,679111;1,212441;1,373403;0,8096604;-3,180295;-2,048269;1,128204;0,1224537;-1,414936;-3,239727;2,675924;-0,3504319;0,9974952;4,720514;-3,532792
31|TOP2|0,01646271|4,915224;-1,796675;-4,762413;1,575923;4,911567;-4,778677;-0,3693838;-1,968279;-3,800901;4,918392;1,478978;-0,4744096;3,746205;-4,752656;2,143945;0,5394583;2,216867;-2,365177;-3,290537;-2,036836;-2,307723;3,387051;0,7343321;-3,0504;0,5040569;3,569405;3,925989;3,084932;1,806779
32|TOP2|0,01645863|1,607914;1,009697;1,125121;3,63513;-1,597464;3,276883;-2,122181;-0,8348913;4,108703;1,099469;2,408341;3,434713;-1,19997;-0,6619935;2,748551;1,660693;0,9685249;-1,867004;-4,272375;-1,46331;1,186981;-2,82601;2,501188;3,664451;-1,203037;-1,795527;4,158885;3,70953;-4,868575
33|TOP2|0,01596894|2,678267;3,855523;-4,23539;4,174281;1,345804;2,663124;1,702904;-1,384016;-1,125827;-2,620439;4,482671;2,493454;4,760537;0,7068224;-2,493759;-4,278;2,985234;4,888915;-0,09010029;3,892753;-4,472664;-3,285123;0,3979917;-2,885449;4,920253;3,221237;3,3916;-3,563759;1,432102
34|RandomParents|0,01502797|-2,34379;-4,625942;1,432359;-2,782953;4,895716;-2,796745;3,328058;1,389557;-3,385238;-3,388968;-4,146428;-0,8017225;3,010102;-4,587469;-2,294407;-2,580569;-3,584371;0,6093817;-0,681787;1,908975;3,205179;2,741509;2,126793;-3,510311;-3,537974;4,361472;-3,158918;4,008418;-3,833782
35|TOP2|0,01397019|-4,34815;-0,7649736;2,807213;-4,8466;2,287972;-0,2464085;1,781094;1,72461;4,738912;-1,792336;0,5303388;1,24461;-3,125214;3,947142;4,521064;2,452341;-4,306765;-2,076293;-1,224908;-0,8314533;4,015175;3,189218;-2,600784;1,930884;-0,1686926;4,440296;-1,256451;-4,861822;-4,325876
36|RandomParents|0,01327254|4,273396;0,6448035;1,143515;-4,1755;-3,699251;0,06029797;-2,296048;-2,8471;-1,140781;-1,214225;4,11819;0,7839556;-3,987925;-3,960619;-0,1206641;-4,898546;2,420429;0,7773571;-4,689551;-2,24169;2,911349;-3,9766;1,200257;-3,435528;-4,29626;0,1949005;-1,811667;0,7929153;-4,258787
37|TOP2|0,01327194|2,718287;2,713345;1,207307;-3,882515;0,1078458;-2,178287;-1,785057;4,047837;0,839365;-2,227118;3,646117;-4,616907;4,071503;-1,990471;-1,96888;-2,339417;-2,188155;1,598277;3,170661;4,32561;3,751606;-1,537493;-1,440417;0,04487228;-4,089191;-3,983997;-2,669187;2,34037;-2,90796
38|TOP2|0,01288327|1,313768;1,243158;-0,7988887;3,397629;-0,717154;4,995581;2,753012;4,740191;-1,375983;2,646116;-0,7291608;-1,389911;1,301896;-3,511727;-0,7310886;-3,412976;4,69111;2,456219;-3,365038;-0,2510886;1,542154;1,680083;-4,142965;-0,5216784;-2,298327;-2,236734;1,179571;4,2239;-1,356123
39|TOP2|0,01282534|-4,328197;3,635395;-2,480748;2,93563;-2,918778;-1,65659;-2,92344;-3,750962;3,068633;-2,577825;4,76511;1,101622;2,904062;-0,7355409;2,742748;3,429262;2,788591;-0,5304651;3,137923;0,7503109;-0,6370516;2,708338;-2,775997;-4,548342;0,9989352;-1,915331;0,5271773;-0,8718176;4,924363
40|TOP2|0,01281913|-4,790812;-0,6484838;4,855824;1,310975;-1,194875;-4,493666;-1,893719;1,642228;-2,154704;0,982408;4,133268;1,289847;-0,9731774;3,858453;-4,814213;4,290297;2,94928;4,121315;2,135119;4,728342;2,582379;2,331024;3,799337;-1,506702;-2,001643;1,773996;-4,194157;-1,563987;-3,810044
41|TotallyRandom|0,01280752|2,389374;-4,402623;-2,722158;4,361225;2,447348;-2,942069;4,135827;1,313407;-0,3009648;0,7981749;-3,001803;-4,267426;2,40643;1,891356;-0,4931278;-4,745502;-4,716767;2,988296;-0,01301241;-1,517089;1,313187;1,931251;-0,8886938;-1,238869;-1,826947;0,633028;-3,961832;-1,932928;-0,2016015
42|TotallyRandom|0,01279956|-0,3484483;2,112553;-3,171048;-1,030446;-0,5404468;0,6166368;3,47483;-1,380555;3,747929;-2,371711;-0,04935455;-4,148272;3,818751;0,4452367;0,125051;4,685797;-1,10571;2,913812;-3,719952;-4,849487;1,280302;4,475532;1,59656;-1,307545;0,1453142;-4,135525;3,87766;-4,647269;-2,755681
43|TOP2|0,01279673|2,06672;-2,441986;-1,646655;0,8373265;1,633677;-2,70574;0,7375474;1,331309;3,678947;-0,1118584;-0,8081551;-3,30883;0,8806925;-2,209899;4,116546;-0,1060076;-2,365404;2,874261;1,44112;4,590847;-3,186368;-2,120789;-0,3556376;-4,595714;-3,638085;-0,6578212;1,916449;-1,385064;0,5583973
44|TOP2|0,0127961|1,166709;4,791678;-3,707532;4,272417;1,326846;-4,222088;-0,3152995;-4,871258;-0,9672875;-1,768627;2,441404;-3,150066;-3,496989;-3,514227;-3,634651;0,9027739;-1,368856;4,051837;2,27926;2,829956;-0,4647799;-1,990251;-0,9964375;-4,078532;-2,308524;-2,570819;4,365043;4,225967;1,501927
45|TOP2|0,01279509|2,087282;-2,340512;2,010134;1,28168;1,008928;-0,4793568;-3,02594;-0,04015255;-4,631219;-2,201547;-1,982128;-4,40825;-3,314376;-4,151343;-1,374891;2,308931;-1,415457;-3,965479;1,766511;-2,764817;-2,048223;2,34042;1,363075;-1,244702;-3,693135;4,160022;-2,443426;4,430937;-2,245948
46|TOP2|0,01278605|3,61492;3,503783;4,536158;0,5841393;-2,882176;2,150882;-2,519662;-4,614667;-0,8439393;-2,480832;-1,051305;1,646039;-0,7457857;-3,127537;4,432111;-0,4617352;-0,7795377;0,4412146;-4,368917;-2,936456;-2,834065;-3,482481;3,626845;-1,865407;-0,9594636;-0,8493681;-4,633555;0,2198844;-0,9954648
47|TOP2|0,01278336|3,762989;1,157348;0,4486699;-0,938005;-1,359915;-2,785914;4,685623;-0,03790808;-4,53682
