Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1207605
8|TOP2|0,07130916|-1,276668;-2,628588;2,298673;-3,860132;-3,30398;4,477245;-3,131856;-2,56217;-3,666279;-3,865608;-4,958517;-4,505948;-2,44359;-3,636523;-3,385035;-0,9390898;-2,002483;-2,298085;1,835267;-4,239388;4,599016;-0,1089387;3,236585;-1,858066;1,634144;-1,131857;0,01026821;4,275837;0,01398039
9|TOP2|0,05031887|0,858634;-4,981345;3,029393;2,094729;-4,717997;-1,840894;1,841334;-4,092539;-2,20287;4,800907;-2,601161;2,52018;-1,880577;4,629421;1,324777;-3,163877;3,456007;-0,6168194;2,257222;4,699394;1,263557;-3,845214;1,005339;1,965103;3,575392;2,146406;-1,079356;-1,377221;-3,680736
10|TOP2|0,0425041|-3,279839;1,607462;-2,501562;-1,370187;2,364728;-0,3763251;-3,048389;3,11977;-3,18061;1,713962;-1,473065;-3,796509;2,924156;-4,109426;1,064539;-4,492138;1,767871;-2,964581;1,983689;1,338998;-4,38044;-0,3013344;2,19502;2,04658;-3,637827;-0,1518841;-2,88176;1,737878;-0,2781181
11|RandomParents|0,03502339|-3,56408;-2,495914;-4,197011;4,617195;3,768358;1,93137;-2,371738;3,723247;2,555174;-0,7316213;-3,332641;-3,26762;4,440722;1,820484;-4,068322;4,587774;-4,89504;-2,856724;1,594149;-4,426194;-1,229928;-3,361998;2,365642;-0,6731458;2,717943;1,167973;-4,263609;0,01208496;-4,349722
12|TOP2|0,03122377|4,936583;-1,228407;-1,95481;-3,953891;-1,38928;-3,869971;3,0551;0,9592919;-3,478363;-3,536968;-3,355494;-4,461528;4,354073;-2,345393;-0,1286955;4,859919;-1,692979;-0,05228567;0,904748;-3,303856;0,4258366;-1,921894;-1,716036;-0,4192524;4,787786;-2,445767;-1,095875;-2,358124;-4,86423
13|TOP2|0,03087026|0,1514702;-0,7868199;-2,004747;0,9286933;-1,022229;-4,708084;2,289597;1,999462;-4,475504;4,84515;-4,140615;4,21073;4,299155;-1,753251;-1,967325;2,422565;-1,973849;3,931635;1,749456;-1,037559;4,9569;-4,825812;-4,882279;-1,738031;-3,844712;-2,72074;0,4934721;-1,619305;3,441548
14|TOP2|0,02907242|2,089227;-4,019907;-4,7438;-1,450396;2,316574;3,330212;2,608893;4,710733;1,980885;3,006361;-1,25231;-0,7135744;-3,642833;2,098384;0,1360149;3,893703;3,93177;3,071551;3,32303;-4,608029;3,937319;0,5776687;0,6868501;-4,905719;4,081366;-2,52051;-1,873703;4,320245;1,075631
15|TOP2|0,0278218|3,419186;3,987711;-4,063281;-2,479077;-3,469559;3,116438;4,161024;-0,3697367;0,9209962;-3,564588;4,690853;1,118389;1,327928;3,534229;4,525024;-1,601479;-3,940336;2,750393;-1,137577;-1,138606;-2,170384;4,320442;4,011068;0,2395983;-3,070274;-3,99982;0,7111459;-0,3870111;-4,67905
16|TOP2|0,0240066|-0,8960338;2,946882;1,27871;2,399223;1,416873;-4,023275;0,4323225;-3,998099;-1,882016;4,898598;-4,661292;-3,377128;-1,891973;2,997077;3,142766;-2,695022;-4,789166;-0,3792005;2,110319;2,631855;-4,996428;-2,959571;3,296905;-4,931206;3,855518;-3,520922;-4,743961;3,543525;3,64619
17|TOP2|0,02156978|-1,575744;-4,755706;1,866214;-1,060276;-1,097298;0,6162472;-4,61306;-4,403252;1,335903;-4,049288;1,642942;-4,79059;4,210159;-4,295907;3,461136;0,3617282;-1,370221;-4,166145;-0,04586649;4,679359;-4,913806;4,16749;2,441154;-1,320319;-3,6232;1,935693;-1,922129;-2,551703;1,264057
18|TOP2|0,01983767|3,950203;0,4844518;-3,468393;-4,905607;1,601339;-4,295843;3,00169;0,8607678;4,80466;-1,571196;-4,916295;-4,549422;4,601928;-4,380736;-3,848705;-0,6518645;-0,6651812;-3,69958;-3,751518;-3,54952;3,576326;-3,350295;3,504944;-1,917297;0,124083;3,627133;0,01882744;2,738909;-3,56719
19|TOP2|0,0194598|-3,407907;3,787697;-0,1810308;-2,356801;-3,756716;-2,646061;2,531568;-3,247772;3,903831;-1,69813;3,1745;-0,2456622;3,313416;-2,50067;0,05674791;3,288074;-0,02664137;-0,706975;1,576202;-2,68536;0,7900004;1,608294;4,057947;0,2776675;-4,121181;2,821581;-1,806303;-2,6578;-0,339747
20|TOP2|0,01923124|-2,842898;-1,069968;-4,011541;-4,363704;4,951872;1,475913;-3,148155;-3,983127;1,45945;-3,936112;-0,5052323;-2,362656;-3,766939;-4,02562;-0,1849742;-3,152044;-3,108647;0,9033351;-1,861741;4,078319;-2,811132;-0,8127089;-3,274627;2,627047;2,590255;3,70056;-1,637961;-2,042346;1,964342
21|TotallyRandom|0,0183905|0,6571312;-0,4459863;-4,493908;1,539852;-2,181038;-0,01825619;-0,3726907;3,376592;-3,256717;-4,730816;-0,6909604;4,012222;-1,252037;-3,369869;-4,058186;2,521698;0,1296325;-4,495467;-2,756485;-2,389565;-0,06838131;2,662481;0,9046288;0,2759285;-3,823229;-4,703791;1,816852;-3,46704;3,011193
22|TOP2|0,018211|-4,457165;-4,902283;-3,623163;3,115335;2,586926;1,321645;-0,2530046;4,245438;0,7528801;-3,573315;2,745092;0,6111555;-3,302282;-4,435767;-3,74897;3,371171;-3,22857;0,9458761;4,203784;-2,492909;2,763914;4,47276;3,600166;-1,873219;-2,685795;4,987125;-3,624523;-4,355372;-2,269633
23|TOP2|0,0180265|-1,743432;1,326114;3,480799;-0,9047003;-4,305283;-2,030313;-1,417295;-1,461131;-0,7914572;-4,538826;2,387362;-2,325432;2,477027;-4,457308;-3,668926;3,625389;-2,30861;1,145505;4,212566;-2,640288;1,962522;4,746805;-4,513341;0,6532736;-1,562298;2,567492;1,318816;3,381968;3,519171
24|RandomParents|0,01758167|-4,977642;-4,808096;-3,413796;-0,3349943;-0,5360503;2,218918;1,110351;-1,378195;1,657572;-3,307535;1,125597;0,7407026;-0,4565234;4,38097;0,6421809;-3,513033;-2,714711;-2,867323;2,301085;-4,546209;-2,408622;1,004717;2,645417;-4,935385;0,307147;-0,5402203;1,567782;1,136079;4,501467
25|TotallyRandom|0,01695503|-2,12396;-4,704826;-3,014482;-3,553676;-3,492478;2,068409;0,5617385;1,11016;-1,115432;-3,804425;4,350561;0,2198787;2,174323;-4,468563;-1,037435;-2,529793;-3,199782;-1,197095;-4,333668;-3,751326;3,949765;2,106822;2,271171;-0,9946651;-4,285971;-1,844813;-4,072171;-3,444727;-0,8888106
26|TOP2|0,01607565|0,4590015;4,100579;3,978633;1,745934;-1,795539;2,774244;-2,804914;-3,903158;-1,62273;-2,390872;-3,320978;4,267824;0,5386071;4,911856;-4,667038;-3,618689;-0,1503806;4,807813;4,681398;-4,376565;-0,2744036;-1,888017;-3,829595;-4,535752;0,141664;0,6884294;-1,624735;3,759905;3,773626
27|RandomParents|0,01599056|2,354152;-0,4342132;-0,2246447;-0,01528549;-0,07632446;-4,563892;-4,402163;-3,698264;-2,30423;1,479993;-3,944179;-3,074633;2,695673;-3,946563;-0,7179098;1,959468;-1,132891;-3,736404;1,924021;-2,688159;0,949163;4,104811;-0,3110809;1,140416;0,8812289;-3,760662;-1,229915;2,463876;-3,453238
28|TotallyRandom|0,01564239|3,065245;-2,476394;4,331261;-1,135335;-0,758038;1,474003;-0,09791803;4,117098;2,785009;-3,800835;3,853729;0,287457;-0,5330949;2,140623;-2,035877;-4,959896;0,4614015;0,5632548;1,460338;-0,7883077;-4,041105;0,3963585;2,468358;4,409247;1,228662;2,226042;2,727759;3,333153;-3,517215
29|TOP2|0,01563406|-2,889709;-4,650051;1,119829;1,784015;4,86858;3,648499;3,116743;-1,588457;4,451555;-1,636324;1,397602;-2,107556;1,22268;-3,18283;0,8757477;-2,237311;1,029939;-3,173474;4,765139;3,696915;0,1620288;1,119318;4,581424;1,992417;-1,022201;-4,661075;3,236833;2,117902;-1,967465
30|TOP2|0,01562101|-0,7032113;3,664075;-0,1306014;3,035885;4,551115;-3,4428;-3,404607;-3,724295;-0,5483966;4,175243;2,204998;4,013424;-2,140897;1,132031;3,900884;2,564305;-2,308224;0,04424524;-4,851971;2,690949;3,759184;-0,7498436;2,309528;4,395308;3,110114;3,508968;-1,66215;1,255673;-4,459528
31|TOP2|0,01561002|1,964599;3,343959;-3,152762;-0,1127772;3,828963;0,07443237;-0,9795885;2,930194;2,227027;1,962276;-3,27787;3,810301;-0,8558197;-4,438801;-3,288833;-0,9507103;-3,851071;-1,281919;2,890612;-1,247657;1,370426;2,040169;-4,078623;4,050628;1,790727;2,197609;2,535215;-3,080411;3,294313
32|TOP2|0,01560965|2,282827;2,883308;-1,491136;1,100581;3,579733;3,404217;2,162627;-4,263165;-0,9753175;-3,980446;-1,565025;2,195768;-0,9355907;4,519715;-2,311328;-1,704572;-4,078474;1,209919;3,281017;-4,832129;-1,148239;2,322596;-1,607525;0,7658892;2,624426;4,526258;-3,486428;0,06108713;4,122746
33|TOP2|0,01560372|-3,920145;-2,4339;0,3873606;2,6096;1,165909;2,177361;0,7513971;-1,180201;-4,491356;4,594676;4,811134;1,007678;-0,7176681;4,937778;-2,805442;0,7535963;-2,453191;3,290254;0,5855494;-3,036287;3,974713;-4,799198;-0,1497192;4,312761;4,424987;3,864206;3,190763;4,183594;-0,7527881
34|RandomParents|0,01560281|3,427888;-0,4570417;-0,2718525;4,256567;4,641442;1,260607;4,253577;-0,2933865;-1,625801;-0,1672239;-3,9252;-1,47582;-3,191321;-2,88453;1,605249;-3,496247;3,337368;-2,054761;1,833562;2,755952;-3,57295;0,05320597;-1,512787;-1,281589;2,377309;2,979064;-0,597568;3,393393;-0,9547038
35|TOP2|0,01560147|3,94877;-4,457675;4,743435;1,249828;0,7292767;1,101782;-4,787575;0,5198808;1,196975;-0,4470034;1,273183;4,227294;-4,614109;-2,825776;3,647393;-0,2004738;-2,502404;-0,5020051;4,263658;2,07076;2,018813;-0,4227619;2,203352;-1,72448;0,4093308;0,7583518;3,25824;3,002776;-3,78861
36|RandomParents|0,01368974|-0,8651395;-1,875732;-2,083563;-0,7669144;-1,370132;-2,55687;-0,4781466;0,5946012;2,740037;1,93711;0,4378648;-0,5915613;3,975071;4,042665;-3,952064;1,749724;3,541245;3,019881;-1,442461;-4,108142;-3,00748;-3,473578;3,646572;-2,281866;3,448796;2,686561;-2,772589;-0,05841208;-3,172063
37|TOP2|0,01364017|4,773206;-2,360615;0,7273049;-1,913018;-3,358325;2,944547;-3,621806;2,59702;-3,358088;-3,567446;2,164951;2,013498;-3,713485;-1,335688;3,263397;2,066084;0,2027063;-2,18718;-2,088153;1,823101;-1,733623;-1,890354;-2,635067;-4,932456;2,751074;-0,1212888;-3,503683;-4,831854;-1,349655
38|TotallyRandom|0,01340581|-0,6503706;-2,942853;1,186522;-1,660686;-4,434557;1,264505;-4,049589;2,755961;-1,931127;-3,945992;-2,989012;-2,064547;-0,318007;3,731348;-3,060526;3,54672;2,617235;-2,387102;4,11903;4,848762;-2,227029;-4,512874;-4,343486;-3,256217;3,433705;-2,086123;4,23173;-2,393423;-2,99214
39|TOP2|0,01239298|1,209294;-4,092746;3,751694;-4,828814;1,696619;4,834484;0,5456634;0,1230617;-3,291426;3,733519;4,603067;2,418437;4,676329;3,76364;4,243612;3,665166;3,864222;3,99137;-4,902402;1,127941;-2,068098;3,198318;1,146383;-3,821725;1,669703;2,325722;0,3541727;-3,999901;-4,17036
40|TOP2|0,01229809|-0,8429174;4,493328;-3,83263;2,279404;3,162435;-1,737009;-0,5259209;3,548955;2,176069;2,918723;-2,222714;3,423952;-4,545861;-0,7693748;2,111674;-0,6843395;-0,7808299;-4,264288;1,610576;-3,202221;-3,111186;3,6306;2,99572;-4,263653;-0,2097826;-0,8254795;-2,21962;-3,453794;-0,7341642
41|TotallyRandom|0,01187832|2,036138;0,3015227;-4,098419;4,502197;3,786392;2,982631;-3,679752;-0,9108071;-4,684427;-3,172842;-1,474821;0,9084086;-3,178506;3,37546;0,588798;0,6557126;3,437982;2,862483;3,143712;1,147162;0,7416577;1,733177;-2,410268;-1,319088;3,057363;-0,3821282;-3,372189;-1,156785;3,182752
42|TOP2|0,01181906|1,789642;0,1289101;4,13509;4,990825;4,64352;-0,6154509;-2,387877;-0,2513857;2,783752;4,743198;4,900279;-2,744285;0,8421178;2,474904;-2,974237;-1,10756;-4,14801;4,041158;-2,89662;-2,038371;3,804819;-1,727393;-1,432387;-1,136835;4,485542;2,646712;-2,803876;-3,604016;-2,077914
43|TOP2|0,01181756|-2,083499;-0,2556186;-3,622007;-0,0181694;-0,5642982;3,32212;1,024227;2,735652;-0,1568503;3,23469;4,569008;-0,5677314;0,4181714;0,2941508;2,246126;-2,227588;2,478765;3,296306;-3,219652;2,299131;3,706858;-0,3030663;0,0135417;-4,390081;1,560596;2,695259;-3,5517;-2,647549;3,152505
44|TOP2|0,01181652|2,71229;-4,253249;-0,2907472;-4,749249;1,271424;4,9713;0,9824009;4,817524;2,132615;4,972;2,096494;-2,321713;-0,6518431;3,916021;3,50077;3,411613;0,1554437;1,575888;-1,906937;4,052999;2,08486;-1,482863;-0,8221464;-4,389709;0,5319433;-3,403399;-0,8133869;-0,5998321;-4,524116
45|TOP2|0,01181298|4,775373;-4,232136;-0,8927135;0,8507152;0,3102283;1,596789;-0,8687778;2,509981;2,340628;-2,850824;-3,827074;0,1066465;4,414923;0,5618711;-3,892845;-2,661978;0,7745762;2,62678;-1,580097;2,270712;2,088729;4,026946;1,700877;1,089758;-1,07496;-1,975331;-2,996379;0,2434139;4,079177
46|TOP2|0,01181169|2,757419;3,836337;4,704349;4,669447;-3,424198;-1,041319;-3,131616;-4,822512;1,622716;4,530593;-2,470894;-4,571656;-0,2420955;-0,2222924;1,584091;-1,306661;4,455174;4,799005;-3,429031;1,01446;0,4002233;2,170012;-0,4427238;-2,058668;-3,928049;-1,479292;0,3836699;2,606915;4,036056
47|TOP2|0,01181035|-2,929761;2,445941;0,1344247;-2,579
